perturbation,text_id,крупный,мелкий,средний
capitalize_terms,coling::f249dac3-f3a2-4db9-9758-e18c9f8ff33e,11.49,7.8,15.71
capitalize_terms,coling::f2d66835-0de6-4a50-b3da-a170f0608965,33.62,10.86,26.56
capitalize_terms,coling::f3328e08-1b91-430d-bea9-e5b836b0102f,4.26,14.07,4.92
capitalize_terms,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,2.69,17.27,13.38
capitalize_terms,coling::f4f3b137-0da5-4cc5-a8e0-08f5a2849b41,9.61,-16.34,5.36
capitalize_terms,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,-4.62,5.08,-4.39
collapse_vocab_10,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,-42.63,69.74,-62.42
collapse_vocab_10,coling::0303abd4-4ede-45e6-94d9-7e4d99699a27,-55.99,99.07,-63.78
collapse_vocab_10,coling::040c1d28-4583-4101-87e6-0631f517d0b5,-41.86,8.97,-67.65
collapse_vocab_10,coling::049da962-b4ab-4271-80d7-6c08dd7157b9,-58.98,74.27,-76.63
collapse_vocab_10,coling::07106895-c293-4117-be28-f75985334b33,-45.51,40.88,-63.97
collapse_vocab_10,coling::0a6f4d1d-1792-4bfc-a4cf-9fcf063648e1,-36.79,77.36,-56.39
collapse_vocab_10,coling::0b4651e6-8f56-467b-81ae-810fa7819810,-48.77,92.48,-62.19
collapse_vocab_10,coling::0c653e8b-8157-47f3-bdaa-142023fb5739,-50.33,84.37,-61.27
collapse_vocab_10,coling::108b67b9-1113-4b28-81da-e218ced4ceb9,-31.09,83.78,-58.46
collapse_vocab_10,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,-39.86,51.12,-58.91
collapse_vocab_10,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,-41.43,74.92,-61.54
collapse_vocab_10,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,-45.66,98.68,-68.33
collapse_vocab_10,coling::1c1fb589-36fc-45ac-bccc-1e9cced6c731,-33.19,65.77,-52.51
collapse_vocab_10,coling::1d5a005f-1162-4f21-a546-b8229951a6c2,-54.26,35.69,-59.44
collapse_vocab_10,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,-38.94,86.37,-51.45
collapse_vocab_10,coling::1eb5e451-a672-4645-8dea-c413ad11c953,-30.3,91.07,-53.18
collapse_vocab_10,coling::203e204e-a867-4d1d-97e8-bdd789e6fc2b,-42.71,42.72,-54.03
collapse_vocab_10,coling::22aa3208-6e8c-4005-9386-819f202c1c74,-35.34,172.71,-53.34
collapse_vocab_10,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,-18.61,57.2,-47.34
collapse_vocab_10,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,-27.21,46.67,-59.65
collapse_vocab_10,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,-46.11,56.28,-58.29
collapse_vocab_10,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,-50.76,75.83,-66.0
collapse_vocab_10,coling::31049c2c-a6a8-44a9-acaa-b8e3b1237658,-32.29,40.63,-52.04
collapse_vocab_10,coling::32e519e5-5c7c-4bcb-a0ea-bfeb2b47c9d8,-46.14,40.93,-67.37
collapse_vocab_10,coling::33c5609d-3402-4e52-abb9-f74944f2418e,-44.58,44.25,-64.62
collapse_vocab_10,coling::365ba259-c2eb-480e-84d9-eab251a43b47,-41.98,66.55,-60.71
collapse_vocab_10,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,-43.66,63.68,-58.51
collapse_vocab_10,coling::3acbf3b4-cdc2-42b4-9b2c-839dd8bb95f5,-40.87,108.5,-56.31
collapse_vocab_10,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,-43.34,88.8,-59.52
collapse_vocab_10,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,-41.5,82.88,-58.55
collapse_vocab_10,coling::4622a5f2-c96d-4ea1-9629-b734e9768fd2,-25.45,37.58,-37.83
collapse_vocab_10,coling::46555368-c6ff-46dc-88fc-bf38c422299b,-48.03,74.0,-66.56
collapse_vocab_10,coling::4979d6d3-5de1-40a4-9a75-cfd7fc6085a9,-48.19,126.39,-57.58
collapse_vocab_10,coling::49a2d576-81e8-4b16-889d-beb4a986f322,-46.33,73.13,-56.7
collapse_vocab_10,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,-51.64,76.73,-69.19
collapse_vocab_10,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,-27.12,96.91,-57.02
collapse_vocab_10,coling::5293d27b-2991-4ca1-93ab-e336d0ebeefc,-51.44,68.99,-64.19
collapse_vocab_10,coling::54bd7a63-4df1-4ef1-979a-2ae688d3c276,-22.8,52.14,-51.61
collapse_vocab_10,coling::564547e8-c996-4ee6-8beb-abfe80624a51,-26.72,53.24,-54.7
collapse_vocab_10,coling::56d83b20-4592-4ff6-b3ab-c3299c657735,-30.64,89.38,-54.05
collapse_vocab_10,coling::5895f991-9d37-49fe-9f39-eeff324a797c,-49.23,77.74,-65.61
collapse_vocab_10,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,-21.13,72.1,-46.48
collapse_vocab_10,coling::5e64f27a-ba00-4d66-8985-34fc48e8302f,-46.37,81.45,-65.09
collapse_vocab_10,coling::5fe97409-ffd6-4931-b20b-8449a9edaab3,-40.5,76.67,-64.8
collapse_vocab_10,coling::60c879b9-6ebb-4551-8f22-52c6a144770b,-54.29,69.55,-70.46
collapse_vocab_10,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,-49.28,97.69,-62.69
collapse_vocab_10,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,-34.8,88.82,-56.57
collapse_vocab_10,coling::6670f84e-b3ea-4cdf-98af-e79e2579d9b7,-37.74,63.85,-69.44
collapse_vocab_10,coling::669f87a1-c0ae-4677-a33d-a44341fab6e4,-39.6,63.39,-61.14
collapse_vocab_10,coling::6b54ef51-f42e-4ac2-840e-6b536faab7cf,-49.82,80.71,-63.36
collapse_vocab_10,coling::6c998ea5-d795-44ca-8a25-22424b17cd7f,-39.66,45.89,-52.22
collapse_vocab_10,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,-33.19,46.96,-63.99
collapse_vocab_10,coling::6ea6d618-d59e-455d-a265-490e14187344,-45.26,87.9,-50.97
collapse_vocab_10,coling::6ec72689-8b99-420d-9182-0a2fa5a40cbc,-52.95,9.15,-66.98
collapse_vocab_10,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,-47.89,71.4,-57.48
collapse_vocab_10,coling::7426cf8e-20e5-4e81-bfbb-380b1547f405,-54.66,105.14,-67.48
collapse_vocab_10,coling::745b25d5-34c6-4c43-a690-6414f20591ce,-45.39,98.47,-67.56
collapse_vocab_10,coling::76136b55-6fc5-43fa-b998-384c79a14fe7,-47.78,52.56,-67.27
collapse_vocab_10,coling::772c8684-83a7-4b50-8a32-d059bec2d49f,-42.07,72.38,-58.78
collapse_vocab_10,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,-31.68,45.08,-59.2
collapse_vocab_10,coling::78c59284-8d42-44bc-9994-350a50f2de49,-58.98,56.8,-70.49
collapse_vocab_10,coling::794e6ae3-4244-4f1a-902e-9f1eb5845396,-50.69,94.97,-64.79
collapse_vocab_10,coling::79eb7194-07a0-4dd2-a0b2-7911976fc4b5,-44.12,63.09,-65.73
collapse_vocab_10,coling::7a09dbe7-814b-4d82-b5b3-a15b926a87fa,-39.39,72.94,-57.27
collapse_vocab_10,coling::7a28bc6c-3b1e-4ac2-a169-10374ef5da58,-30.21,38.62,-54.93
collapse_vocab_10,coling::7b1cbc13-ed47-4ccb-81a7-d64aa32c73e5,-37.45,85.56,-45.2
collapse_vocab_10,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,-34.81,54.71,-54.23
collapse_vocab_10,coling::817b2dbf-699e-4bec-825a-2bbdf59831d4,-53.98,80.93,-64.24
collapse_vocab_10,coling::8986a229-067f-4f9d-8d01-514889d3d128,-38.89,79.12,-58.33
collapse_vocab_10,coling::8c3cf713-de3f-4e3d-9e94-ba8bcf48962d,-42.2,98.5,-59.14
collapse_vocab_10,coling::8d68dd4d-1de2-4490-8a68-ccd52f7f2c5f,-52.39,47.58,-62.23
collapse_vocab_10,coling::8df379b4-a387-496d-947d-b224f86ba11c,-51.66,73.65,-64.13
collapse_vocab_10,coling::8e0f7cff-07ca-48c6-b381-34b577d189e0,-24.66,21.86,-47.21
collapse_vocab_10,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,-32.84,65.2,-38.19
collapse_vocab_10,coling::9600c031-1ba2-4882-9aa0-8cb6b07d966a,-43.7,26.5,-71.26
collapse_vocab_10,coling::97ce3bac-5618-4fcb-8600-bcf08ed8dc09,-25.32,80.76,-53.32
collapse_vocab_10,coling::9be05dd7-05a8-4b0e-a617-ae611f4d915d,-62.23,68.96,-69.07
collapse_vocab_10,coling::9e189795-5152-41d4-9713-20ef5189d721,-36.64,101.36,-63.89
collapse_vocab_10,coling::a098aa01-9d81-40a6-8321-ca3d4a8803ee,-48.53,91.76,-64.44
collapse_vocab_10,coling::a0b0f9d5-62dc-4996-9de4-5e5f9b3bcf06,-52.44,83.56,-67.91
collapse_vocab_10,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,-58.31,69.13,-70.47
collapse_vocab_10,coling::a2ab68ca-fbd4-4698-8f7c-6b33ea5e9aa2,-43.55,101.92,-65.56
collapse_vocab_10,coling::a31907c5-c035-4dca-ba29-cb4c6fe3b03f,-42.74,51.4,-65.23
collapse_vocab_10,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,-59.04,50.63,-73.29
collapse_vocab_10,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,-42.72,56.63,-59.81
collapse_vocab_10,coling::aa7ddd1b-2f96-496d-ba44-143371216bbe,-39.17,70.52,-54.28
collapse_vocab_10,coling::ab8e7c37-fe1e-4b22-8440-e3a25a67f527,-52.94,67.59,-64.91
collapse_vocab_10,coling::ae050f0f-463e-4780-8638-108ef778c14e,-23.23,69.28,-59.58
collapse_vocab_10,coling::b1217276-7bc0-4410-b466-8118c7036ee5,-46.9,78.68,-71.41
collapse_vocab_10,coling::b21c6524-7e1a-4589-933c-d0152005962d,-38.94,61.03,-53.67
collapse_vocab_10,coling::b27b582c-94a8-4076-8b94-e286cb9f2ca1,-31.03,82.88,-59.2
collapse_vocab_10,coling::b535c4fe-fe84-4ce7-af76-446c58fe22a2,-43.72,77.88,-61.03
collapse_vocab_10,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,-32.04,68.72,-41.98
collapse_vocab_10,coling::b53fdf6a-f822-4baa-8af9-8f0d42fe78ea,-47.51,65.1,-65.88
collapse_vocab_10,coling::bb048a1e-39f8-4c80-9db0-70176b1cc508,-23.46,58.51,-50.81
collapse_vocab_10,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,-43.2,59.95,-62.1
collapse_vocab_10,coling::be76162e-6297-4c2c-be8b-8be691cc5a5e,-38.39,73.86,-57.8
collapse_vocab_10,coling::c0381ae0-3b9c-40a4-bc53-f4a76564adb9,-46.98,83.23,-59.34
collapse_vocab_10,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,-53.7,81.32,-63.49
collapse_vocab_10,coling::c7e45e24-dc16-40b2-9030-8200e20e46f4,-42.97,104.8,-62.47
collapse_vocab_10,coling::c986a4de-fede-44ef-b275-ef7634245f1b,-32.21,66.83,-28.2
collapse_vocab_10,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,-38.89,59.16,-62.71
collapse_vocab_10,coling::ce094fc2-a215-4a99-a6f1-dc2a198dfd49,-53.13,83.43,-62.55
collapse_vocab_10,coling::d2400f57-c1e4-49a6-aaa9-1c92f1814051,-60.7,72.73,-68.54
collapse_vocab_10,coling::d8e4451f-f606-413a-a2c5-5f2b5e9c789f,-52.65,94.36,-66.15
collapse_vocab_10,coling::d9b96a87-ee9b-46e9-995f-edfccd85de77,-41.37,52.33,-51.28
collapse_vocab_10,coling::da2d8730-7c13-4b32-befb-c2bbe666088c,-40.46,90.57,-59.81
collapse_vocab_10,coling::dc12cc52-6173-4721-b8be-42699b3cf392,-52.97,52.4,-69.28
collapse_vocab_10,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,-46.64,70.16,-65.09
collapse_vocab_10,coling::df393828-70be-448f-bbdb-11367e15a5fb,-42.11,96.51,-59.57
collapse_vocab_10,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,-37.5,67.39,-52.88
collapse_vocab_10,coling::ef4cca12-c45c-4b1b-9c67-8db766ad0259,-43.52,98.8,-56.61
collapse_vocab_10,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,-42.88,87.1,-63.91
collapse_vocab_10,coling::f05692cf-092b-40e0-9f4a-d3f7ccd65bf8,-47.56,38.79,-65.17
collapse_vocab_10,coling::f249dac3-f3a2-4db9-9758-e18c9f8ff33e,-41.24,77.09,-50.29
collapse_vocab_10,coling::f2d66835-0de6-4a50-b3da-a170f0608965,-38.69,76.44,-33.91
collapse_vocab_10,coling::f3328e08-1b91-430d-bea9-e5b836b0102f,-41.21,52.64,-54.01
collapse_vocab_10,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,-47.14,120.0,-59.46
collapse_vocab_10,coling::f4f3b137-0da5-4cc5-a8e0-08f5a2849b41,-31.37,17.58,-53.53
collapse_vocab_10,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,-45.47,84.65,-63.04
collapse_vocab_25,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,-38.34,53.86,-61.7
collapse_vocab_25,coling::0303abd4-4ede-45e6-94d9-7e4d99699a27,-50.96,62.9,-64.8
collapse_vocab_25,coling::040c1d28-4583-4101-87e6-0631f517d0b5,-20.29,26.06,-52.62
collapse_vocab_25,coling::049da962-b4ab-4271-80d7-6c08dd7157b9,-43.6,50.49,-65.59
collapse_vocab_25,coling::07106895-c293-4117-be28-f75985334b33,-39.81,35.91,-58.5
collapse_vocab_25,coling::0a6f4d1d-1792-4bfc-a4cf-9fcf063648e1,-33.87,40.47,-49.61
collapse_vocab_25,coling::0b4651e6-8f56-467b-81ae-810fa7819810,-37.79,96.63,-58.18
collapse_vocab_25,coling::0c653e8b-8157-47f3-bdaa-142023fb5739,-36.3,51.67,-50.33
collapse_vocab_25,coling::108b67b9-1113-4b28-81da-e218ced4ceb9,-14.89,49.14,-48.07
collapse_vocab_25,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,-31.89,33.72,-52.36
collapse_vocab_25,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,-32.89,62.75,-59.45
collapse_vocab_25,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,-31.0,71.67,-57.63
collapse_vocab_25,coling::1c1fb589-36fc-45ac-bccc-1e9cced6c731,-25.84,38.81,-51.18
collapse_vocab_25,coling::1d5a005f-1162-4f21-a546-b8229951a6c2,-44.96,59.78,-58.2
collapse_vocab_25,coling::1eb3e11f-345c-4e21-9971-65b1c025ebf0,-32.95,61.79,-45.23
collapse_vocab_25,coling::1eb5e451-a672-4645-8dea-c413ad11c953,-33.83,41.51,-58.68
collapse_vocab_25,coling::203e204e-a867-4d1d-97e8-bdd789e6fc2b,-39.04,53.15,-58.21
collapse_vocab_25,coling::22aa3208-6e8c-4005-9386-819f202c1c74,-40.29,76.05,-59.42
collapse_vocab_25,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,-16.4,43.98,-43.96
collapse_vocab_25,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,-25.55,26.21,-51.3
collapse_vocab_25,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,-35.07,51.81,-49.43
collapse_vocab_25,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,-38.77,38.82,-58.62
collapse_vocab_25,coling::31049c2c-a6a8-44a9-acaa-b8e3b1237658,-29.06,21.82,-44.72
collapse_vocab_25,coling::32e519e5-5c7c-4bcb-a0ea-bfeb2b47c9d8,-43.49,51.38,-63.78
collapse_vocab_25,coling::33c5609d-3402-4e52-abb9-f74944f2418e,-37.61,35.65,-56.43
collapse_vocab_25,coling::365ba259-c2eb-480e-84d9-eab251a43b47,-39.79,28.22,-55.78
collapse_vocab_25,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,-36.18,53.32,-56.38
collapse_vocab_25,coling::3acbf3b4-cdc2-42b4-9b2c-839dd8bb95f5,-33.45,77.47,-59.44
collapse_vocab_25,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,-41.98,61.6,-56.38
collapse_vocab_25,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,-19.8,41.96,-46.51
collapse_vocab_25,coling::4622a5f2-c96d-4ea1-9629-b734e9768fd2,-15.6,17.2,-26.34
collapse_vocab_25,coling::46555368-c6ff-46dc-88fc-bf38c422299b,-41.04,45.37,-63.41
collapse_vocab_25,coling::4979d6d3-5de1-40a4-9a75-cfd7fc6085a9,-48.39,78.72,-60.13
collapse_vocab_25,coling::49a2d576-81e8-4b16-889d-beb4a986f322,-31.36,54.67,-50.54
collapse_vocab_25,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,-40.72,41.43,-62.83
collapse_vocab_25,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,-24.51,59.68,-52.6
collapse_vocab_25,coling::5293d27b-2991-4ca1-93ab-e336d0ebeefc,-45.74,63.77,-61.9
collapse_vocab_25,coling::54bd7a63-4df1-4ef1-979a-2ae688d3c276,-28.67,21.08,-51.29
collapse_vocab_25,coling::564547e8-c996-4ee6-8beb-abfe80624a51,-20.16,36.39,-43.48
collapse_vocab_25,coling::56d83b20-4592-4ff6-b3ab-c3299c657735,-30.62,70.01,-50.6
collapse_vocab_25,coling::5895f991-9d37-49fe-9f39-eeff324a797c,-40.87,76.82,-65.19
collapse_vocab_25,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,-10.12,65.07,-40.37
collapse_vocab_25,coling::5e64f27a-ba00-4d66-8985-34fc48e8302f,-44.43,70.75,-58.23
collapse_vocab_25,coling::5fe97409-ffd6-4931-b20b-8449a9edaab3,-35.34,67.74,-58.05
collapse_vocab_25,coling::60c879b9-6ebb-4551-8f22-52c6a144770b,-44.26,64.53,-65.35
collapse_vocab_25,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,-40.34,44.74,-56.12
collapse_vocab_25,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,-37.42,51.86,-56.74
collapse_vocab_25,coling::6670f84e-b3ea-4cdf-98af-e79e2579d9b7,-34.49,52.8,-60.2
collapse_vocab_25,coling::669f87a1-c0ae-4677-a33d-a44341fab6e4,-31.32,52.55,-46.68
collapse_vocab_25,coling::6b54ef51-f42e-4ac2-840e-6b536faab7cf,-42.1,72.09,-57.92
collapse_vocab_25,coling::6c998ea5-d795-44ca-8a25-22424b17cd7f,-34.6,42.21,-53.71
collapse_vocab_25,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,-24.97,36.68,-55.24
collapse_vocab_25,coling::6ea6d618-d59e-455d-a265-490e14187344,-20.61,55.91,-45.28
collapse_vocab_25,coling::6ec72689-8b99-420d-9182-0a2fa5a40cbc,-37.57,23.97,-56.01
collapse_vocab_25,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,-34.96,33.24,-51.98
collapse_vocab_25,coling::7426cf8e-20e5-4e81-bfbb-380b1547f405,-35.52,53.95,-58.41
collapse_vocab_25,coling::745b25d5-34c6-4c43-a690-6414f20591ce,-40.02,41.44,-61.4
collapse_vocab_25,coling::76136b55-6fc5-43fa-b998-384c79a14fe7,-44.28,20.12,-64.24
collapse_vocab_25,coling::772c8684-83a7-4b50-8a32-d059bec2d49f,-37.17,59.42,-53.16
collapse_vocab_25,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,-29.12,27.83,-50.05
collapse_vocab_25,coling::78c59284-8d42-44bc-9994-350a50f2de49,-47.74,39.82,-61.59
collapse_vocab_25,coling::794e6ae3-4244-4f1a-902e-9f1eb5845396,-31.77,65.07,-54.46
collapse_vocab_25,coling::79eb7194-07a0-4dd2-a0b2-7911976fc4b5,-31.47,85.25,-53.05
collapse_vocab_25,coling::7a09dbe7-814b-4d82-b5b3-a15b926a87fa,-27.27,46.11,-53.73
collapse_vocab_25,coling::7a28bc6c-3b1e-4ac2-a169-10374ef5da58,-34.5,57.86,-59.0
collapse_vocab_25,coling::7b1cbc13-ed47-4ccb-81a7-d64aa32c73e5,-34.0,55.81,-41.82
collapse_vocab_25,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,-29.42,39.7,-59.12
collapse_vocab_25,coling::817b2dbf-699e-4bec-825a-2bbdf59831d4,-46.05,38.19,-58.03
collapse_vocab_25,coling::8986a229-067f-4f9d-8d01-514889d3d128,-24.6,74.88,-52.16
collapse_vocab_25,coling::8c3cf713-de3f-4e3d-9e94-ba8bcf48962d,-38.15,66.31,-59.44
collapse_vocab_25,coling::8d68dd4d-1de2-4490-8a68-ccd52f7f2c5f,-45.27,35.54,-56.48
collapse_vocab_25,coling::8df379b4-a387-496d-947d-b224f86ba11c,-37.4,87.84,-54.58
collapse_vocab_25,coling::8e0f7cff-07ca-48c6-b381-34b577d189e0,-20.05,3.7,-37.7
collapse_vocab_25,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,-26.94,36.56,-35.48
collapse_vocab_25,coling::9600c031-1ba2-4882-9aa0-8cb6b07d966a,-31.02,36.19,-62.35
collapse_vocab_25,coling::97ce3bac-5618-4fcb-8600-bcf08ed8dc09,-22.35,43.66,-45.9
collapse_vocab_25,coling::9be05dd7-05a8-4b0e-a617-ae611f4d915d,-56.34,37.91,-68.86
collapse_vocab_25,coling::9e189795-5152-41d4-9713-20ef5189d721,-23.55,63.69,-57.45
collapse_vocab_25,coling::a098aa01-9d81-40a6-8321-ca3d4a8803ee,-42.03,102.38,-64.44
collapse_vocab_25,coling::a0b0f9d5-62dc-4996-9de4-5e5f9b3bcf06,-45.41,59.52,-66.27
collapse_vocab_25,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,-39.31,66.77,-60.84
collapse_vocab_25,coling::a2ab68ca-fbd4-4698-8f7c-6b33ea5e9aa2,-41.22,82.58,-64.69
collapse_vocab_25,coling::a31907c5-c035-4dca-ba29-cb4c6fe3b03f,-40.39,49.4,-65.92
collapse_vocab_25,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,-42.02,74.92,-65.44
collapse_vocab_25,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,-29.3,60.5,-54.51
collapse_vocab_25,coling::aa7ddd1b-2f96-496d-ba44-143371216bbe,-35.8,24.46,-49.73
collapse_vocab_25,coling::ab8e7c37-fe1e-4b22-8440-e3a25a67f527,-43.44,41.94,-58.69
collapse_vocab_25,coling::ae050f0f-463e-4780-8638-108ef778c14e,-24.85,41.69,-56.14
collapse_vocab_25,coling::b1217276-7bc0-4410-b466-8118c7036ee5,-38.94,77.66,-60.96
collapse_vocab_25,coling::b21c6524-7e1a-4589-933c-d0152005962d,-30.23,32.99,-43.78
collapse_vocab_25,coling::b27b582c-94a8-4076-8b94-e286cb9f2ca1,-25.11,70.86,-54.62
collapse_vocab_25,coling::b535c4fe-fe84-4ce7-af76-446c58fe22a2,-32.95,57.11,-53.74
collapse_vocab_25,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,-27.28,42.08,-38.88
collapse_vocab_25,coling::b53fdf6a-f822-4baa-8af9-8f0d42fe78ea,-39.09,75.34,-59.56
collapse_vocab_25,coling::bb048a1e-39f8-4c80-9db0-70176b1cc508,-5.21,41.29,-42.72
collapse_vocab_25,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,-40.25,67.84,-56.87
collapse_vocab_25,coling::be76162e-6297-4c2c-be8b-8be691cc5a5e,-38.41,66.98,-53.44
collapse_vocab_25,coling::c0381ae0-3b9c-40a4-bc53-f4a76564adb9,-31.8,25.79,-51.94
collapse_vocab_25,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,-44.95,69.28,-53.94
collapse_vocab_25,coling::c7e45e24-dc16-40b2-9030-8200e20e46f4,-35.1,94.39,-61.12
collapse_vocab_25,coling::c986a4de-fede-44ef-b275-ef7634245f1b,-24.18,44.81,-30.27
collapse_vocab_25,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,-24.38,36.5,-54.24
collapse_vocab_25,coling::ce094fc2-a215-4a99-a6f1-dc2a198dfd49,-47.21,64.77,-59.71
collapse_vocab_25,coling::d2400f57-c1e4-49a6-aaa9-1c92f1814051,-51.35,66.06,-61.31
collapse_vocab_25,coling::d8e4451f-f606-413a-a2c5-5f2b5e9c789f,-46.79,92.44,-63.29
collapse_vocab_25,coling::d9b96a87-ee9b-46e9-995f-edfccd85de77,-31.62,27.21,-46.7
collapse_vocab_25,coling::da2d8730-7c13-4b32-befb-c2bbe666088c,-29.49,47.45,-56.26
collapse_vocab_25,coling::dc12cc52-6173-4721-b8be-42699b3cf392,-46.81,76.74,-67.38
collapse_vocab_25,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,-29.82,47.74,-59.18
collapse_vocab_25,coling::df393828-70be-448f-bbdb-11367e15a5fb,-34.39,74.24,-56.2
collapse_vocab_25,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,-27.88,37.3,-51.94
collapse_vocab_25,coling::ef4cca12-c45c-4b1b-9c67-8db766ad0259,-25.23,59.64,-51.58
collapse_vocab_25,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,-31.76,79.42,-57.49
collapse_vocab_25,coling::f05692cf-092b-40e0-9f4a-d3f7ccd65bf8,-38.25,26.69,-56.37
collapse_vocab_25,coling::f249dac3-f3a2-4db9-9758-e18c9f8ff33e,-37.32,51.82,-46.06
collapse_vocab_25,coling::f2d66835-0de6-4a50-b3da-a170f0608965,-24.76,47.28,-35.83
collapse_vocab_25,coling::f3328e08-1b91-430d-bea9-e5b836b0102f,-18.83,89.78,-42.97
collapse_vocab_25,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,-38.47,70.61,-53.11
collapse_vocab_25,coling::f4f3b137-0da5-4cc5-a8e0-08f5a2849b41,-21.42,1.31,-44.5
collapse_vocab_25,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,-36.83,64.86,-59.96
collapse_vocab_60,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,-20.31,21.32,-45.62
collapse_vocab_60,coling::0303abd4-4ede-45e6-94d9-7e4d99699a27,-23.21,30.04,-44.73
collapse_vocab_60,coling::040c1d28-4583-4101-87e6-0631f517d0b5,-3.18,1.12,-30.79
collapse_vocab_60,coling::049da962-b4ab-4271-80d7-6c08dd7157b9,-24.11,26.04,-50.45
collapse_vocab_60,coling::07106895-c293-4117-be28-f75985334b33,-27.45,9.64,-40.82
collapse_vocab_60,coling::0a6f4d1d-1792-4bfc-a4cf-9fcf063648e1,-8.68,17.15,-32.74
collapse_vocab_60,coling::0b4651e6-8f56-467b-81ae-810fa7819810,-16.98,50.67,-40.22
collapse_vocab_60,coling::0c653e8b-8157-47f3-bdaa-142023fb5739,-28.78,26.75,-34.33
collapse_vocab_60,coling::108b67b9-1113-4b28-81da-e218ced4ceb9,-7.57,11.44,-27.47
collapse_vocab_60,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,-23.92,16.66,-36.59
collapse_vocab_60,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,-20.11,34.17,-41.05
