токен,класс,k,размах,диаметр,мин. пара
r,подслово,3,0.2890295878379711,0.3681474862461147,0.14041700745651967
Ġof,служ,11,0.45149323282503756,0.6042547820065496,0.16824519227784843
-,пункт,3,0.524238664392343,0.7011276958346437,0.17251543988270537
ĠM,служ,3,0.5391549447175813,0.7546652995542478,0.13409085866150405
.,пункт,13,0.7087616542472059,1.3024455721283128,0.16349916598654454
ies,подслово,2,0.2676742222949636,0.2676742222949636,0.2676742222949636
Ġa,служ,4,0.47930321865180864,0.5724827280276139,0.4002955099400459
Ġvalue,смысл-част,3,0.4383966996993749,0.516018612739299,0.3065560894337539
Ġto,служ,3,0.34888570493182836,0.39408176619229335,0.31832217579746475
Ġ0,пункт,3,0.3311791274672677,0.39408454532641213,0.21725779106253068
Ġlarge,смысл-част,2,0.4637858219312475,0.4637858219312475,0.4637858219312475
Ġthe,служ,9,0.7768008685256697,1.2093624959717513,0.02328583162740968
Ċ,пункт,10,0.24255645388497749,0.3500191486331548,0.1761886159242034
",",пункт,3,0.4415846881345066,0.5171606016930951,0.308735274878936
Ġvoid,смысл-редк,3,0.5525960240680212,0.6969248473481998,0.26471788387937245
Ġgalaxies,смысл-редк,2,0.3762397866096829,0.3762397866096829,0.3762397866096829
Ġ+,пункт,2,0.2114468045446213,0.2114468045446213,0.2114468045446213
Ġ-,пункт,3,0.5002410871448295,0.5391543289674244,0.4251541115101223
ĠLF,смысл-редк,3,0.27695366815863376,0.27784113858458914,0.2762958606622379
ĠThe,служ,2,0.3935099702719535,0.3935099702719535,0.3935099702719535
Ġthat,служ,4,0.341793687489025,0.475617085980514,0.21368790172356597
Ġh,смысл-редк,2,0.14276682714220165,0.14276682714220165,0.14276682714220165
_,пункт,5,0.263611794608306,0.3498445520205129,0.1490250993034056
Ġgalaxy,смысл-редк,2,0.32645027016498046,0.32645027016498046,0.32645027016498046
3,пункт,2,0.15978613564533742,0.15978613564533742,0.15978613564533742
Ġwall,смысл-част,2,0.25424358036989575,0.25424358036989575,0.25424358036989575
1,пункт,2,0.43703389403003473,0.43703389403003473,0.43703389403003473
2,пункт,2,0.4749533352850281,0.4749533352850281,0.4749533352850281
Ġalpha,смысл-редк,3,0.44728982195356964,0.5585728278463117,0.3008799570238958
Ġis,служ,3,0.4163347985516136,0.42130874935008356,0.4093102845513475
ower,подслово,2,0.40660917736942626,0.40660917736942626,0.40660917736942626
Ġsimilar,смысл-част,3,0.5559231654268767,0.6602741159720212,0.3560001074087435
Ġand,служ,2,0.5931923442023835,0.5931923442023835,0.5931923442023835
Ġfain,смысл-редк,2,0.5780364906979816,0.5780364906979816,0.5780364906979816
Ġfunction,смысл-част,3,0.6034799579840154,0.7830786220337751,0.30121488674860697
Ċ,пункт,11,0.25385589506389955,0.3469419694942925,0.12760675179420258
Ġvalue,смысл-част,2,0.5128045801369387,0.5128045801369387,0.5128045801369387
Ġvoid,смысл-редк,7,0.4521837877426774,0.6960802520061243,0.22898357329720614
Ġ+,пункт,3,0.1907515006576616,0.1973076145760811,0.18617078629924547
Ġa,служ,2,0.39780226107699435,0.39780226107699435,0.39780226107699435
Ġis,служ,2,0.3463339151472617,0.3463339151472617,0.3463339151472617
Ġand,служ,4,0.5435726820378673,0.6308059322575812,0.4107932877414913
r,подслово,2,0.31343171214827836,0.31343171214827836,0.31343171214827836
gal,подслово,2,0.3429484128750334,0.3429484128750334,0.3429484128750334
",",пункт,3,0.42699304047194286,0.495751039290599,0.3248441849539281
Ġas,служ,2,0.5645619128105941,0.5645619128105941,0.5645619128105941
=-,пункт,3,0.26577820683614234,0.3143681367290149,0.17171829970758234
Ġthe,служ,5,0.7180653904043093,1.1835865987105012,0.2506163010843687
*,пункт,3,0.3830839162537547,0.46440914578410275,0.28336570074075834
Ġto,служ,2,0.4618026336777323,0.4618026336777323,0.4618026336777323
Ġof,служ,7,0.5034571308375838,0.6472205179802355,0.2182825273543003
M,подслово,2,0.8018256178550378,0.8018256178550378,0.8018256178550378
Ġ0,пункт,3,0.33865740116787924,0.39162998158491913,0.2578276122863925
Ġgalaxies,смысл-редк,3,0.32649077049158975,0.34148135604863733,0.3134163783965449
Ġfain,смысл-редк,2,0.5744361784600279,0.5744361784600279,0.5744361784600279
Ġthat,служ,3,0.34535323234040083,0.4200668590426057,0.2197940773295765
Ġfunction,смысл-част,3,0.648217771915421,0.825448312147969,0.34100380295842375
Ġfound,смысл-част,2,0.4800313958578183,0.4800313958578183,0.4800313958578183
ĠM,служ,3,0.48641004017415934,0.5415897052154125,0.43429405669102117
Ġwith,служ,2,0.5390119822796174,0.5390119822796174,0.5390119822796174
1,пункт,2,0.20482786825851518,0.20482786825851518,0.20482786825851518
Ġluminosity,смысл-редк,2,0.4737217034738254,0.4737217034738254,0.4737217034738254
Ġ-,пункт,2,0.4225060303330362,0.4225060303330362,0.4225060303330362
_,пункт,2,0.2764486732379535,0.2764486732379535,0.2764486732379535
-,пункт,2,0.696565470157985,0.696565470157985,0.696565470157985
.,пункт,13,0.7182618009764811,1.2903258323564242,0.22830384314250754
Ġof,служ,8,0.4854354263675022,0.5930713789213102,0.2488303137851115
ter,подслово,2,0.5141936917347827,0.5141936917347827,0.5141936917347827
Ġr,смысл-част,2,0.5813599496085401,0.5813599496085401,0.5813599496085401
Ġ+,пункт,3,0.1922730632286375,0.19888147313170154,0.18765581000425138
r,подслово,4,0.3178965936349331,0.36877277393580754,0.23934591651332485
Ġas,служ,2,0.5690652392461371,0.5690652392461371,0.5690652392461371
ĠM,служ,2,0.7299463662145546,0.7299463662145546,0.7299463662145546
Ġthe,служ,9,0.7668163347074046,1.203544134868574,0.008258141185528046
ies,подслово,3,0.2562608884145029,0.27514480975431566,0.23550922650419964
Ġto,служ,4,0.5830172793732551,0.7512446054754167,0.4062429296635335
Ġfain,смысл-редк,2,0.579018268695469,0.579018268695469,0.579018268695469
Ġgalaxies,смысл-редк,2,0.43131859472138795,0.43131859472138795,0.43131859472138795
Ġand,служ,3,0.5384505978119688,0.6358376656529332,0.4140700519550392
ĠSDSS,смысл-редк,2,0.34034453914793433,0.34034453914793433,0.34034453914793433
Ġvoid,смысл-редк,3,0.42061185046288874,0.47956572103136336,0.3476175575860067
*,пункт,3,0.39935447988301864,0.42120437863781884,0.36909246551088626
ĠRo,смысл-редк,2,0.29968707580041726,0.29968707580041726,0.29968707580041726
Ġsimilar,смысл-част,3,0.6124122247935665,0.6613955721600017,0.5815755513473637
Ċ,пункт,9,0.23185009574888982,0.2730196487617103,0.10786840802205352
1,пункт,2,0.4787171560766148,0.4787171560766148,0.4787171560766148
Ġ0,пункт,2,0.3828441930701178,0.3828441930701178,0.3828441930701178
),пункт,2,0.45286327153887773,0.45286327153887773,0.45286327153887773
Ġin,служ,2,0.5519419621017991,0.5519419621017991,0.5519419621017991
gal,подслово,2,0.1916180950537679,0.1916180950537679,0.1916180950537679
ĠSche,смысл-редк,2,0.38622188324858764,0.38622188324858764,0.38622188324858764
Ġa,служ,2,0.4212322523419334,0.4212322523419334,0.4212322523419334
Ġis,служ,2,0.28145956603058814,0.28145956603058814,0.28145956603058814
_,пункт,3,0.2625685886190566,0.2786538142331466,0.24200080857512085
Ġfound,смысл-част,2,0.48386044990097044,0.48386044990097044,0.48386044990097044
ĠLF,смысл-редк,2,0.5070439295422979,0.5070439295422979,0.5070439295422979
19,пункт,2,0.60767613961518,0.60767613961518,0.60767613961518
Ġ-,пункт,2,0.5400700667555199,0.5400700667555199,0.5400700667555199
Ġthat,служ,3,0.49995645003041717,0.5687021553427379,0.42341759551295055
",",пункт,2,0.46405622951888836,0.46405622951888836,0.46405622951888836
A,подслово,2,0.696151034540613,0.696151034540613,0.696151034540613
Ġover,служ,2,0.405411853957069,0.405411853957069,0.405411853957069
)*,пункт,2,0.16275444510387743,0.16275444510387743,0.16275444510387743
at,подслово,2,0.13419715598033363,0.13419715598033363,0.13419715598033363
Ġdensity,смысл-редк,2,0.5104287821143795,0.5104287821143795,0.5104287821143795
Ġlarge,смысл-част,2,0.46457354852437116,0.46457354852437116,0.46457354852437116
Ġwas,служ,2,0.45118089489321334,0.45118089489321334,0.45118089489321334
't,подслово,2,0.3916705526873353,0.3916705526873353,0.3916705526873353
Ġis,служ,5,0.44403720078786435,0.5319794176529544,0.3192277304593192
Ġthat,служ,4,0.6033647181936861,0.7065678417946366,0.536131937960162
ĠI,служ,3,0.5581050598322137,0.7151094103416178,0.3882006616909768
raged,подслово,2,0.47098372984635334,0.47098372984635334,0.47098372984635334
ĠAnd,служ,2,0.21282005824491618,0.21282005824491618,0.21282005824491618
Ġthe,служ,13,0.7137898179497995,1.3220636269775672,0.06279744111561963
.,пункт,10,0.6499296856458309,1.4033006457057575,0.20270644634039953
Ġen,смысл-редк,2,0.4461082304519134,0.4461082304519134,0.4461082304519134
Ġwith,служ,3,0.49588199217564394,0.5642893071092399,0.391618749197159
Ġso,служ,3,0.3019987543999153,0.31960770651845444,0.2813146129752987
Ġto,служ,2,1.3644980447279402,1.3644980447279402,1.3644980447279402
Ġof,служ,4,0.5418774275240661,0.6415236481010228,0.41703711493138446
-,пункт,10,0.4257110232193363,0.6178714435249464,0.2286715231025397
Ġin,служ,3,0.4478693337445222,0.5571789041351891,0.26981950544218464
Ġit,служ,2,0.6676937180676198,0.6676937180676198,0.6676937180676198
Ġa,служ,3,0.5416585188452742,0.593297621844328,0.4817224651800602
Ġbut,служ,3,0.4416838858957432,0.4826980525538627,0.39358324052921884
",",пункт,3,0.45302263744359106,0.5216953845184911,0.4143720539452081
's,подслово,5,0.5142292184728967,0.621670699123086,0.4185834362533828
Ġmany,служ,2,0.4650557838448177,0.4650557838448177,0.4650557838448177
Ġmovie,смысл-част,2,0.1614977750887974,0.1614977750887974,0.1614977750887974
Ġfrom,служ,2,0.45479475739080055,0.45479475739080055,0.45479475739080055
Ġpoints,смысл-част,2,0.3731228239618154,0.3731228239618154,0.3731228239618154
and,подслово,2,0.5127760295441313,0.5127760295441313,0.5127760295441313
ĠIt,служ,2,0.20629726771040444,0.20629726771040444,0.20629726771040444
ĠSo,служ,2,0.3333562849315523,0.3333562849315523,0.3333562849315523
Ġshe,служ,2,0.3479476756005343,0.3479476756005343,0.3479476756005343
",",пункт,5,0.5181838795329344,0.7051330664777937,0.3428185078032222
Ġof,служ,4,0.5738647948171912,0.7049459624182046,0.4763512919643234
ĠThe,служ,2,1.2846422183432344,1.2846422183432344,1.2846422183432344
-,пункт,10,0.4119860670304432,0.5846003614443294,0.1845024181873174
Ġthe,служ,11,0.7411151403430416,1.3484567684256619,0.13356967620119556
Ġat,служ,2,0.4966586510015311,0.4966586510015311,0.4966586510015311
Ġis,служ,4,0.4655058805917261,0.5324216938163036,0.3973930102421762
's,подслово,5,0.5040737901989228,0.6221875426748307,0.27944924939829224
Ġtime,смысл-част,2,0.5593352110889024,0.5593352110889024,0.5593352110889024
ĠI,служ,4,0.4920133471891124,0.6784362450205577,0.328934411974259
Ġwith,служ,4,0.5050017912563417,0.5647584450147407,0.39194433254144456
Ġwas,служ,2,0.45155599691511156,0.45155599691511156,0.45155599691511156
.,пункт,11,0.687140475694644,1.3846233879423926,0.24628090032843952
Ġmovie,смысл-част,5,0.30253766806581045,0.3713761280591323,0.16163204084041397
Ġcharacter,смысл-част,2,0.442639627216425,0.442639627216425,0.442639627216425
Ġbe,служ,2,0.44462532014668155,0.44462532014668155,0.44462532014668155
Ġabout,служ,2,0.6129541510019293,0.6129541510019293,0.6129541510019293
Ġand,служ,2,0.4524793566894367,0.4524793566894367,0.4524793566894367
!,пункт,3,0.46345995206189566,0.5419003973848986,0.34219035908105266
Ġwoman,смысл-редк,2,0.3243563493336827,0.3243563493336827,0.3243563493336827
raged,подслово,2,0.4713752955162347,0.4713752955162347,0.4713752955162347
Ġbut,служ,2,0.3939104571090403,0.3939104571090403,0.3939104571090403
and,подслово,2,0.5132023404266176,0.5132023404266176,0.5132023404266176
Ġtypical,смысл-редк,2,0.4314312079939409,0.4314312079939409,0.4314312079939409
Ġthat,служ,2,0.5232907537214485,0.5232907537214485,0.5232907537214485
Ġin,служ,2,0.27004382753379913,0.27004382753379913,0.27004382753379913
Ġfrom,служ,2,0.45517286389969064,0.45517286389969064,0.45517286389969064
Ġfor,служ,3,0.4464883976455646,0.46621413910627874,0.42959006703729363
Ġthis,служ,2,0.6116305281408193,0.6116305281408193,0.6116305281408193
Ġend,смысл-част,2,0.2596114393336289,0.2596114393336289,0.2596114393336289
Ġwas,служ,2,0.52151084284399,0.52151084284399,0.52151084284399
Ġof,служ,8,0.49877628905466087,0.643870924350985,0.317419728061127
Ġthis,служ,2,0.6133584952382445,0.6133584952382445,0.6133584952382445
Ġthat,служ,4,0.6095083733243993,0.7091531087897676,0.46283699408937895
Ġcharacter,смысл-част,3,0.4058651690789894,0.45863725209754747,0.3144159556948201
ĠI,служ,5,0.6152918891359077,0.7905978274856968,0.3862481913384926
Ġthe,служ,15,0.7571127377532539,1.3288545410936774,0.014308631340823849
Ġliked,смысл-редк,2,0.3955576896818177,0.3955576896818177,0.3955576896818177
-,пункт,12,0.3950415686775547,0.6170061483928663,0.219396706580369
't,подслово,2,0.393103639353515,0.393103639353515,0.393103639353515
for,подслово,2,0.6331799852369345,0.6331799852369345,0.6331799852369345
.,пункт,5,0.5053170565489286,0.7337780949645697,0.28497505686340857
Ġbut,служ,3,0.4648415798558535,0.6007515822295206,0.3433607830875748
Ġat,служ,2,0.5363619297887875,0.5363619297887875,0.5363619297887875
Ġis,служ,6,0.42419113887682136,0.5169142810606324,0.2531818540167704
",",пункт,3,0.4695915411313248,0.5726102185205744,0.37535858104614156
Ġit,служ,3,0.4200125117954765,0.5079972487235136,0.32841778049556214
Ġin,служ,3,0.5407937714635442,0.5744388848699078,0.5184998188186472
Ġa,служ,2,0.5396486955975875,0.5396486955975875,0.5396486955975875
Ġhis,служ,2,0.383060792098048,0.383060792098048,0.383060792098048
Ġso,служ,2,0.6119921489968969,0.6119921489968969,0.6119921489968969
Ġand,служ,4,0.552455191108079,0.6139979773782527,0.43317562162945955
and,подслово,2,0.5146522300540606,0.5146522300540606,0.5146522300540606
Ġwith,служ,2,0.529177767705042,0.529177767705042,0.529177767705042
Ġjust,служ,2,0.35151045191025404,0.35151045191025404,0.35151045191025404
Ġtime,смысл-част,2,0.602894244630609,0.602894244630609,0.602894244630609
Ġone,служ,2,0.7036733320007567,0.7036733320007567,0.7036733320007567
Ġperson,смысл-част,8,0.4176567415280151,0.639713175511611,0.2060033635377716
Ġsection,смысл-редк,2,0.5107633925379964,0.5107633925379964,0.5107633925379964
Ġcareer,смысл-част,3,0.602375545246916,0.6167751612198983,0.5786640330780319
Ġschool,смысл-част,3,0.5405659270153259,0.592869340231699,0.4637845342522531
Ġthe,служ,6,0.43640684214810815,0.6855652437594586,0.23941421000712135
Ġat,служ,2,0.48769464767609905,0.48769464767609905,0.48769464767609905
Ġtheir,служ,3,0.33593689651,0.3480245582277807,0.3119352339781973
ĠInclude,смысл-редк,3,0.33338828749118443,0.4097616641714067,0.19526942179388349
Ġin,служ,4,0.5365902040280341,0.6180567609978554,0.39136032532604215
Ġa,служ,4,0.4865282077950306,0.5438332165782811,0.412546443607447
Ġyou,служ,6,0.6303191422844325,0.9468026555306277,0.12800428096928385
Ġhow,служ,2,0.4472951652280709,0.4472951652280709,0.4472951652280709
Ġexample,смысл-част,3,0.14189178161322571,0.17019083163030518,0.09741384838774342
