условие,текст,длина,тип,масштаб
исходный,7,25.070272724344882,служ./пункт.,30.442804455256223
исходный,7,14.070358527054514,повтор токена,30.442804455256223
исходный,7,10.642418730838703,повтор токена,30.442804455256223
исходный,7,12.80721475402874,повтор токена,30.442804455256223
исходный,7,33.84219247638485,сток,30.442804455256223
исходный,7,14.678549240280482,повтор токена,30.442804455256223
исходный,7,23.24637960165235,служ./пункт.,30.442804455256223
исходный,7,8.141043210252755,повтор токена,30.442804455256223
исходный,7,10.501135994267083,повтор токена,30.442804455256223
исходный,7,17.752513640758956,служ./пункт.,30.442804455256223
исходный,7,3.1799611631339695,сток,30.442804455256223
исходный,7,17.958786508157953,повтор токена,30.442804455256223
исходный,7,18.464804369080728,повтор токена,30.442804455256223
исходный,7,29.44282516851086,прочее,30.442804455256223
исходный,7,9.63565208741622,повтор токена,30.442804455256223
исходный,7,11.782823055509919,повтор токена,30.442804455256223
исходный,7,21.80825448590123,служ./пункт.,30.442804455256223
исходный,7,24.265109458554168,служ./пункт.,30.442804455256223
исходный,7,15.4884365423467,повтор токена,30.442804455256223
исходный,7,11.258221522492134,повтор токена,30.442804455256223
исходный,7,22.21412167946075,два смысловых,30.442804455256223
исходный,7,17.951153041745954,прочее,30.442804455256223
исходный,7,21.29494830344487,два смысловых,30.442804455256223
исходный,7,22.575438197817718,два смысловых,30.442804455256223
исходный,7,21.75797752589202,прочее,30.442804455256223
исходный,7,16.00070477952783,повтор токена,30.442804455256223
исходный,7,26.590736909633517,два смысловых,30.442804455256223
исходный,7,22.081550819417206,прочее,30.442804455256223
исходный,7,22.339570700166387,служ./пункт.,30.442804455256223
исходный,7,13.77585067106378,повтор токена,30.442804455256223
исходный,7,23.35493857642485,служ./пункт.,30.442804455256223
исходный,7,23.27640891038727,служ./пункт.,30.442804455256223
исходный,7,22.33644353874771,служ./пункт.,30.442804455256223
исходный,7,24.222350960396938,прочее,30.442804455256223
исходный,7,22.190809826952815,прочее,30.442804455256223
исходный,7,24.96546635697453,два смысловых,30.442804455256223
исходный,7,9.81054479911093,повтор токена,30.442804455256223
исходный,7,22.75086689204769,два смысловых,30.442804455256223
исходный,7,24.091548413956946,два смысловых,30.442804455256223
исходный,7,13.505519016450279,повтор токена,30.442804455256223
исходный,7,11.311112979973108,повтор токена,30.442804455256223
исходный,7,21.937199105253473,прочее,30.442804455256223
исходный,7,23.78707361809464,служ./пункт.,30.442804455256223
исходный,7,21.736141181959983,прочее,30.442804455256223
исходный,7,22.451671829072133,служ./пункт.,30.442804455256223
исходный,7,11.756173285627298,повтор токена,30.442804455256223
исходный,7,7.913406772800364,повтор токена,30.442804455256223
исходный,7,14.33480683100147,повтор токена,30.442804455256223
исходный,7,23.5179735793865,два смысловых,30.442804455256223
исходный,7,21.273067273293762,два смысловых,30.442804455256223
исходный,7,21.9269284403067,два смысловых,30.442804455256223
исходный,7,8.854827137097931,повтор токена,30.442804455256223
исходный,7,21.809946371729357,два смысловых,30.442804455256223
исходный,7,20.3239083679897,два смысловых,30.442804455256223
исходный,7,20.854975352073907,два смысловых,30.442804455256223
исходный,7,24.619145444402804,повтор токена,30.442804455256223
исходный,7,24.026269206333634,служ./пункт.,30.442804455256223
исходный,7,20.220790665557704,два смысловых,30.442804455256223
исходный,7,10.836769159701225,повтор токена,30.442804455256223
исходный,7,10.706523203002257,повтор токена,30.442804455256223
исходный,7,27.96474428966485,прочее,30.442804455256223
исходный,7,14.749638346617678,повтор токена,30.442804455256223
исходный,7,22.416803755939032,два смысловых,30.442804455256223
исходный,7,22.94503842490681,прочее,30.442804455256223
исходный,7,22.094446406870507,прочее,30.442804455256223
исходный,7,24.352502874775503,служ./пункт.,30.442804455256223
исходный,7,22.28916172101496,два смысловых,30.442804455256223
перемешивание,7,35.24627512742212,сток,29.387845060937128
перемешивание,7,2.0605809154607315,сток,29.387845060937128
перемешивание,7,12.123230109206899,повтор токена,29.387845060937128
перемешивание,7,12.749591393867957,повтор токена,29.387845060937128
перемешивание,7,21.991423999843715,два смысловых,29.387845060937128
перемешивание,7,13.589560797380786,повтор токена,29.387845060937128
перемешивание,7,13.626194566241887,повтор токена,29.387845060937128
перемешивание,7,19.01417345868507,два смысловых,29.387845060937128
перемешивание,7,23.451694307389555,прочее,29.387845060937128
перемешивание,7,23.31703170441785,повтор токена,29.387845060937128
перемешивание,7,15.400341876417377,повтор токена,29.387845060937128
перемешивание,7,9.183146010435992,повтор токена,29.387845060937128
перемешивание,7,20.904826241914506,прочее,29.387845060937128
перемешивание,7,25.64726080169891,два смысловых,29.387845060937128
перемешивание,7,21.88308126682844,два смысловых,29.387845060937128
перемешивание,7,19.004619694448795,два смысловых,29.387845060937128
перемешивание,7,16.478315250618447,повтор токена,29.387845060937128
перемешивание,7,21.448927855232277,два смысловых,29.387845060937128
перемешивание,7,21.1679570897814,два смысловых,29.387845060937128
перемешивание,7,21.9306664893423,прочее,29.387845060937128
перемешивание,7,23.35735965411913,два смысловых,29.387845060937128
перемешивание,7,14.391848974632808,повтор токена,29.387845060937128
перемешивание,7,23.78044902163264,служ./пункт.,29.387845060937128
перемешивание,7,13.914886104148437,повтор токена,29.387845060937128
перемешивание,7,22.268680015096805,служ./пункт.,29.387845060937128
перемешивание,7,14.805228293173737,повтор токена,29.387845060937128
перемешивание,7,22.273733820340098,служ./пункт.,29.387845060937128
перемешивание,7,19.54643044067836,служ./пункт.,29.387845060937128
перемешивание,7,10.808590667208872,повтор токена,29.387845060937128
перемешивание,7,13.685486437720682,повтор токена,29.387845060937128
перемешивание,7,20.611746301154156,два смысловых,29.387845060937128
перемешивание,7,16.57109106746471,повтор токена,29.387845060937128
перемешивание,7,15.417127298002129,повтор токена,29.387845060937128
перемешивание,7,18.684212830738616,служ./пункт.,29.387845060937128
перемешивание,7,21.527354441927546,прочее,29.387845060937128
перемешивание,7,12.050776433383332,повтор токена,29.387845060937128
перемешивание,7,23.76211538056561,служ./пункт.,29.387845060937128
перемешивание,7,14.656896522261246,повтор токена,29.387845060937128
перемешивание,7,19.89218184461638,два смысловых,29.387845060937128
перемешивание,7,17.87508301615559,два смысловых,29.387845060937128
перемешивание,7,16.416147443194454,повтор токена,29.387845060937128
перемешивание,7,20.055993131467986,служ./пункт.,29.387845060937128
перемешивание,7,13.429771010815374,служ./пункт.,29.387845060937128
перемешивание,7,20.361179783029876,служ./пункт.,29.387845060937128
перемешивание,7,21.132171604171265,два смысловых,29.387845060937128
перемешивание,7,22.769100346996122,прочее,29.387845060937128
перемешивание,7,19.049057059253116,прочее,29.387845060937128
перемешивание,7,20.312562311428124,два смысловых,29.387845060937128
перемешивание,7,20.302406956537315,два смысловых,29.387845060937128
перемешивание,7,21.85537862627199,два смысловых,29.387845060937128
перемешивание,7,22.40467402196054,служ./пункт.,29.387845060937128
перемешивание,7,19.64700835273547,прочее,29.387845060937128
перемешивание,7,20.437571895203437,прочее,29.387845060937128
перемешивание,7,19.95905551416083,прочее,29.387845060937128
перемешивание,7,20.905134488401053,прочее,29.387845060937128
перемешивание,7,22.315276872652912,два смысловых,29.387845060937128
перемешивание,7,11.054045121101021,повтор токена,29.387845060937128
перемешивание,7,23.83942509813036,два смысловых,29.387845060937128
перемешивание,7,14.981445093369294,повтор токена,29.387845060937128
перемешивание,7,24.25135453366058,два смысловых,29.387845060937128
перемешивание,7,17.953219690914985,два смысловых,29.387845060937128
перемешивание,7,21.07690226585774,служ./пункт.,29.387845060937128
перемешивание,7,21.473145574344937,служ./пункт.,29.387845060937128
перемешивание,7,13.858923135514765,повтор токена,29.387845060937128
перемешивание,7,23.02975016439874,два смысловых,29.387845060937128
перемешивание,7,19.52125904140604,повтор токена,29.387845060937128
перемешивание,7,14.14657535470789,повтор токена,29.387845060937128
перемешивание,7,21.357683126983048,служ./пункт.,29.387845060937128
перемешивание,7,21.931881785603622,служ./пункт.,29.387845060937128
перемешивание,7,19.99477707095933,служ./пункт.,29.387845060937128
перемешивание,7,21.433252506517306,служ./пункт.,29.387845060937128
перемешивание,7,21.76007329515134,два смысловых,29.387845060937128
перемешивание,7,21.06497846869295,служ./пункт.,29.387845060937128
перемешивание,7,18.564455719263822,повтор токена,29.387845060937128
перемешивание,7,11.852586278327333,повтор токена,29.387845060937128
перемешивание,7,22.356509265539415,служ./пункт.,29.387845060937128
перемешивание,7,10.972624432388464,повтор токена,29.387845060937128
перемешивание,7,18.9613802056864,повтор токена,29.387845060937128
перемешивание,7,20.54342390352099,два смысловых,29.387845060937128
перемешивание,7,22.37577074737408,два смысловых,29.387845060937128
перемешивание,7,21.853905466265797,прочее,29.387845060937128
перемешивание,7,20.622053611250518,два смысловых,29.387845060937128
перемешивание,7,22.646779775310776,два смысловых,29.387845060937128
перемешивание,7,20.72277733458686,прочее,29.387845060937128
перемешивание,7,18.958659636328786,два смысловых,29.387845060937128
перемешивание,7,22.577181586185354,прочее,29.387845060937128
перемешивание,7,19.983785798319712,прочее,29.387845060937128
перемешивание,7,25.120510443375967,служ./пункт.,29.387845060937128
перемешивание,7,23.39897644330138,служ./пункт.,29.387845060937128
перемешивание,7,13.8468895767736,повтор токена,29.387845060937128
перемешивание,7,21.614532153223152,служ./пункт.,29.387845060937128
перемешивание,7,21.689773043315114,служ./пункт.,29.387845060937128
перемешивание,7,22.85441078094525,служ./пункт.,29.387845060937128
перемешивание,7,22.293147403081772,два смысловых,29.387845060937128
перемешивание,7,22.454616314138764,два смысловых,29.387845060937128
перемешивание,7,21.823175975613466,два смысловых,29.387845060937128
перемешивание,7,21.114496070624206,два смысловых,29.387845060937128
перемешивание,7,13.563868772363442,повтор токена,29.387845060937128
перемешивание,7,21.0178573948143,два смысловых,29.387845060937128
перемешивание,7,21.75931864800932,два смысловых,29.387845060937128
перемешивание,7,14.152550276953738,повтор токена,29.387845060937128
перемешивание,7,10.60480976238618,повтор токена,29.387845060937128
перемешивание,7,12.357039272463087,повтор токена,29.387845060937128
перемешивание,7,19.454901149937513,два смысловых,29.387845060937128
перемешивание,7,22.765734588969124,два смысловых,29.387845060937128
перемешивание,7,15.451905194417485,повтор токена,29.387845060937128
перемешивание,7,14.721176007310225,повтор токена,29.387845060937128
перемешивание,7,12.734919153143432,повтор токена,29.387845060937128
перемешивание,7,9.967113142933554,повтор токена,29.387845060937128
перемешивание,7,11.148964025207816,повтор токена,29.387845060937128
перемешивание,7,27.23622140259679,повтор токена,29.387845060937128
перемешивание,7,21.67275927138908,служ./пункт.,29.387845060937128
перемешивание,7,13.947209311899547,повтор токена,29.387845060937128
перемешивание,7,15.860139532750352,повтор токена,29.387845060937128
перемешивание,7,22.994468715753534,два смысловых,29.387845060937128
перемешивание,7,20.695027483465747,служ./пункт.,29.387845060937128
перемешивание,7,19.75227641248521,прочее,29.387845060937128
перемешивание,7,23.36086696002789,служ./пункт.,29.387845060937128
перемешивание,7,15.812443920060682,повтор токена,29.387845060937128
перемешивание,7,21.796674492839326,два смысловых,29.387845060937128
перемешивание,7,18.370935693523496,два смысловых,29.387845060937128
перемешивание,7,14.197247665984275,повтор токена,29.387845060937128
перемешивание,7,17.461829011053148,два смысловых,29.387845060937128
перемешивание,7,13.751774950915301,повтор токена,29.387845060937128
перемешивание,7,17.669896838651532,повтор токена,29.387845060937128
перемешивание,7,10.058072296278421,повтор токена,29.387845060937128
перемешивание,7,23.488493054954812,два смысловых,29.387845060937128
перемешивание,7,19.862418589241933,два смысловых,29.387845060937128
перемешивание,7,22.285231766229757,два смысловых,29.387845060937128
перемешивание,7,22.880554177426585,два смысловых,29.387845060937128
перемешивание,7,21.25283600012665,два смысловых,29.387845060937128
перемешивание,7,18.726249756221705,два смысловых,29.387845060937128
перемешивание,7,21.370630756150724,прочее,29.387845060937128
перемешивание,7,12.470201329010022,повтор токена,29.387845060937128
перемешивание,7,22.330461978378317,прочее,29.387845060937128
перемешивание,7,20.528468751155,два смысловых,29.387845060937128
перемешивание,7,23.47235780400986,прочее,29.387845060937128
перемешивание,7,21.377455406708886,два смысловых,29.387845060937128
перемешивание,7,22.585009593841935,два смысловых,29.387845060937128
перемешивание,7,25.124171258125436,прочее,29.387845060937128
перемешивание,7,20.987429620847482,два смысловых,29.387845060937128
перемешивание,7,13.606958215951586,повтор токена,29.387845060937128
перемешивание,7,22.673286499721478,служ./пункт.,29.387845060937128
перемешивание,7,23.156122352767714,прочее,29.387845060937128
перемешивание,7,22.23070728408844,служ./пункт.,29.387845060937128
перемешивание,7,11.051586217701908,повтор токена,29.387845060937128
перемешивание,7,11.510778581294204,повтор токена,29.387845060937128
перемешивание,7,14.352291443079272,повтор токена,29.387845060937128
перемешивание,7,22.887177991975467,служ./пункт.,29.387845060937128
перемешивание,7,16.637297678354237,повтор токена,29.387845060937128
перемешивание,7,18.26000556396775,два смысловых,29.387845060937128
перемешивание,7,20.614075965339996,прочее,29.387845060937128
перемешивание,7,20.179477713435414,два смысловых,29.387845060937128
перемешивание,7,21.780017235219585,служ./пункт.,29.387845060937128
перемешивание,7,25.191581178778574,два смысловых,29.387845060937128
перемешивание,7,24.844509896153518,служ./пункт.,29.387845060937128
перемешивание,7,19.130207129701287,служ./пункт.,29.387845060937128
перемешивание,7,22.50965215106367,служ./пункт.,29.387845060937128
перемешивание,7,25.92408626990443,прочее,29.387845060937128
перемешивание,7,22.321169104292004,служ./пункт.,29.387845060937128
перемешивание,7,22.169040217002546,служ./пункт.,29.387845060937128
перемешивание,7,22.873244463661944,служ./пункт.,29.387845060937128
перемешивание,7,11.5349226074543,повтор токена,29.387845060937128
перемешивание,7,16.00146520033337,повтор токена,29.387845060937128
перемешивание,7,24.91187992742112,прочее,29.387845060937128
перемешивание,7,21.815889257094668,два смысловых,29.387845060937128
перемешивание,7,21.486898112916865,два смысловых,29.387845060937128
перемешивание,7,23.992580097175818,прочее,29.387845060937128
перемешивание,7,26.6254595323144,прочее,29.387845060937128
перемешивание,7,20.799761866423474,два смысловых,29.387845060937128
перемешивание,7,21.049106706090477,два смысловых,29.387845060937128
перемешивание,7,23.053225262548946,два смысловых,29.387845060937128
перемешивание,7,20.255958864244803,два смысловых,29.387845060937128
перемешивание,7,22.51740804731091,два смысловых,29.387845060937128
перемешивание,7,24.0583488012385,служ./пункт.,29.387845060937128
перемешивание,7,21.848923419224565,служ./пункт.,29.387845060937128
перемешивание,7,22.803385355098495,служ./пункт.,29.387845060937128
перемешивание,7,20.93084762753972,два смысловых,29.387845060937128
перемешивание,7,12.01089767865995,повтор токена,29.387845060937128
перемешивание,7,24.214585191639127,служ./пункт.,29.387845060937128
перемешивание,7,19.75923938370175,повтор токена,29.387845060937128
перемешивание,7,22.185570428914303,повтор токена,29.387845060937128
перемешивание,7,20.516529339041234,два смысловых,29.387845060937128
перемешивание,7,21.29477297712979,два смысловых,29.387845060937128
перемешивание,7,21.116680683765882,два смысловых,29.387845060937128
перемешивание,7,1.018989670739284,сток,29.387845060937128
перемешивание,7,1.1800798139749034,сток,29.387845060937128
перемешивание,7,20.216894484313002,два смысловых,29.387845060937128
перемешивание,7,14.629661526483002,повтор токена,29.387845060937128
перемешивание,7,16.73931675536643,два смысловых,29.387845060937128
перемешивание,7,24.953392917547564,служ./пункт.,29.387845060937128
перемешивание,7,15.539213154416585,повтор токена,29.387845060937128
перемешивание,7,20.94593102752155,два смысловых,29.387845060937128
перемешивание,7,12.707749216966345,повтор токена,29.387845060937128
перемешивание,7,15.520984904867081,повтор токена,29.387845060937128
перемешивание,7,11.352916087765925,повтор токена,29.387845060937128
перемешивание,7,23.847358933129453,прочее,29.387845060937128
перемешивание,7,22.918575056021837,два смысловых,29.387845060937128
перемешивание,7,15.10069588854465,повтор токена,29.387845060937128
перемешивание,7,20.845453146342564,два смысловых,29.387845060937128
чужие хапаксы,7,12.35344043100039,повтор токена,29.667408370965695
чужие хапаксы,7,11.858608289698282,повтор токена,29.667408370965695
чужие хапаксы,7,23.017696935373262,служ./пункт.,29.667408370965695
чужие хапаксы,7,24.36081671678013,прочее,29.667408370965695
чужие хапаксы,7,21.731758845241856,два смысловых,29.667408370965695
чужие хапаксы,7,27.466819759333198,служ./пункт.,29.667408370965695
чужие хапаксы,7,13.979424759287058,повтор токена,29.667408370965695
чужие хапаксы,7,23.112620072164415,служ./пункт.,29.667408370965695
чужие хапаксы,7,11.209843840543062,повтор токена,29.667408370965695
чужие хапаксы,7,11.485935855396479,повтор токена,29.667408370965695
чужие хапаксы,7,11.797852623343173,повтор токена,29.667408370965695
чужие хапаксы,7,20.768565816644923,два смысловых,29.667408370965695
чужие хапаксы,7,22.050191317818946,два смысловых,29.667408370965695
чужие хапаксы,7,23.014840427742364,прочее,29.667408370965695
чужие хапаксы,7,20.753776639081288,два смысловых,29.667408370965695
чужие хапаксы,7,21.242485765187002,два смысловых,29.667408370965695
чужие хапаксы,7,20.460821725829874,два смысловых,29.667408370965695
чужие хапаксы,7,28.569913086744982,прочее,29.667408370965695
чужие хапаксы,7,9.241162371426396,повтор токена,29.667408370965695
чужие хапаксы,7,20.842990687966473,два смысловых,29.667408370965695
чужие хапаксы,7,21.663555263206504,два смысловых,29.667408370965695
чужие хапаксы,7,12.883986755289133,повтор токена,29.667408370965695
чужие хапаксы,7,22.35238801331814,прочее,29.667408370965695
чужие хапаксы,7,15.573429340006934,повтор токена,29.667408370965695
чужие хапаксы,7,16.996247733037794,два смысловых,29.667408370965695
чужие хапаксы,7,15.133273935353618,повтор токена,29.667408370965695
чужие хапаксы,7,23.221934080876938,два смысловых,29.667408370965695
чужие хапаксы,7,11.647908901148211,повтор токена,29.667408370965695
чужие хапаксы,7,11.506944012521837,повтор токена,29.667408370965695
чужие хапаксы,7,20.2613177348203,два смысловых,29.667408370965695
чужие хапаксы,7,22.79963167121772,прочее,29.667408370965695
чужие хапаксы,7,22.231168895119907,два смысловых,29.667408370965695
чужие хапаксы,7,26.696892718717418,два смысловых,29.667408370965695
чужие хапаксы,7,15.371414968712333,повтор токена,29.667408370965695
чужие хапаксы,7,21.592216861829012,два смысловых,29.667408370965695
чужие хапаксы,7,19.570966747004647,служ./пункт.,29.667408370965695
чужие хапаксы,7,18.80521526440287,повтор токена,29.667408370965695
чужие хапаксы,7,10.099018999744308,повтор токена,29.667408370965695
чужие хапаксы,7,11.443142056169242,повтор токена,29.667408370965695
чужие хапаксы,7,22.35234378201866,прочее,29.667408370965695
чужие хапаксы,7,22.923420352859612,прочее,29.667408370965695
чужие хапаксы,7,21.33245744489495,два смысловых,29.667408370965695
чужие хапаксы,7,21.67883045317207,два смысловых,29.667408370965695
чужие хапаксы,7,21.10268455362168,прочее,29.667408370965695
чужие хапаксы,7,19.37271793286843,повтор токена,29.667408370965695
чужие хапаксы,7,15.537779987732671,повтор токена,29.667408370965695
чужие хапаксы,7,24.73063705442285,прочее,29.667408370965695
чужие хапаксы,7,24.618503026667923,служ./пункт.,29.667408370965695
чужие хапаксы,7,22.106693380789274,служ./пункт.,29.667408370965695
