набор,текст,условие,вариант,CV
механические,20,перемешивание,без стоков,0.06640274491564796
механические,20,эхо x2,со стоками,0.06900058718463455
механические,20,эхо x2,без стоков,0.05675447413126572
механические,20,эхо x4,со стоками,0.0706965633728069
механические,20,эхо x4,без стоков,0.06082609169927878
механические,20,эхо на четверти,со стоками,0.06924540810224326
механические,20,эхо на четверти,без стоков,0.05173516560817238
механические,20,словарь к 25,со стоками,0.08802848984011696
механические,20,словарь к 25,без стоков,0.0612581555052124
механические,20,словарь к 60,со стоками,0.0796313068084704
механические,20,словарь к 60,без стоков,0.05335806352411055
механические,20,все слова разные,со стоками,0.08645397320903747
механические,20,все слова разные,без стоков,0.04812088085519436
механические,20,чужие хапаксы,со стоками,0.09225711676390648
механические,20,чужие хапаксы,без стоков,0.04970883273772916
механические,20,хапаксы одного домена,со стоками,0.08977076612843526
механические,20,хапаксы одного домена,без стоков,0.06532221865605671
механические,20,20 чужих хапаксов,со стоками,0.07395129888563341
механические,20,20 чужих хапаксов,без стоков,0.05851292013175002
механические,20,маркер каждые 3,со стоками,0.07729858446068033
механические,20,маркер каждые 3,без стоков,0.05075372312009657
механические,20,без пунктуации,со стоками,0.08239221610893149
механические,20,без пунктуации,без стоков,0.042071442884591255
механические,20,без служебных,со стоками,0.08793359778831326
механические,20,без служебных,без стоков,0.06126443129680024
механические,21,исходный,со стоками,0.05772486025655446
механические,21,исходный,без стоков,0.04677447508190763
механические,21,перемешивание,со стоками,0.08182693504806439
механические,21,перемешивание,без стоков,0.05858698516102093
механические,21,эхо x2,со стоками,0.05586627671886548
механические,21,эхо x2,без стоков,0.0375899499018691
механические,21,эхо x4,со стоками,0.05514960517279621
механические,21,эхо x4,без стоков,0.0510823385958884
механические,21,эхо на четверти,со стоками,0.048513478657350305
механические,21,эхо на четверти,без стоков,0.04530138232292558
механические,21,словарь к 25,со стоками,0.08381842655920864
механические,21,словарь к 25,без стоков,0.07615765860117564
механические,21,словарь к 60,со стоками,0.07839547425260736
механические,21,словарь к 60,без стоков,0.06824150296527252
механические,21,все слова разные,со стоками,0.07219839951229275
механические,21,все слова разные,без стоков,0.05436123782340749
механические,21,чужие хапаксы,со стоками,0.08152928092176676
механические,21,чужие хапаксы,без стоков,0.06518657212738255
механические,21,хапаксы одного домена,со стоками,0.08302942066378793
механические,21,хапаксы одного домена,без стоков,0.060697467201615535
механические,21,20 чужих хапаксов,со стоками,0.07168116145200905
механические,21,20 чужих хапаксов,без стоков,0.04844326957755211
механические,21,маркер каждые 3,со стоками,0.06661172740385223
механические,21,маркер каждые 3,без стоков,0.04592722501125689
механические,21,без пунктуации,со стоками,0.08458400684927748
механические,21,без пунктуации,без стоков,0.05222548445417078
механические,21,без служебных,со стоками,0.07754190014516849
механические,21,без служебных,без стоков,0.05459020891577467
механические,22,исходный,со стоками,0.0656027778519399
механические,22,исходный,без стоков,0.058672556640725716
механические,22,перемешивание,со стоками,0.09966489996852555
механические,22,перемешивание,без стоков,0.11109670083269156
механические,22,эхо x2,со стоками,0.07471830436384873
механические,22,эхо x2,без стоков,0.05499445597536257
механические,22,эхо x4,со стоками,0.05896003159576126
механические,22,эхо x4,без стоков,0.05767462153614759
механические,22,эхо на четверти,со стоками,0.06809169365227519
механические,22,эхо на четверти,без стоков,0.049261055979569375
механические,22,словарь к 25,со стоками,0.09167794683929333
механические,22,словарь к 25,без стоков,0.07482406568207972
механические,22,словарь к 60,со стоками,0.07736725205106848
механические,22,словарь к 60,без стоков,0.059793604910096436
механические,22,все слова разные,со стоками,0.08985040807752935
механические,22,все слова разные,без стоков,0.051973053685960065
механические,22,чужие хапаксы,со стоками,0.08007224768366757
механические,22,чужие хапаксы,без стоков,0.06505483925549087
механические,22,хапаксы одного домена,со стоками,0.07434152013565866
механические,22,хапаксы одного домена,без стоков,0.057891318398205216
механические,22,20 чужих хапаксов,со стоками,0.0663982394273815
механические,22,20 чужих хапаксов,без стоков,0.057965018713654816
механические,22,маркер каждые 3,со стоками,0.07311037316158092
механические,22,маркер каждые 3,без стоков,0.057593320963242454
механические,22,без пунктуации,со стоками,0.07798703901902264
механические,22,без пунктуации,без стоков,0.04475673766630025
механические,22,без служебных,со стоками,0.08077911173114333
механические,22,без служебных,без стоков,0.051269987826432696
механические,23,исходный,со стоками,0.08351455725048272
механические,23,исходный,без стоков,0.07762210121278533
механические,23,перемешивание,со стоками,0.09044799867151172
механические,23,перемешивание,без стоков,0.06848275692391319
механические,23,эхо x2,со стоками,0.06849332776840909
механические,23,эхо x2,без стоков,0.060944462023035495
механические,23,эхо x4,со стоками,0.06684303238259524
механические,23,эхо x4,без стоков,0.06654137877101812
механические,23,эхо на четверти,со стоками,0.067032286101035
механические,23,эхо на четверти,без стоков,0.055003349914914255
механические,23,словарь к 25,со стоками,0.12476510449292062
механические,23,словарь к 25,без стоков,0.10060389313085945
механические,23,словарь к 60,со стоками,0.0993751070110831
механические,23,словарь к 60,без стоков,0.08205813432669289
механические,23,все слова разные,со стоками,0.09655605994365966
механические,23,все слова разные,без стоков,0.07890572100340613
механические,23,чужие хапаксы,со стоками,0.1034042277600312
механические,23,чужие хапаксы,без стоков,0.09420010088744457
механические,23,хапаксы одного домена,со стоками,0.09927975252714318
механические,23,хапаксы одного домена,без стоков,0.09174963432766758
механические,23,20 чужих хапаксов,со стоками,0.09125098564849567
механические,23,20 чужих хапаксов,без стоков,0.08959782135504323
механические,23,маркер каждые 3,со стоками,0.06335037116135304
механические,23,маркер каждые 3,без стоков,0.04363261292361833
механические,23,без пунктуации,со стоками,0.08785175713000816
механические,23,без пунктуации,без стоков,0.05155988405546641
механические,23,без служебных,со стоками,0.10677834740859284
механические,23,без служебных,без стоков,0.09448444533023048
механические,24,исходный,со стоками,0.06593016172049855
механические,24,исходный,без стоков,0.059174432238078244
механические,24,перемешивание,со стоками,0.08684968342374542
механические,24,перемешивание,без стоков,0.06898598361634091
механические,24,эхо x2,со стоками,0.06943082928796125
механические,24,эхо x2,без стоков,0.056219871547921185
механические,24,эхо x4,со стоками,0.056493614358187665
механические,24,эхо x4,без стоков,0.05562955384115536
механические,24,эхо на четверти,со стоками,0.058460709295511414
механические,24,эхо на четверти,без стоков,0.05898148739255651
механические,24,словарь к 25,со стоками,0.09452585051313585
механические,24,словарь к 25,без стоков,0.0743073877035416
механические,24,словарь к 60,со стоками,0.07229749470776943
механические,24,словарь к 60,без стоков,0.058448223600583334
механические,24,все слова разные,со стоками,0.08247806565852403
механические,24,все слова разные,без стоков,0.05714259471018578
механические,24,чужие хапаксы,со стоками,0.08133235041860844
механические,24,чужие хапаксы,без стоков,0.10104352769661756
механические,24,хапаксы одного домена,со стоками,0.080902074851758
механические,24,хапаксы одного домена,без стоков,0.05552907532908017
механические,24,20 чужих хапаксов,со стоками,0.07139472254244575
механические,24,20 чужих хапаксов,без стоков,0.06458602414079473
механические,24,маркер каждые 3,со стоками,0.06907379328242375
механические,24,маркер каждые 3,без стоков,0.05221172909539792
механические,24,без пунктуации,со стоками,0.08793835613655461
механические,24,без пунктуации,без стоков,0.061335851632446536
механические,24,без служебных,со стоками,0.07317445553926961
механические,24,без служебных,без стоков,0.05353651090190837
механические,25,исходный,со стоками,0.0693086138320728
механические,25,исходный,без стоков,0.06659924186299765
механические,25,перемешивание,со стоками,0.06811492749273251
механические,25,перемешивание,без стоков,0.0418707285268888
механические,25,эхо x2,со стоками,0.05582557335375581
механические,25,эхо x2,без стоков,0.050199631028136495
механические,25,эхо x4,со стоками,0.08224926874159581
механические,25,эхо x4,без стоков,0.07364058075996448
механические,25,эхо на четверти,со стоками,0.06141186470071965
механические,25,эхо на четверти,без стоков,0.0603916121439238
механические,25,словарь к 25,со стоками,0.09762117459671903
механические,25,словарь к 25,без стоков,0.08603884398024131
механические,25,словарь к 60,со стоками,0.06550600153963415
механические,25,словарь к 60,без стоков,0.05272433635232421
механические,25,все слова разные,со стоками,0.07754664518618205
механические,25,все слова разные,без стоков,0.07323979470989028
механические,25,чужие хапаксы,со стоками,0.08112139846340782
механические,25,чужие хапаксы,без стоков,0.058737283630830944
механические,25,хапаксы одного домена,со стоками,0.07950407108786167
механические,25,хапаксы одного домена,без стоков,0.07306924525016006
механические,25,20 чужих хапаксов,со стоками,0.056684121966520944
механические,25,20 чужих хапаксов,без стоков,0.04976891239964742
механические,25,маркер каждые 3,со стоками,0.07041583508593881
механические,25,маркер каждые 3,без стоков,0.05277899804274836
механические,25,без пунктуации,со стоками,0.06895559274105394
механические,25,без пунктуации,без стоков,0.04802980056090459
механические,25,без служебных,со стоками,0.07249553448444668
механические,25,без служебных,без стоков,0.057265624982760645
механические,26,исходный,со стоками,0.07119086857604817
механические,26,исходный,без стоков,0.0638668445963701
механические,26,перемешивание,со стоками,0.07519786358013561
механические,26,перемешивание,без стоков,0.05182772123194609
механические,26,эхо x2,со стоками,0.054178422177488826
механические,26,эхо x2,без стоков,0.04504073850538374
механические,26,эхо x4,со стоками,0.049649728723062704
механические,26,эхо x4,без стоков,0.04987743673772855
механические,26,эхо на четверти,со стоками,0.06921490652087083
механические,26,эхо на четверти,без стоков,0.050689048470363623
механические,26,словарь к 25,со стоками,0.07784693144002226
механические,26,словарь к 25,без стоков,0.06051608225493076
механические,26,словарь к 60,со стоками,0.06897095884989378
механические,26,словарь к 60,без стоков,0.058908386238317074
механические,26,все слова разные,со стоками,0.08159821464821154
механические,26,все слова разные,без стоков,0.0510420949827117
механические,26,чужие хапаксы,со стоками,0.07543018446453538
механические,26,чужие хапаксы,без стоков,0.06522088641580502
механические,26,хапаксы одного домена,со стоками,0.08026880668003684
механические,26,хапаксы одного домена,без стоков,0.05619165227033146
механические,26,20 чужих хапаксов,со стоками,0.07872153678319006
механические,26,20 чужих хапаксов,без стоков,0.0636729306074722
механические,26,маркер каждые 3,со стоками,0.0677329902235107
механические,26,маркер каждые 3,без стоков,0.06207163915064571
механические,26,без пунктуации,со стоками,0.08762749600905355
механические,26,без пунктуации,без стоков,0.06576404878666946
механические,26,без служебных,со стоками,0.0767987780783624
механические,26,без служебных,без стоков,0.054802403417029084
механические,27,исходный,со стоками,0.06406321918065473
механические,27,исходный,без стоков,0.06944066872105863
механические,27,перемешивание,со стоками,0.06609027325557132
механические,27,перемешивание,без стоков,0.05088454555120927
механические,27,эхо x2,со стоками,0.03936854017460628
механические,27,эхо x2,без стоков,0.03697764514571029
механические,27,эхо x4,со стоками,0.05311077329100336
механические,27,эхо x4,без стоков,0.0470074546317504
механические,27,эхо на четверти,со стоками,0.06224911354302772
механические,27,эхо на четверти,без стоков,0.05212860244445364
механические,27,словарь к 25,со стоками,0.09413472540086247
механические,27,словарь к 25,без стоков,0.07609995629288235
механические,27,словарь к 60,со стоками,0.08715408407500246
механические,27,словарь к 60,без стоков,0.07293944775932108
механические,27,все слова разные,со стоками,0.100860430159873
механические,27,все слова разные,без стоков,0.0846650654995263
механические,27,чужие хапаксы,со стоками,0.08560666463589757
механические,27,чужие хапаксы,без стоков,0.08968869142227472
механические,27,хапаксы одного домена,со стоками,0.08762072019433885
механические,27,хапаксы одного домена,без стоков,0.0737182889791237
механические,27,20 чужих хапаксов,со стоками,0.08176743755447632
механические,27,20 чужих хапаксов,без стоков,0.06768926919130644
механические,27,маркер каждые 3,со стоками,0.08793104236798084
механические,27,маркер каждые 3,без стоков,0.08012823867201253
механические,27,без пунктуации,со стоками,0.05976517482676621
механические,27,без пунктуации,без стоков,0.04365462190936068
механические,27,без служебных,со стоками,0.06636922925454536
механические,27,без служебных,без стоков,0.07217934707099523
механические,28,исходный,со стоками,0.05824240674334269
механические,28,исходный,без стоков,0.04200674199691193
механические,28,перемешивание,со стоками,0.06326062742167941
механические,28,перемешивание,без стоков,0.05566126463948356
механические,28,эхо x2,со стоками,0.04844994627753946
механические,28,эхо x2,без стоков,0.04379206902520172
механические,28,эхо x4,со стоками,0.05187003958218788
механические,28,эхо x4,без стоков,0.048748498438673994
механические,28,эхо на четверти,со стоками,0.05597932855757206
механические,28,эхо на четверти,без стоков,0.04734457501058036
механические,28,словарь к 25,со стоками,0.06646509361660048
механические,28,словарь к 25,без стоков,0.0571090200221388
механические,28,словарь к 60,со стоками,0.05711361356748592
механические,28,словарь к 60,без стоков,0.04913694848841014
механические,28,все слова разные,со стоками,0.0796278202006557
механические,28,все слова разные,без стоков,0.06773929089644026
механические,28,чужие хапаксы,со стоками,0.06639210287539414
механические,28,чужие хапаксы,без стоков,0.057415997608301385
механические,28,хапаксы одного домена,со стоками,0.06889875490864532
механические,28,хапаксы одного домена,без стоков,0.06626894904969914
механические,28,20 чужих хапаксов,со стоками,0.058978079769737145
механические,28,20 чужих хапаксов,без стоков,0.04958496309132126
механические,28,маркер каждые 3,со стоками,0.06973701508232567
механические,28,маркер каждые 3,без стоков,0.06376989822930469
механические,28,без пунктуации,со стоками,0.07164566364249465
механические,28,без пунктуации,без стоков,0.07660359222486461
механические,28,без служебных,со стоками,0.07626818214792797
механические,28,без служебных,без стоков,0.05961307500861429
механические,29,исходный,со стоками,0.0542574640686789
механические,29,исходный,без стоков,0.048063361316013097
механические,29,перемешивание,со стоками,0.07513403712922713
механические,29,перемешивание,без стоков,0.04235537874180988
механические,29,эхо x2,со стоками,0.04481778238782097
механические,29,эхо x2,без стоков,0.04031394731118363
механические,29,эхо x4,со стоками,0.05006354156343579
механические,29,эхо x4,без стоков,0.0468877553549118
механические,29,эхо на четверти,со стоками,0.045724027798704915
механические,29,эхо на четверти,без стоков,0.03628008599030933
механические,29,словарь к 25,со стоками,0.06752889551939273
механические,29,словарь к 25,без стоков,0.054991666827565844
механические,29,словарь к 60,со стоками,0.05707165364359774
механические,29,словарь к 60,без стоков,0.04611160357315001
механические,29,все слова разные,со стоками,0.08237861363937038
механические,29,все слова разные,без стоков,0.059563016436377035
механические,29,чужие хапаксы,со стоками,0.0770902608989124
механические,29,чужие хапаксы,без стоков,0.0548801812424271
механические,29,хапаксы одного домена,со стоками,0.0771104530093173
механические,29,хапаксы одного домена,без стоков,0.05070160514706485
механические,29,20 чужих хапаксов,со стоками,0.06134737053857933
механические,29,20 чужих хапаксов,без стоков,0.03599366997196493
механические,29,маркер каждые 3,со стоками,0.057475973792783276
механические,29,маркер каждые 3,без стоков,0.0389698323928498
механические,29,без пунктуации,со стоками,0.06250325359343294
механические,29,без пунктуации,без стоков,0.06307790844275428
механические,29,без служебных,со стоками,0.06373349985655874
механические,29,без служебных,без стоков,0.043763587394635234
механические,30,исходный,со стоками,0.06473445634543319
механические,30,исходный,без стоков,0.05955009200621352
механические,30,перемешивание,со стоками,0.08209356869139083
механические,30,перемешивание,без стоков,0.05692430792706057
механические,30,эхо x2,со стоками,0.05253924254739276
механические,30,эхо x2,без стоков,0.055093657411291574
механические,30,эхо x4,со стоками,0.05088288938656554
механические,30,эхо x4,без стоков,0.04701977296099564
механические,30,эхо на четверти,со стоками,0.07271504713316336
механические,30,эхо на четверти,без стоков,0.057667634072350836
механические,30,словарь к 25,со стоками,0.10031734504690866
механические,30,словарь к 25,без стоков,0.0962095527240364
механические,30,словарь к 60,со стоками,0.066874632788821
механические,30,словарь к 60,без стоков,0.05644439749343707
механические,30,все слова разные,со стоками,0.10099222754925923
механические,30,все слова разные,без стоков,0.09922771999753839
механические,30,чужие хапаксы,со стоками,0.08429990527368841
механические,30,чужие хапаксы,без стоков,0.07816632243611263
механические,30,хапаксы одного домена,со стоками,0.0809168369808853
механические,30,хапаксы одного домена,без стоков,0.072051164937048
механические,30,20 чужих хапаксов,со стоками,0.0704505105255586
механические,30,20 чужих хапаксов,без стоков,0.06960648455315456
механические,30,маркер каждые 3,со стоками,0.059025464047149444
механические,30,маркер каждые 3,без стоков,0.05453258876805475
механические,30,без пунктуации,со стоками,0.07654789791316668
механические,30,без пунктуации,без стоков,0.06551307301509987
механические,30,без служебных,со стоками,0.08159789197606787
механические,30,без служебных,без стоков,0.07937020348488953
механические,31,исходный,со стоками,0.0666915488547231
механические,31,исходный,без стоков,0.04383329219127463
механические,31,перемешивание,со стоками,0.07369881512110942
механические,31,перемешивание,без стоков,0.04636197609498429
механические,31,эхо x2,со стоками,0.05568010890923344
механические,31,эхо x2,без стоков,0.04591024580106129
механические,31,эхо x4,со стоками,0.04682348543633105
механические,31,эхо x4,без стоков,0.041831417846834106
механические,31,эхо на четверти,со стоками,0.059911667883567506
механические,31,эхо на четверти,без стоков,0.04692587167066501
механические,31,словарь к 25,со стоками,0.09244645059989028
механические,31,словарь к 25,без стоков,0.07542498196483084
механические,31,словарь к 60,со стоками,0.08143441636445799
механические,31,словарь к 60,без стоков,0.04090886228513163
механические,31,все слова разные,со стоками,0.08981090174437084
механические,31,все слова разные,без стоков,0.05493837440809443
механические,31,чужие хапаксы,со стоками,0.07373834628198872
механические,31,чужие хапаксы,без стоков,0.042147583173107656
механические,31,хапаксы одного домена,со стоками,0.08604042918173695
механические,31,хапаксы одного домена,без стоков,0.06103778799813033
механические,31,20 чужих хапаксов,со стоками,0.07792297508127616
механические,31,20 чужих хапаксов,без стоков,0.053651211818865806
механические,31,маркер каждые 3,со стоками,0.07208918991824936
механические,31,маркер каждые 3,без стоков,0.05041734933698635
механические,31,без пунктуации,со стоками,0.07545323306648657
механические,31,без пунктуации,без стоков,0.051219037419950875
механические,31,без служебных,со стоками,0.07842911322397046
механические,31,без служебных,без стоков,0.05497406052206072
механические,32,исходный,со стоками,0.06224041220773353
механические,32,исходный,без стоков,0.04736660642724897
механические,32,перемешивание,со стоками,0.08658547659389522
механические,32,перемешивание,без стоков,0.057814364390777244
механические,32,эхо x2,со стоками,0.05968921635332378
механические,32,эхо x2,без стоков,0.04951504928255301
механические,32,эхо x4,со стоками,0.05164488091730999
механические,32,эхо x4,без стоков,0.0451028219845089
механические,32,эхо на четверти,со стоками,0.06375008178221732
механические,32,эхо на четверти,без стоков,0.05454497281740738
механические,32,словарь к 25,со стоками,0.0753524196308552
механические,32,словарь к 25,без стоков,0.06396339220566256
механические,32,словарь к 60,со стоками,0.06840014659141946
механические,32,словарь к 60,без стоков,0.057904535612365714
механические,32,все слова разные,со стоками,0.08392543007494674
механические,32,все слова разные,без стоков,0.06321907596151381
механические,32,чужие хапаксы,со стоками,0.0657052771430832
механические,32,чужие хапаксы,без стоков,0.05585757162142122
механические,32,хапаксы одного домена,со стоками,0.07436742646690277
механические,32,хапаксы одного домена,без стоков,0.058065559434739074
механические,32,20 чужих хапаксов,со стоками,0.0671582349866746
механические,32,20 чужих хапаксов,без стоков,0.05923782161792449
механические,32,маркер каждые 3,со стоками,0.06280090809358513
механические,32,маркер каждые 3,без стоков,0.06344194940212068
механические,32,без пунктуации,со стоками,0.062390655935859816
механические,32,без пунктуации,без стоков,0.0465579188936412
механические,32,без служебных,со стоками,0.06968040701410573
механические,32,без служебных,без стоков,0.05644111954971714
механические,33,исходный,со стоками,0.09461814789253103
механические,33,исходный,без стоков,0.09273405150293955
механические,33,перемешивание,со стоками,0.09922873447724088
механические,33,перемешивание,без стоков,0.08309638313272631
механические,33,эхо x2,со стоками,0.0747731299373787
механические,33,эхо x2,без стоков,0.06860699766651225
механические,33,эхо x4,со стоками,0.058667981024305475
механические,33,эхо x4,без стоков,0.05206634124085844
механические,33,эхо на четверти,со стоками,0.09381486256624055
механические,33,эхо на четверти,без стоков,0.10317353241647302
механические,33,словарь к 25,со стоками,0.15006439839278152
механические,33,словарь к 25,без стоков,0.14948052465480063
механические,33,словарь к 60,со стоками,0.12564998282047768
механические,33,словарь к 60,без стоков,0.12995175590524363
механические,33,все слова разные,со стоками,0.12122985096336696
механические,33,все слова разные,без стоков,0.1115963500206032
механические,33,чужие хапаксы,со стоками,0.12595579602127602
механические,33,чужие хапаксы,без стоков,0.13458408208686876
механические,33,хапаксы одного домена,со стоками,0.1225924099210811
механические,33,хапаксы одного домена,без стоков,0.11281393146310693
механические,33,20 чужих хапаксов,со стоками,0.11020122053602353
механические,33,20 чужих хапаксов,без стоков,0.11196123465071724
механические,33,маркер каждые 3,со стоками,0.12042530202515554
механические,33,маркер каждые 3,без стоков,0.11080232534465541
механические,33,без пунктуации,со стоками,0.06242371578486783
механические,33,без пунктуации,без стоков,0.05318575566984857
механические,33,без служебных,со стоками,0.12963256046058044
механические,33,без служебных,без стоков,0.11886575444712762
механические,34,исходный,со стоками,0.06991097415030677
механические,34,исходный,без стоков,0.0594959676104403
механические,34,перемешивание,со стоками,0.06897950638853621
механические,34,перемешивание,без стоков,0.05081185408988493
механические,34,эхо x2,со стоками,0.06609280850208189
механические,34,эхо x2,без стоков,0.05862235284509157
механические,34,эхо x4,со стоками,0.05063675154638734
механические,34,эхо x4,без стоков,0.0472110589264911
механические,34,эхо на четверти,со стоками,0.058311840931820826
механические,34,эхо на четверти,без стоков,0.05184057706196324
механические,34,словарь к 25,со стоками,0.07769913599010005
механические,34,словарь к 25,без стоков,0.07952832557726089
механические,34,словарь к 60,со стоками,0.06450845303355612
механические,34,словарь к 60,без стоков,0.059982898307768096
механические,34,все слова разные,со стоками,0.07376082469666008
механические,34,все слова разные,без стоков,0.0575490638972996
механические,34,чужие хапаксы,со стоками,0.07815616542602179
механические,34,чужие хапаксы,без стоков,0.06514005815593181
механические,34,хапаксы одного домена,со стоками,0.07699800331665946
механические,34,хапаксы одного домена,без стоков,0.06613457922292722
механические,34,20 чужих хапаксов,со стоками,0.06654648506167246
механические,34,20 чужих хапаксов,без стоков,0.05166975456089673
механические,34,маркер каждые 3,со стоками,0.07130614543058383
механические,34,маркер каждые 3,без стоков,0.057419749460052814
механические,34,без пунктуации,со стоками,0.06147585603952138
механические,34,без пунктуации,без стоков,0.05309759796065134
механические,34,без служебных,со стоками,0.05769946114305943
механические,34,без служебных,без стоков,0.06086789348936065
механические,35,исходный,со стоками,0.06447278226113594
механические,35,исходный,без стоков,0.05290346360073191
механические,35,перемешивание,со стоками,0.08085769205384313
механические,35,перемешивание,без стоков,0.05072216400772251
механические,35,эхо x2,со стоками,0.045730597310518976
механические,35,эхо x2,без стоков,0.03679519901898662
механические,35,эхо x4,со стоками,0.05377260461859038
механические,35,эхо x4,без стоков,0.05070481023691229
механические,35,эхо на четверти,со стоками,0.07047131801005348
механические,35,эхо на четверти,без стоков,0.0676286543973879
механические,35,словарь к 25,со стоками,0.06199481313317625
механические,35,словарь к 25,без стоков,0.051181391775643646
механические,35,словарь к 60,со стоками,0.07584984793629616
механические,35,словарь к 60,без стоков,0.053315314094294484
механические,35,все слова разные,со стоками,0.08724528801474755
механические,35,все слова разные,без стоков,0.052862593670265724
механические,35,чужие хапаксы,со стоками,0.08434130897575115
механические,35,чужие хапаксы,без стоков,0.05261361769472891
механические,35,хапаксы одного домена,со стоками,0.07690435713330473
механические,35,хапаксы одного домена,без стоков,0.06318095940394668
механические,35,20 чужих хапаксов,со стоками,0.07090004923760268
механические,35,20 чужих хапаксов,без стоков,0.05237006328441759
механические,35,маркер каждые 3,со стоками,0.07026397181665804
механические,35,маркер каждые 3,без стоков,0.05442752182864585
механические,35,без пунктуации,со стоками,0.06819564161190382
механические,35,без пунктуации,без стоков,0.0414269315523637
механические,35,без служебных,со стоками,0.07185881058731064
механические,35,без служебных,без стоков,0.03589259836871071
механические,36,исходный,со стоками,0.06197955319246685
механические,36,исходный,без стоков,0.043911965037229106
механические,36,перемешивание,со стоками,0.09053626708027934
механические,36,перемешивание,без стоков,0.05795322188812094
механические,36,эхо x2,со стоками,0.04773220123185348
механические,36,эхо x2,без стоков,0.03912791414138906
механические,36,эхо x4,со стоками,0.05141621996648666
механические,36,эхо x4,без стоков,0.04235443291941835
механические,36,эхо на четверти,со стоками,0.06556847966585162
механические,36,эхо на четверти,без стоков,0.048084033051058184
механические,36,словарь к 25,со стоками,0.07385509209851993
механические,36,словарь к 25,без стоков,0.04994465610535779
механические,36,словарь к 60,со стоками,0.07431090522605863
механические,36,словарь к 60,без стоков,0.044867888680860446
механические,36,все слова разные,со стоками,0.08325935319396009
механические,36,все слова разные,без стоков,0.046555983738684824
механические,36,чужие хапаксы,со стоками,0.08716139943031741
механические,36,чужие хапаксы,без стоков,0.05097154490126046
механические,36,хапаксы одного домена,со стоками,0.08568651646784485
механические,36,хапаксы одного домена,без стоков,0.047762163119041294
механические,36,20 чужих хапаксов,со стоками,0.06758269270279417
механические,36,20 чужих хапаксов,без стоков,0.04189340633180818
механические,36,маркер каждые 3,со стоками,0.06198755552646823
механические,36,маркер каждые 3,без стоков,0.03715515959596463
механические,36,без пунктуации,со стоками,0.07207440334140279
механические,36,без пунктуации,без стоков,0.03784211055882624
механические,36,без служебных,со стоками,0.07540953944247299
механические,36,без служебных,без стоков,0.05183746295287042
механические,37,исходный,со стоками,0.06986086400747357
механические,37,исходный,без стоков,0.06048965310448439
механические,37,перемешивание,со стоками,0.10039165654452724
механические,37,перемешивание,без стоков,0.05274253089718169
механические,37,эхо x2,со стоками,0.060934140866994536
механические,37,эхо x2,без стоков,0.06523004742804006
механические,37,эхо x4,со стоками,0.05306161765943593
механические,37,эхо x4,без стоков,0.0495167654821306
механические,37,эхо на четверти,со стоками,0.05815079362424244
механические,37,эхо на четверти,без стоков,0.05528886538643931
механические,37,словарь к 25,со стоками,0.10407343135232124
механические,37,словарь к 25,без стоков,0.06830730757583706
механические,37,словарь к 60,со стоками,0.07680943070627648
