mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,genre,text_idx
q_large,0.5,5.147643601617053,0.3227742870357672,0.8057363567893734,3.1190434807276537,0.9988585627059064,0.013916216828142283,0.019903620383523446,0.012180973234934795,7,41,201,xsum,0
q_large,0.55,4.710546041528622,0.30236141229819274,0.7877103861879483,3.0642152727923087,0.9985059839913124,0.01556764993324101,0.02240263369550277,0.013626485524727006,7,41,201,xsum,0
q_large,0.6,4.263345436213753,0.27863060877943674,0.7654424172374611,3.0097999409870098,0.9979986158772325,0.017513259244547025,0.0251927432934389,0.015329492544474785,7,41,201,xsum,0
q_large,0.65,3.815491965464443,0.25146379407339353,0.7379105999825439,2.954524435534686,0.9972677336814728,0.01973392962420059,0.028353469383146646,0.01727326266477576,7,41,201,xsum,0
q_large,0.7,3.401310807633174,0.21706625017780182,0.7059957009057173,2.886636634598594,0.996480879057155,0.021435758903262863,0.03036508242659597,0.018762887119086108,7,41,201,xsum,0
q_large,0.75,3.0839283732100364,0.1799345759865258,0.6757382536225678,2.7693548242863906,0.9960958522500729,0.021614503176675095,0.029710735986968828,0.018919343377077805,7,41,201,xsum,0
q_large,0.8,2.880128469375657,0.15988781008479427,0.6527932657751284,2.5608784790048196,0.995659768443723,0.022020685379135613,0.03570557695452159,0.01927487782999556,7,41,201,xsum,0
q_large,0.85,2.7797779211754174,0.17497795475707284,0.6402590320678732,2.216866466808559,0.9937844858885961,0.025870351623118397,0.05199355501511427,0.022644520748073473,7,41,201,xsum,0
q_large,0.9,2.759364042324063,0.1875144464390802,0.6375976548720429,1.669621202270946,0.9925957266236048,0.028135583658624036,0.05699575110135324,0.02462729603363896,7,41,201,xsum,0
q_small,0.0,8.311318955884586,0.38402439144116923,0.8796821533010739,3.676988162410391,0.9998003498922725,0.00635123393251454,0.008894396942570104,0.005559284645832645,7,41,201,xsum,0
q_small,0.05,8.678698640665285,0.4036408979721446,0.884775351535499,3.636463248862355,0.9998166013173131,0.006122448564460917,0.008685097465673586,0.005359027027025631,7,41,201,xsum,0
q_small,0.1,9.199130933996472,0.4725356538630763,0.8912940790630143,3.5780688941311816,0.999803788389197,0.006379405078652374,0.00944921984861491,0.005583943069981977,7,41,201,xsum,0
q_small,0.15,10.047037703337466,0.5699956481265033,0.900468174846421,3.5003334242137303,0.9998034202231848,0.006451113364351709,0.009682936126552022,0.005646709892288184,7,41,201,xsum,0
q_small,0.2,11.134091385784481,0.6688786038733666,0.9101857560396212,3.4130914088750517,0.9998243253425946,0.006164203088565064,0.008888811218678683,0.005395575087955632,7,41,201,xsum,0
q_small,0.25,12.303102099584047,0.6670640139496823,0.9187196861486008,3.324314766731725,0.9998849648640937,0.0050347447089374425,0.007386541732632423,0.004406951350475862,7,41,201,xsum,0
q_small,0.3,13.291671352152735,0.5688309436174591,0.9247649168034809,3.2400612716284907,0.9999393921273938,0.00367843615371822,0.005333495380630993,0.0032197638832593225,7,41,201,xsum,0
q_small,0.35,13.902475830298972,0.4955115893455781,0.928070365868171,3.1615663477024847,0.9999618468270282,0.0029289281427360915,0.004670697700359661,0.0025637136697645338,7,41,201,xsum,0
q_small,0.4,14.230437778276128,0.45006305762490867,0.9297280930087353,3.0841237919359803,0.9999714293988747,0.0025390780019340265,0.004217431557163032,0.0022224747979224194,7,41,201,xsum,0
q_small,0.45,14.387852165781625,0.4096695927659326,0.9304969227875247,3.003870590599303,0.9999773840990804,0.002260898128981808,0.0036708168165748845,0.0019789817833499473,7,41,201,xsum,0
q_small,0.5,14.422010939018005,0.38138769415757884,0.9306615419840966,2.9184795863508195,0.9999805907788335,0.0020948562781088007,0.0031607776188167236,0.0018336440549758819,7,41,201,xsum,0
q_small,0.55,14.348753627541168,0.3679661439771188,0.930307535695603,2.8260325889100346,0.9999815469600833,0.002041825871089637,0.0028743721473798445,0.0017872261256984489,7,41,201,xsum,0
q_small,0.6,14.225656309483789,0.3711652398929548,0.9297044735058493,2.723307431614422,0.9999805411550069,0.0020953755460084997,0.0027220442942628154,0.0018340985742224636,7,41,201,xsum,0
q_small,0.65,14.101539701993385,0.38375838003682355,0.9290857579290692,2.606112438349972,0.9999784275914612,0.0022047736058557633,0.002850951730155593,0.001929855550088095,7,41,201,xsum,0
q_small,0.7,13.946084263446211,0.3969107798754639,0.9282952848190457,2.4706985878303156,0.9999758362758148,0.0023314576031571855,0.0034707586058440043,0.002040743041960351,7,41,201,xsum,0
q_small,0.75,13.771019864514829,0.4404765784175693,0.9273837370188681,2.309847696912113,0.9999686369237454,0.002653565480450792,0.004642112913116669,0.0023226865816830533,7,41,201,xsum,0
q_small,0.8,13.588465395485748,0.5053696310393822,0.9264081726011377,2.1114142813652963,0.9999563601824611,0.0031268533480104765,0.005695500973237344,0.0027369591471625813,7,41,201,xsum,0
q_small,0.85,13.566287192576539,0.5254028129196378,0.9262878644831285,1.8493623882625232,0.9999525104350148,0.0032614413885614438,0.005864942870115186,0.0028547651097988007,7,41,201,xsum,0
q_small,0.9,14.28083752832564,0.57946934914994,0.9299760957285224,1.4602489632441156,0.9999533284323459,0.003246103107822586,0.004869800368234145,0.002841339392920625,7,41,201,xsum,0
q0.5_range,0.0,5.739727115652834,0.44373344186200936,0.8257756893576185,3.0877429570912205,0.9986715419876084,0.015387882732889649,0.022946745017104142,0.013469133890799396,7,41,201,xsum,1
