текст,условие,проекция,"доля > 0, %"
7,словарь к 60,0.15380537379398435,98.18181818181819
7,словарь к 60 [случайная ось],-0.022914384676225245,7.2727272727272725
7,все слова разные,0.29389713493366776,100.0
7,все слова разные [случайная ось],-0.005690440825519456,31.57894736842105
7,чужие хапаксы,0.18382377113834317,100.0
7,чужие хапаксы [случайная ось],-0.011665796569290243,25.396825396825395
7,хапаксы одного домена,0.18952675719425027,100.0
7,хапаксы одного домена [случайная ось],-0.009079128312820213,28.846153846153843
7,20 чужих хапаксов,0.07174083373277322,91.48936170212765
7,20 чужих хапаксов [случайная ось],-0.0152282374678389,14.893617021276595
7,маркер каждые 3,-0.007105000452781264,44.44444444444444
7,маркер каждые 3 [случайная ось],0.01534090152989259,72.8395061728395
7,без пунктуации,0.1322354806346538,100.0
7,без пунктуации [случайная ось],-0.0076854687215773395,41.269841269841265
7,без служебных,0.1665247745982543,98.50746268656717
7,без служебных [случайная ось],-0.017029096780923302,22.388059701492537
8,исходный,-0.008842169277183296,44.06779661016949
8,исходный [случайная ось],0.0013435398962346773,49.152542372881356
8,перемешивание,0.324136998301318,100.0
8,перемешивание [случайная ось],-0.00994456023204472,28.333333333333332
8,эхо x2,0.027542323658607287,58.82352941176471
8,эхо x2 [случайная ось],0.010037286357773982,73.52941176470588
8,эхо x4,0.009526200745184182,53.96825396825397
8,эхо x4 [случайная ось],0.010962870990697574,69.84126984126983
8,эхо на четверти,0.05769866754264433,78.26086956521739
8,эхо на четверти [случайная ось],0.003872522978197419,65.21739130434783
8,словарь к 25,0.08011181979049518,96.1038961038961
8,словарь к 25 [случайная ось],-0.015977065629331103,7.792207792207792
8,словарь к 60,0.060898438766636316,82.6086956521739
8,словарь к 60 [случайная ось],-0.0028164660342064538,50.72463768115942
8,все слова разные,0.2748821004787785,100.0
8,все слова разные [случайная ось],-0.014521932788200902,11.76470588235294
8,чужие хапаксы,0.11812422205819795,100.0
8,чужие хапаксы [случайная ось],-0.004898545250294012,44.230769230769226
8,хапаксы одного домена,0.11990210277647062,93.65079365079364
8,хапаксы одного домена [случайная ось],-0.00507451769925758,34.92063492063492
8,20 чужих хапаксов,0.026549269056438958,70.76923076923077
8,20 чужих хапаксов [случайная ось],4.6829201221890694e-05,56.92307692307692
