текст,условие,зерно,типов k>=2,радиус по типам,радиус по токенам,"до ближайшего, прочие",прочие: доля на оси,прочие: смещение,экземпляров маркера,"доля выборки, %",радиус маркера,радиус прочих,"до ближайшего, маркер",до ближайшего центра,зазор маркера,"коротких рёбер маркерных, %",маркер: доля на оси,маркер: смещение
2,исходный,1,38,0.23003044822497348,0.26514854260399495,0.5083123500967124,0.012206724844872952,0.43594929333761046,,,,,,,,,,
2,исходный,2,35,0.23796010844454937,0.2579748862175996,0.5392420254278539,0.014602970331907272,0.43240172305022806,,,,,,,,,,
2,маркер каждые 3,0,34,0.2891474440556106,0.3282213698455446,0.5516747432130826,0.025353211909532547,0.568540099278654,42.0,20.8955223880597,0.3390012276106304,0.28763672334182205,0.3531494274554359,0.7012539840000075,0.7465008452953673,57.49999999999999,0.036140259355306625,0.7063822561182054
2,маркер каждые 3,1,38,0.2632739834661103,0.30624747328325,0.5251225850490197,0.0238508228212595,0.5594651630111797,40.0,19.900497512437813,0.33118265983290507,0.2614386138345753,0.31742347445055435,0.7041794157060466,0.7458528205300222,60.0,0.035644810646772385,0.682811985389972
2,маркер каждые 3,2,37,0.2615761903568025,0.2933371780547652,0.5323227265795774,0.020827582105994225,0.5555961479564437,33.0,16.417910447761194,0.34222430251577696,0.25933596501905326,0.3597761175908603,0.7402023494246461,0.7488606770250062,42.5,0.033222220838069916,0.6969971084251172
3,исходный,0,33,0.29627762640066624,0.32833640055449115,0.556539878955591,0.013588747009634972,0.4507241667985789,,,,,,,,,,
3,исходный,1,31,0.2837615933197687,0.29650344106178333,0.5970464590052469,0.01212280709296465,0.4606234601208585,,,,,,,,,,
3,исходный,2,33,0.2760182549201309,0.2986614018797312,0.5909516465640526,0.013802122324705124,0.4520319480758533,,,,,,,,,,
3,маркер каждые 3,0,23,0.3411285739442686,0.3666023146322778,0.6443580256311656,0.04683487117290497,0.6277634870099021,43.0,21.393034825870647,0.3544799721978898,0.3405216922054677,0.359954353846425,0.8041578295294516,0.8033655441131891,75.0,0.014091559685766697,0.7605532606178614
3,маркер каждые 3,1,24,0.3355705747538398,0.3561923020266248,0.6237797835488269,0.04329916462302208,0.6222638501040809,42.0,20.8955223880597,0.3494735590828379,0.3349660971743181,0.3681960821032487,0.8016931804668791,0.7883373783502663,65.0,0.012114365585148335,0.7423750858521344
3,маркер каждые 3,2,26,0.31137991121999253,0.3541040607137991,0.5970218037847158,0.04472401738166809,0.6151250036890679,45.0,22.388059701492537,0.3595988419347111,0.3094511539914038,0.37543344028472764,0.8022210833520058,0.8897845493582572,57.49999999999999,0.013307914137840271,0.7549204463628749
4,исходный,0,33,0.24416845336139611,0.31018808909367857,0.5194275704748278,0.016903365030884743,0.4636682944579912,,,,,,,,,,
4,исходный,1,34,0.244984245634815,0.3110443083473961,0.5220315774578145,0.01728670485317707,0.4642018181185774,,,,,,,,,,
4,исходный,2,37,0.25846667200424933,0.2971810652921712,0.5541483400227495,0.016278496012091637,0.4671676231843489,,,,,,,,,,
4,маркер каждые 3,0,26,0.27899009253441903,0.32418846635272514,0.5841264052032653,0.04924030601978302,0.5819130158227401,41.0,20.398009950248756,0.33818067779493327,0.2766224691239985,0.32446653283975513,0.7865622286076482,0.8631047046907909,60.0,0.02309560775756836,0.7390486288570259
4,маркер каждые 3,1,25,0.2951445605325139,0.34701766200297174,0.5894821139860273,0.050611454993486404,0.5932878969169437,49.0,24.378109452736318,0.3432047476909512,0.2931420527342457,0.3322362001940979,0.7849381223501607,0.7679922173496683,60.0,0.022094862535595894,0.7417953036108453
4,маркер каждые 3,2,24,0.2827099663265278,0.3352290962871384,0.5697450660185729,0.050438154488801956,0.5916685024828789,40.0,19.900497512437813,0.3364046940608402,0.28037541294677515,0.3396067881285634,0.8249433055564582,0.8793531453161151,47.5,0.024235542863607407,0.7362344639106548
5,исходный,0,33,0.2989206202188823,0.3390529568875767,0.5441773718514082,0.01757216826081276,0.4598852942711442,,,,,,,,,,
5,исходный,1,32,0.2968154790769495,0.32700947072874476,0.5167394918733254,0.01973823830485344,0.4570497101544816,,,,,,,,,,
5,исходный,2,35,0.3006147825060177,0.346737873611799,0.5504504844651019,0.01708347722887993,0.4666413671287343,,,,,,,,,,
5,маркер каждые 3,0,27,0.3132996873700952,0.3329049594278693,0.5768023630578465,0.05463920161128044,0.576918252079817,47.0,23.383084577114428,0.3105037105405343,0.31340722494046297,0.3055169390730435,0.8534242282965379,0.8559903009017763,77.5,0.02574967034161091,0.7650688663409957
5,маркер каждые 3,1,27,0.3026250699273469,0.3237090631816027,0.558493000953199,0.05802101269364357,0.5728904020584418,41.0,20.398009950248756,0.3155681191092427,0.3021272603434278,0.32374626576064536,0.8293160744859611,0.9365850600850956,70.0,0.024841364473104477,0.7618547026587514
5,маркер каждые 3,2,26,0.319436957603199,0.3397678271370871,0.5812403935779122,0.05573593080043793,0.5906861141676326,44.0,21.890547263681594,0.3026659010169574,0.3201077998666487,0.3162982746143146,0.837842363442671,0.9220094193308327,75.0,0.0270195621997118,0.7761706395044662
6,исходный,0,32,0.2632880948413403,0.30918241165540106,0.5774146122810355,0.013267714530229568,0.4678755054101196,,,,,,,,,,
6,исходный,1,33,0.28323006088459335,0.3213751799400161,0.6019851293038284,0.01373172365128994,0.4679158649026118,,,,,,,,,,
6,исходный,2,32,0.2934368591866481,0.33387070859982143,0.5804721246848384,0.01546983141452074,0.4716424252706618,,,,,,,,,,
