mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,genre,text_idx
q0.5_range,0.0,4.841619046106335,0.2393878800146579,0.7934575210323069,3.1736318132804193,0.9990070798767833,0.013205283024712713,0.026371986995348706,0.010212238034880323,8,51,256,xsum,0
q0.5_range,0.05,5.439732050279652,0.2730912616572486,0.8161674158291324,3.15505884910584,0.9992334062621634,0.011933822469382033,0.0233876658738561,0.009228960522486339,8,51,256,xsum,0
q0.5_range,0.1,6.071049756081376,0.33853430286191455,0.8352838404926102,3.1261957292185936,0.9992750328609509,0.011876866679986596,0.02226787205023495,0.009184914054290071,8,51,256,xsum,0
q0.5_range,0.15,7.030075235661038,0.4401128997748885,0.8577540116601654,3.068019296288156,0.9993537013266405,0.011515185458063999,0.01970361415741717,0.008905209732610051,8,51,256,xsum,0
q0.5_range,0.2,8.35977125138025,0.58554505864634,0.8803795020306454,2.9983323845954795,0.9994568515804733,0.010834236635856089,0.016755602389074475,0.008378601446445746,8,51,256,xsum,0
q0.5_range,0.25,10.013053734116394,0.7119321783500976,0.9001303671633352,2.93480257330413,0.999626758990541,0.009181894828667148,0.013944919167241387,0.007100771367497862,8,51,256,xsum,0
q0.5_range,0.3,11.745396300478657,0.693070806559638,0.9148602589118898,2.8899768152645726,0.9998190962101255,0.00649634440176321,0.010438229478132222,0.0050239146910530845,8,51,256,xsum,0
q0.5_range,0.35,12.988848093535015,0.5787666542177798,0.9230108788093585,2.8732558024043606,0.9999171245177376,0.004435974187953876,0.00704771563516271,0.0034305379323708567,8,51,256,xsum,0
q0.5_range,0.4,13.399025125060954,0.4589599678798678,0.9253677046899745,2.883669709082273,0.9999542111755397,0.0033056372070398494,0.005284357806682571,0.0025563976138998604,8,51,256,xsum,0
q0.5_range,0.45,13.272898350717696,0.40184615337033236,0.9246585053560719,2.9117817570174784,0.9999634885388747,0.0029495452502478854,0.0057253147930751425,0.002281015721799523,8,51,256,xsum,0
q0.5_range,0.5,13.622288646389881,0.39848399411045043,0.9265908962907627,2.936495947872565,0.9999677757626813,0.002776754661086801,0.005892469135626577,0.0021473890041140385,8,51,256,xsum,0
q_large,0.0,7.885040993354263,0.29894658361782317,0.8731775775366509,3.7057457991066904,0.9998180975864555,0.006217452388102384,0.01194824873788125,0.004808234979819223,8,51,256,xsum,0
q_large,0.05,7.589394103274858,0.28908818236419387,0.8682371759336499,3.653816062866808,0.9997995437116413,0.006489973329463451,0.012618776736915471,0.005018987654900901,8,51,256,xsum,0
q_large,0.1,7.424908753508332,0.2885939946974662,0.8653182102032578,3.5940724925472938,0.9997804596743849,0.006769114067985361,0.01328358832710741,0.005234859716232964,8,51,256,xsum,0
q_large,0.15,7.211926163959865,0.29318854341620154,0.8613407878470392,3.537728170291996,0.9997430914603959,0.007289055164007458,0.014283054456822875,0.0056369535014822005,8,51,256,xsum,0
q_large,0.2,6.939880852874426,0.2927514832187157,0.8559053071371088,3.4850082925149697,0.9996974768884356,0.007859987584044091,0.015395058896299219,0.006078481166154971,8,51,256,xsum,0
q_large,0.25,6.635982400737275,0.28673072097660646,0.8493064116793171,3.433398665866565,0.9996474693619329,0.008419582566871848,0.016481332592845455,0.006511241081793821,8,51,256,xsum,0
q_large,0.3,6.312893067518612,0.27866348314303657,0.8415940220585636,3.3816318939134242,0.9995859883931154,0.009041697640673498,0.017777841785405535,0.006992350589773323,8,51,256,xsum,0
q_large,0.35,5.973414918224168,0.27130060991284344,0.8325915722095378,3.329378588626627,0.9994998724442973,0.009831780864854077,0.01942017588842848,0.007603357407090161,8,51,256,xsum,0
