токен,класс,в тексте,в выборке,до ближайшего,текст
Ġof,служ,11,4,0.4298754077753215,20
Ġequipment,смысл-редк,2,2,0.4337068974503393,20
Ġmethod,смысл-част,2,2,0.7117121278910029,20
band,подслово,7,6,0.37083514884476687,20
Ġa,служ,17,12,0.2966197862463225,20
.,пункт,10,6,0.22047836333221443,20
Ġmodem,смысл-редк,1,1,0.6204568447824806,20
Ġa,служ,17,12,0.3246997838492822,20
Ġdefinition,смысл-редк,2,1,0.7295825826593336,20
forms,подслово,1,1,0.7298675949237992,20
Ġpass,смысл-част,3,2,0.3699029726414539,20
",",пункт,22,14,0.3361834690190988,20
Ġof,служ,11,4,0.3451874630357644,20
Ġdigital,смысл-редк,9,5,0.24618441770421182,20
og,подслово,2,2,0.49526007298527686,20
code,подслово,1,1,0.7142084001646798,20
Ġset,смысл-част,1,1,0.7691696928368262,20
Ġbit,смысл-част,3,1,0.7615578902695502,20
",",пункт,22,14,0.32440016990757575,20
band,подслово,7,6,0.35226525451295865,20
Ġthe,служ,4,1,0.6174413033832146,20
Ġtransmitted,смысл-редк,2,2,0.42851224743578403,20
Ġas,служ,6,3,0.46352912650733885,20
Ġdata,смысл-част,7,4,0.38989885600789903,20
Ġout,служ,2,1,0.782704175989909,20
",",пункт,22,14,0.358391534030426,20
-,пункт,9,8,0.1769482854389976,20
Ġan,служ,4,3,0.3308058718898134,20
Ġvideo,смысл-част,2,2,0.45402963655051465,20
Ġsource,смысл-редк,3,3,0.37751207264620246,20
",",пункт,22,14,0.5150283858519459,20
band,подслово,7,6,0.3709922992015071,20
Ġconveying,смысл-редк,1,1,0.6948751607004248,20
Ġan,служ,4,3,0.43378383910151835,20
Anal,подслово,1,1,0.7228560536727409,20
Ġform,смысл-част,2,2,0.5369665138735314,20
ave,подслово,1,1,0.785493687043492,20
Ġto,служ,2,1,0.828991566153933,20
Ġoriginating,смысл-редк,1,1,0.789626242376459,20
Ġvideo,смысл-част,2,2,0.45402963655051465,20
Ġtransmission,смысл-редк,6,4,0.40251414214368525,20
Ġmessages,смысл-редк,2,1,0.6053788992644877,20
.,сток,10,6,0.07370243245640734,20
Ġas,служ,6,3,0.4612155091599116,20
Ġvariable,смысл-редк,1,1,0.7818311782788305,20
",",сток,22,14,0.03124595404118256,20
Ġan,служ,4,3,0.3308058718898134,20
base,подслово,1,1,0.5867966814424102,20
Ġinformation,смысл-част,1,1,0.6613203649557738,20
Ġtransfer,смысл-редк,1,1,0.6050241481819489,20
Ġor,служ,11,4,0.5607477809685422,20
Ġsignal,смысл-част,9,6,0.3881682398868177,20
Ġmost,служ,1,1,0.7475227001504072,20
-,пункт,9,8,0.2660144056891503,20
Ġpulse,смысл-редк,1,1,0.7018961428088639,20
band,подслово,7,6,0.37083514884476687,20
Ġof,служ,11,4,0.45615143462260405,20
Ġkeyboard,смысл-редк,1,1,0.791434351411156,20
Ġdigital,смысл-редк,9,5,0.24618441770421182,20
to,подслово,3,1,1.0269397755593905,20
Ġanalog,смысл-редк,2,1,0.6235798788504529,20
Ġdem,смысл-редк,1,1,0.6204568447824806,20
-,пункт,9,8,0.3268322049088962,20
've,подслово,1,1,0.6341671010177515,21
Ġyears,смысл-част,2,2,0.6900069452556425,21
Ġtax,смысл-част,15,7,0.2719110832506831,21
Ġand,служ,2,2,0.6705397073877286,21
",",пункт,12,6,0.48192259840931884,21
capital,подслово,2,1,0.6050237392361135,21
Ġare,служ,5,4,0.36539420953407953,21
Ġthis,служ,4,4,0.3508093413270367,21
Ġcon,смысл-редк,1,1,0.777017770721943,21
ĠI,служ,5,4,0.40305628250169606,21
Ġcountries,смысл-част,4,3,0.5270569621771182,21
Ġthey,служ,2,1,0.5881810696719948,21
Ġnot,служ,4,3,0.4465325454633114,21
Ġthe,служ,10,5,0.4442120351358046,21
Ġuntil,служ,1,1,0.7428674104476507,21
Ġownership,смысл-редк,1,1,0.7144150670255496,21
Ġtax,смысл-част,15,7,0.2981636746297965,21
Ġ',пункт,5,2,0.314719050283857,21
Ġ(,пункт,4,2,0.34645503970657826,21
Ġor,служ,4,3,0.5106820385475258,21
ĠI,служ,5,4,0.4885058225675617,21
Ġso,служ,1,1,0.7870243466303612,21
Ġtaxes,смысл-редк,3,2,0.20246985051197458,21
',пункт,1,1,0.6840921058536122,21
Ġtheir,служ,1,1,0.5641134762489156,21
Ġthe,служ,10,5,0.4243267566326907,21
You,подслово,1,1,0.5533608914386914,21
Ġyears,смысл-част,2,2,0.6900069452556425,21
.,сток,9,7,0.020560245071882102,21
Ġnot,служ,4,3,0.5076015776007647,21
Ġto,служ,4,2,0.5396542572133163,21
Ġtax,смысл-част,15,7,0.22378614463805666,21
5,пункт,2,1,0.7857354908037291,21
",",пункт,12,6,0.3162019416808926,21
Ġcountries,смысл-част,4,3,0.3309949906904587,21
Ġto,служ,4,2,0.5396542572133163,21
Ġdid,служ,1,1,0.664900177863939,21
Ġit,служ,2,1,0.7088215982468142,21
.,пункт,9,7,0.28736522354436067,21
:,пункт,2,2,0.37792369844923296,21
",",пункт,12,6,0.37256864539351653,21
Ġowe,смысл-редк,1,1,0.6313354330697114,21
Ġmany,служ,1,1,0.7697146865669312,21
Ġreplace,смысл-редк,1,1,0.7656743633459927,21
Ġtaxes,смысл-редк,3,2,0.20246985051197458,21
Ġthe,сток,10,5,0.04055292316549038,21
  ,пункт,3,1,0.8327813610302038,21
Ġsaved,смысл-редк,1,1,0.6904477519655173,21
Ġfrom,служ,1,1,0.7568588902361605,21
:,пункт,2,2,0.37792369844923296,21
ĠI,служ,5,4,0.4885058225675617,21
",",пункт,12,6,0.3162019416808926,21
Ġas,служ,4,2,0.5859415628693699,21
Ġthen,служ,2,2,0.3322311671146043,21
Ġsits,смысл-редк,1,1,0.6822153550080914,21
Ġthen,служ,2,2,0.3322311671146043,21
Ġhas,служ,2,1,0.6220965244628599,21
ĠNote,смысл-редк,1,1,0.7064070272665589,21
Ġstill,служ,1,1,0.7192370184329365,21
Ġhave,служ,1,1,0.6198077283828795,21
Ġtax,смысл-част,15,7,0.2719110832506831,21
Ġthis,служ,4,4,0.3508093413270367,21
Ġrent,смысл-редк,1,1,0.6790460160921341,21
Ġpoint,смысл-част,1,1,0.6596202486538716,21
Ġof,служ,6,1,0.7141172312638264,21
Ġperson,смысл-част,1,1,0.7321348990934546,21
Ġthis,служ,4,4,0.5721146058044706,21
Ġcapital,смысл-редк,1,1,0.6209851629502526,21
Ġmore,служ,2,2,0.45825718334273413,21
Ġwhen,служ,1,1,0.8805079634732956,21
ĠTax,смысл-редк,1,1,0.4971827382905282,21
Ġmore,служ,2,2,0.45825718334273413,21
Ġbe,служ,2,2,0.518219653456682,21
Ġyear,смысл-част,3,1,0.7134152456764751,21
Ġmaybe,смысл-част,1,1,0.8394214409135345,21
Ġown,смысл-част,2,1,0.6397267112059245,21
M,подслово,1,1,0.8527894831239903,21
Ġthis,служ,4,4,0.5143785993896458,21
Ġyour,служ,3,1,0.5336026715541529,21
Ġwhat,служ,2,1,0.7088215982468142,21
Ġinitial,смысл-редк,1,1,0.7733702467774305,21
Ġregime,смысл-редк,1,1,0.7611454105190095,21
It,подслово,1,1,0.8772347150788394,21
Ġnot,служ,4,3,0.4465325454633114,21
itzerland,подслово,1,1,0.8805120579446528,21
-,пункт,2,1,0.7874074762099027,21
state,подслово,1,1,0.78232945842588,21
Ġago,смысл-редк,1,1,0.8205951144269115,21
Ġtax,смысл-част,15,7,0.22378614463805666,21
Ġdepending,смысл-редк,1,1,0.7547048027720857,21
Ġthese,служ,2,2,0.25878956246518187,21
Ġthese,служ,2,2,0.25878956246518187,21
Ġincome,смысл-редк,6,2,0.38531316529706316,21
'.,пункт,3,2,0.23464149894561329,21
Ġreduced,смысл-редк,1,1,0.745769065364613,21
",",пункт,12,6,0.32571616372142836,21
Ġsame,служ,1,1,0.8429554997509354,21
Ġmentioned,смысл-редк,1,1,0.6897563742717324,21
Ġor,служ,4,3,0.554452316211422,21
Ġat,служ,2,2,0.5368434151930214,21
Ġmuch,служ,1,1,0.8042151220586696,21
icker,подслово,1,1,0.7452449871695987,21
Ġprice,смысл-част,1,1,0.7029155765757212,21
Ġyou,служ,8,3,0.2939010475664892,21
Ġwealth,смысл-редк,3,3,0.395232194503968,21
Ġbut,служ,3,2,0.44772775665339104,21
Ġare,служ,5,4,0.36539420953407953,21
Ġbelieve,смысл-част,3,1,0.8299430523466458,21
're,подслово,1,1,0.6341671010177515,21
Ġif,служ,2,1,0.6809293380623441,21
.,пункт,9,7,0.3068603268017435,21
Ġis,служ,7,2,0.2566868772765033,21
Ġthat,служ,3,3,0.44039292657909757,21
Ġin,служ,7,3,0.47512694894005075,21
Ġthose,служ,1,1,0.6876435501537804,21
Ġdoes,служ,2,1,0.664900177863939,21
Ġin,служ,7,3,0.47512694894005075,21
One,подслово,1,1,0.9170161490417664,21
.,сток,9,7,0.3360118799992737,21
Ġyou,служ,8,3,0.35411805563022625,21
Ġsomewhere,смысл-редк,1,1,0.7076604912569964,21
Ġexample,смысл-част,1,1,0.7139609561470586,21
Ġthat,служ,3,3,0.44039292657909757,21
Ġare,служ,5,4,0.3907320109668927,21
Ġbeen,служ,2,1,0.7320653099461406,21
Ġcorporations,смысл-редк,1,1,0.7633790957506086,21
Ġprovince,смысл-редк,1,1,0.6596202486538716,21
Ġ~,пункт,1,1,0.7874074762099027,21
"),",пункт,2,2,0.44073657006294603,21
Ġwealth,смысл-редк,3,3,0.5471376561172633,21
Ġa,служ,11,4,0.5466833520552268,21
Ġaddition,смысл-част,1,1,0.7530557292524696,21
Ġlevel,смысл-част,1,1,0.6630905698899667,21
Ġa,служ,11,4,0.40872677206542485,21
Ġtypically,смысл-редк,1,1,0.7562329016153021,21
Ġform,смысл-част,1,1,0.7620905067833177,21
Ġfinance,смысл-редк,1,1,0.7072682104110403,21
Ġwealth,смысл-редк,3,3,0.395232194503968,21
Ġlong,смысл-част,1,1,0.826577159268507,21
Ġthat,служ,3,3,0.46548477294877183,21
Ġearnings,смысл-редк,2,1,0.6608801300173427,21
Ġtax,смысл-част,15,7,0.2817096940756768,21
Ġor,служ,4,3,0.5106820385475258,21
Ġtax,смысл-част,15,7,0.4204819654397267,21
",",сток,12,6,0.027000877399861817,21
ĠIf,служ,1,1,0.6809293380623441,21
Ġreferring,смысл-редк,1,1,0.736076433718334,21
Ġwould,служ,1,1,0.6871119550974777,21
Ġare,служ,5,4,0.3907320109668927,21
oret,подслово,1,1,0.8888599858447869,21
Ġthe,служ,10,5,0.4243267566326907,21
Ġ(,пункт,4,2,0.34645503970657826,21
Ġstrict,смысл-редк,1,1,0.8081813999269778,21
Ġ$,пункт,4,4,0.272343101822603,21
Ġwage,смысл-редк,1,1,0.7801965748194236,21
Whether,подслово,1,1,0.9092906649293908,21
'.,пункт,3,2,0.23464149894561329,21
Ġbe,служ,2,2,0.518219653456682,21
interest,подслово,1,1,0.8017972539182675,21
Ġbut,служ,3,2,0.44772775665339104,21
Ġ$,пункт,4,4,0.272343101822603,21
ĠI,служ,5,4,0.40305628250169606,21
ĠAny,служ,1,1,0.7517522698882382,21
Ġand,служ,2,2,0.6705397073877286,21
E,подслово,1,1,0.8445713364540764,21
Ġdon,смысл-част,1,1,0.8816845519315097,21
Ġhow,служ,1,1,0.830375223090976,21
Ġthe,сток,10,5,0.020560245071882102,21
Ġis,служ,7,2,0.2566868772765033,21
"),",пункт,2,2,0.44073657006294603,21
Ġdie,смысл-редк,1,1,0.6313354330697114,21
Ġin,сток,7,3,0.022324520141738368,21
Ġearned,смысл-редк,1,1,0.6904477519655173,21
Ġ$,пункт,4,4,0.31895556150266846,21
10,пункт,2,1,0.7857354908037291,21
ĠThe,служ,2,2,0.6609152503760212,21
Ġas,служ,4,2,0.5859415628693699,21
Ġincome,смысл-редк,6,2,0.38531316529706316,21
Ġyou,служ,8,3,0.2939010475664892,21
Ġabove,служ,2,2,0.5955453966728441,21
Ġ',пункт,5,2,0.314719050283857,21
ĠThe,служ,2,2,0.6609152503760212,21
Ġasking,смысл-редк,1,1,0.7537229935578263,21
Ġa,служ,11,4,0.40872677206542485,21
.,пункт,9,7,0.4838041469224064,21
Ġcountries,смысл-част,4,3,0.3309949906904587,21
Ġmulti,смысл-редк,1,1,0.8501235279154549,21
Ġat,служ,2,2,0.5368434151930214,21
Ġstart,смысл-част,1,1,0.8025107947599373,21
Ġabove,служ,2,2,0.5955453966728441,21
mill,подслово,1,1,0.8501235279154549,21
wealth,подслово,2,1,0.6050237392361135,21
Ġa,служ,11,4,0.5586108465989897,21
Ġforeign,смысл-редк,1,1,0.6920630170550724,21
Ġvolatile,смысл-редк,1,1,0.6822153550080914,21
/,пункт,2,1,0.7064001026060299,21
Ġmoney,смысл-част,2,1,0.6645784345048563,21
Ġquestion,смысл-част,1,1,0.8135731531453931,21
.,пункт,9,7,0.28736522354436067,21
Ġ$,пункт,4,4,0.2948993650657031,21
.,пункт,9,7,0.519749612861344,21
  ,пункт,3,2,0.4265858908674916,21
Ġdoes,служ,2,1,0.7578290713596225,21
Ġreally,смысл-част,1,1,0.6715091272793057,21
.,пункт,9,5,0.5201848763847647,21
Ġtypically,смысл-редк,1,1,0.6502507844634056,21
Ġthese,служ,2,2,0.2590062853909826,21
Ġsomewhere,смысл-редк,1,1,0.7100814339933147,21
Ġmentioned,смысл-редк,1,1,0.6903340096991348,21
Ġdid,служ,1,1,0.7586278774852968,21
Ġperson,смысл-част,1,1,0.7109705907007381,21
Ġa,служ,11,5,0.5213343039062881,21
ab,подслово,1,1,0.7081081363831111,21
Ġ(,пункт,4,2,0.3467451779530685,21
Ġcountries,смысл-част,4,2,0.5274983452291183,21
Ġthose,служ,1,1,0.6882194161998362,21
M,подслово,1,1,0.6665664949623062,21
Ġmulti,смысл-редк,1,1,0.8291855281077529,21
Ġownership,смысл-редк,1,1,0.5764739297283255,21
Ġgenerally,смысл-част,1,1,0.6502507844634056,21
Ġincome,смысл-редк,6,5,0.37221008764857366,21
Ġinstituted,смысл-редк,1,1,0.7228574477307705,21
Ġthe,сток,10,6,0.03193986998085834,21
Ġnext,смысл-част,1,1,0.7266962026630687,21
k,подслово,3,1,0.6665664949623062,21
Ġexample,смысл-част,1,1,0.7145588616647685,21
Ġon,служ,5,2,0.42903671303329277,21
Ġhave,служ,1,1,0.6203267854230841,21
Ġincome,смысл-редк,6,5,0.4358424790428824,21
Ġif,служ,2,2,0.3151112707654862,21
.,пункт,9,5,0.48420930797000333,21
Ġwealth,смысл-редк,3,3,0.5475958557158868,21
Ġcountries,смысл-част,4,2,0.5274983452291183,21
Ġyou,служ,8,5,0.3382469906099366,21
Ġform,смысл-част,1,1,0.7627287183200648,21
Ġearnings,смысл-редк,2,1,0.5860941749496877,21
Ġtax,смысл-част,15,8,0.2734920960594534,21
Ġearn,смысл-редк,1,1,0.7854546893589615,21
ĠUS,служ,1,1,0.8186122965192284,21
Ġthat,служ,3,2,0.4658745924644747,21
5,пункт,2,1,0.6836532509236282,21
Ġyou,служ,8,5,0.3382469906099366,21
One,подслово,1,1,0.9279908609153446,21
ĠI,служ,5,2,0.46049028275325654,21
Ġthe,служ,10,6,0.4586231515683028,21
Ġto,служ,4,3,0.7021899216681271,21
Ġown,смысл-част,2,1,0.6402624493680231,21
Ġforeign,смысл-редк,1,1,0.7568380594747884,21
Ġyour,служ,3,1,0.5058400585930801,21
Ġthe,сток,10,6,0.025622962378107402,21
Ġor,служ,4,2,0.5159711660135644,21
able,подслово,1,1,0.7105994121948984,21
Ġreferring,смысл-редк,1,1,0.7366928598091268,21
Ġtax,смысл-част,15,8,0.4501178118490352,21
Ġ',пункт,5,2,0.27962018898540486,21
Ġhas,служ,2,1,0.6669670641591654,21
Ġincome,смысл-редк,6,5,0.34337024737048627,21
ĠI,служ,5,2,0.46049028275325654,21
Ġor,служ,4,2,0.5159711660135644,21
These,подслово,1,1,0.7491376754411609,21
Ġdon,смысл-част,1,1,0.8824229173196176,21
Ġand,служ,2,1,0.8260957246541677,21
Ġowns,смысл-редк,1,1,0.6413522447172992,21
Ġtaxes,смысл-редк,3,3,0.20263940858058985,21
Ġare,служ,5,2,0.3657002083595597,21
'.,пункт,3,2,0.3283025770465318,21
Ġabove,служ,2,1,0.7246965438159372,21
Ġtax,смысл-част,15,8,0.35912989679597834,21
Ġtax,смысл-част,15,8,0.2819456114308627,21
Ġtax,смысл-част,15,8,0.2887507980049556,21
Ġrent,смысл-редк,1,1,0.6945919135837751,21
Ġthe,служ,10,6,0.478631643404106,21
Ġyear,смысл-част,3,1,0.7140126941897806,21
Ġinvestment,смысл-редк,1,1,0.6811032912583339,21
Ġthat,служ,3,2,0.4658745924644747,21
Ġis,служ,7,5,0.4769689882207137,21
Ġbased,смысл-част,1,1,0.6627024190191498,21
",",пункт,12,7,0.20977543143853172,21
Ġto,сток,4,3,0.1157992849211436,21
Ġpoint,смысл-част,1,1,0.690153648448193,21
"',",пункт,1,1,0.6244662308664635,21
.,пункт,9,5,0.33304019239465416,21
Ġowe,смысл-редк,1,1,0.6318641439686873,21
Ġdividends,смысл-редк,1,1,0.7152513660038109,21
.,пункт,9,5,0.3071173065160841,21
  ,пункт,3,2,0.4265858908674916,21
Ġto,служ,4,3,0.7021899216681271,21
Ġis,служ,7,5,0.42217261435144654,21
Ġprice,смысл-част,1,1,0.7064954101202983,21
Ġcon,смысл-редк,1,1,0.7606171141557833,21
Ġvery,служ,1,1,0.6496962227091796,21
Ġthis,служ,4,3,0.514809364965997,21
'.,пункт,3,2,0.3283025770465318,21
ĠNote,смысл-редк,1,1,0.6920209107982183,21
Ġthe,служ,10,6,0.4586231515683028,21
.,пункт,9,5,0.3071173065160841,21
Ġwhat,служ,2,2,0.33326798542015207,21
Ġtax,смысл-част,15,8,0.2734920960594534,21
",",сток,12,7,0.025622962378107402,21
Ġcorporations,смысл-редк,1,1,0.8066771529594069,21
Ġyou,служ,8,5,0.3127601701389472,21
st,подслово,1,1,0.805319569010122,21
",",пункт,12,7,0.2998264827913955,21
Ġlevel,смысл-част,1,1,0.690153648448193,21
Ġwhat,служ,2,2,0.33326798542015207,21
10,пункт,2,2,0.6083014370986014,21
:,пункт,2,1,0.7116204777343339,21
Ġaddition,смысл-част,1,1,0.7596100212798069,21
Ġnot,служ,4,3,0.5503799591802662,21
Ġland,смысл-част,1,1,0.7280560442044283,21
capital,подслово,2,1,0.7119281844881913,21
Ġa,служ,11,5,0.3548820370344409,21
Ġin,служ,7,3,0.5429676019459372,21
ions,подслово,1,1,0.803296313160032,21
Ġdie,смысл-редк,1,1,0.6318641439686873,21
Ġsome,служ,2,1,0.6990676239170471,21
Ġtaxes,смысл-редк,3,3,0.20263940858058985,21
Ġyou,служ,8,5,0.27615678002460403,21
pref,подслово,1,1,0.9087329967467237,21
Ġthis,служ,4,3,0.5725937223116517,21
Ġas,служ,4,1,0.8308497180601492,21
Ġis,служ,7,5,0.4769689882207137,21
Ġthey,служ,2,1,0.593810071692077,21
Ġover,служ,1,1,0.7338326497257347,21
Ġtax,смысл-част,15,8,0.35912989679597834,21
ĠThe,служ,2,1,0.6689654343513763,21
Ġ$,пункт,4,2,0.3192226703529281,21
Ġthis,служ,4,3,0.5725937223116517,21
Sw,подслово,1,1,0.793119856759044,21
Ġtaxes,смысл-редк,3,3,0.35063598275491437,21
Ġdepending,смысл-редк,1,1,0.6627024190191498,21
Ġ20,пункт,1,1,0.8380160594322198,21
Ġif,служ,2,2,0.3151112707654862,21
Ġin,служ,7,3,0.484951575491685,21
Ġfrom,служ,1,1,0.7574927205635807,21
Ġwould,служ,1,1,0.6666911715842039,21
Ġ(,пункт,4,2,0.3467451779530685,21
Ġa,служ,11,5,0.4612247686034211,21
do,подслово,1,1,0.7606171141557833,21
interest,подслово,1,1,0.8183251798357785,21
Ġthese,служ,2,2,0.2590062853909826,21
Ġstrictly,смысл-редк,1,1,0.755377875854876,21
Ġcan,служ,1,1,0.696387559298537,21
Ġwithout,служ,1,1,0.7680133518365098,21
Ġbel,смысл-редк,1,1,0.7081081363831111,21
",",пункт,12,7,0.3012102998333096,21
Ġit,служ,2,1,0.7647825380927534,21
ĠIf,служ,1,1,0.6662268460421591,21
've,подслово,1,1,0.7156279359829975,21
Ġ$,пункт,4,2,0.3192226703529281,21
Ġnot,служ,4,3,0.554769607376006,21
Ġbut,служ,3,1,0.8234408358072274,21
"),",пункт,2,1,0.7547618870055599,21
-,пункт,2,1,0.8497220425838182,21
Ġalongside,смысл-редк,1,1,0.7477410215206094,21
Ġcapital,смысл-редк,1,1,0.7023417529259091,21
Ġstart,смысл-част,1,1,0.8031828562054232,21
Ġis,служ,7,5,0.39485816626559134,21
Ġin,служ,7,3,0.484951575491685,21
',пункт,1,1,0.6679990841258887,21
ĠTax,смысл-редк,1,1,0.5026256416149087,21
Ġare,служ,5,2,0.3657002083595597,21
Ġtax,смысл-част,15,8,0.2819456114308627,21
Ġaround,служ,1,1,0.7100814339933147,21
Ġso,служ,1,1,0.7947786974893868,21
Ġa,служ,11,5,0.3548820370344409,21
",",сток,12,7,0.03193986998085834,21
ĠSome,служ,3,1,0.6990676239170471,21
Ġmuch,служ,1,1,0.7958747399921524,21
Ġwage,смысл-редк,1,1,0.730899292459586,21
Ġnot,служ,4,3,0.5503799591802662,21
",",пункт,12,7,0.37288065243940405,21
Ġie,смысл-редк,1,1,0.6920209107982183,21
Ġthe,сток,10,6,0.045216861893577084,21
Ġfor,служ,1,1,0.7716837339833763,21
er,подслово,1,1,0.8222220056526944,21
Ġinitial,смысл-редк,1,1,0.768004018015485,21
Ġincome,смысл-редк,6,5,0.34337024737048627,21
mill,подслово,1,1,0.8508354625719643,21
10,пункт,2,2,0.6083014370986014,21
Ġis,служ,7,5,0.39485816626559134,21
itzerland,подслово,1,1,0.7707439246335499,21
Ġincome,смысл-редк,6,5,0.4358424790428824,21
Ġof,служ,6,1,0.7450148972159452,21
Ġburden,смысл-редк,1,1,0.7702893693991685,21
",",пункт,12,7,0.20977543143853172,21
Ġyou,служ,8,5,0.27615678002460403,21
Ġyears,смысл-част,2,1,0.7140126941897806,21
ĠAny,служ,1,1,0.7523818236842087,21
Ġowned,смысл-редк,1,1,0.5764739297283255,21
Ġwealth,смысл-редк,3,3,0.395563181104616,21
Ġasking,смысл-редк,1,1,0.754354197733339,21
ĠThis,служ,1,1,0.716953959086095,21
aly,подслово,1,1,0.7707439246335499,21
Ġon,служ,5,2,0.42903671303329277,21
/,пункт,2,1,0.6735446012272918,21
Ġ',пункт,5,2,0.27962018898540486,21
Ġ[,пункт,1,1,0.7142233276117169,21
Ġbeen,служ,2,1,0.6496962227091796,21
Ġa,служ,11,5,0.4298075900115108,21
Ġcould,служ,1,1,0.6666911715842039,21
Ġwealth,смысл-редк,3,3,0.395563181104616,21
Ġthe,сток,10,4,0.020531110850688265,21
",",пункт,12,5,0.4910367487790746,21
Ġa,служ,11,6,0.42552508056441024,21
M,подслово,1,1,0.8515810657463643,21
Ġa,служ,11,6,0.5384890344990795,21
Ġthis,служ,4,2,0.5947658391737877,21
Ġearnings,смысл-редк,2,2,0.37763031109278994,21
Ġmore,служ,2,2,0.45760782502543323,21
Ġwealth,смысл-редк,3,1,0.6456472280968018,21
Ġowns,смысл-редк,1,1,0.6399075479426573,21
Ġpeople,смысл-част,1,1,0.6754609213986502,21
Ġinstituted,смысл-редк,1,1,0.7212291540249881,21
Ġby,служ,1,1,0.7899171888532542,21
Ġthat,служ,3,1,0.7535381068386421,21
Ġor,служ,4,3,0.427263842737914,21
Ġtax,смысл-част,15,5,0.29704745728913867,21
ĠSome,служ,3,2,0.20153424372142953,21
Ġthese,служ,2,1,0.6902245062004346,21
Ġmulti,смысл-редк,1,1,0.8826940735771452,21
Ġtax,смысл-част,15,5,0.2742474051084958,21
Ġmaybe,смысл-част,1,1,0.8382319662818402,21
Ġcorporations,смысл-редк,1,1,0.8048600487227614,21
Ġthe,служ,10,4,0.38795934571784757,21
ĠI,служ,5,4,0.49491887306672294,21
'.,пункт,3,3,0.2343090079024553,21
Sw,подслово,1,1,0.791333291406849,21
Ġbeen,служ,2,2,0.5760767960191631,21
5,пункт,2,1,0.7403633896439024,21
Ġbel,смысл-редк,1,1,0.7720660925555543,21
"),",пункт,2,2,0.4401120387562649,21
Ġexample,смысл-част,1,1,0.739924551950543,21
Ġ~,пункт,1,1,0.741979833021388,21
Ġeconomics,смысл-редк,1,1,0.7820059228799379,21
Ġto,служ,4,3,0.53888955784116,21
Ġ(,пункт,4,1,0.7067378725502157,21
Ġasking,смысл-редк,1,1,0.7994082998930795,21
Ġ$,пункт,4,2,0.3642985411814262,21
Ġaround,служ,1,1,0.7321796335073957,21
Ġtaxes,смысл-редк,3,3,0.20218294724845434,21
Ġmoney,смысл-част,2,2,0.4118667164068952,21
Ġtax,смысл-част,15,5,0.22322784742134727,21
ĠThe,служ,2,2,0.6599787220891493,21
',пункт,1,1,0.5521134244352797,21
",",пункт,12,5,0.4976574354215244,21
Ġyou,служ,8,4,0.2755347149851764,21
),пункт,1,1,0.7229781449220137,21
Ġamounts,смысл-редк,1,1,0.7310849627248399,21
Ġincome,смысл-редк,6,3,0.34259677866749166,21
Ġin,служ,7,4,0.4449864568637574,21
Ġyear,смысл-част,3,2,0.516528699351419,21
Ġor,служ,4,3,0.427263842737914,21
Ġyou,служ,8,4,0.3601249878461321,21
Ġcountries,смысл-част,4,2,0.3071932471624183,21
able,подслово,1,1,0.7089987306859205,21
wealth,подслово,2,2,0.3631374838113584,21
Ġ[,пункт,1,1,0.7067378725502157,21
Ġare,служ,5,1,0.6681607545370752,21
Ġyour,служ,3,2,0.37991290424055785,21
Ġup,служ,1,1,0.7149348899995613,21
It,подслово,1,1,0.8370322518650266,21
Ġthe,служ,10,4,0.38795934571784757,21
Ġdepending,смысл-редк,1,1,0.7861790366995199,21
Ġover,служ,1,1,0.7321796335073957,21
Ġin,служ,7,4,0.47445368587449993,21
.,сток,9,6,0.020531110850688265,21
Ġat,служ,2,2,0.5360826988323941,21
Ġat,служ,2,2,0.5360826988323941,21
Ġforeign,смысл-редк,1,1,0.7652230635972279,21
Ġor,служ,4,3,0.5148089000583299,21
Ġas,служ,4,2,0.6537318920138065,21
Ġincome,смысл-редк,6,3,0.3685396737611648,21
Ġis,служ,7,3,0.4842303994805945,21
Ġhas,служ,2,1,0.7211726819675618,21
Ġthe,служ,10,4,0.42372547831412116,21
Ġof,служ,6,2,0.6343962707878682,21
Ġie,смысл-редк,1,1,0.6904620788364533,21
Ġwhen,служ,1,1,0.8453075299909225,21
and,подслово,1,1,0.9647939929613523,21
E,подслово,1,1,0.825981103430981,21
Ġdoes,служ,2,1,0.7697711535619954,21
Whether,подслово,1,1,0.9080021844045273,21
Ġincreased,смысл-редк,1,1,0.77616349951723,21
Ġcapital,смысл-редк,1,1,0.6201052162846253,21
Ġregime,смысл-редк,1,1,0.7230471225466321,21
Ġposition,смысл-редк,1,1,0.6618211042253391,21
're,подслово,1,1,0.6859869309236344,21
Ġas,служ,4,2,0.6537318920138065,21
Ġhow,служ,1,1,0.8101303145287724,21
:,пункт,2,1,0.7395989760794546,21
Ġincome,смысл-редк,6,3,0.34259677866749166,21
Ġof,служ,6,2,0.6343962707878682,21
capital,подслово,2,1,0.6041664101826514,21
8,пункт,1,1,0.8582664969841253,21
Ġdon,смысл-част,1,1,0.887560980304925,21
  ,пункт,3,2,0.42562497233057167,21
Ġtax,смысл-част,15,5,0.22322784742134727,21
Ġdividends,смысл-редк,1,1,0.7136402056000931,21
Ġmuch,служ,1,1,0.7940819690470806,21
Ġquestion,смысл-част,1,1,0.8124203059824223,21
Ġshocked,смысл-редк,1,1,0.7705265012006105,21
Ġwage,смысл-редк,1,1,0.7292528838610319,21
