токен,класс,в тексте,в выборке,до ближайшего,текст
Ġbecause,служ,1,1,0.6595946484069126,51
Ġneeded,смысл-част,1,1,0.6600031097806137,51
Ġwith,служ,6,5,0.16656536944325948,51
Ġwomen,смысл-част,6,4,0.3590447887523804,51
Ġlength,смысл-редк,1,1,0.7419889382305437,51
Ġnoon,смысл-редк,1,1,0.7763610721496919,51
Ġlike,смысл-част,2,2,0.5820454167567368,51
Ġwomen,смысл-част,6,4,0.3451230229158284,51
ĠIf,служ,1,1,0.836629386721457,51
Ġtwo,смысл-част,2,1,0.7886104494795657,51
Ġturn,смысл-част,2,2,0.41763868287337885,51
Ġday,смысл-част,4,4,0.4444668002698291,51
Ġeven,служ,2,1,0.7270526648474848,51
Ġcloser,смысл-редк,2,2,0.5417589688084408,51
"Ġ,",пункт,9,5,0.38292774208008673,51
Ġtime,смысл-част,7,5,0.5695417608013942,51
Ġone,служ,4,2,0.34649362007642426,51
Ġtime,смысл-част,7,5,0.21721082052462468,51
ĠIt,служ,1,1,0.836629386721457,51
Ġto,сток,8,7,0.02663244101643147,51
work,подслово,2,2,0.45122427263505827,51
ĠSame,служ,1,1,0.8278787022610242,51
't,подслово,2,2,0.4281464313751978,51
Ġon,служ,3,2,0.5566458069529395,51
Ġtime,смысл-част,7,5,0.4614574580990025,51
Ġ',пункт,5,3,0.4173540562136065,51
Ġother,служ,2,2,0.4482319587213415,51
't,подслово,2,2,0.4281464313751978,51
s,подслово,2,2,0.6326037512087771,51
Ġjust,служ,1,1,0.7622196450679901,51
Ġsignals,смысл-редк,2,1,0.7275339446402846,51
Ġbl,смысл-редк,1,1,0.7135368593797214,51
Ġ30,пункт,1,1,0.7264478027286672,51
Ġa,служ,6,5,0.3841805616481376,51
Ġapart,смысл-редк,2,2,0.4807184396554866,51
Ġget,смысл-част,1,1,0.6465501312648251,51
Ġis,служ,2,1,0.5357721547645458,51
Ġstart,смысл-част,4,2,0.5019263514467918,51
Ġand,служ,4,3,0.569496140245794,51
Ġpoint,смысл-част,2,2,0.4924946712696922,51
Ġ30,пункт,1,1,0.7246694911120651,51
Ġ',пункт,5,3,0.17442823693898316,51
Ġcar,смысл-част,1,1,0.6188955536734961,51
"Ġ""",пункт,2,2,0.5059790477101329,51
Ġanywhere,смысл-редк,1,1,0.834878761420681,51
Ġstart,смысл-част,4,3,0.5742378704427071,51
Ġup,служ,3,2,0.3217064893764564,51
cing,подслово,1,1,0.7082269164257253,51
Ġhappen,смысл-редк,1,1,0.7837673558135764,51
earing,подслово,1,1,0.6816878139749979,51
Ġto,служ,8,6,0.5766244394133905,51
ĠIt,служ,1,1,0.8345813555324177,51
't,подслово,2,2,0.4270983481272875,51
Ġnoon,смысл-редк,1,1,0.7744605750897579,51
Ġn,смысл-част,2,2,0.44072188438134663,51
"Ġ""",пункт,2,2,0.5059790477101329,51
re,подслово,2,2,0.20723785435226696,51
Ġwill,служ,1,1,0.7338972731703943,51
Ġthe,сток,8,7,0.005695510187031754,51
Ġon,служ,3,2,0.5573055312650119,51
Ġnot,служ,2,2,0.6139307987938972,51
Ġactually,смысл-част,2,2,0.44052615037680753,51
Ġ.,пункт,14,8,0.31202908830950654,51
Ġwhat,служ,1,1,0.763178429892429,51
Ġ.,пункт,14,8,0.24660013705038714,51
Ġsync,смысл-редк,2,2,0.312449349153842,51
Ġlike,смысл-част,2,1,0.7517077579795195,51
Ġto,служ,8,6,0.5439673988724937,51
Ġonly,служ,1,1,0.7317268508581335,51
Ġthe,служ,8,7,0.38974736753960937,51
Ġsignals,смысл-редк,2,2,0.2938864410820889,51
Ġtime,смысл-част,7,7,0.5681475481331629,51
Ġstart,смысл-част,4,3,0.5742378704427071,51
Ġdays,смысл-част,2,2,0.48322688818990683,51
Ġeach,служ,2,2,0.4483717262331117,51
Ġam,служ,1,1,0.5615592612975139,51
Ġafter,служ,1,1,0.8393060504648274,51
Ġslowly,смысл-редк,1,1,0.7500007397109978,51
work,подслово,2,2,0.4501196958675249,51
Ġ.,пункт,14,8,0.22605661265944083,51
Ġat,служ,3,1,0.7212450359804647,51
Ġin,служ,2,2,0.6218320781786852,51
Ġbias,смысл-редк,1,1,0.6042498100510916,51
inking,подслово,1,1,0.6816878139749979,51
"Ġ,",пункт,9,5,0.3993322478473671,51
Ġwomen,смысл-част,6,5,0.3868736044704862,51
Ġhave,служ,3,2,0.5101626308539463,51
Ġto,служ,8,6,0.47889861738730427,51
Ġ?,пункт,2,2,0.37174424141586093,51
Ġhappens,смысл-редк,1,1,0.6640903827733798,51
ll,подслово,1,1,0.6636190126028253,51
Ġdriving,смысл-редк,1,1,0.6742340539876553,51
Ġto,служ,8,6,0.3799999079240308,51
Ġgiven,смысл-част,1,1,0.7178137790340865,51
Ġto,сток,8,6,0.029665982261546937,51
ĠSame,служ,1,1,0.7493115087022781,51
Ġis,служ,2,2,0.3766872406453861,51
Ġthey,служ,6,6,0.2179887520213688,51
Ġwith,служ,6,3,0.5021075681090424,51
Ġcycle,смысл-редк,4,2,0.45669216204862917,51
"Ġ,",пункт,9,5,0.3993322478473671,51
Ġare,служ,3,3,0.5571042981977461,51
't,подслово,2,2,0.4270983481272875,51
Ġthey,служ,6,6,0.42140538146194473,51
Ġtime,смысл-част,7,7,0.21667909818485062,51
Ġand,служ,4,1,0.7808311291585035,51
Ġsw,смысл-редк,1,1,0.6726553562104626,51
Ġtogether,смысл-част,2,2,0.5358661766244488,51
Ġ29,пункт,1,1,0.7411924910185366,51
ĠIf,служ,1,1,0.8345813555324177,51
Ġthey,служ,6,6,0.3936801264781199,51
Ġ.,пункт,14,8,0.24660013705038714,51
Ġstart,смысл-част,4,3,0.5772578736105783,51
"Ġ,",пункт,9,5,0.42826625767539206,51
Ġpreceding,смысл-редк,1,1,0.7685968747104738,51
Ġis,служ,2,2,0.3766872406453861,51
ĠEver,служ,1,1,0.7493115087022781,51
Ġthe,служ,8,7,0.40831173759108713,51
Ġ32,пункт,1,1,0.7246694911120651,51
Ġsame,служ,2,2,0.4519323387345424,51
Ġcycles,смысл-редк,3,2,0.2835799917626933,51
Ġin,служ,2,2,0.6218320781786852,51
Ġthey,служ,6,6,0.420693898735242,51
Ġto,служ,8,6,0.3799999079240308,51
Ġfarther,смысл-редк,1,1,0.8802280842609044,51
Ġthey,служ,6,6,0.5979808182109131,51
Ġappear,смысл-редк,3,1,0.7870646200358578,51
"Ġ,",пункт,9,5,0.42826625767539206,51
Ġn,смысл-част,2,2,0.44072188438134663,51
Ġdo,служ,1,1,0.7191078988853896,51
Ġthe,сток,8,7,0.005695510187031754,51
Ġa,служ,6,4,0.48950135385115034,51
Ġtakes,смысл-част,1,1,0.6640903827733798,51
Ġ8,пункт,2,2,0.2536775505077129,51
Ġbe,служ,3,3,0.42290796431101024,51
Ġdays,смысл-част,2,2,0.48322688818990683,51
Ġtime,смысл-част,7,7,0.21667909818485062,51
Ġbetween,служ,1,1,0.730568590110204,51
Ġgetting,смысл-част,3,2,0.23086760207617982,51
Ġone,служ,4,2,0.3456454192458265,51
Ġperiod,смысл-част,1,1,0.6409457844040538,51
Ġeach,служ,2,2,0.4483717262331117,51
Ġsame,служ,2,2,0.4519323387345424,51
Ġdata,смысл-част,2,1,0.6435610819059953,51
Ġjust,служ,1,1,0.7323358810777182,51
Ġgather,смысл-редк,1,1,0.5756669312618822,51
Ġthing,смысл-част,2,1,0.678036793449639,51
Ġapart,смысл-редк,2,2,0.4795416624908464,51
Ġtogether,смысл-част,2,2,0.5358661766244488,51
Ġ.,пункт,14,8,0.22605661265944083,51
Ġ26,пункт,2,2,0.4315546840312839,51
Ġ25,пункт,1,1,0.7333986294755778,51
Ġthe,сток,8,7,0.025325095380381454,51
Ġ..,пункт,2,1,0.8301850700737956,51
Ġtheir,служ,3,3,0.4351790783807997,51
Ġ26,пункт,2,2,0.4315546840312839,51
Ġactually,смысл-част,2,2,0.44052615037680753,51
Ġwomen,смысл-част,6,5,0.35816586322418625,51
Ġ.,пункт,14,8,0.38334767539104714,51
Ġevery,служ,1,1,0.7785928985318303,51
Ġpm,смысл-редк,1,1,0.5615592612975139,51
Ġare,служ,3,3,0.6332963055071238,51
Ġan,служ,1,1,0.6484026314983821,51
Ġthat,служ,2,1,0.7664397548271541,51
Ġstarting,смысл-редк,1,1,0.7606356949507476,51
Ġa,служ,6,4,0.48950135385115034,51
Ġnext,смысл-част,2,2,0.22485093580790308,51
Ġother,служ,2,1,0.814261554299728,51
Ġ8,пункт,2,2,0.2536775505077129,51
Ġsync,смысл-редк,2,2,0.312449349153842,51
ĠSome,служ,4,3,0.38903929550774174,51
Ġbe,служ,3,3,0.41100862916832404,51
Ġneeded,смысл-част,1,1,0.6583874517901736,51
Ġ-,пункт,1,1,0.6382017635632209,51
Ġgetting,смысл-част,3,2,0.23086760207617982,51
Ġa,служ,6,4,0.16963826667219992,51
work,подслово,2,2,0.4501196958675249,51
Ġexactly,смысл-редк,1,1,0.6637772357723175,51
Ġthe,служ,8,7,0.38974736753960937,51
Ġday,смысл-част,4,2,0.7052330194181663,51
Ġwoman,смысл-редк,1,1,0.46201544977008685,51
Ġget,смысл-част,1,1,0.6248033795260051,51
Ġ',пункт,5,3,0.45606866927283196,51
Ġthen,служ,2,1,0.8407269123393816,51
ĠSome,служ,4,3,0.37907480172567354,51
"Ġ,",пункт,9,5,0.43226536253424525,51
Ġthey,служ,6,6,0.2179887520213688,51
Ġtime,смысл-част,7,7,0.43278166915795896,51
Ġ?,пункт,2,2,0.37174424141586093,51
Ġconfirmation,смысл-редк,1,1,0.5756669312618822,51
Ġ',пункт,5,3,0.17442823693898316,51
ĠCombine,смысл-редк,1,1,0.7412616603869919,51
Ġwomen,смысл-част,6,5,0.19232849882502678,51
Ġbe,служ,3,3,0.41100862916832404,51
Ġeven,служ,2,2,0.5067212526595248,51
Ġtwo,смысл-част,2,1,0.7866799664937055,51
ĠThe,сток,1,1,0.05150375424258977,51
Ġ.,пункт,14,8,0.2755312434192599,51
Ġit,служ,2,2,0.49393651784613174,51
Ġeven,служ,2,2,0.5067212526595248,51
s,подслово,2,2,0.6310551656183808,51
Ġturn,смысл-част,2,1,0.6777217503014448,51
Ġwomen,смысл-част,6,5,0.19232849882502678,51
Ġtheir,служ,3,3,0.4029298664516921,51
Ġtime,смысл-част,7,7,0.5681475481331629,51
Ġlength,смысл-редк,1,1,0.7401725826117513,51
Ġcycles,смысл-редк,3,2,0.2835799917626933,51
Ġnot,служ,2,2,0.6139307987938972,51
ĠAnd,служ,1,1,0.7808311291585035,51
Ġso,служ,1,1,0.8483126390768352,51
Ġany,служ,1,1,0.7635502155666198,51
Ġsignals,смысл-редк,2,2,0.2938864410820889,51
Ġone,служ,4,2,0.3456454192458265,51
Ġcloser,смысл-редк,2,1,0.9227461686645353,51
Ġ.,пункт,14,8,0.5269268297451901,51
Ġtheir,служ,3,3,0.4029298664516921,51
Ġday,смысл-част,4,2,0.7221666246348881,51
Ġwith,служ,6,3,0.47890576059601425,51
Ġthe,служ,8,7,0.5211973896079021,51
Ġwomen,смысл-част,6,5,0.33743171806481426,51
ĠSome,служ,4,3,0.37907480172567354,51
Ġof,служ,2,1,0.708197051712398,51
Ġare,служ,3,3,0.534460608576243,51
Ġup,служ,3,2,0.3217064893764564,51
Ġapart,смысл-редк,2,2,0.4795416624908464,51
ĠA,служ,1,1,0.7321981994719529,51
re,подслово,2,2,0.20723785435226696,51
Ġhave,служ,3,2,0.5101626308539463,51
Ġa,служ,6,4,0.16963826667219992,51
Ġtime,смысл-част,7,7,0.3799474064291493,51
Ġpart,смысл-част,1,1,0.7419450651703976,51
Ġit,служ,2,2,0.49393651784613174,51
Ġcycle,смысл-редк,4,2,0.45669216204862917,51
Ġon,служ,3,2,0.5573055312650119,51
Ġpoint,смысл-част,2,2,0.4924946712696922,51
Ġtime,смысл-част,7,7,0.43278166915795896,51
Ġyou,служ,2,1,0.6567303387392543,51
s,подслово,2,2,0.6310551656183808,51
Ġnext,смысл-част,2,2,0.22485093580790308,51
Ġwith,служ,6,3,0.47890576059601425,51
Ġsyrup,смысл-редк,1,1,0.6961785272489959,52
Ġfriend,смысл-част,1,1,0.6925590093107609,52
et,подслово,3,3,0.3332432554967369,52
?,пункт,1,1,0.633041425492108,52
Ġhad,служ,4,1,0.683819917868444,52
Ġyour,служ,1,1,0.550418409653953,52
...,пункт,2,2,0.33769309345683524,52
bi,подслово,1,1,0.6951572251617062,52
.,пункт,13,7,0.35879340685880895,52
Ġthey,служ,3,3,0.3468922275938863,52
.,сток,13,7,0.06079578290423702,52
Ġgo,смысл-част,1,1,0.7131462340009685,52
Ġtheir,служ,2,1,0.606752537019271,52
Ġserving,смысл-редк,1,1,0.6983784212202098,52
Ġso,служ,2,1,0.7323704169673992,52
ak,подслово,1,1,0.7337960025098749,52
Ġlike,смысл-част,2,1,0.8001696557026731,52
Ġwhen,служ,1,1,0.8288767568492146,52
Ġpiece,смысл-редк,2,2,0.35665082382592056,52
Ġtry,смысл-част,1,1,0.7369475614441992,52
Ġfrom,служ,2,1,0.8294282793616461,52
Ġchicken,смысл-редк,1,1,0.7009393386736756,52
Ġcheck,смысл-част,2,1,0.7452899046662133,52
C,подслово,1,1,0.805275834573358,52
",",пункт,18,8,0.3423569321440829,52
ĠI,служ,7,1,0.6179524245433659,52
Ġyou,служ,6,3,0.42050481453424354,52
Ġsoaked,смысл-редк,1,1,0.7056849893181821,52
Ġon,служ,2,1,0.6976491022475142,52
Ġyou,служ,6,3,0.3484176162063864,52
Ġfor,служ,4,2,0.4480885421740213,52
ĠOther,служ,1,1,0.8007860995408895,52
Ġthese,служ,1,1,0.59145101026587,52
Ġlemon,смысл-редк,1,1,0.6514497884809595,52
Ġmenu,смысл-редк,1,1,0.6345803973929284,52
.,сток,13,7,0.0337494149768826,52
mil,подслово,1,1,0.8892451613677708,52
Ġwith,служ,3,2,0.4512543685874537,52
Ġfor,служ,4,2,0.4480885421740213,52
!,пункт,4,4,0.4577270203654056,52
Ġdo,служ,1,1,0.8489034473650131,52
Ġt,служ,1,1,0.7260770015225044,52
Ġrice,смысл-редк,2,2,0.49608337555639187,52
Ġto,служ,7,5,0.3909445555136443,52
ahi,подслово,2,1,0.6953441596946984,52
ron,подслово,1,1,0.6866714170812083,52
",",пункт,18,8,0.3925647413395957,52
Ġhave,служ,1,1,0.8336251402434931,52
Ġthe,сток,7,6,0.028616016404930934,52
ĠTraditional,смысл-редк,1,1,0.619848761174786,52
Ġcost,смысл-част,1,1,0.7235832429241096,52
Ġit,служ,2,1,0.7128544881394857,52
Ġkar,смысл-редк,1,1,0.5955397970258898,52
ummy,подслово,2,2,0.3999473559682301,52
Ġof,служ,7,5,0.3729087092908616,52
Ġmyself,служ,1,1,0.7016497768480968,52
Ġna,смысл-редк,2,1,0.7131022007138151,52
Ġlucky,смысл-редк,1,1,0.6875883662766796,52
Ġcertain,смысл-част,1,1,0.6988107359972362,52
Ġis,служ,1,1,0.753320071015263,52
Ġthe,служ,7,6,0.24717884281030672,52
Ġgets,смысл-част,1,1,0.6524451455089291,52
Ġpiece,смысл-редк,2,2,0.35665082382592056,52
Ġwhite,смысл-редк,1,1,0.61694717238089,52
Ġitems,смысл-редк,1,1,0.6988107359972362,52
Ġdessert,смысл-редк,2,1,0.7130468249062482,52
",",пункт,18,8,0.31444286546023903,52
Ġk,смысл-част,4,3,0.3094227377965016,52
Ġdishes,смысл-редк,2,1,0.7130468249062482,52
Ġmy,служ,2,1,0.550418409653953,52
Ġoffer,смысл-част,1,1,0.7049681017178806,52
oat,подслово,1,1,0.8125378922539804,52
Ġserver,смысл-редк,2,2,0.45835149837502476,52
Ġwas,служ,5,2,0.5208186591365183,52
ard,подслово,1,1,0.6866714170812083,52
Ġto,служ,7,5,0.5842593656960199,52
Ġin,служ,2,2,0.48670423141062735,52
Ġout,служ,4,2,0.47118432289353585,52
and,подслово,1,1,0.7337960025098749,52
Ġfavorite,смысл-редк,1,1,0.6697715791911545,52
Ġmight,служ,1,1,0.8142801496714556,52
Ġthat,служ,5,2,0.5412678111885454,52
urous,подслово,1,1,0.81917117396536,52
Ġclose,смысл-част,1,1,0.7167732780678843,52
!,пункт,4,4,0.2575735553712334,52
Ġof,сток,7,5,0.02347824066954858,52
Ġother,служ,3,3,0.6036971079994882,52
Ġrice,смысл-редк,2,2,0.49608337555639187,52
out,подслово,1,1,0.7561746255298015,52
ay,подслово,1,1,0.7917976554666941,52
ĠInstead,смысл-редк,1,1,0.909742337794464,52
Ġplace,смысл-част,1,1,0.7683650498521103,52
Ġand,служ,6,5,0.31386781780306655,52
mat,подслово,1,1,0.7573923710242848,52
Ġlow,смысл-част,1,1,0.7089192807240952,52
Ġchanges,смысл-редк,1,1,0.6524451455089291,52
Ġk,смысл-част,4,3,0.3094227377965016,52
Ġthis,служ,3,1,0.59145101026587,52
Ġin,служ,2,2,0.48670423141062735,52
Ġof,служ,7,5,0.3729087092908616,52
Ġof,служ,7,5,0.28870106780813876,52
Ġp,смысл-част,2,1,0.7259690777313218,52
Ġthe,сток,7,6,0.02347824066954858,52
!,пункт,4,4,0.2575735553712334,52
ĠPlace,смысл-редк,1,1,0.8654909872923991,52
Ġand,служ,6,5,0.39584323751750344,52
Ġand,служ,6,5,0.380193190324735,52
Ġindicating,смысл-редк,1,1,0.7130884444274957,52
Ġserver,смысл-редк,2,2,0.45835149837502476,52
",",пункт,18,8,0.45095590080455816,52
Ġ(.,пункт,1,1,0.7451600074762756,52
I,подслово,1,1,0.6409851216904243,52
Ġthe,сток,7,6,0.037909378694228855,52
Ġthey,служ,3,3,0.1882552635725794,52
i,подслово,3,1,0.6936430852034995,52
Ġshe,служ,1,1,0.6780684709203549,52
Ġbrought,смысл-част,1,1,0.6647703528461592,52
ing,подслово,1,1,0.7181956959624135,52
Ġto,служ,7,5,0.3909445555136443,52
ummy,подслово,2,2,0.3999473559682301,52
.,пункт,13,7,0.449042524910345,52
",",пункт,18,8,0.39125845805674553,52
Ġcust,смысл-редк,1,1,0.686445954077274,52
Ġthat,служ,5,2,0.5412678111885454,52
Ġ-,пункт,2,2,0.2393275038973937,52
Ġvind,смысл-редк,1,1,0.650396047290232,52
Ġnormally,смысл-редк,1,1,0.7104091248111302,52
Ġflavor,смысл-редк,1,1,0.868907465337056,52
Ġthe,служ,7,6,0.25360297129130915,52
K,подслово,1,1,0.6260227044348939,52
Ġand,служ,6,5,0.3499139695420958,52
Ġnext,смысл-част,1,1,0.7734598198053018,52
Ġout,служ,4,2,0.47118432289353585,52
Ġbasket,смысл-редк,1,1,0.6449324091715328,52
ĠThe,служ,3,2,0.4144978158142273,52
ĠKar,смысл-редк,1,1,0.5955397970258898,52
Ġto,служ,7,5,0.5339144343339032,52
Ġyou,служ,6,3,0.3484176162063864,52
Ġballs,смысл-редк,1,1,0.6276872960366539,52
Ġtoday,смысл-част,1,1,0.7109893653218705,52
heer,подслово,5,2,0.38821885550531265,52
...,пункт,2,2,0.33769309345683524,52
ĠY,смысл-част,2,1,0.8771674611726038,52
ĠThe,служ,3,2,0.4144978158142273,52
Ġonions,смысл-редк,1,1,0.61694717238089,52
Ġpudding,смысл-редк,1,1,0.5961720535153071,52
Ġsad,смысл-редк,1,1,0.749384916391558,52
Ġwas,служ,5,2,0.5208186591365183,52
Ġwhat,служ,1,1,0.7680991029813133,52
Ġsugar,смысл-редк,1,1,0.6704143217139455,52
Ġ20,пункт,1,1,0.7484303358478723,52
Ġtum,смысл-редк,1,1,0.8174182087359548,52
Ġline,смысл-част,2,1,0.7089192807240952,52
Ġand,служ,6,5,0.31386781780306655,52
Ġthey,служ,3,3,0.1882552635725794,52
Ġk,смысл-част,4,3,0.3230140606173878,52
al,подслово,1,1,0.650396047290232,52
heer,подслово,5,2,0.38821885550531265,52
Ġto,сток,7,5,0.028616016404930934,52
Ġ-,пункт,2,2,0.2393275038973937,52
",",пункт,18,8,0.4148896091419843,52
.,пункт,13,7,0.2430670146538659,52
Ġfeel,смысл-част,1,1,0.7853503948224643,52
.,сток,13,7,0.11313689235712902,52
Ġme,служ,3,3,0.3257508049218203,52
",",пункт,18,8,0.31444286546023903,52
Ġbowls,смысл-редк,1,1,0.6983784212202098,52
:,пункт,3,1,0.7268382173680534,52
Ġcome,смысл-част,1,1,0.6494934625239388,52
what,подслово,1,1,0.7680991029813133,52
Ġdelicate,смысл-редк,1,1,0.619848761174786,52
Ġlunch,смысл-редк,1,1,0.6345803973929284,52
",",пункт,18,8,0.39125845805674553,52
Ġback,смысл-част,1,1,0.6494934625239388,52
Ġexpressed,смысл-редк,1,1,0.7014724580619076,52
oo,подслово,2,1,0.7093400993682045,52
Ġme,служ,3,3,0.3257508049218203,52
Ġsome,служ,1,1,0.7027097509250694,52
Ġent,смысл-редк,1,1,0.6797866043292353,52
.,пункт,13,7,0.2430670146538659,52
Ġvowed,смысл-редк,1,1,0.7014724580619076,52
Ġother,служ,3,3,0.4175274407330695,52
Ġa,служ,7,1,0.6584323007914642,52
Ġthe,служ,7,6,0.24717884281030672,52
Ġother,служ,3,3,0.4175274407330695,52
!,пункт,4,4,0.476375982617778,52
Ġif,служ,2,1,0.8117848715253251,52
k,подслово,1,1,0.7006409542270352,52
Ġtime,смысл-част,2,2,0.5377218447511259,52
Ġ2,пункт,2,1,0.8596204726330356,52
et,подслово,3,3,0.3332432554967369,52
Ġtime,смысл-част,2,2,0.5377218447511259,52
ĠNext,смысл-редк,1,1,0.8126689219986366,52
et,подслово,3,3,0.43642434068652747,52
Ġof,служ,7,5,0.28870106780813876,52
Ġmade,смысл-част,1,1,0.7187675969728151,52
Ġme,служ,3,3,0.4258803290607552,52
Ġwith,служ,3,2,0.4512543685874537,52
Ġreview,смысл-редк,1,1,0.6836619383712829,52
ĠTherefore,служ,1,1,0.8441541708648608,52
ful,подслово,1,1,0.6695701138215887,52
",",пункт,18,12,0.29112994707253087,52
C,подслово,1,1,0.7307290039094004,52
Ġsad,смысл-редк,1,1,0.7464797618385779,52
Ġbowls,смысл-редк,1,1,0.6974872316633284,52
ĠI,служ,7,6,0.3724430306513969,52
.,пункт,13,8,0.30514840222527617,52
Ġlow,смысл-част,1,1,0.7011401817366686,52
ĠI,служ,7,6,0.3788830090984192,52
Ġa,служ,7,3,0.3900779901119652,52
Ġvowed,смысл-редк,1,1,0.7005773202539948,52
Ġitems,смысл-редк,1,1,0.6191000165902583,52
Ġa,служ,7,3,0.3900779901119652,52
Ġyou,служ,6,4,0.36013669096789347,52
Ġthat,служ,5,3,0.5225393253375393,52
ummy,подслово,2,2,0.399436989530621,52
Ġto,служ,7,4,0.5631077821860516,52
ff,подслово,1,1,0.7681304007767035,52
un,подслово,1,1,0.6028812136758405,52
heer,подслово,5,1,0.7937098521650064,52
Ġpudding,смысл-редк,1,1,0.6268863142963567,52
Ġclose,смысл-част,1,1,0.7382231340706957,52
",",пункт,18,12,0.2640749021660356,52
Ġinstead,смысл-част,1,1,0.8630942551246146,52
Ġme,служ,3,2,0.48554002098869764,52
.,сток,13,8,0.027779340618999424,52
an,подслово,2,1,0.743732327195447,52
Ġwas,служ,5,3,0.5462442677662153,52
Ġso,служ,2,2,0.3376132480865731,52
Ġof,служ,7,3,0.46650654414008574,52
Ġyou,служ,6,4,0.4954774214318588,52
Ġand,служ,6,2,0.43552900209185674,52
ango,подслово,1,1,0.6392542873681385,52
Ġonions,смысл-редк,1,1,0.6506184838033142,52
Ġother,служ,3,1,0.8273780780214904,52
Ġcan,служ,1,1,0.7621540589469079,52
Ġna,смысл-редк,2,1,0.7121922223769201,52
s,подслово,1,1,0.7564163340333386,52
ĠI,служ,7,6,0.34239669639748654,52
",",пункт,18,12,0.3061363329332091,52
Ġit,служ,2,1,0.7119448259046532,52
Ġjust,служ,1,1,0.802602727428161,52
Ġthe,сток,7,3,0.029905964002598096,52
Ġ20,пункт,1,1,0.585286446776307,52
.,пункт,13,8,0.3367054337158365,52
Ġy,смысл-част,1,1,0.6249777852369933,52
",",пункт,18,12,0.3061363329332091,52
Ġso,служ,2,2,0.3376132480865731,52
Ġp,смысл-част,2,2,0.5145574419629335,52
Ġwhat,служ,1,1,0.7671189439752104,52
ĠI,служ,7,6,0.31851609340054243,52
Ġthis,служ,3,1,0.5783860977070128,52
Ġshe,служ,1,1,0.6772031985668951,52
Ġyou,служ,6,4,0.3213748998728208,52
.,сток,13,8,0.12416082272328882,52
Ġthough,служ,1,1,0.7683592401256142,52
Ġoffer,смысл-част,1,1,0.6990112082444075,52
my,подслово,2,2,0.7226921907985382,52
Ġfor,служ,4,1,0.7452610005149425,52
ĠI,служ,7,6,0.34239669639748654,52
Ġ(.,пункт,1,1,0.7442091206838283,52
ĠPlace,смысл-редк,1,1,0.8761289691092077,52
Ġserving,смысл-редк,1,1,0.6974872316633284,52
Ġgo,смысл-част,1,1,0.7385759052882476,52
Ġhave,служ,1,1,0.8325613645070652,52
Ġto,служ,7,4,0.5631077821860516,52
ak,подслово,1,1,0.7328596171427905,52
Ġto,сток,7,4,0.027645748067330684,52
",",пункт,18,12,0.29112994707253087,52
ab,подслово,1,1,0.6028812136758405,52
Ġserver,смысл-редк,2,1,0.6554030254829113,52
Ġawesome,смысл-редк,2,1,0.6554030254829113,52
Ġmeat,смысл-редк,2,1,0.6743847869014332,52
Ġk,смысл-част,4,2,0.26866045102524244,52
Ġindicating,смысл-редк,1,1,0.7121784836447782,52
Ġin,служ,2,2,0.48608315590894546,52
Ġjam,смысл-редк,1,1,0.6662242198413387,52
Ġdo,служ,1,1,0.7995641654003414,52
ĠAside,смысл-редк,1,1,0.8698126400287656,52
Ġme,служ,3,2,0.48554002098869764,52
Ġ2,пункт,2,2,0.3737653260530134,52
Ġkar,смысл-редк,1,1,0.5947798381959913,52
k,подслово,1,1,0.7090297922706396,52
Ġgul,смысл-редк,1,1,0.6617076200986393,52
ummy,подслово,2,2,0.399436989530621,52
Ġthat,служ,5,3,0.37985036433176467,52
Ġexpressed,смысл-редк,1,1,0.7005773202539948,52
Ġof,служ,7,3,0.46650654414008574,52
Ġsugar,смысл-редк,1,1,0.6626240382622204,52
Ġgoat,смысл-редк,1,1,0.5961803431182797,52
Ġline,смысл-част,2,2,0.41930398423849896,52
ĠThe,служ,3,1,0.7173810437710709,52
Ġa,служ,7,3,0.48434120804315395,52
al,подслово,1,1,0.7427067263822318,52
Ġmuch,служ,1,1,0.77503083160233,52
Ġthey,служ,3,2,0.1880150340353742,52
Ġover,служ,1,1,0.7425990130329321,52
ĠI,служ,7,6,0.31851609340054243,52
.,пункт,13,8,0.286962434166487,52
Ġeasily,смысл-редк,2,1,0.7463441905095617,52
Ġ(,пункт,2,2,0.28740433649065994,52
Ġfeel,смысл-част,1,1,0.7757048644214888,52
Ġbring,смысл-част,1,1,0.5988420889910328,52
ard,подслово,1,1,0.6392542873681385,52
Ġcost,смысл-част,1,1,0.761473203302485,52
Ġcall,смысл-част,1,1,0.6118165408035097,52
Ġtender,смысл-редк,1,1,0.7035947882986731,52
",",пункт,18,12,0.38836792253483654,52
Ġlamb,смысл-редк,1,1,0.5961803431182797,52
Ġknow,смысл-част,1,1,0.7949322346753841,52
oat,подслово,1,1,0.7305869318708434,52
ĠDel,смысл-редк,1,1,0.7307290039094004,52
ahi,подслово,2,1,0.691285900345422,52
",",пункт,18,12,0.35157344207582164,52
Ġfrom,служ,2,1,0.7162020464175222,52
Ġ2,пункт,2,2,0.3737653260530134,52
ĠY,смысл-част,2,1,0.6249777852369933,52
",",пункт,18,12,0.31777724877364794,52
Ġback,смысл-част,1,1,0.6486646542826234,52
:,пункт,3,3,0.3750989761362843,52
Ġmy,служ,2,1,0.518299464206643,52
Ġmany,служ,1,1,0.8444770471631792,52
et,подслово,3,2,0.48494543318741007,52
