mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,arm,genre,text,L_used,seed
q_large,0.8,3.6277745543973547,0.34404866267725215,0.7243489128099583,2.293329505689453,0.9922455079757796,0.033785388187230404,0.046654838382238495,0.02614202908455508,8,100,501,scaled_L,xsum,xsum_1,501,2
q0.5_range,0.0,5.667779024446485,0.3115064699158057,0.8235640458658037,3.109039192233839,0.9991688529173126,0.012547468293878445,0.020566051494081528,0.009697086107540685,8,40,200,scaled_L,xsum,xsum_1,200,2
q0.5_range,0.2,10.572505571763088,0.6540836792377533,0.9054150415705822,2.9499556493105663,0.9997494456502046,0.007580435853150908,0.013138593095503914,0.005851638212922372,8,40,201,scaled_L,xsum,xsum_1,201,2
q0.5_range,0.4,18.534740182504105,0.8103451260937766,0.9460472609729943,2.8453780213871727,0.9999627004644229,0.0030521921721308755,0.00484001390330846,0.002358832046170976,8,40,200,scaled_L,xsum,xsum_1,200,2
q_small,0.0,11.517454844246373,0.6425941402703689,0.9131752619373579,3.5506288701510553,0.9998311826413003,0.006278224472266919,0.011387364972886616,0.0048442185069590546,8,20,100,fixed_L_small,xsum,xsum_2,100,0
q_small,0.2,19.74825067545306,3.0220718286744748,0.9493626034814824,3.276080821827955,0.9996004156436538,0.010042934603895676,0.015261473495719713,0.0077490331680995965,8,20,100,fixed_L_small,xsum,xsum_2,100,0
q_small,0.4,25.62614325625902,3.174034995302312,0.9609773507468489,2.982734044101916,0.9998482427468056,0.00626409486880048,0.011141647248606112,0.004833316238824096,8,20,100,fixed_L_small,xsum,xsum_2,100,0
q_small,0.6,22.18920936871361,1.4497483882910323,0.9549330495114449,2.6410239396203603,0.9999429574955192,0.003816120620621786,0.006377916173579301,0.002944482507254034,8,20,100,fixed_L_small,xsum,xsum_2,100,0
q_small,0.8,26.00212791916266,4.298437799967948,0.9615416090902685,1.9738633495964846,0.9997377672580947,0.008239597186587717,0.015223468968567744,0.006357595106303012,8,20,100,fixed_L_small,xsum,xsum_2,100,0
q_large,0.0,11.517454844246373,0.6425941402703689,0.9131752619373579,3.5506288701510553,0.9998311826413003,0.006278224472266919,0.011387364972886616,0.0048442185069590546,8,20,100,fixed_L_small,xsum,xsum_2,100,0
q_large,0.2,10.321322646884992,1.655598215493494,0.9031131925420621,3.308010970013876,0.9982263644089032,0.020141757167272824,0.03500306157453714,0.015541188956110641,8,20,100,fixed_L_small,xsum,xsum_2,100,0
q_large,0.4,7.924136246576372,0.8157170723173164,0.8738032803976521,3.0667604549040646,0.9986755983461414,0.016836383070851203,0.022720105905690957,0.012990793626819853,8,20,100,fixed_L_small,xsum,xsum_2,100,0
