текст,условие,"радиус, абс","каркас: парная, абс","каркас: ребро MST, абс","каркас: до ближайшего, абс","облако: парная, абс",r / ребро каркаса,норма вектора
33,исходный,8.47235139211019,34.096967593714034,25.269437479691373,24.792585806508068,34.5762340980943,0.3354447632676558,38.102203369140625
33,перемешивание,9.343926747639975,32.017636071743546,24.06479084253168,23.68451743668271,33.26625507926328,0.38832361224497286,38.08729044596354
33,эхо x4,5.596380233764648,33.781537119604536,26.950489358720542,26.401905789749055,34.438120503484576,0.20767843170062128,37.80480066935221
33,чужие хапаксы,7.649793783823649,31.703824679525226,23.59477592053538,23.133016466454894,33.00248823292795,0.3242367667833557,38.21658452351888
33,без пунктуации,8.523709615071615,31.124008847126902,24.081448458615636,23.76214930655946,32.152428491629195,0.3539641055498966,37.818400065104164
34,исходный,9.018104235331217,33.45454297214238,24.94066056737508,24.562524735875343,34.89098929275329,0.36162294106948584,37.584161122639976
34,перемешивание,9.235353151957193,30.96998175159842,24.074912510090098,23.772248922782776,31.923415425588274,0.3838653926218707,37.07875315348307
34,эхо x4,8.089609781901041,35.91415764924837,28.175787655509584,27.68374127260577,36.43642744638085,0.2870663538645667,37.26994832356771
34,чужие хапаксы,8.846940358479818,31.47424884493118,24.218565664453468,23.88988191120613,33.58837332730326,0.3653477893912682,37.64094670613607
34,без пунктуации,9.164021809895834,32.76309739673526,24.89017253496996,24.483071028548803,33.530607097639326,0.36825785453053356,36.973341623942055
35,исходный,8.827536582946777,29.84146531235173,23.021226748224695,22.613981138725034,30.921428307088064,0.38351256271319634,37.568007151285805
35,перемешивание,8.602992057800293,27.86312993578831,21.723519404328332,21.463188664710913,29.147085087464706,0.39602424280857385,37.22329330444336
35,эхо x4,4.982798258463542,33.17101720954543,26.371698658643012,25.98722778491228,33.86346638366825,0.18894192247996056,36.80374654134115
35,чужие хапаксы,8.166396458943685,28.07313000516196,21.741493456672078,21.48057598484876,29.349924151025863,0.37563913808932375,37.38373057047526
35,без пунктуации,8.697623570760092,28.751108736930888,22.56905812362491,22.227707559982704,29.517741467636657,0.38543197965609804,37.10500717163086
36,исходный,8.57144037882487,30.42305175433893,23.30618721803508,22.85276208333127,31.382222992299244,0.36776648988473676,38.23051071166992
36,перемешивание,8.826303799947103,28.33183103899852,21.940636228962322,21.669982827924873,30.374410477248365,0.40226630028259525,37.70311991373698
36,эхо x4,5.17388931910197,32.33310753232156,26.07386836467309,25.581742717853427,33.20196348078423,0.19843125872710696,37.03330993652344
36,чужие хапаксы,8.245158513387045,28.40727694148275,21.841005938140366,21.578990133569505,30.671752654326486,0.3775310780572741,38.366353352864586
