согласие,текст,условие,токен,класс,k,logp,PMI,смещение,cos дом,до центра,черешок,лист,длинный лист
0.4897460341453552,16,исходный,Ġtime,смысл-част,2,-0.13534079492092133,6.358752268334872,0.49839012761586626,0.9035090208053589,0.6986012543131389,0.7297387239073679,0,0
,16,исходный,Ġcompliment,смысл-редк,1,-16.140178680419922,-4.956574282742286,,,0.7237183041066013,0.7558966668767254,1,0
0.14947523176670074,16,исходный,.,пункт,11,-0.34565410017967224,3.0504023096818713,0.4904058813578046,0.9392839074134827,0.7905716782024207,0.31833811873540274,1,0
0.3781062960624695,16,исходный,Ġand,служ,11,-0.4322933256626129,3.5811915285653937,0.5306819410336778,0.9098296761512756,0.7907985496393556,0.42760917788456904,1,0
,16,исходный,Ġgive,смысл-част,1,-0.1149897351861,7.694445953217299,0.3504242908830484,0.9554958343505859,0.591505541389732,0.777748450062405,0,0
,16,исходный,Ġtasted,смысл-редк,1,-3.4174089431762695,6.977738094137095,,,0.6554665780769161,0.6601015948738356,1,0
0.13168635964393616,16,исходный,.,пункт,11,-0.35733845829963684,3.0387179515619067,0.5198001929127388,0.9329648017883301,0.8710949373686974,0.37574801328155155,1,0
,16,исходный,ame,подслово,1,-0.08054021745920181,10.76659194359722,,,0.6932609655938172,0.8373248351420616,0,0
,16,исходный,Ġlove,смысл-част,1,-10.909601211547852,-2.3360666066122224,0.4675143467929135,0.915726900100708,0.7363602197497687,0.8132960125865716,1,1
,16,исходный,Ġreally,смысл-част,1,-1.0829060077667236,6.339498274217349,0.41204245771379855,0.9337008595466614,0.5928222949465748,0.6857477334162836,1,0
0.6111475229263306,16,исходный,",",пункт,3,-2.1352908611297607,1.2522555622317508,0.5172877770614558,0.9162722826004028,0.7638523109116782,0.8782490577249488,0,0
,16,исходный,ĠJUST,служ,1,-11.192283630371094,1.6007586797406415,,,0.6562038191095264,0.8194613583452026,0,0
,16,исходный,ĠWell,смысл-редк,1,-5.794958591461182,3.3092042645366178,0.38480217926489835,0.9505133628845215,0.8741118900202768,0.8986241043266752,1,1
,16,исходный,ĠIT,служ,1,-0.5819728970527649,10.82477505193908,,,0.8705125692050605,0.854350779795374,1,1
0.6868342757225037,16,исходный,Ġthe,служ,3,-2.5102005004882812,0.7310416595150193,0.5132005672160879,0.9233126044273376,0.64763325539929,0.37607552116072634,1,0
0.45234256982803345,16,исходный,Ġand,служ,11,-0.3684287965297699,3.6450560576982367,0.4059868920819661,0.950978696346283,0.8296066283865244,0.40576545211852333,0,0
,16,исходный,ĠP,смысл-част,1,-0.02147691510617733,7.702661192785326,0.5105560020944959,0.89654940366745,0.786021550982118,0.8157275268548376,1,1
0.37595808506011963,16,исходный,Ġa,служ,4,-0.3926939070224762,3.6271186170567864,0.3835015874119186,0.9504616260528564,0.6250928429645665,0.4223208745985089,0,0
,16,исходный,Ġmy,служ,1,-1.9911922216415405,4.534649539928832,0.39873487429798576,0.9405325055122375,0.6279877929794654,0.6733007760548744,1,0
0.6696251630783081,16,исходный,",",пункт,3,-2.3473072052001953,1.0402392181613163,0.5042359556471901,0.9241327047348022,0.7859423829365031,0.8031232876242357,0,0
,16,исходный,Ġwonderful,смысл-редк,1,-15.341546058654785,-5.113453106004586,0.34529586630421716,0.9538527727127075,0.6720930220634644,0.7306250602080971,1,0
0.276472806930542,16,исходный,Ġtook,смысл-част,2,-0.5430347919464111,7.706712735895321,0.3842601546026339,0.9451866149902344,0.6000168050136138,0.6601015948738356,0,0
,16,исходный,Ġat,служ,1,-0.01822066679596901,5.713487276405329,0.5158630560318136,0.9113852977752686,0.7293310937350427,0.8371676967749857,1,1
-0.25824546813964844,16,исходный,Ġto,служ,8,-0.7197821140289307,3.1451501178801577,1.2004465233334431,0.2380484938621521,1.0598234165044085,1.0916644559986453,0,0
0.34715309739112854,16,исходный,ĠI,служ,12,-0.026898028329014778,5.01295001189838,0.4730546214079693,0.923168957233429,0.652281871799901,0.21895949850024732,1,0
,16,исходный,Ġvery,служ,1,-0.2733842432498932,6.619760713279351,0.43465693449818016,0.9286475777626038,0.6140217112686609,0.673367870156368,1,0
,16,исходный,Ġfantastic,смысл-редк,1,-4.774735450744629,5.821082282030888,0.3150045498057406,0.9610030651092529,0.6338106239998413,0.8297669683461493,0,0
0.517099142074585,16,исходный,Ġmother,смысл-редк,2,-2.9070067405700684,6.222473923412021,0.36667075255395926,0.9448825120925903,0.6446249911824941,0.7296121701966652,0,0
,16,исходный,Ġits,служ,1,-9.336387634277344,-2.286348511975091,0.5409356307605099,0.8941413164138794,0.6252719583893346,0.860707504317567,0,0
,16,исходный,Ġhim,служ,1,-1.7343964576721191,5.351535587690741,0.4982971066812259,0.9013292193412781,0.5417691129168761,0.7687366075799379,0,0
,16,исходный,Ġtold,смысл-част,1,-3.1165146827697754,4.824497363422343,0.4404607785544312,0.9242603182792664,0.5809331136987436,0.7222873780139102,0,0
,16,исходный,ĠCheese,смысл-редк,1,-6.394076824188232,4.453055336868189,0.5921297720118713,0.8650927543640137,0.8164240855216522,0.8377418632333131,1,1
0.08591239899396896,16,исходный,.,пункт,11,-0.1278563290834427,3.268200080778101,0.44810754291735244,0.9558718800544739,0.9049740609873449,0.37574801328155155,0,0
,16,исходный,Ġplace,смысл-част,1,-0.30932602286338806,7.3961199520159635,0.39135872733734295,0.9363301992416382,0.5171859461754615,0.7520491469267419,0,0
,16,исходный,Ġhad,служ,1,-1.138778805732727,5.299893463581658,0.42145109083093385,0.940927267074585,0.681438800734561,0.7739520314838858,0,0
,16,исходный,Ġwho,служ,1,-2.600931167602539,3.9154676531675516,0.5295155034744184,0.8950682878494263,0.6598026538584612,0.7773980758418721,1,1
,16,исходный,Ġcounter,смысл-редк,1,-2.5533509254455566,7.020815559797978,0.516793447653073,0.8898495435714722,0.7239551399023088,0.7694638470406039,1,1
0.3983221650123596,16,исходный,Ġshe,служ,2,-0.5191957354545593,6.543746791683602,0.4138520217218942,0.9331321120262146,0.5487049749638211,0.7773980758418721,0,0
0.4048624634742737,16,исходный,Ġsomething,смысл-част,2,-3.9023406505584717,3.7667376801500048,0.6213562691830846,0.8430541157722473,0.6974338446213164,0.8377418632333131,0,0
0.21027736365795135,16,исходный,ĠI,служ,12,-5.227061748504639,-0.18721370827724382,0.3710389087100896,0.9525279998779297,0.6175571143678473,0.8782490577249488,0,0
,16,исходный,Ġever,служ,1,-13.616037368774414,-5.085674935703993,0.4786071691966354,0.9151438474655151,0.6266183619893547,0.712639103614621,1,0
,16,исходный,Ġfront,смысл-част,1,-0.0811406597495079,8.651458639815807,0.42758272583583606,0.9251238703727722,0.7596420655387812,0.8710971412905061,1,1
-0.07392046600580215,16,исходный,.,пункт,11,-0.3725259602069855,3.023530449654558,1.1346293817917006,0.27596256136894226,1.079863321711748,0.14694132793091064,0,0
0.05261582136154175,16,исходный,Ġabout,служ,2,-1.7812693119049072,4.6282663633228225,0.4075845615704286,0.9448367357254028,0.6590785973737391,0.6158623609577137,1,0
0.414585679769516,16,исходный,Ġwas,служ,3,-0.6115906834602356,4.603817794048772,0.37443590443559166,0.9527407288551331,0.6256301892388706,0.7124338637652997,0,0
0.32387638092041016,16,исходный,Ġon,служ,2,-2.428478717803955,2.760167243511442,0.451772270026586,0.9298965334892273,0.6261175922027407,0.7465396690052886,0,0
0.03154084458947182,16,исходный,ĠI,служ,12,-3.1537227630615234,1.8861252771658714,0.5356060354993832,0.9008536338806152,0.8610163530198102,0.34609574510665286,1,0
0.3823396861553192,16,исходный,ĠI,служ,12,-1.1610666513442993,3.8787813888830955,0.45642990903254915,0.9295133948326111,0.6242670163521354,0.4346185525741324,0,0
,16,исходный,Ġcheese,смысл-редк,2,-16.692760467529297,-6.202303250411607,,,0.8510999325341203,0.20618102666502877,1,0
0.4048624634742737,16,исходный,Ġsomething,смысл-част,2,-4.878003120422363,2.791075210286113,0.4270743612635721,0.9263660907745361,0.5997071200339521,0.8081190890224722,0,0
,16,исходный,Ġfor,служ,1,-0.27793949842453003,4.755488660990302,0.49311886030853114,0.9237725138664246,0.7681171779829693,0.8410699607597736,1,1
,16,исходный,Ġway,смысл-част,1,-0.08751513808965683,7.118278513621829,0.5244358070403172,0.8987436294555664,0.6943164585243023,0.7781598504519806,0,0
,16,исходный,Ġalways,служ,1,-5.048384189605713,2.87712367005044,0.4453359929796937,0.9302282333374023,0.6059844837859052,0.7355076409799125,0,0
,16,исходный,Ġalso,служ,1,-0.40201133489608765,6.184455048490721,0.5332777172522546,0.893455982208252,0.5860849302173765,0.7399400805064962,0,0
0.34614425897598267,16,исходный,Ġand,служ,11,-4.72809362411499,-0.7146087698869836,0.5553535110800577,0.9050742387771606,0.8919416518452006,0.49064860722838405,1,0
,16,исходный,Ġsausage,смысл-редк,1,-3.8283519744873047,8.271543155064485,,,0.7072331838914269,0.7226196259049407,0,0
,16,исходный,!,пункт,1,-4.253131866455078,3.0718503025215265,0.5141877070757235,0.9149491786956787,0.7989012745535562,0.8229853752027345,0,0
0.5638788342475891,16,чужие хапаксы,.,пункт,14,-0.4899422824382782,2.9061141274232654,0.5781140435829931,0.9185287356376648,0.944476266117038,0.3387043703023219,0,0
,16,чужие хапаксы,Ġextra,смысл-редк,1,-10.557103157043457,-0.9829366717999228,0.6352081204124989,0.8535650968551636,0.571351345164293,0.6894622908813622,0,0
0.5694869756698608,16,чужие хапаксы,.,пункт,14,-0.07007572054862976,3.325980689312914,0.6178950526690405,0.9039713740348816,0.8398227248207097,0.3304972869670711,0,0
0.4541328549385071,16,чужие хапаксы,Ġit,служ,2,-1.681748628616333,3.356812134025019,0.4879723741951898,0.9243587255477905,0.7661175261158463,0.5380183456695617,1,0
0.4023842215538025,16,чужие хапаксы,Ġfood,смысл-част,2,-7.01631498336792,1.0853794445146718,0.4558886254941283,0.9221178293228149,0.6314910538506056,0.5118340668379332,1,0
,16,чужие хапаксы,ĠDutch,смысл-редк,1,-12.693625450134277,-1.286877501142433,,,0.5819010210535281,0.7198225208540167,0,0
0.27104493975639343,16,чужие хапаксы,Ġand,служ,3,-3.941866159439087,0.07161869478891969,0.6628334569379389,0.8667983412742615,0.7482550683193573,0.8397278094486895,0,0
,16,чужие хапаксы,Ġmay,служ,1,-8.813312530517578,-1.7664734109459959,0.6297305471367802,0.864635705947876,0.6464905685308135,0.7764849759667247,1,1
0.566619873046875,16,чужие хапаксы,.,пункт,14,-0.6717656254768372,2.7242907843847064,0.6157943212717721,0.9063686728477478,0.9312578090579746,0.35693786607842565,1,0
,16,чужие хапаксы,is,подслово,1,-4.601075172424316,3.4734682663923238,0.5928886329953627,0.8821697235107422,0.5924840448874624,0.6876731514389011,0,0
0.3274025619029999,16,чужие хапаксы,ĠI,служ,11,-2.4367682933807373,2.6030797468466575,0.5786517082717251,0.8904298543930054,0.84133529681525,0.7248713265226134,0,0
,16,чужие хапаксы,Ġlig,смысл-редк,1,-8.39806079864502,4.394981511466716,,,0.711078792176646,0.6914152834443699,1,0
0.6526808738708496,16,чужие хапаксы,Ġwas,служ,5,-2.6619648933410645,2.553443584167943,0.6205079807594672,0.871863067150116,0.6941781294506205,0.38795410052348417,1,0
0.2673332095146179,16,чужие хапаксы,ĠI,служ,11,-0.5734196305274963,4.4664284096998985,0.6212789549819073,0.8748569488525391,0.9201902629122108,0.3675146708028921,0,0
,16,чужие хапаксы,Ġteacher,смысл-редк,1,-15.441399574279785,-5.64408953772204,0.6798059217603961,0.825568675994873,0.6233646199164478,0.7878359446792597,0,0
,16,чужие хапаксы,Ġindustry,смысл-редк,1,-9.418169021606445,0.15599746363708888,0.5219948110197028,0.9020367860794067,0.6165608196831089,0.5927311520042241,1,0
,16,чужие хапаксы,Ġdefined,смысл-редк,1,-10.687447547912598,-0.938927675524285,0.7093671411473988,0.819011926651001,0.5878965276253685,0.6604935319844589,0,0
0.07146694511175156,16,чужие хапаксы,Ġin,служ,4,-4.917960166931152,-0.5185865619501566,1.30999337986727,0.20359113812446594,1.1392309738626645,0.27971823457966183,0,0
,16,чужие хапаксы,!!,пункт,1,-7.767748832702637,2.3862361477938396,,,0.7436442264078519,0.6585145634463162,1,0
,16,чужие хапаксы,Ġcan,служ,1,-2.952434539794922,2.9378650331582206,0.6375011225684298,0.8594030141830444,0.6230886956178688,0.7199608329135418,0,0
,16,чужие хапаксы,Ġfor,служ,1,-5.164609909057617,-0.13118174964278495,0.5297202501027615,0.9105228781700134,0.6246846689939535,0.8397278094486895,0,0
0.25510844588279724,16,чужие хапаксы,ĠI,служ,11,-0.6097292304039001,4.430118809823495,0.5692917155816632,0.8954573273658752,0.9017643572334513,0.33402946977275033,1,0
,16,чужие хапаксы,Ġdug,смысл-редк,1,-8.107372283935547,4.685670026176188,,,0.6139478285530893,0.7649878166251247,0,0
0.6932355165481567,16,чужие хапаксы,Ġme,служ,3,-5.94566011428833,0.8191036755927072,0.5751933561995205,0.8807250261306763,0.5515734923739676,0.7543842253806746,0,0
0.5226653218269348,16,чужие хапаксы,I,подслово,2,-2.375025749206543,4.797615695188043,0.5089674900066278,0.9161961078643799,0.7976106568700525,0.5167764353488041,1,0
0.17556770145893097,16,чужие хапаксы,.,пункт,14,-0.3728756606578827,3.023180749203661,0.8231988689475652,0.7746894955635071,0.8440702695577326,0.6577176088577757,1,0
,16,чужие хапаксы,ĠOk,смысл-редк,1,-12.0678129196167,0.03208220993509059,,,0.8368076041269169,0.821032779264205,1,1
0.3419591188430786,16,чужие хапаксы,Ġto,служ,6,-4.676513671875,-0.8115814399659116,0.483918140370114,0.9371640086174011,0.7472273968742045,0.8244424223007567,0,0
0.5677927732467651,16,чужие хапаксы,.,пункт,14,-0.1272662878036499,3.2687901220578937,0.5836254691201551,0.9154459238052368,0.8880939062925485,0.39627200219678504,1,0
,16,чужие хапаксы,Ġhotels,смысл-редк,1,-12.458231925964355,-1.051483976972511,,,0.6050541397324787,0.6732195851682987,0,0
,16,чужие хапаксы,ĠDue,смысл-редк,1,-15.610158920288086,-5.215011882974721,,,0.8053237401928823,0.8585361555610143,1,1
,16,чужие хапаксы,Ġcompanies,смысл-част,1,-10.649255752563477,-1.8265053560038638,0.7881825183799532,0.7670617699623108,0.6166497685488377,0.6387431080015646,0,0
,16,чужие хапаксы,Ġbut,служ,1,-5.520024299621582,0.4573780204158222,0.6586229794816025,0.8521113395690918,0.6720001702358502,0.7741422818964449,1,1
,16,чужие хапаксы,Ġof,служ,1,-2.817483425140381,1.0879061946457682,0.4242970584154462,0.9425010681152344,0.682684813893707,0.81120694775356,1,1
0.24855980277061462,16,чужие хапаксы,.,пункт,14,-0.11270124465227127,3.2833551652092723,0.6707826235365691,0.8640069961547852,0.8994308206192188,0.6988504162346436,0,0
0.23397691547870636,16,чужие хапаксы,ĠI,служ,11,-4.3638997077941895,0.6759483324332054,0.5918875012188646,0.8879877924919128,0.9203397928268165,0.33402946977275033,0,0
,16,чужие хапаксы,Ġflares,смысл-редк,1,-17.396516799926758,-6.800699067151241,,,0.6043218718201431,0.6468073401229797,0,0
0.5590633153915405,16,чужие хапаксы,.,пункт,14,-0.2604571580886841,3.1355992517728595,0.568255596831048,0.9247182011604309,0.9743608155765587,0.3011875573115258,1,0
,16,чужие хапаксы,Ġillegal,смысл-редк,1,-13.19965648651123,-2.9715635338610316,,,0.6332616468993115,0.7197562346584537,0,0
,16,чужие хапаксы,Ġ15,пункт,1,-11.061153411865234,-2.345648545659218,0.5316877788400122,0.9017783999443054,0.6259337985293296,0.7198225208540167,1,0
,16,чужие хапаксы,Ġtook,смысл-част,1,-1.8077458143234253,6.442001713518307,0.46130889577980627,0.9266468286514282,0.5587832045466599,0.6632033916502938,0,0
0.3949891924858093,16,чужие хапаксы,ĠI,служ,11,-4.0334014892578125,1.0064465509695824,0.5214579343258834,0.9122591614723206,0.7193845737529004,0.4640445747325093,0,0
,16,чужие хапаксы,Ġdesign,смысл-редк,1,-16.180419921875,-6.9137381363794255,0.7877129364516657,0.7712522149085999,0.5637229240148676,0.6578044634108914,0,0
,16,чужие хапаксы,Ġclouds,смысл-редк,1,-15.416257858276367,-4.4149750173926865,,,0.595050575837438,0.6526568421311607,0,0
,16,чужие хапаксы,Ġsympathy,смысл-редк,1,-13.241217613220215,-1.141322483668425,,,0.6002613655555634,0.6699886580932243,0,0
,16,чужие хапаксы,Ġsod,смысл-редк,1,-5.036291599273682,6.6581384221699444,,,0.6168980184660878,0.8468025003718862,0,0
-0.19653287529945374,16,чужие хапаксы,Ġto,служ,6,-2.185506582260132,1.6794256496489566,1.2435362844472382,0.2403380572795868,1.117708878573509,1.213052555810698,0,0
,16,чужие хапаксы,Ġman,смысл-част,1,-5.973143577575684,2.4010581247394533,0.5879888175895265,0.8701876997947693,0.7346330317858817,0.7024374758947127,1,0
,16,чужие хапаксы,Ġcourses,смысл-редк,1,-12.492660522460938,-1.6455283614045157,,,0.5515275995502606,0.6962117640098763,0,0
0.5237383246421814,16,чужие хапаксы,Ġwith,служ,2,-7.05403470993042,-1.7978895293848547,0.5411674837171888,0.9023402333259583,0.6131050522342175,0.6780810770531976,0,0
0.516348123550415,16,чужие хапаксы,Ġtry,смысл-част,2,-10.919050216674805,-2.770398805704442,0.504968699503599,0.9106079339981079,0.6611417894596741,0.550689708905185,1,0
-0.31041857600212097,16,чужие хапаксы,Ġthe,служ,7,-3.114079475402832,0.12716268460046853,0.9834929201379108,0.42702367901802063,1.119064608060655,0.02378427273464627,1,0
0.8562405109405518,16,чужие хапаксы,ĠWell,смысл-редк,2,-1.9577192068099976,7.146443649187802,0.49213683274863324,0.9209197163581848,0.897155847786887,0.27936365838065425,1,0
,16,чужие хапаксы,Ġfantastic,смысл-редк,1,-7.565339088439941,3.0304786443355756,0.47563130219155736,0.919339120388031,0.6280388166189224,0.7085125658097847,1,0
,16,чужие хапаксы,ade,подслово,1,-2.916210412979126,6.07016940736229,0.6608774014066149,0.8396655321121216,0.7257017713678406,0.7864444532724013,1,1
,16,чужие хапаксы,Ġreally,смысл-част,1,-9.758454322814941,-2.3360500408308686,0.5177947035764154,0.905825674533844,0.5961602617930891,0.6695259203937377,1,0
0.581295907497406,16,чужие хапаксы,.,пункт,14,-0.3378930985927582,3.0581633112687854,0.5553399189371832,0.9245321154594421,0.8891362659628712,0.3387043703023219,0,0
0.3301442861557007,16,чужие хапаксы,!!!,пункт,2,-4.846658706665039,5.113170259390481,0.5166623548870795,0.9193564653396606,0.9333776414519233,0.53309326938789,1,0
0.3199692368507385,16,чужие хапаксы,ĠI,служ,11,-4.452518939971924,0.587329100255471,0.5231751958789079,0.9076406359672546,0.6273073051817029,0.4339614683334458,1,0
0.5487906336784363,16,чужие хапаксы,Ġa,служ,4,-0.909248411655426,3.1105641124238366,0.5530790039340914,0.901559054851532,0.665746075253507,0.4715085063857418,1,0
0.4023842215538025,16,чужие хапаксы,Ġfood,смысл-част,2,-5.278432369232178,2.823262058650414,0.47973748064126853,0.9124372601509094,0.57812614718485,1.213052555810698,0,0
,16,чужие хапаксы,Ġcourt,смысл-редк,1,-10.571991920471191,-1.1462454403459308,0.6734005947944361,0.8315334916114807,0.5868694235365528,0.8118559296851845,0,0
,16,чужие хапаксы,Ġap,смысл-редк,1,-3.0695064067840576,7.644094361647841,,,0.7951160540956944,0.877655648402871,1,1
,16,чужие хапаксы,Ġgraph,смысл-редк,1,-13.988089561462402,-4.562343081337142,0.8904091614248099,0.7183838486671448,0.6395253238997912,0.6939446481898568,1,0
,16,чужие хапаксы,ĠMy,служ,1,-8.413463592529297,0.035773295728754206,0.4694694971733722,0.9230140447616577,0.7556715503571029,0.7801770026631494,1,1
0.5226653218269348,16,чужие хапаксы,I,подслово,2,-4.817834854125977,2.354806590268609,0.5466911389353936,0.9031084179878235,0.6856903525693633,0.6667888620549464,0,0
0.4093051552772522,16,чужие хапаксы,Ġinto,служ,2,-3.6549599170684814,3.1719356539195616,0.41497076038784503,0.9452844858169556,0.6525730697409996,0.7590379749562356,0,0
,16,чужие хапаксы,Ġgain,смысл-редк,1,-13.851808547973633,-4.054498511415888,,,0.5787772831409892,0.7076467494848547,0,0
-0.2994275391101837,16,чужие хапаксы,Ġthe,служ,7,-2.3839640617370605,0.85727809826624,1.083847917666476,0.3472042679786682,1.2336584845402407,0.27971823457966183,1,0
0.6388503313064575,16,чужие хапаксы,Ġme,служ,3,-5.9790496826171875,0.7857141072638498,0.5551941083585648,0.8876267671585083,0.5689273467340996,0.4405785318278406,1,0
0.32021063566207886,16,чужие хапаксы,Ġto,служ,6,-2.129168748855591,1.7357634830534976,0.5013355701597906,0.9294215440750122,0.7565225218230651,0.42113426734485016,1,0
,16,чужие хапаксы,Ġsmaller,смысл-част,1,-15.20562744140625,-6.24122652778361,0.7080378882893146,0.817374587059021,0.6829035612814313,0.656080703345122,1,0
,16,чужие хапаксы,ĠDID,служ,1,-8.776443481445312,2.630304467546532,,,0.6628132212285845,0.7108740734833059,1,0
0.6341215968132019,16,чужие хапаксы,",",пункт,4,-2.5540151596069336,0.833531263754578,0.538844474714988,0.9236865043640137,0.8822293959949706,0.5035584209306534,0,0
0.5801379084587097,16,чужие хапаксы,Ġa,служ,4,-4.335813999176025,-0.3160014750967628,0.47893309543453627,0.925401508808136,0.6528427531198712,0.4163430503647007,1,0
0.5754087567329407,16,чужие хапаксы,Ġis,служ,3,-2.0154871940612793,2.6113388474583132,0.4974127108465354,0.9215288758277893,0.638875070497954,0.7812418886119928,0,0
0.22386319935321808,16,чужие хапаксы,Ġin,служ,4,-4.14807653427124,0.2512970707097555,0.46250021800839763,0.9338711500167847,0.7274052272499972,0.6648753387097128,0,0
0.27828869223594666,16,чужие хапаксы,Ġthe,служ,7,-0.25747182965278625,2.9837703303505143,0.627202092100979,0.8772786855697632,0.6207828333849651,0.6546874742499035,0,0
0.6488077640533447,16,чужие хапаксы,Ġwas,служ,5,-2.5174715518951416,2.697936925613866,0.5338805480430666,0.9081066846847534,0.6408207244964323,0.38427744111328316,1,0
,16,чужие хапаксы,h,подслово,1,-5.5453338623046875,2.9436433546028784,0.6896922320124491,0.8359580039978027,0.6270204119939412,0.6643946449474395,1,0
,16,чужие хапаксы,ĠP,смысл-част,1,-0.9143222570419312,6.8098158508495725,0.527996779149826,0.901887059211731,0.8058052366042476,0.8923024497349268,1,1
,16,чужие хапаксы,Ġpasta,смысл-редк,1,-12.051722526550293,-0.6449745775584486,,,0.6258701285403955,0.7250363613219063,0,0
,16,чужие хапаксы,ĠAfter,служ,1,-8.258474349975586,0.115727352339551,0.541847365727738,0.9026780128479004,0.9385439882569808,0.9096391575423951,1,1
0.4541328549385071,16,чужие хапаксы,Ġit,служ,2,-1.2406586408615112,3.797902121779841,0.5385509623699609,0.9018038511276245,0.6199578972709135,0.6973536690610895,0,0
,16,чужие хапаксы,Ġhow,служ,1,-3.476844310760498,3.535454483558908,0.6529589981293706,0.8536331057548523,0.6223141281386275,0.7406443823084656,1,1
0.8562405109405518,16,чужие хапаксы,ĠWell,смысл-редк,2,-2.099874973297119,7.00428788270068,0.5372012846837433,0.9033554196357727,0.8661954646331584,0.9096391575423951,0,0
0.5940502882003784,16,чужие хапаксы,.,пункт,14,-0.4597143232822418,2.9363420865793017,0.5558799791304493,0.9224916100502014,0.9333944730232554,0.39627200219678504,0,0
,16,чужие хапаксы,ĠC,смысл-част,1,-3.071550130844116,4.327864632915258,0.6008760015873533,0.8710711598396301,0.7736678412095396,0.8118559296851845,1,1
0.49567651748657227,16,чужие хапаксы,Ġvery,служ,2,-6.100848197937012,0.792296758592232,0.4970749762270159,0.9161834716796875,0.5734880721691668,0.7142162261801206,0,0
,16,чужие хапаксы,Ġeven,служ,1,-9.067353248596191,-1.9091005416537055,0.5655395359664666,0.8926775455474854,0.6435462412999644,0.7165241020595012,1,0
,16,чужие хапаксы,Ġneed,служ,1,-8.503377914428711,-1.161374057882676,0.6721889738168975,0.8441977500915527,0.5479526872705914,0.7165241020595012,0,0
,16,чужие хапаксы,ĠNOT,служ,1,-10.17846965789795,-0.024484677401472865,0.6052320374639363,0.887451708316803,0.6929665715126748,0.8507015696473833,0,0
,16,чужие хапаксы,Ġordered,смысл-редк,1,-5.494386672973633,3.6610694774117167,0.4649328843826291,0.9201844334602356,0.6947913786113643,0.7337399136225624,1,1
,16,чужие хапаксы,Ġstarts,смысл-редк,1,-11.453773498535156,-1.29978851803868,0.6442273210627806,0.8524957299232483,0.6082037238781492,0.6565861585474054,1,0
0.5260635018348694,16,чужие хапаксы,Ġis,служ,3,-2.327547788619995,2.2992782528995974,0.4661261608386036,0.9310201406478882,0.6882324241572534,0.43700450639331584,1,0
,16,чужие хапаксы,ates,подслово,1,-5.137884140014648,4.359321304092758,0.577480621752488,0.891258180141449,0.6533246277687944,0.6589657299790561,1,0
0.26651158928871155,16,чужие хапаксы,Ġin,служ,4,-2.0325756072998047,2.366797997681191,0.502773503276214,0.9179746508598328,0.687579712211289,0.7458552876299985,0,0
,16,чужие хапаксы,Ġshe,служ,1,-1.6561665534973145,5.406775973640847,0.5099452971337143,0.9060274958610535,0.5323049364555222,0.7459508107601257,0,0
,16,чужие хапаксы,Ġcapable,смысл-редк,1,-13.060647964477539,-2.9756558554680144,0.6743195859812499,0.835538387298584,0.6506068017956089,0.5643699006678604,1,0
0.5406613945960999,16,чужие хапаксы,Ġa,служ,4,-4.817760467529297,-0.7979479434500343,0.46250040712717666,0.9329593777656555,0.6804035371020749,0.8244424223007567,0,0
,16,чужие хапаксы,Ġwent,смысл-част,1,-8.017402648925781,0.6485052761408632,0.5262682965492468,0.9046450257301331,0.5618009729033588,0.7590379749562356,0,0
,16,чужие хапаксы,ola,подслово,1,-0.8146386742591858,9.145190291796334,,,0.683221406909358,0.7385839143869829,0,0
,16,чужие хапаксы,ĠSites,смысл-редк,1,-12.6148042678833,0.17823804222843442,,,0.7042547562339528,0.6779920458975099,1,0
0.3681010603904724,16,чужие хапаксы,ĠI,служ,11,-1.3762264251708984,3.6636216150564964,0.5514173433020965,0.9047430157661438,0.6421209791417348,0.7218950759879752,0,0
0.25526320934295654,16,чужие хапаксы,Ġto,служ,6,-2.3331799507141113,1.531752281194977,0.5827727955851817,0.9007139205932617,0.900528718170978,0.5508203704558615,1,0
,16,чужие хапаксы,Ġhe,служ,1,-7.065182685852051,-1.0138410703923695,0.581498828450162,0.8854390382766724,0.534302535078636,0.7351635422642778,0,0
,16,чужие хапаксы,Ġone,служ,1,-2.7450382709503174,3.5142152012280743,0.6163695575579345,0.8671647310256958,0.6575497304107077,0.7448390607613955,1,1
,16,чужие хапаксы,Ġprevent,смысл-редк,1,-12.26191234588623,-2.870067417436651,0.683006820134772,0.8384205102920532,0.6278184932413731,0.728214474696491,0,0
,16,чужие хапаксы,Ġmore,служ,1,-1.1620111465454102,5.043481148741529,0.5681119926381847,0.8843631744384766,0.6493628415068591,0.7230399509135572,1,0
,16,чужие хапаксы,Ġclim,смысл-редк,1,-6.166833877563477,4.834448963320204,,,0.6992782846830237,0.7649878166251247,1,1
0.01184810884296894,16,чужие хапаксы,Ġon,служ,2,-9.96275520324707,-4.774109241931673,1.29441087503096,0.2275690734386444,1.1232969602557639,0.0724042102550566,0,0
0.30778104066848755,16,чужие хапаксы,Ġto,служ,6,-6.554940700531006,-2.6900084686219174,0.6096182693055681,0.8899790644645691,0.7176158088523915,0.5656138023936352,1,0
0.15384237468242645,16,чужие хапаксы,Ġand,служ,3,-4.492354393005371,-0.4788695387773645,0.5316166071395106,0.9194561243057251,0.9872192535199757,0.6577247758089757,1,0
,16,чужие хапаксы,Ġago,смысл-редк,1,-11.459338188171387,-2.192656402675812,0.6299332194282884,0.8611524105072021,0.5958685775962592,0.6962117640098763,1,0
