токен,класс,норма,лог_ранг,степень,черешок,отн_черешок,лист,длинный лист,hapax в тексте,один в выборке,текст
Ġand,служ,41.16956,1.791759469228055,2,13.259865407207736,0.6951074986294045,False,False,False,False,39
Ġsome,служ,37.299965,4.406719247264253,4,25.121499249559324,1.3169170250920987,False,False,False,False,39
Ġdisgrace,смысл-редк,36.507805,9.706864211031315,3,24.73045275467453,1.2964176201162827,False,False,True,True,39
Ġstate,смысл-част,35.197304,5.932245187448011,3,22.786174442287283,1.1944948333564513,False,False,False,True,39
Ġthey,служ,37.478775,3.5263605246161616,2,14.339413071723245,0.7516994513897011,False,False,False,False,39
Ġthey,служ,37.27097,3.5263605246161616,1,14.336895373448163,0.7515674688320693,True,False,False,False,39
"Ġ,",пункт,40.55623,3.6635616461296463,1,11.15664707737284,0.584852772248218,True,False,False,False,39
Ġled,смысл-редк,37.040134,7.285506548522785,1,20.650805393937627,1.0825547048358295,True,False,True,True,39
enty,подслово,37.27945,9.435881047890113,2,31.213866378804738,1.6362905591281098,False,False,False,False,39
Ġso,служ,39.58699,4.04305126783455,2,25.121499249559324,1.3169170250920987,False,False,True,True,39
Ġn,смысл-част,38.19661,5.459585514144159,1,16.122693762200505,0.845182434967948,True,False,False,False,39
Ġcrafts,смысл-редк,36.17982,9.706620724300137,1,19.398818177212842,1.0169231410297217,True,False,True,True,39
Ġ.,пункт,39.654884,3.295836866004329,2,16.7689250733962,0.8790591159497222,False,False,False,False,39
Ġtook,смысл-част,37.66641,5.955837369464831,2,20.710785563558076,1.0856989800144883,False,False,True,True,39
Ġwill,служ,38.23444,3.871201010907891,1,23.13054751289858,1.212547528188318,True,False,True,True,39
Ġto,сток,26.12745,1.3862943611198906,2,0.8000312231993197,0.04193916644743735,False,False,False,False,39
Ġcard,смысл-редк,36.67415,6.985641817639208,2,26.066749054046152,1.3664688272408307,False,False,True,True,39
Ġ.,пункт,40.258762,3.295836866004329,1,7.713560315350427,0.40435958071005446,True,False,False,False,39
Ġlike,смысл-част,37.5872,4.248495242049359,1,7.014289863563202,0.3677024865631518,True,False,False,False,39
Ġyou,служ,36.82202,2.4849066497880004,2,19.827367652234702,1.0393885239331913,False,False,False,False,39
Ġwent,смысл-част,37.18058,6.473890696352274,1,20.171443337225313,1.0574256292421949,True,False,True,True,39
Ġhigher,смысл-част,36.382023,6.295266001439646,1,25.20381015101459,1.3212319199317855,True,True,True,True,39
Ġ.,пункт,40.23112,3.295836866004329,1,8.343937177443843,0.43740514115484025,True,False,False,False,39
Ġat,служ,37.858574,3.4339872044851463,2,17.1439433505264,0.8987182911035351,False,False,False,False,39
Ġtime,смысл-част,38.055866,4.174387269895637,1,12.644321035778033,0.6628394857061864,True,False,False,False,39
Ġwho,служ,38.437332,4.204692619390966,1,24.613766343179496,1.2903006953114302,True,True,False,True,39
ĠAlso,служ,38.824276,7.001245622069476,5,29.21112447718278,1.53130299923327,False,False,True,True,39
Ġlike,смысл-част,37.41409,4.248495242049359,2,23.672683466849744,1.2409673315042111,False,False,False,False,39
Ġlook,смысл-част,35.545834,5.583496308781699,4,25.32669743069463,1.3276739061034801,False,False,False,True,39
Ġ.,пункт,40.13393,3.295836866004329,2,22.438721903037166,1.1762807068903334,False,False,False,False,39
Ġgot,смысл-част,37.680103,5.594711379601839,8,23.703868107243693,1.2426020899813306,False,False,True,True,39
Ġthey,служ,37.89893,3.5263605246161616,2,14.149912609550688,0.7417654748217126,False,False,False,False,39
Ġtheir,служ,36.846752,3.828641396489095,1,12.068661449480077,0.6326623094826556,True,False,False,False,39
Ġillegal,смысл-редк,35.603706,8.088561805276234,2,22.497737099987184,1.1793743963564987,False,False,False,False,39
"Ġ""",пункт,38.14794,3.2188758248682006,2,11.67106621069587,0.6118196068298803,False,False,False,False,39
Ġto,служ,40.874928,1.3862943611198906,2,24.92340043156416,1.3065323062711063,False,False,False,False,39
Ġup,служ,37.461517,4.143134726391533,3,22.72414042774122,1.191242891699667,False,False,True,True,39
ps,подслово,36.451057,7.501082124259871,1,25.25721634001949,1.3240315744765705,True,True,False,True,39
Ġn,смысл-част,37.27671,5.459585514144159,2,29.83889736109828,1.5642120541629432,False,False,False,False,39
Ġthey,служ,37.14594,3.5263605246161616,4,24.01359752482952,1.2588386982800088,False,False,False,False,39
Ġcommunity,смысл-редк,35.45332,7.272398392570047,3,23.48460921306753,1.2311081195070754,False,False,True,True,39
Ġit,служ,38.138206,2.6390573296152584,1,9.666113170545154,0.5067161348254793,True,False,False,False,39
Ġof,служ,37.710316,1.6094379124341003,2,17.805010151543218,0.9333726768284433,False,False,False,False,39
Ġacross,служ,37.053955,6.481577129276431,1,22.057803587141763,1.1563122404230757,True,False,True,True,39
Ġand,служ,41.531395,1.791759469228055,1,13.259865407207736,0.6951074986294045,True,False,False,False,39
ĠEvery,служ,37.38097,7.490529402060711,2,24.398071244403543,1.2789935458063322,False,False,True,True,39
Ġit,служ,38.167236,2.6390573296152584,2,21.45855573202039,1.1248985220450571,False,False,False,False,39
Ġ.,сток,26.257849,3.295836866004329,2,1.5627208106742323,0.08192081294983712,False,False,False,False,39
Ġsome,служ,36.147278,4.406719247264253,2,24.575337799545864,1.2882861975755313,False,False,False,False,39
Ġstores,смысл-редк,35.425774,7.943427767876373,1,24.09511873057857,1.2631121957608107,True,False,True,True,39
Ġ.,пункт,39.939854,3.295836866004329,5,12.501743592364644,0.6553653035023321,False,False,False,False,39
Ġtime,смысл-част,36.357338,4.174387269895637,2,25.433612626406703,1.3332786050935992,False,False,False,False,39
Ġeverything,смысл-част,36.594944,6.602587892189336,2,24.993720957257768,1.3102186426867546,False,False,False,True,39
Ġthe,служ,39.062298,0.0,1,11.905529297055503,0.6241106101300936,True,False,False,False,39
Ġleft,смысл-част,36.47173,5.634789603169249,5,28.108624137399136,1.4735078233479624,False,False,True,True,39
Ġare,служ,39.877167,3.091042453358316,1,15.549317544184593,0.815124957275755,True,False,False,False,39
Ġwindow,смысл-редк,35.552174,7.933796874815411,1,23.602066969889975,1.2372654797088682,True,False,True,True,39
Ġpart,смысл-част,36.880764,5.209486152841421,1,24.575337799545864,1.2882861975755313,True,True,True,True,39
ockets,подслово,35.65953,9.706925073451831,3,24.585072875081188,1.2887965288493803,False,False,True,True,39
Ġactually,смысл-част,38.79426,5.863631175598097,1,20.65903151112447,1.0829859336277954,True,False,True,True,39
Ġfrowned,смысл-редк,36.812355,9.707046787181289,4,26.489398116989015,1.3886248992610324,False,False,True,True,39
Ġhas,служ,39.35422,3.9318256327243257,1,24.64165887092035,1.2917628749484766,True,True,True,True,39
Ġfond,смысл-редк,38.09466,9.706803344906337,1,24.73045275467453,1.2964176201162827,True,True,True,True,39
Ġand,служ,41.61579,1.791759469228055,3,26.21255920869121,1.3741124743486663,False,False,False,False,39
Ġthem,служ,35.756706,4.276666119016055,2,17.028034504929966,0.892642127789859,False,False,False,False,39
Ġfrom,служ,37.8934,3.4657359027997265,2,24.417539458268,1.2478472322486616,False,False,False,False,39
"Ġ,",пункт,41.056812,3.6635616461296463,2,12.001055656456098,0.6133084830502875,False,False,False,False,39
Ġpeople,смысл-част,36.316475,4.189654742026425,8,25.259994862150077,1.2909005319402165,False,False,True,True,39
Ġhorses,смысл-редк,34.667442,9.435801236245553,1,22.330414807195407,1.1411856776047102,True,False,True,True,39
't,подслово,39.203983,3.6375861597263857,1,27.23562796744788,1.3918643619198143,True,True,False,True,39
ĠThey,служ,38.285603,5.081404364984463,1,20.35422897268831,1.04019360065063,True,False,True,True,39
Ġother,служ,36.45463,4.219507705176107,3,24.33300769916289,1.2435272752023465,False,False,False,False,39
Ġof,служ,38.194935,1.6094379124341003,3,16.94309398952721,0.8658691010490599,False,False,False,False,39
Ġthe,служ,39.062298,0.0,2,24.596456908529245,1.256990727050464,False,False,False,False,39
Ġcommunity,смысл-редк,35.45332,7.272398392570047,1,22.72685553935041,1.1614456006496077,True,False,True,True,39
ĠSo,служ,38.840195,5.225746673713202,2,24.722743509360367,1.2634445462645802,False,False,True,True,39
Ġhistory,смысл-част,35.893887,6.742880635791903,1,22.686138628406784,1.159364781461681,True,False,True,True,39
Ġevery,служ,36.98816,5.69035945432406,2,20.230751506819605,1.033883340999256,False,False,False,False,39
Ġwho,служ,37.909748,4.204692619390966,2,29.010804357049093,1.4825839427482985,False,False,False,True,39
Ġit,служ,38.14162,2.6390573296152584,2,22.37134610155433,1.1432774527594278,False,False,False,False,39
psy,подслово,36.40815,8.08886878916199,1,12.911777123715556,0.6598504888167345,True,False,False,False,39
psy,подслово,35.8187,8.08886878916199,3,24.26348336176689,1.2399742656068549,False,False,False,False,39
Ġthe,сток,26.366222,0.0,2,26.803963677987586,1.36980435502255,False,False,False,False,39
Ġat,служ,37.858574,3.4339872044851463,2,23.01948823185595,1.1764004611109824,False,False,False,False,39
Ġas,служ,39.1243,3.044522437723423,3,28.42789646310915,1.452794700332943,False,False,False,False,39
"Ġ""",пункт,38.336945,3.2188758248682006,2,14.110855123311984,0.7211288238268583,False,False,False,False,39
Ġthem,служ,35.922554,4.276666119016055,3,15.52801655841878,0.7935522134755135,False,False,False,False,39
Ġwas,служ,38.922516,2.8903717578961645,3,22.221165924033517,1.1356025631916953,False,False,False,False,39
Ġof,служ,38.38962,1.6094379124341003,3,24.92340043156416,1.273699026878054,False,False,False,False,39
icking,подслово,36.86899,8.871365005136852,1,22.851641568122975,1.1678227338121556,True,False,True,True,39
Ġand,служ,41.68062,1.791759469228055,2,15.84011076333941,0.8095016456644798,False,False,False,False,39
Ġanimals,смысл-редк,34.27312,8.025843344150903,5,22.330414807195407,1.1411856776047102,False,False,True,True,39
Ġsomething,смысл-част,36.23897,5.308267697401205,1,16.528882090364927,0.8447009906087142,True,False,False,False,39
Ġany,служ,36.873234,4.663439094112067,1,24.49809209035617,1.2519638378211995,True,True,True,True,39
Ġcar,смысл-част,35.335285,5.752572638825633,1,23.873362987388198,1.2200373415673025,True,False,True,True,39
Ġeducated,смысл-редк,35.956596,8.735364401103888,4,24.180449948127034,1.2357308808230711,False,False,True,True,39
ĠIn,служ,39.294056,4.564348191467836,1,25.15446896128007,1.285507678841474,True,True,False,True,39
Ġ.,пункт,40.043488,3.295836866004329,4,28.20084889472258,1.4411915377667806,False,False,False,False,39
riages,подслово,36.827484,9.7066816015412,3,22.51226534197399,1.1504790663548023,False,False,True,True,39
p,подслово,36.790443,6.450470422144176,1,25.47898354611219,1.3020918488885493,True,True,True,True,39
Ġthere,служ,38.496887,4.1588830833596715,1,24.67822534850764,1.2611694659314525,True,True,False,True,39
ĠAll,служ,37.082973,6.220590170099739,4,27.325662354691094,1.3964655282707754,False,False,True,True,39
Ġsoon,смысл-редк,37.880547,6.967909201801884,1,24.109176891807323,1.2320885037434945,True,False,True,True,39
"Ġ,",пункт,40.686096,3.6635616461296463,1,11.489829274213163,0.587182491640521,True,False,False,False,39
Ġto,служ,40.874928,1.3862943611198906,1,24.92340043156416,1.273699026878054,True,True,False,False,39
Ġor,служ,40.113613,3.367295829986474,1,28.42789646310915,1.452794700332943,True,True,False,True,39
Ġnot,служ,37.64526,3.4965075614664802,1,9.491595674867344,0.4850636737067328,True,False,False,False,39
enty,подслово,37.27945,9.435881047890113,1,30.060414491628485,1.5362237905967493,True,True,False,True,39
Ġhigher,смысл-част,36.382023,6.295266001439646,1,25.571252729132777,1.3068072234598023,True,True,True,True,39
Ġperson,смысл-част,36.053158,5.389071729816501,3,24.33300769916289,1.2435272752023465,False,False,False,False,39
Ġod,смысл-редк,36.978573,9.70674247507645,1,21.48197296199335,1.0978264435562182,True,False,True,True,39
y,подслово,37.78295,5.187385805840755,1,21.23799653144658,1.085358139200162,True,False,False,True,39
en,подслово,38.390175,5.680172609017068,2,22.59629475525466,1.1547733512465692,False,False,True,True,39
Ġillegal,смысл-редк,35.603706,8.088561805276234,2,22.68096894499573,1.1591005871456603,False,False,False,False,39
Ġwas,служ,39.731327,2.8903717578961645,2,20.801731485248936,1.0630630127254006,False,False,False,False,39
Ġcity,смысл-част,35.850185,6.723832440821209,5,24.486796440991732,1.2513865788054024,False,False,True,True,39
Ġsocial,смысл-част,35.869247,6.902742737158593,1,21.718441317219177,1.1099110511427956,True,False,True,True,39
Ġthe,служ,37.942192,0.0,1,15.17796661347295,0.7756630704807412,True,False,False,False,39
Ġwindow,смысл-редк,35.552174,7.933796874815411,1,23.061262842661645,1.1785353335685962,True,False,True,True,39
Ġthey,служ,37.30094,3.5263605246161616,3,24.67822534850764,1.2611694659314525,False,False,False,False,39
Ġbe,служ,39.796074,3.1780538303479458,1,24.39636466445123,1.2467651040554073,True,True,True,True,39
ockets,подслово,35.65953,9.706925073451831,3,25.47898354611219,1.3020918488885493,False,False,True,True,39
Ġstate,смысл-част,35.197304,5.932245187448011,2,22.786174442287283,1.1644770661654642,False,False,False,True,39
ads,подслово,36.86443,8.247743887225516,5,23.301113981469005,1.1907928167693087,False,False,True,True,39
Ġhuge,смысл-част,36.719757,6.634633357861686,1,23.32064887738166,1.1917911387271183,True,False,True,True,39
Ġhits,смысл-редк,36.796856,9.037533407550814,4,23.32064887738166,1.1917911387271183,False,False,True,True,39
Ġweird,смысл-редк,35.680004,8.735203590618699,2,22.86282235420603,1.168394122792276,False,False,True,True,39
Ġgy,смысл-редк,35.404335,7.5411524551363085,2,24.26348336176689,1.2399742656068549,False,False,False,False,39
Ġlost,смысл-част,36.432697,6.617402977974478,3,24.647651121210732,1.2596069839714747,False,False,True,True,39
Ġthem,служ,36.2689,4.276666119016055,3,16.719749608050407,0.8544551881631837,False,False,False,False,39
Ġupon,служ,37.258717,7.252053951852814,1,22.59629475525466,1.1547733512465692,True,False,True,True,39
Ġtime,смысл-част,37.94473,4.174387269895637,1,21.65462593888623,1.1066497952998895,True,False,False,False,39
Ġlook,смысл-част,35.305733,5.583496308781699,3,24.695687058741896,1.2620618386794678,False,False,False,True,39
ing,подслово,38.840706,4.736198448394496,4,23.499542461021775,1.2009334138361187,False,False,True,True,39
Ġare,служ,39.22831,3.091042453358316,3,24.39636466445123,1.2467651040554073,False,False,False,False,39
Ġleft,смысл-част,36.47173,5.634789603169249,8,27.47563845681606,1.404129988658356,False,False,True,True,39
Ġwere,служ,38.764606,3.8918202981106265,2,18.78499840601912,0.9599987872983332,False,False,False,True,39
Ġwant,смысл-част,38.48056,5.1647859739235145,1,17.821366944833176,0.9107528403918587,True,False,False,False,39
Ġperson,смысл-част,36.098038,5.389071729816501,1,8.623871301043469,0.44071901481588033,True,False,False,False,39
Ġthan,служ,38.0901,4.382026634673881,1,27.47563845681606,1.404129988658356,True,True,True,True,39
Ġgeneral,смысл-част,35.9992,6.311734809152915,1,24.180449948127034,1.2357308808230711,True,False,False,True,39
Ġof,служ,31.998352,1.6094379124341003,2,26.803963677987586,1.36980435502255,False,False,False,False,39
Ġwill,служ,38.23444,3.871201010907891,1,23.13054751289858,1.182076095083088,True,False,True,True,39
Ġwheels,смысл-редк,35.464424,9.03741453682259,3,23.873362987388198,1.2200373415673025,False,False,True,True,39
Ġwhich,служ,39.005657,3.9889840465642745,1,29.010804357049093,1.4825839427482985,True,True,True,True,39
ĠPl,смысл-редк,37.04585,7.680637427560936,2,30.060414491628485,1.5362237905967493,False,False,False,True,39
Ġworld,смысл-част,35.47301,5.87493073085203,4,25.433612626406703,1.299773188702668,False,False,True,True,39
"Ġ""",пункт,37.794567,3.2188758248682006,2,13.486242910740184,0.6892083012034163,False,False,False,False,39
ĠThen,служ,39.412518,6.88653164253051,2,22.83680909716053,1.1670647271395533,False,False,False,False,39
Ġin,служ,37.83612,2.0794415416798357,3,25.15446896128007,1.285507678841474,False,False,False,False,39
Ġ?,пункт,40.2519,6.6039438246004725,1,21.81643310374247,1.1149188767595077,True,False,True,True,39
Ġyou,служ,37.268158,2.4849066497880004,1,22.08547724288241,1.1286682549453109,True,False,False,True,39
ĠAlso,служ,38.824276,7.001245622069476,4,24.69794729526317,1.2621773470373887,False,False,True,True,39
Ġnot,служ,38.211468,3.4965075614664802,3,27.23562796744788,1.3918643619198143,False,False,False,False,39
Ġdid,служ,38.951527,5.288267030694535,2,25.65947505643007,1.3113157853125892,False,False,True,True,39
"Ġ,",пункт,40.55623,3.6635616461296463,2,13.032852576172413,0.6660379946667715,False,False,False,False,39
Ġit,служ,38.138206,2.6390573296152584,1,9.666113170545154,0.493982310833652,True,False,False,False,39
Ġthey,служ,36.701324,3.5263605246161616,5,26.671758693532137,1.363048079509034,False,False,False,False,39
Ġeverything,смысл-част,36.594944,6.602587892189336,4,23.872944572765494,1.22001595867859,False,False,False,False,39
Ġevery,служ,37.143314,5.69035945432406,2,23.685439296881327,1.2104335869599336,False,False,False,False,39
Ġgy,смысл-редк,35.30215,7.5411524551363085,1,14.11543678998105,0.7213629678151111,True,False,False,False,39
Ġtheir,служ,36.659782,3.828641396489095,2,17.902846693124168,0.9149168258156563,False,False,False,False,39
Ġof,служ,37.710316,1.6094379124341003,2,9.55723738822618,0.48841826356927315,False,False,False,False,39
Ġentire,смысл-част,36.70506,6.63200177739563,1,22.320200896501188,1.1406637003509417,True,False,True,True,39
Ġskilled,смысл-редк,36.47881,9.706559843352812,2,20.865053147621683,1.0662990374390398,False,False,True,True,39
Ġpart,смысл-част,36.880764,5.209486152841421,1,24.486796440991732,1.2513865788054024,True,True,True,True,39
Ġ.,пункт,40.258762,3.295836866004329,1,7.713560315350427,0.3941979865229178,True,False,False,False,39
Ġforbid,смысл-редк,36.664425,9.435721418230584,1,24.647651121210732,1.2596069839714747,True,True,True,True,39
Ġas,служ,38.35623,3.044522437723423,1,17.037335948499706,0.87068529343677,True,False,False,False,39
Ġ.,пункт,39.654884,3.295836866004329,2,16.7689250733962,0.8569682779211081,False,False,False,False,39
Ġsomething,смысл-част,36.21252,5.308267697401205,2,21.382627916374044,1.0927494602497905,False,False,False,False,39
Ġhuman,смысл-част,35.682114,5.986452005284438,3,24.097678980205412,1.2315009082081785,False,False,True,True,39
Ġto,сток,26.12745,1.3862943611198906,1,0.6925271962044725,0.03539128692789156,True,False,False,False,39
Ġout,служ,36.80924,3.970291913552122,3,22.356603473405908,1.1425240374629142,False,False,False,True,39
Ġgood,смысл-част,37.302803,4.762173934797756,2,23.6060598743467,1.2063769377272529,False,False,False,True,39
Ġfrom,служ,38.8652,3.4657359027997265,2,18.601164233127434,0.9506040256259839,False,False,False,False,39
Ġpretty,смысл-част,37.151394,6.3835066348840055,1,24.097678980205412,1.2315009082081785,True,False,True,True,39
Ġcriminal,смысл-редк,35.62407,8.322880021769905,1,22.68096894499573,1.1591005871456603,True,False,True,True,39
"Ġ,",пункт,41.420166,3.6635616461296463,1,8.272842704581988,0.42277985828115955,True,False,False,False,39
Ġtheir,служ,36.59925,3.828641396489095,1,9.472075918010471,0.4840661254234734,True,False,False,False,39
Ġ.,пункт,40.47417,3.295836866004329,1,8.392894518097053,0.4289150515293261,True,False,False,False,39
"Ġ,",пункт,40.611362,3.6635616461296463,3,11.566961473234928,0.5911242975391482,False,False,False,False,39
Ġ.,пункт,39.939854,3.295836866004329,4,8.758562579673503,0.4476023512607247,False,False,False,False,39
Ġprostitution,смысл-редк,35.63118,9.435960853165286,1,21.34336476930418,1.0907429350024682,True,False,True,True,39
Ġfrom,служ,38.668747,3.4657359027997265,2,18.601164233127434,0.9506040256259839,False,False,False,False,39
"Ġ,",пункт,40.580963,3.6635616461296463,4,20.791810039485217,1.0625559817586923,False,False,False,False,39
Ġto,сток,26.171907,1.3862943611198906,3,1.5627208106742323,0.07986213523725566,False,False,False,False,39
Ġ.,пункт,40.13393,3.295836866004329,1,16.7689250733962,0.8569682779211081,True,False,False,False,39
ĠHow,служ,40.387043,7.010311867307229,1,27.325662354691094,1.3964655282707754,True,True,True,True,39
Ġfamily,смысл-част,34.843212,5.968707559985366,1,23.07687032318051,1.1793329467515759,True,False,True,True,39
Ġre,служ,37.458214,6.059123195581797,1,23.499542461021775,1.2009334138361187,True,False,True,True,39
Ġwhole,смысл-част,37.273464,6.522092798170152,3,24.49809209035617,1.2519638378211995,False,False,True,True,39
Ġmoney,смысл-част,35.861607,5.332718793265369,1,25.259994862150077,1.2909005319402165,True,True,True,True,39
Ġother,служ,36.689873,4.219507705176107,1,6.251304617494053,0.31947007511610076,True,False,False,False,39
Ġand,служ,41.531395,1.791759469228055,1,15.84011076333941,0.8095016456644798,True,False,False,False,39
Ġle,смысл-редк,36.157406,8.414052432496725,1,22.122354260311948,1.130552838124205,True,False,True,True,39
Ġthey,служ,38.212654,3.5263605246161616,3,22.37134610155433,1.1432774527594278,False,False,False,False,39
Ġtheir,служ,36.554874,3.828641396489095,3,11.61779989424444,0.5937223718888195,False,False,False,False,39
Ġguns,смысл-редк,34.690815,8.513385953073284,8,24.510122104967422,1.2525786262384442,False,False,True,True,39
Ġtheir,служ,36.876392,3.828641396489095,1,10.037964628242246,0.5129856102073662,True,False,False,False,39
Ġwo,смысл-редк,37.910496,8.871505346165781,1,25.65947505643007,1.3113157853125892,True,True,True,True,39
Ġmaking,смысл-част,37.910137,5.91350300563827,1,23.962624051921058,1.224598987613386,True,False,True,True,39
Ġcrafts,смысл-редк,36.17982,9.706620724300137,2,19.398818177212842,0.9913677671209186,False,False,True,True,39
ĠEvery,служ,37.38097,7.490529402060711,2,24.398071244403543,1.2468523180465525,False,False,True,True,39
Ġaround,служ,36.374554,5.1298987149230735,2,21.582865167581627,1.1029824937681556,False,False,False,False,39
Ġcurrent,смысл-част,36.074352,6.453624998892692,2,24.447466804429784,1.249376655642872,False,False,True,True,39
Ġone,служ,36.34871,3.9512437185814275,1,24.510122104967422,1.2525786262384442,True,True,True,True,39
afia,подслово,37.036312,9.70698593216834,2,22.851641568122975,1.1678227338121556,False,False,True,True,39
Ġby,служ,38.926315,3.5553480614894135,1,24.820267319510915,1.2684284561619183,True,True,True,True,39
Ġof,служ,37.461845,1.6094379124341003,2,26.793492626083673,1.3692692366843833,False,False,False,False,39
Ġmeet,смысл-редк,36.36461,7.087573705557973,1,21.924023305515036,1.1204172250156221,True,False,True,True,39
"Ġ,",пункт,40.026527,3.6635616461296463,1,13.032852576172413,0.6660379946667715,True,False,False,False,39
ĠAnd,служ,39.64187,5.497168225293202,2,26.465735218940175,1.3525193436801346,False,False,True,True,39
Ġa,служ,38.63188,1.9459101490553132,1,24.3333396850247,1.2435442411886004,True,True,False,True,39
Ġso,служ,39.58699,4.04305126783455,1,24.722743509360367,1.2634445462645802,True,True,True,True,39
Ġetc,смысл-част,37.85504,6.075346031088684,1,23.747351391047985,1.2135975763324345,True,False,True,True,39
Ġillegal,смысл-редк,35.955772,8.088561805276234,3,21.91797326911365,1.120108040661016,False,False,False,False,39
Ġevery,служ,37.909363,5.69035945432406,2,21.24786842231303,1.0858626376864167,False,False,False,False,39
ĠThen,служ,39.25789,6.88653164253051,1,12.781603307972295,0.6531980152550926,True,False,False,False,39
Ġfond,смысл-редк,38.09466,9.706803344906337,1,23.6060598743467,1.2063769377272529,True,False,True,True,39
Ġthem,служ,36.310013,4.276666119016055,3,19.22229188637759,0.9823464714324498,False,False,False,False,39
Ġthis,служ,37.09433,3.58351893845611,2,23.086812452574147,1.17984103474577,False,False,False,False,39
Ġaround,служ,36.29307,5.1298987149230735,1,9.066792142827587,0.4633542826924891,True,False,False,False,39
Ġthey,служ,37.27097,3.5263605246161616,2,15.026749664609508,0.767935197185775,False,False,False,False,39
Ġwant,смысл-част,38.01682,5.1647859739235145,2,24.99736631314653,1.2774790195661434,False,False,False,False,39
Ġand,служ,41.060627,1.791759469228055,2,26.465735218940175,1.3525193436801346,False,False,False,False,39
Ġgot,смысл-част,37.680103,5.594711379601839,11,25.346088199144422,1.2953002927132893,False,False,True,True,39
Ġgrocery,смысл-редк,35.149883,8.854522203757432,1,22.807637098774613,1.165573905449381,True,False,True,True,39
"Ġ""",пункт,38.32221,3.2188758248682006,3,28.20084889472258,1.4411915377667806,False,False,False,False,39
Ġthis,служ,36.468452,3.58351893845611,1,18.44044916253327,0.942390755146199,True,False,False,False,39
Ġ.,пункт,40.192333,3.295836866004329,3,8.518943998665428,0.43535675282041864,False,False,False,False,39
Ġto,сток,26.230799,1.3862943611198906,1,0.9777163626921282,0.04996574938251954,True,False,False,False,39
Ġlifestyle,смысл-редк,35.477345,8.61558951327243,4,25.079226694457606,1.281662457067061,False,False,True,True,39
Ġchance,смысл-част,36.47556,6.658011045870748,1,25.079226694457606,1.281662457067061,True,True,True,True,39
Ġbother,смысл-редк,37.558777,8.30844552038576,1,24.695687058741896,1.2620618386794678,True,True,True,True,39
Ġat,служ,37.942955,3.4339872044851463,1,17.935310339638516,0.9165758656841435,True,False,False,False,39
Ġthem,служ,35.956875,4.276666119016055,1,9.83888736739833,0.5028118574681807,True,False,False,False,39
ies,подслово,36.516792,6.07073772800249,2,23.56551281678714,1.204304798819154,False,False,False,True,39
Ġthem,служ,35.785103,4.276666119016055,1,15.52801655841878,0.7935522134755135,True,False,False,False,39
Ġ.,пункт,39.571785,3.295836866004329,1,8.758562579673503,0.4476023512607247,True,False,False,False,39
Ġover,служ,36.827454,4.499809670330265,3,23.136381233989663,1.1823742247422888,False,False,True,True,39
Ġnight,смысл-част,36.622807,5.808142489980444,1,22.57220419056208,1.1535422139107896,True,False,True,True,39
Ġof,служ,38.297913,1.6094379124341003,1,16.94309398952721,0.8658691010490599,True,False,False,False,39
Ġis,служ,40.456245,2.302585092994046,3,24.99307725465233,1.2772598291853894,False,False,False,True,39
Ġget,смысл-част,37.765697,4.430816798843313,2,24.99736631314653,1.2774790195661434,False,False,False,True,39
Ġsince,служ,38.82191,5.5134287461649825,1,25.57096456026206,1.3067924967209201,True,True,True,True,39
Ġhas,служ,39.35422,3.9318256327243257,1,24.99307725465233,1.2772598291853894,True,True,True,True,39
Ġlike,смысл-част,37.5872,4.248495242049359,1,24.108328027186865,1.232045122903709,True,False,False,True,39
Ġeverything,смысл-част,35.98132,6.602587892189336,1,18.479676188301553,0.9443954344308566,True,False,False,False,39
Ġnom,смысл-редк,35.589005,9.219993629004321,1,23.301113981469005,1.1907928167693087,True,False,True,True,39
Ġfrom,служ,39.77143,3.4657359027997265,1,18.4833263311526,0.9445819733186825,True,False,False,False,39
"Ġ""",пункт,38.903797,3.2188758248682006,1,14.110855123311984,0.7211288238268583,True,False,False,False,39
Ġthey,служ,37.933113,3.5263605246161616,2,24.596456908529245,1.256990727050464,False,False,False,False,39
Ġeventual,смысл-редк,37.10099,9.220191688026556,1,24.447466804429784,1.249376655642872,True,True,False,True,39
Ġthey,служ,37.478775,3.5263605246161616,2,14.604040350296255,0.7463328302145643,False,False,False,False,39
Ġbad,смысл-част,34.672855,6.2285110035911835,1,22.180513852298443,1.1335250575819884,True,False,True,True,39
Ġ.,пункт,40.266796,3.295836866004329,2,7.803889009806887,0.3988141933099601,False,False,False,False,39
Ġtook,смысл-част,37.66641,5.955837369464831,2,20.710785563558076,1.0584152628216805,False,False,True,True,39
Ġbecause,служ,39.239117,4.584967478670572,1,25.346088199144422,1.2953002927132893,True,True,True,True,39
Ġ.,сток,26.257849,3.295836866004329,2,1.5627208106742323,0.07986213523725566,False,False,False,False,39
Ġchanging,смысл-редк,37.453045,7.839525581704678,4,25.57096456026206,1.3067924967209201,False,False,True,True,39
Ġmuch,служ,38.913174,4.787491742782046,1,23.872944572765494,1.22001595867859,True,False,False,True,39
Ġin,служ,40.512383,2.0794415416798357,1,19.663667873281312,1.0049027902040504,True,False,False,False,39
Ġtime,смысл-част,36.357338,4.174387269895637,2,25.433612626406703,1.299773188702668,False,False,False,False,39
Ġare,служ,38.692207,3.091042453358316,2,20.185294706940486,1.0315602919462183,False,False,False,False,39
