mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,arm,text
q_small,0.55,25.904590409163017,2.8103738603060022,0.9613968032613139,2.7107498901943528,0.9998861540113573,0.005415485811589533,0.011283938480730171,0.004188038232802097,8,51,256,standard_round,xsum_1
q_small,0.6,21.842604917163136,1.9510310082598097,0.954217914768296,2.6400020043006527,0.9998898159109454,0.005287886143401409,0.009391698747868382,0.004089359682537763,8,51,256,standard_round,xsum_1
q_small,0.65,17.73210031530426,2.483975890161519,0.9436051013575127,2.568867462777578,0.9995796199309526,0.010215362951232565,0.019727343933785058,0.007899998650195843,8,51,256,standard_round,xsum_1
q_small,0.7,23.186064101321836,1.5518344657286907,0.9568706445548475,2.36261991836161,0.9999453986058597,0.0037326572549230574,0.007960990764208198,0.002886631382194591,8,51,256,standard_round,xsum_1
q_small,0.75,29.519380476024672,8.37020125703406,0.966123950304032,2.144196117041783,0.9994072509102665,0.012420761072591973,0.024002299396435944,0.009605531998845153,8,51,256,standard_round,xsum_1
q_small,0.8,19.365885741469338,2.761269343600545,0.9483628059490902,2.0226393280167976,0.999638495857214,0.00952052341523143,0.019481719109422535,0.007362648051620258,8,51,256,standard_round,xsum_1
q_small,0.85,18.598052443987676,7.486579144386443,0.9462309291248785,1.760428446640742,0.9968703726525663,0.027988219332520346,0.057020347512005465,0.02164454616089951,8,51,256,standard_round,xsum_1
q_small,0.9,30.181105525818626,13.540967986018426,0.966866687532551,1.2709504180819873,0.998583680067464,0.019222337946803378,0.03914163531183856,0.014865496660109596,8,51,256,standard_round,xsum_1
q_small,0.0,9.163764835558128,0.2942920537417221,0.89087454578497,3.67337684948311,0.9999071591396128,0.004531661365353393,0.008599262601611812,0.003504537121230419,8,51,256,standard_frac,xsum_1
q_small,0.05,9.575610792912459,0.31938948081197865,0.8955680194583341,3.633247033384285,0.9999092409474073,0.0045041663519463475,0.007566536719658679,0.0034832739933474723,8,51,256,standard_frac,xsum_1
q_small,0.1,10.023824736898158,0.3568514016598484,0.9002376811000142,3.5824629039308964,0.9999066235676174,0.00459247988128167,0.006708688760115322,0.003551570809219188,8,51,256,standard_frac,xsum_1
q_small,0.15,10.745256657771506,0.42877384801352914,0.9069356803797934,3.515293387909647,0.999899412505297,0.004801992602193716,0.007224470259650673,0.0037135963995291545,8,51,256,standard_frac,xsum_1
q_small,0.2,11.80030530294977,0.535581530754896,0.9152564298696555,3.4336528643894453,0.9998940507547895,0.004973543140445909,0.007767172122475685,0.0038462641301915466,8,51,256,standard_frac,xsum_1
q_small,0.25,13.18569866038523,0.6666732992112967,0.9241602568239805,3.342370657089046,0.9998967178297287,0.004958308602420505,0.007869851248177184,0.0038344825781887835,8,51,256,standard_frac,xsum_1
q_small,0.3,14.706159125951217,0.7559164265137132,0.9320012797743124,3.2492566792780924,0.9999156214401692,0.00451962129015999,0.007204206239469713,0.0034952259907076746,8,51,256,standard_frac,xsum_1
