n,rep,"одиночек, %","длинных с одиночкой, %",средняя длина,S(q=0.5),S(q=0.7),S(q=0.9),текст
61,0,75.40983606557377,91.66666666666666,23.996370990687872,811.8644413083944,508.6716867953519,184.7324825558176,14
81,0,67.90123456790124,93.75,22.75059893017656,1069.959145071905,670.8341994091229,240.3597200998911,14
101,0,58.415841584158414,90.0,21.557967928501668,1317.9411253400087,826.2806544594794,293.74582547093166,14
121,0,58.67768595041323,95.83333333333334,21.424173546856778,1580.4627053486388,991.1396963605757,358.8551607436058,14
161,0,52.79503105590062,90.625,20.54874485178534,2059.373170112208,1292.6600770766304,464.88764571020226,14
201,0,50.24875621890548,87.5,20.228586936726177,2515.8758174245913,1578.9368062873364,565.8769420654987,14
41,1,65.85365853658537,87.5,23.286554188720054,539.1745388608831,333.6068805108237,115.34357101248513,14
61,1,70.49180327868852,100.0,23.71093973825003,809.0401624035593,499.49316337571827,172.36891102162593,14
81,1,61.72839506172839,87.5,23.467672896976676,1082.3233407429561,672.9126152993108,239.75299843749718,14
101,1,55.44554455445545,100.0,21.465711416920886,1316.1510604677846,824.9952265673255,294.40546084714833,14
121,1,62.8099173553719,91.66666666666666,21.959035812904062,1566.539629281784,976.8083754652439,353.4004450452926,14
161,1,50.31055900621118,81.25,20.53688549443632,2052.9687691139834,1292.603260142702,465.2905156089187,14
201,1,53.73134328358209,95.0,20.857787880833612,2542.1722101222954,1602.1391067602685,575.8932499943244,14
41,2,75.60975609756098,87.5,25.57714145569756,570.1258426546622,358.39090806062217,129.96543349676548,14
61,2,81.9672131147541,83.33333333333334,24.81650497422721,833.1581339924095,519.9292582589292,186.30917886944334,14
81,2,60.49382716049383,87.5,22.53102536273707,1067.2117347857238,661.798242624382,238.22358459453045,14
101,2,60.396039603960396,95.0,21.220850621714686,1296.0113047397836,818.8394173326034,299.9945796311067,14
121,2,54.54545454545454,87.5,20.564103675589276,1536.681920524311,969.6081717439989,358.42227993124607,14
161,2,55.90062111801242,93.75,20.578711229175347,2017.5250139200673,1264.1784057603509,455.069258614065,14
201,2,48.258706467661696,90.0,20.744456503835835,2545.1315521954602,1596.9029377848583,575.4758970958784,14
41,3,78.04878048780488,87.5,24.81040370964866,569.4863577979032,357.01172874625115,129.55233865522598,14
61,3,63.934426229508205,91.66666666666666,22.77488867460651,794.2096717029438,494.6288823513635,175.0887403383121,14
81,3,65.4320987654321,87.5,23.83625609568096,1093.7346955706257,686.7990595645647,248.9271961250978,14
101,3,67.32673267326733,90.0,22.43602171372064,1314.574323331156,821.3585046846497,295.33584579588245,14
121,3,60.33057851239669,79.16666666666666,21.581132152591678,1570.1346363983137,985.6335843180084,352.70284987207276,14
161,3,58.38509316770186,90.625,21.005457713818238,2050.3385550205367,1293.8492601768253,466.47514776943433,14
201,3,49.75124378109453,92.5,20.13233402222671,2534.694130341153,1588.8238463859125,577.6980239550218,14
41,4,63.41463414634146,62.5,23.546654135188874,556.6754861786513,351.78912092821173,131.01866971502676,14
61,4,60.65573770491803,91.66666666666666,22.63437731957412,797.508779192668,497.48154635506717,182.00755729226512,14
81,4,62.96296296296296,93.75,22.692874095139945,1078.9934193200052,682.663872752091,243.08428838535713,14
101,4,56.43564356435643,90.0,22.03304003160875,1325.2488985998336,834.3221484443006,300.1775529449471,14
121,4,57.02479338842975,91.66666666666666,21.178139432462725,1572.6957572625188,985.450184185848,352.60864711326417,14
161,4,54.6583850931677,84.375,20.937415707799683,2064.443503135658,1297.0023192172687,463.14671414561917,14
201,4,54.22885572139303,92.5,20.18277937171948,2534.456172087642,1600.0667847819511,577.269279778897,14
41,5,85.36585365853658,100.0,25.67077643269358,576.0326557640465,361.0694426683617,132.5174406429945,14
61,5,75.40983606557377,100.0,23.901379220072204,807.0269922655347,503.6068837938135,183.7896807338248,14
81,5,59.25925925925925,93.75,22.440687938963077,1079.7441225563457,677.3082488808304,246.5143249089409,14
101,5,59.4059405940594,90.0,21.59236649417018,1321.1884443782928,832.6216693494418,301.5956138044606,14
121,5,54.54545454545454,91.66666666666666,21.40908290310946,1569.2039665735297,976.1808190860821,346.79246027777174,14
161,5,54.037267080745345,90.625,21.181985731000147,2046.1702634458486,1286.4355175080836,460.99343950542436,14
201,5,51.243781094527364,85.0,20.459857004780787,2522.2657541838093,1574.5791270252273,559.8808724450583,14
41,6,80.48780487804879,100.0,24.419954997518822,545.1761438258466,344.12048227943023,125.29084572400384,14
61,6,73.77049180327869,91.66666666666666,23.979406281495752,823.3597291818501,520.3848452468741,189.07340456259828,14
81,6,61.72839506172839,93.75,23.455583233300654,1085.5572689634037,678.5927540803848,244.66488574772217,14
101,6,58.415841584158414,90.0,21.88767979239088,1302.3048934751157,812.5050220751426,287.4330536862224,14
121,6,56.19834710743802,91.66666666666666,21.64920408765408,1546.6262940140543,959.7880165932775,346.1196959644226,14
161,6,49.06832298136646,81.25,19.747220676402797,2012.4513181183902,1270.2861846532119,467.0864483520492,14
201,6,50.74626865671642,85.0,20.40089548578467,2520.5627721289065,1581.45024323478,565.0439318821803,14
41,7,80.48780487804879,100.0,24.435096401315217,559.4559314994794,346.9641356783827,122.51798320732729,14
61,7,67.21311475409836,100.0,22.56258301701672,797.5079008575068,495.40541683153106,175.08221161406578,14
81,7,54.32098765432099,81.25,21.41354376496117,1040.0826725447064,652.3646920458218,237.1434758225164,14
101,7,50.495049504950494,90.0,20.581358074270014,1296.4047196124584,814.4379597201757,290.78828248517823,14
121,7,56.19834710743802,83.33333333333334,21.670257990344204,1545.8577179539357,964.4890872883298,346.4817630813796,14
161,7,60.86956521739131,90.625,21.13107596140123,2048.3163661996414,1281.1972056608092,455.6969028641712,14
201,7,49.25373134328358,85.0,20.02424503865213,2482.2739125385374,1555.1617328409961,564.008885522954,14
41,0,73.17073170731707,75.0,24.810474506966017,558.4537391259673,351.1783151052086,130.22290692429416,15
61,0,75.40983606557377,100.0,22.12621632177581,795.3495468743447,496.23965645907003,178.08211327245326,15
81,0,65.4320987654321,93.75,22.537296999348733,1050.2304233532202,657.4864876024394,240.99682092001822,15
101,0,60.396039603960396,100.0,21.50009841535775,1302.506891092106,815.6050559021307,294.17510296607463,15
121,0,63.63636363636363,91.66666666666666,22.136313850083152,1535.8178009874855,957.8083013743549,342.3405875845546,15
161,0,48.4472049689441,90.625,20.15039571594416,1994.461547596667,1259.240045998439,450.9614375938339,15
201,0,56.21890547263681,95.0,20.76218417526042,2470.450924571798,1540.796636966049,554.6863099216926,15
41,1,73.17073170731707,87.5,23.85910906413385,548.5842003793513,344.2093570673259,127.27377087349757,15
61,1,72.1311475409836,91.66666666666666,23.242353698441253,802.3407785587187,500.5779312939441,181.08810243721516,15
81,1,70.37037037037037,93.75,22.946657876818115,1053.9047078905735,659.2137679397174,240.29022966669888,15
101,1,69.3069306930693,85.0,22.11810215678458,1284.1094407920343,801.9640421637039,292.8261170102736,15
121,1,56.19834710743802,95.83333333333334,21.3846043737403,1526.4369584511337,958.8094724185635,345.03269725760606,15
161,1,52.17391304347826,87.5,20.664364323377534,2048.848390800718,1274.7290087147799,452.67317646185484,15
201,1,50.24875621890548,85.0,20.246560938076847,2472.144159368582,1549.125993640375,554.2071356626392,15
41,2,82.92682926829268,100.0,24.323040655655216,539.724509669151,335.94350642989355,118.58863329611516,15
61,2,60.65573770491803,91.66666666666666,22.70952632854542,799.9443791638564,502.4348681950527,178.78383943355706,15
81,2,74.07407407407408,93.75,23.90052147734533,1074.6509458603282,666.6291383406589,235.8154858516862,15
101,2,57.42574257425742,95.0,21.962540651281383,1309.0525720967794,817.5806870500021,289.89566035454413,15
121,2,67.76859504132231,83.33333333333334,22.451260052468008,1562.551818267957,982.9772383666178,355.1870648960697,15
161,2,49.06832298136646,81.25,20.337461068333614,1982.061127428794,1248.3671403905455,461.0790007874231,15
201,2,47.76119402985074,85.0,19.681246949991575,2442.382226273388,1538.9094406626464,549.7777399602982,15
41,3,73.17073170731707,87.5,24.051168352536514,555.6515927016653,355.91361974144615,135.02220080544694,15
61,3,75.40983606557377,91.66666666666666,23.138941385204124,780.5286236958123,491.89775333606804,179.966497534062,15
81,3,71.60493827160494,100.0,23.237850748278824,1041.4639738723963,650.4900647155648,231.3477481820144,15
101,3,53.46534653465347,95.0,22.115117267387962,1332.1503609600868,834.7704888182275,297.8633804459085,15
121,3,62.8099173553719,91.66666666666666,21.68496528546394,1522.9351250250359,953.7011599854511,342.1981652712351,15
161,3,51.5527950310559,96.875,20.604307590905545,2001.980455132739,1251.7925133932254,451.2678510567405,15
201,3,53.73134328358209,90.0,20.15836115548266,2457.8264552927876,1541.6641615415397,559.4980241572964,15
41,4,90.2439024390244,100.0,23.989729194906193,536.7690296656169,334.1645559406642,119.53172036292199,15
61,4,75.40983606557377,100.0,23.03758912119144,784.6211101215818,489.32237529399754,177.6698946886091,15
81,4,75.30864197530865,81.25,23.304473929326843,1062.4546783583403,669.0341703444913,241.50746853059556,15
101,4,60.396039603960396,85.0,22.26822726135868,1303.5609804587696,818.8624159670964,299.8525353552901,15
121,4,57.02479338842975,87.5,21.29722705709204,1526.5566966818155,955.8073582303313,345.82237067543304,15
161,4,53.41614906832298,93.75,20.664617950067026,2032.5579611187209,1269.6650978437592,454.88114028788027,15
201,4,49.25373134328358,82.5,20.320164924552625,2443.5342715299857,1523.454521976598,544.0816984906987,15
41,5,82.92682926829268,100.0,25.127188047238324,573.7860569157501,360.884908979097,129.05144495323162,15
61,5,63.934426229508205,91.66666666666666,24.001028639391844,829.639648115813,522.4163018814431,189.94607276653926,15
81,5,66.66666666666666,93.75,22.454229688071905,1043.2761206056475,652.1117869351843,233.60829423890817,15
101,5,61.386138613861384,95.0,21.884034420365957,1296.9845065319068,808.3778994108154,291.8257080507686,15
121,5,52.066115702479344,91.66666666666666,21.43394980997842,1528.7426299619688,956.1105002158903,339.947813500052,15
161,5,60.24844720496895,93.75,21.198809669175525,2023.5887643159667,1265.559182018752,456.3219714843767,15
201,5,48.258706467661696,87.5,20.25924494024696,2477.406602044724,1541.3093955646955,551.6122792491034,15
41,6,56.09756097560976,100.0,23.83104806712213,554.8681251256324,349.7848291924285,125.07688495196363,15
61,6,72.1311475409836,83.33333333333334,23.771058340081634,817.4837919655022,514.6623018662166,188.01706000568097,15
81,6,61.72839506172839,81.25,22.185285267359752,1034.285604231247,644.6741607910997,234.00622060830358,15
101,6,66.33663366336634,95.0,22.616817471767273,1299.6131910484512,814.1553097880018,293.8350036319966,15
121,6,64.46280991735537,91.66666666666666,21.6127631947379,1545.2875465346754,965.8805741637397,350.81962170222397,15
161,6,56.52173913043478,90.625,20.738616323954385,2015.4059536608768,1261.2297160946425,455.5682973883077,15
201,6,51.243781094527364,92.5,20.267165281685767,2471.8810598494238,1543.7742025216871,554.1304322127799,15
41,7,95.1219512195122,100.0,25.333809144595776,544.4071114478261,336.28783660288246,116.94149570505199,15
61,7,65.57377049180327,100.0,22.936020165911323,796.387601752668,495.2067904544306,177.22522801265282,15
81,7,60.49382716049383,100.0,22.435561408303457,1061.3576306118525,666.5501572457725,240.19920834681693,15
101,7,64.35643564356435,95.0,22.324426485149356,1304.7647666082291,812.1089319052576,286.3241780597214,15
121,7,65.28925619834712,95.83333333333334,21.90564803081052,1571.2219294994852,981.7040670123638,353.2987872224662,15
161,7,54.6583850931677,84.375,20.644295587938256,1992.82497301439,1252.4802446286667,456.1427982016716,15
201,7,60.19900497512438,95.0,20.870307348550288,2496.1129940403375,1563.555913069824,555.942302182412,15
41,0,70.73170731707317,87.5,24.376800001487947,541.8036411631774,338.563418035858,123.31990808517008,16
61,0,65.57377049180327,100.0,22.951048596436912,783.1403003521824,485.08951656700486,176.49165359900843,16
81,0,65.4320987654321,87.5,21.617639064113796,1008.2851425003169,631.5001036294652,230.17439803291342,16
101,0,63.366336633663366,90.0,21.513098618725785,1258.8011370349016,785.457439259461,282.29752479286066,16
121,0,61.15702479338842,91.66666666666666,21.44409876566037,1545.0128955613693,972.6235887192151,346.05045733118527,16
161,0,59.62732919254658,90.625,20.333748130170136,1944.7939957058325,1214.72717777269,432.4613195039682,16
201,0,53.233830845771145,90.0,20.126111006985074,2431.122528489605,1516.0029701836884,539.1979097203325,16
41,1,75.60975609756098,100.0,23.85699890044425,534.7592312922501,333.45750412829307,121.61935202036506,16
61,1,80.32786885245902,91.66666666666666,23.342603727055934,766.8266848513099,471.9616706859809,169.24898100445378,16
81,1,65.4320987654321,93.75,22.09993679770068,1019.2610651173884,633.8868033348085,226.2311146436151,16
101,1,67.32673267326733,90.0,21.95667780086213,1255.8932876260733,781.9130668270889,276.640792682867,16
121,1,57.02479338842975,79.16666666666666,21.195987292910374,1473.2676231337778,916.3257807541886,326.25383907160966,16
161,1,59.006211180124225,87.5,20.546981998310493,1927.4962077664018,1205.3152642066275,436.20527301115186,16
201,1,55.72139303482587,87.5,20.114922560939966,2425.0141887970167,1517.8496586441308,540.2552842237283,16
41,2,73.17073170731707,100.0,23.7103989459604,540.5125199479534,333.27703479631737,116.72169179854824,16
61,2,85.24590163934425,100.0,24.741897870220942,816.8292769019424,510.1727295081594,184.80221963026395,16
81,2,64.19753086419753,93.75,22.372008448955732,1013.350812068305,631.6122020907577,231.7596438785302,16
101,2,68.31683168316832,90.0,22.389567065345297,1286.92772773593,800.3304879320933,287.87338623918265,16
121,2,52.892561983471076,75.0,21.113452473624477,1488.2766421346168,929.6709467877115,333.73538203387926,16
161,2,54.037267080745345,81.25,20.708229137659522,1969.051729965758,1222.5181701775957,435.04976179903383,16
201,2,52.736318407960205,87.5,19.462198512854073,2393.351121839543,1501.2141430623014,534.5035578423588,16
41,3,87.8048780487805,87.5,25.068743187029547,540.0624031841038,334.78723324414693,117.85414858179261,16
61,3,83.60655737704919,100.0,24.061711808545503,803.6020052609465,498.30133763945787,176.2977286997874,16
81,3,64.19753086419753,75.0,21.753247236068482,1005.4499528595363,627.2069665950623,226.77853847189962,16
101,3,68.31683168316832,85.0,22.35779401676705,1265.1744214374012,796.4214445275168,288.96721692486494,16
121,3,52.892561983471076,83.33333333333334,20.37099743747062,1483.0794997775474,926.7249831351776,336.27593548342315,16
161,3,54.037267080745345,90.625,20.069123487128206,1959.8768716860661,1222.1148848825662,435.3719086452854,16
201,3,49.25373134328358,75.0,20.27409636391783,2409.4565240777424,1512.5023629604016,547.1326616496746,16
41,4,78.04878048780488,100.0,24.42194689138251,552.9273600694044,344.81611783740186,123.92614249617847,16
61,4,59.01639344262295,58.333333333333336,22.527138101859258,784.4122937696886,488.3046873066026,176.5569842316907,16
81,4,64.19753086419753,87.5,21.59098810294564,1002.0412008665335,622.3124040107641,221.85570738863592,16
101,4,60.396039603960396,85.0,21.45065268936189,1265.3833719104816,790.9610708513571,281.13288682020334,16
121,4,64.46280991735537,87.5,21.306964117305373,1505.852227099279,945.9169230823961,338.54600768948103,16
161,4,63.35403726708074,96.875,20.845036813954255,1977.0186601381047,1240.1926271521384,444.86222251659956,16
201,4,55.223880597014926,87.5,19.876089767082814,2408.9013538645713,1505.1256167422393,535.8129420443,16
41,5,63.41463414634146,75.0,23.43733962150039,545.92662999977,343.4656957666962,126.63770812706701,16
61,5,62.295081967213115,75.0,22.215189593617424,770.783015279577,485.2443752663453,179.65875308121713,16
81,5,72.8395061728395,87.5,21.874388928352207,1011.972359572731,637.9254040897044,233.3831654235678,16
101,5,57.42574257425742,80.0,21.68338507740948,1265.303487489174,784.8821087308827,279.76740076335545,16
121,5,57.85123966942148,87.5,21.042045177504875,1491.8974047672198,939.4130813828473,337.8514062983272,16
161,5,49.06832298136646,84.375,20.247448185385615,1969.3079895081205,1229.9190420706811,440.44271592916454,16
201,5,51.243781094527364,90.0,19.79139476023113,2389.238575328378,1486.6422577379813,527.2624822702358,16
41,6,70.73170731707317,87.5,23.16873898390491,530.7276449239591,334.13982668022925,121.48455237955564,16
61,6,73.77049180327869,91.66666666666666,22.998541037049616,793.7291622079783,493.79185888228125,177.11874420174502,16
81,6,67.90123456790124,93.75,21.966846190853303,1024.49993595931,636.3977526997679,232.98587625094152,16
101,6,64.35643564356435,90.0,21.408226155076413,1257.8321324050596,783.4745676979035,284.1953495468895,16
121,6,66.94214876033058,87.5,21.873795605774784,1518.7643452623902,948.9290498987506,343.83620226758876,16
161,6,56.52173913043478,81.25,20.699737773060576,1952.8695838149006,1218.1443834818808,436.00387718661284,16
201,6,52.736318407960205,87.5,19.733429835415663,2388.922817634874,1498.8927642599153,539.1186052981174,16
41,7,73.17073170731707,100.0,22.74589692777371,537.0907512101628,338.701027852661,124.65326830696321,16
61,7,68.85245901639344,75.0,23.311963381542775,788.3121304557628,492.9020334363744,180.04099518720207,16
81,7,69.1358024691358,87.5,22.683249630518795,1035.0524292273042,645.9798768567418,232.03183143919318,16
101,7,61.386138613861384,85.0,21.909799769390794,1279.2993815012646,795.7555837751174,283.9438007152084,16
121,7,57.85123966942148,83.33333333333334,20.74763151098359,1497.9270365403281,936.5928645865874,339.33932029256846,16
161,7,57.14285714285714,87.5,20.05883563499658,1933.7754283114373,1214.2458003533409,435.747753178564,16
201,7,52.736318407960205,87.5,19.732509880301485,2402.8656219140507,1496.4419320552242,536.3939596497537,16
41,0,58.536585365853654,100.0,23.74714229982862,549.714181861041,341.2563556839725,120.70607248683714,22
61,0,45.90163934426229,75.0,22.534555884407972,813.7306425104787,507.32410338226026,180.5186636768726,22
81,0,45.67901234567901,68.75,21.417963912172542,1049.939409161033,651.4092340872617,233.89489150738527,22
101,0,43.56435643564357,90.0,20.844067722700338,1294.298835096683,807.6766953053756,289.32164880468565,22
121,0,43.80165289256198,83.33333333333334,19.40259199570392,1508.0996587396207,944.9483877366758,334.2973592343021,22
161,0,29.81366459627329,68.75,18.983737959652547,1963.176343389026,1232.125712540737,439.4745804872398,22
201,0,31.343283582089555,85.0,18.075464151100903,2379.1856003359144,1507.9536719368343,537.4556879240332,22
41,1,48.78048780487805,75.0,23.011700234461422,565.1347011912787,349.7574909756994,123.35784594717782,22
61,1,57.377049180327866,91.66666666666666,22.042401067904212,785.4293449439083,491.7910321507298,178.27475931407676,22
81,1,53.086419753086425,87.5,22.96058871439411,1075.2562779765876,669.0367514065354,234.78558658286212,22
101,1,31.683168316831683,75.0,19.332093430639812,1272.1071264815591,809.7907183590858,287.3394146518805,22
121,1,34.710743801652896,75.0,18.7048864560391,1455.249568125098,921.4370369205842,332.51722682188154,22
161,1,37.88819875776397,81.25,19.597506264577863,1984.7447718584508,1257.021154246994,449.76571421239436,22
201,1,31.343283582089555,85.0,18.126119776527425,2385.175646121617,1540.8278224943376,557.8613477441675,22
41,2,65.85365853658537,100.0,24.12025877134213,553.7576328853062,344.2777508753926,125.78225637033734,22
61,2,47.540983606557376,50.0,20.90188715380847,790.0668364022663,490.1800997561026,176.80637035062688,22
81,2,54.32098765432099,68.75,22.377422910731347,1059.2992514558005,661.2443045365994,235.31819817215646,22
101,2,38.613861386138616,80.0,20.066146012035986,1283.025115028802,803.4777327581711,290.15890290170074,22
121,2,42.97520661157025,83.33333333333334,19.600905029327958,1521.5527658673213,962.1239205461773,337.83980000254445,22
161,2,32.298136645962735,68.75,18.995745454465236,1992.2292679994407,1265.5457466522955,462.1216000017033,22
201,2,28.855721393034827,77.5,18.3918267440235,2406.237448238692,1532.9980653691512,551.1689801171966,22
41,3,75.60975609756098,87.5,23.280275586775396,531.5144561545228,331.4117740018926,115.80893964714227,22
61,3,45.90163934426229,75.0,21.89031814589715,779.6287410847027,491.2705770161858,177.9961990669338,22
81,3,45.67901234567901,81.25,20.11873153042266,1045.4842228096434,659.1843938133862,235.78434944587082,22
101,3,41.584158415841586,75.0,20.066623400225566,1265.8848501781313,797.7863045143564,284.8365049828568,22
121,3,37.1900826446281,75.0,19.70755275913028,1509.6311136752815,949.645192992631,337.971031263124,22
161,3,28.57142857142857,71.875,17.909190446370282,1899.677969495647,1219.2562596921932,432.4704048909364,22
201,3,28.855721393034827,77.5,17.446996714464756,2350.292681763269,1523.6990105356235,548.8981122848373,22
41,4,70.73170731707317,100.0,24.41482112839211,552.2179770179396,344.8373846748435,124.15362569882039,22
61,4,52.459016393442624,66.66666666666666,20.74169900363328,777.6183873579331,486.57461896650227,176.5158019973188,22
81,4,44.44444444444444,75.0,21.103959888498988,1045.1836966813084,651.9455523806721,235.28661788423227,22
101,4,26.732673267326735,65.0,20.087212942567994,1273.4475521740442,805.1564875610134,288.99536166938395,22
121,4,33.057851239669425,79.16666666666666,19.393148732260705,1473.5498717363457,933.0995369513848,333.2644704957252,22
161,4,29.81366459627329,78.125,18.936320946707557,1950.5655136755606,1244.2103642421034,454.064020369282,22
201,4,27.363184079601986,70.0,17.927383523596568,2346.8265914660788,1516.7547956116953,549.9593142488133,22
41,5,53.65853658536586,87.5,23.350769558401726,553.0360565414176,343.5351652600105,124.46494906526425,22
61,5,60.65573770491803,91.66666666666666,22.624768619990697,810.838790504478,502.04618109546095,178.57355499923722,22
81,5,40.74074074074074,87.5,21.197543468484703,1019.2015930549801,638.1152516339052,228.57763885435259,22
101,5,48.51485148514851,90.0,21.08379582984099,1269.1484842370269,795.2139114960144,281.79171122822106,22
121,5,40.49586776859504,79.16666666666666,20.309298304043832,1540.3644758728988,959.4468629897958,339.61262006362267,22
161,5,30.434782608695656,75.0,18.340107356118132,1907.643411112268,1226.4531199781281,441.1618938144126,22
201,5,28.35820895522388,80.0,18.04983717097965,2397.3862443593507,1535.2768197946712,555.2742747006388,22
41,6,60.97560975609756,87.5,23.99177554973463,548.0616730484221,337.7892401090714,120.19931541499975,22
61,6,50.81967213114754,91.66666666666666,22.10938393120994,804.035395020232,499.915515760558,179.82613468877747,22
81,6,48.148148148148145,75.0,20.180562193967244,1023.1451003408927,638.6371687348417,230.11677712454258,22
101,6,37.62376237623762,75.0,19.404055700206698,1274.4254929677857,799.2461274198722,289.76857065777153,22
121,6,35.53719008264463,70.83333333333334,19.71125677642693,1525.2523649329837,965.6407699153416,344.0560507545831,22
161,6,35.40372670807454,81.25,19.008743408755173,1975.4127350724561,1244.3425749139278,445.29693357908405,22
201,6,29.35323383084577,65.0,18.26401827885511,2375.233677434803,1524.3486056875156,554.3468878658601,22
41,7,63.41463414634146,100.0,23.164547703198117,543.4880129422204,339.8466578993365,120.90278581100715,22
61,7,50.81967213114754,83.33333333333334,22.030789091294857,804.5488083100684,507.0208307688941,183.035005436659,22
81,7,45.67901234567901,93.75,21.550353942272732,1021.3933132065554,632.6324738329188,220.96426603062906,22
101,7,37.62376237623762,75.0,19.11959303041259,1245.870628042126,795.0100934944095,288.37051655846795,22
121,7,37.1900826446281,79.16666666666666,19.67452623755006,1517.6384797993014,948.8864526878752,341.5141738328483,22
161,7,32.298136645962735,71.875,19.009561197308035,1969.2836779886993,1242.6105839566658,453.0333939977995,22
201,7,35.32338308457712,75.0,18.868069884814975,2419.436232672918,1538.9682608108849,550.3395544219723,22
41,0,73.17073170731707,87.5,24.317051508292508,569.9042740943105,364.5330872377149,133.9842396430829,23
61,0,70.49180327868852,100.0,23.43102454494456,827.1219571591467,519.6431614728768,196.2306273834512,23
81,0,56.79012345679012,81.25,22.1450805392502,1053.0319971550493,661.8578000537846,238.74361809075367,23
101,0,56.43564356435643,90.0,21.512133359653227,1309.9993738603719,822.6400682581976,304.81428851277366,23
121,0,53.71900826446281,79.16666666666666,21.338277601425116,1555.7174041807207,979.1572498096907,364.9323244909208,23
161,0,52.79503105590062,87.5,21.37432598930023,2069.0608474309583,1304.944286537624,477.84456000280375,23
201,0,45.27363184079602,87.5,19.990353217916937,2488.9543316654785,1570.8143124468033,572.1671019037638,23
41,1,80.48780487804879,87.5,24.603163248819094,538.9220782024793,330.4353179253967,114.21799897488083,23
61,1,75.40983606557377,91.66666666666666,23.86586655388846,803.6560631874372,508.67770376402495,188.17021309762055,23
81,1,72.8395061728395,81.25,23.438958256868567,1059.7292032648788,664.4042780438915,241.42526729896917,23
101,1,65.34653465346535,95.0,22.47367470559235,1299.3569303747972,808.636093102868,289.5107165079885,23
121,1,58.67768595041323,95.83333333333334,21.69837063788033,1554.7032760098984,969.1079606163928,349.31896619468574,23
161,1,40.37267080745342,84.375,19.632632162520068,2011.0546058183172,1259.411268996208,454.3750110957162,23
201,1,47.76119402985074,87.5,20.393230052522803,2548.4134050551434,1605.3324600160718,585.6463774193336,23
41,2,87.8048780487805,100.0,25.597379649512273,564.6563222033577,355.6237024494615,129.86394627393395,23
61,2,62.295081967213115,83.33333333333334,22.417911699246794,804.3855650552777,501.51508985846897,179.07272958080682,23
81,2,58.0246913580247,87.5,22.925770958743747,1077.2397272232251,679.5678075289909,246.48229360610767,23
101,2,56.43564356435643,90.0,22.26333329355626,1320.3018946192706,831.7402013016291,306.7695545563133,23
121,2,61.15702479338842,91.66666666666666,21.781428253217957,1541.80295680416,967.4433195293346,355.47718439129807,23
161,2,45.962732919254655,90.625,19.915578213708603,2001.2450764943364,1263.8155357136307,460.8034452849581,23
201,2,44.776119402985074,90.0,20.061314237143666,2492.249488813141,1572.561323032855,573.3981192371434,23
41,3,80.48780487804879,100.0,23.918099543264905,550.473265150612,345.1799734782114,124.02719027534991,23
61,3,67.21311475409836,100.0,23.977221120587057,836.310075255489,524.0558531135455,189.01701038816975,23
81,3,50.617283950617285,75.0,21.437546895733227,1034.1007138573243,649.2275007019218,235.62148052313165,23
101,3,52.475247524752476,70.0,21.60520459495901,1304.6923555446558,818.3164524847169,296.71908602987327,23
121,3,49.586776859504134,83.33333333333334,20.3078229483917,1534.538723390234,966.4973072728677,354.8362269332183,23
161,3,42.857142857142854,90.625,19.948059443724354,1988.2423648460108,1245.0662573586542,446.0779717872931,23
201,3,38.80597014925373,77.5,19.57398812774717,2451.3833523835256,1544.2853296522503,568.3207085461829,23
41,4,75.60975609756098,87.5,24.17814422123791,542.5432950649118,344.5434833350024,127.56125743078248,23
61,4,57.377049180327866,100.0,21.901902532665474,781.4888398870735,486.76394436183745,174.906108177316,23
81,4,58.0246913580247,87.5,21.869909839952108,1060.8222142656255,668.2569017939538,249.08656886696073,23
101,4,52.475247524752476,85.0,21.734802541351456,1320.352890025635,824.8323349491985,296.78061531553413,23
121,4,48.760330578512395,79.16666666666666,21.422617926709005,1563.5688297130878,985.1300198774657,361.7584614709335,23
161,4,46.58385093167702,87.5,20.891570444569815,2041.408601848404,1288.5521960686774,473.08411698045416,23
201,4,45.77114427860697,87.5,20.263564491347033,2510.6768778975443,1579.285367279741,568.3208269409611,23
41,5,70.73170731707317,100.0,24.38153915810357,568.6604594551231,357.54718306520147,131.6138723605127,23
61,5,68.85245901639344,100.0,23.69180052970231,821.635052181819,513.8562147869883,184.16117305963624,23
81,5,53.086419753086425,81.25,22.149754363876962,1075.7650598598857,677.1097541277686,244.97226183478426,23
101,5,66.33663366336634,95.0,22.42956281565673,1310.4916997251419,830.9872315656629,312.51758203190013,23
121,5,47.93388429752066,87.5,21.191378573155095,1541.1979504588717,964.8978759569001,347.5050451278457,23
161,5,46.58385093167702,84.375,20.181495260339705,2032.2305266214341,1286.126633328575,470.674159463462,23
201,5,38.80597014925373,87.5,19.77290894982192,2494.868995391861,1569.2727459001749,566.146707427037,23
41,6,78.04878048780488,100.0,23.866978265479283,541.5996139953552,341.1332313634132,118.11446772182529,23
61,6,65.57377049180327,91.66666666666666,23.16501200659146,816.9671967631082,515.1307312037146,189.67465103200945,23
81,6,64.19753086419753,75.0,22.826034171236085,1061.5221797570948,661.7796359929646,239.73491106263828,23
101,6,52.475247524752476,80.0,21.645526190983603,1310.7468252740375,821.3221204156922,297.8424356900128,23
121,6,57.02479338842975,83.33333333333334,21.809295978883142,1570.012250893276,986.871150999729,363.97422382559023,23
161,6,44.099378881987576,84.375,20.410994084376814,2000.1496734027774,1254.739860429193,458.61290925978074,23
