n,rep,"одиночек, %","длинных с одиночкой, %",средняя длина,S(q=0.5),S(q=0.7),S(q=0.9),текст
61,1,59.01639344262295,100.0,25.32971281897761,880.3838230480051,541.3678973297049,188.28406527371473,28
81,1,53.086419753086425,87.5,23.68264072868892,1155.763158853288,714.8072050260814,256.09203338420576,28
101,1,56.43564356435643,100.0,23.880373992881342,1439.982318401077,901.5292596414896,318.352320337969,28
121,1,57.85123966942148,95.83333333333334,23.359582310821306,1727.525724736251,1081.025204206872,383.94216828077504,28
161,1,42.2360248447205,90.625,21.10806746897102,2211.9834066784892,1388.5055717706657,492.20594053200716,28
201,1,42.78606965174129,82.5,20.741288347368826,2710.5119754762127,1699.5306189188636,600.4911715630486,28
41,2,90.2439024390244,100.0,27.939064794376076,613.3899564437427,381.7454369792039,132.73708302906994,28
61,2,52.459016393442624,83.33333333333334,24.374089997057435,903.4814376368723,563.6198919110773,201.39183654063828,28
81,2,56.79012345679012,93.75,22.666274003391173,1160.4204925508325,722.5767536137412,258.31136382392606,28
101,2,46.53465346534654,90.0,21.853871089365818,1426.8320629363961,899.2261546401542,320.8894791734264,28
121,2,52.066115702479344,91.66666666666666,22.721321916261335,1709.761290909464,1081.034309072581,386.6571850814498,28
161,2,50.31055900621118,93.75,21.64763748056325,2201.676237254736,1382.3841450602265,493.34397271528496,28
201,2,36.81592039800995,87.5,20.111138914032104,2645.7330580716125,1670.3457119782915,592.8501314644512,28
41,3,73.17073170731707,100.0,26.774021511264046,624.2098388871013,393.53175045578456,141.9386970622918,28
61,3,67.21311475409836,91.66666666666666,25.654108998886386,895.9706637873778,552.0771474882604,192.93311385294137,28
81,3,60.49382716049383,87.5,23.60047609730441,1168.3426010924493,731.4323141701725,259.92695633015387,28
101,3,50.495049504950494,90.0,22.010090449549207,1415.3456052752656,892.2031132738585,321.78222276744043,28
121,3,55.371900826446286,95.83333333333334,22.491988697792845,1694.5482651324783,1066.3398243774473,383.9251850065145,28
161,3,50.31055900621118,87.5,22.23888749169273,2193.985728122705,1378.1750641910046,494.9768564051391,28
201,3,37.81094527363184,90.0,20.08242407097828,2652.00146888681,1678.6185077347072,597.3187879017347,28
41,4,65.85365853658537,87.5,25.5138389637445,594.4464816677903,366.56793716252537,129.87552725447523,28
61,4,70.49180327868852,100.0,25.55758482493086,905.6525818859117,564.3515003102547,197.6502904782429,28
81,4,64.19753086419753,93.75,24.930820332486963,1168.2614936034038,733.5940741880763,259.16188811532123,28
101,4,49.504950495049506,90.0,23.216732875842787,1440.16570926039,902.0378111798271,325.6053161887875,28
121,4,49.586776859504134,95.83333333333334,21.5777699288956,1708.3768991660343,1075.6843958202157,381.9852393885393,28
161,4,37.267080745341616,93.75,19.23796973774346,2162.9449257492442,1383.1190668779286,506.6101639079205,28
201,4,35.82089552238806,80.0,19.626033663321316,2644.2677967474124,1670.3206823183937,596.1793908408771,28
41,5,63.41463414634146,100.0,25.076385886594345,615.2453449294496,382.43920745568096,133.72846031816118,28
61,5,65.57377049180327,100.0,25.58682891987251,901.9639470250611,563.1622611945411,200.2823029071083,28
81,5,48.148148148148145,87.5,22.114265785059537,1157.979738978542,723.5393358120942,257.0540122076608,28
101,5,52.475247524752476,85.0,22.32885944745932,1419.2866211500882,886.7554692005025,314.33528221443,28
121,5,45.45454545454545,83.33333333333334,21.460700852572366,1684.8817573214815,1058.545274642277,372.1823154949045,28
161,5,45.3416149068323,87.5,21.226842675517123,2185.756139694607,1368.322372143326,484.2574834001653,28
201,5,39.800995024875625,77.5,20.512467364669163,2701.4461834309036,1698.8781044760235,606.4531903410361,28
41,6,60.97560975609756,100.0,25.39322838237808,628.6480915909755,394.87633716445447,139.71405776930823,28
61,6,62.295081967213115,100.0,25.29025934799703,900.086815136182,564.6904943362671,197.19252028844383,28
81,6,58.0246913580247,93.75,24.606915977757673,1191.0491084463952,744.2530401225947,263.46586779238186,28
101,6,55.44554455445545,85.0,23.141059533781522,1433.4230463056629,889.1006907238786,313.1106151413823,28
121,6,52.066115702479344,87.5,22.47575069399149,1699.8003391350294,1057.7394473648399,375.0888583073878,28
161,6,47.20496894409938,93.75,20.431604793547724,2162.765256709027,1367.6286395745235,495.58178811743755,28
201,6,39.800995024875625,90.0,19.592656611218466,2696.411247947095,1703.1589184513775,612.8091753131741,28
41,7,80.48780487804879,100.0,26.423925512939473,599.3507456278573,375.05632401397133,132.58302934285027,28
61,7,65.57377049180327,100.0,24.637892919754115,899.9869585531065,564.6568463014794,200.75577464588773,28
81,7,66.66666666666666,93.75,23.549851988200672,1175.1958337661172,732.4474036958441,262.25669165848296,28
101,7,55.44554455445545,95.0,22.946944150393392,1435.0334294711429,896.1907043411239,317.9365511419527,28
121,7,52.892561983471076,95.83333333333334,22.256266474627626,1688.370340066452,1053.177741880917,376.8781481610872,28
161,7,44.72049689440994,90.625,21.05797358344849,2223.3170411904607,1390.8835451467507,488.66636583407717,28
201,7,38.80597014925373,90.0,20.53093760775701,2715.80041075357,1708.17843216146,609.9178367858817,28
41,0,78.04878048780488,100.0,25.76593137110215,587.6446566513164,368.3338787439278,134.0860723056345,29
61,0,78.68852459016394,91.66666666666666,25.28714112151115,849.8764901662443,530.5657199369789,191.51704257651195,29
81,0,61.72839506172839,100.0,23.351582144546093,1090.972674796547,683.9923605124704,240.92490483095142,29
101,0,50.495049504950494,90.0,23.12818139645716,1356.2528540202472,848.2982310192039,300.5152056140063,29
121,0,52.892561983471076,75.0,21.901904039735918,1604.562520268843,1008.1145703228729,361.9867492845453,29
161,0,55.90062111801242,87.5,21.59833372050764,2066.8648531207864,1301.5110227392051,467.53665473692587,29
201,0,57.2139303482587,87.5,21.652484966082792,2607.85458979812,1623.9182718273269,579.078234161993,29
41,1,70.73170731707317,100.0,25.302965132120587,569.0620288050161,356.4005871348619,128.17506913802012,29
61,1,65.57377049180327,100.0,24.235826815537894,837.8520425275921,521.5225177510584,186.81072651456702,29
81,1,70.37037037037037,100.0,24.22885548930367,1103.259114669977,690.3873975816174,247.7581724619712,29
101,1,61.386138613861384,85.0,22.64114106845002,1372.4366729706137,855.3137977202464,305.2005974573754,29
121,1,61.15702479338842,79.16666666666666,22.739434124630403,1596.8724750919132,993.0077044799323,347.54016103519245,29
161,1,60.24844720496895,90.625,21.892097926195344,2104.5431975709707,1308.6986158002844,462.149039117652,29
201,1,44.776119402985074,90.0,20.401863397846633,2558.4753418920427,1597.7155321012015,566.3730069664724,29
41,2,70.73170731707317,75.0,24.693886324828025,588.9330100685359,364.0944133457382,126.86925271672138,29
61,2,62.295081967213115,91.66666666666666,24.212413964944673,842.6164423520221,526.6760343491554,182.24606521450607,29
81,2,74.07407407407408,100.0,23.417689883878687,1080.7384105312522,675.6418455494702,236.7492088113885,29
101,2,62.37623762376238,85.0,22.63557971540183,1361.8344567699369,851.0894497232567,301.04810328282326,29
121,2,57.02479338842975,95.83333333333334,22.14515673565614,1610.568244070913,1010.1069781897867,356.6931499591196,29
161,2,52.79503105590062,87.5,21.43277249144691,2103.1382657397567,1323.2980356781522,465.7081589898961,29
201,2,54.72636815920397,82.5,20.896108226646994,2565.6165220172197,1602.209670958456,569.4906187724287,29
41,3,68.29268292682927,75.0,24.044940591714283,563.1733156033323,350.99634406273026,125.95967503795164,29
61,3,63.934426229508205,83.33333333333334,23.717310010309532,827.3881281790351,517.6040878089908,187.78012687323354,29
81,3,70.37037037037037,100.0,23.838347744479684,1081.3906753347221,670.5816520391613,236.44626829871993,29
101,3,63.366336633663366,85.0,22.90267507712807,1370.5668965333523,855.768676765371,301.84483827077895,29
121,3,54.54545454545454,79.16666666666666,22.274086531189386,1599.6841361692552,996.9019088144062,352.87780785567105,29
161,3,55.27950310559007,84.375,21.917729689647974,2132.7387665418437,1326.7925596423997,467.98626293114967,29
201,3,50.24875621890548,87.5,20.542632421952206,2567.851499487685,1602.4156881253193,569.214067680135,29
41,4,95.1219512195122,100.0,26.80577920783918,584.8852763818309,367.06547281045715,134.62843260157666,29
61,4,68.85245901639344,75.0,25.124649050962834,850.2937541093262,532.6935693835759,192.59775254860477,29
81,4,62.96296296296296,81.25,22.9904284862338,1106.928994318502,691.1391198051854,240.28505776789356,29
101,4,53.46534653465347,90.0,22.198154182003744,1331.33991223067,833.1400934192474,294.7667315961955,29
121,4,60.33057851239669,87.5,21.801562308263936,1606.7802546384519,1008.6694366051763,358.6825230724867,29
161,4,54.037267080745345,93.75,21.1238382472689,2098.5287814574403,1316.0446961711386,465.57830515439656,29
201,4,50.24875621890548,82.5,21.106606356069037,2575.8332558124625,1606.711617561013,569.4644465578043,29
41,5,78.04878048780488,87.5,25.876319700985402,590.567195614284,371.6319540806901,132.45939662638904,29
61,5,83.60655737704919,100.0,25.3343739856469,838.5180637504997,517.9049738039513,181.12317220152136,29
81,5,59.25925925925925,81.25,23.615843384224753,1113.2086480589032,696.8765521201913,245.35465674529433,29
101,5,63.366336633663366,90.0,23.35437516936167,1342.7651507236333,827.8715539061832,291.70637702016995,29
121,5,53.71900826446281,91.66666666666666,21.509890840827758,1585.4082155838405,993.1086073872723,352.9892130965322,29
161,5,60.86956521739131,81.25,21.696607962006702,2113.872910502913,1323.2976158734473,471.4293930028708,29
201,5,50.24875621890548,95.0,20.56019210056101,2582.3646821355906,1622.0141572496295,577.0953681183988,29
41,6,78.04878048780488,87.5,25.30868514468235,574.7709501104458,359.07903907849203,130.82953508541863,29
61,6,75.40983606557377,100.0,24.592100623668333,841.0346802972431,525.806357922055,188.09073172774,29
81,6,66.66666666666666,93.75,23.205368270867016,1078.2235381724022,671.8977090546753,238.51440526292814,29
101,6,53.46534653465347,90.0,21.75006077650773,1318.4315580633686,831.7758226833977,300.07310110111916,29
121,6,57.85123966942148,100.0,21.899240907665362,1618.9461780601164,1011.6924856981947,363.33102348256926,29
161,6,50.931677018633536,87.5,21.185392603126406,2101.142156384245,1312.9625507603039,464.7662323586408,29
201,6,49.75124378109453,97.5,20.717960456833143,2584.0910666895807,1615.9886277043913,573.989414834336,29
41,7,58.536585365853654,75.0,23.50232954954078,568.2648837280991,354.82556389446603,127.52637751591999,29
61,7,67.21311475409836,91.66666666666666,23.24098363300596,831.8470716891698,519.664747931103,184.9430036833961,29
81,7,67.90123456790124,81.25,23.0176259473573,1105.2431467562365,692.6808798568135,244.09245627061415,29
101,7,59.4059405940594,85.0,22.628748484239953,1353.5964230156887,851.517205340801,304.5082547246642,29
121,7,61.15702479338842,87.5,22.176309162568845,1603.8267733911198,1002.9186407392307,352.9234769486909,29
161,7,57.14285714285714,84.375,20.962771639956323,2076.7869453657763,1308.0386809095735,467.1509097032871,29
201,7,52.736318407960205,92.5,20.6572980552222,2556.1957288154335,1600.2248273590328,563.9471444257318,29
41,0,68.29268292682927,75.0,26.680468685498987,615.7471344900325,385.10363629982385,136.93489461110013,30
61,0,67.21311475409836,91.66666666666666,26.018784467519758,895.0006999855041,553.0420153601436,195.02777168636567,30
81,0,59.25925925925925,87.5,24.000497739954902,1159.3125031754942,728.0680688363683,260.2697902501262,30
101,0,60.396039603960396,95.0,24.77386196906305,1452.7305148835703,909.7618863984727,330.6471314855743,30
121,0,51.2396694214876,87.5,23.328756852872576,1688.026301030417,1051.8514571580881,375.3668621559817,30
161,0,42.857142857142854,62.5,21.31244295964946,2146.384083599558,1352.4691731820344,489.6316649800605,30
201,0,48.756218905472636,80.0,21.44426348405633,2694.7566577461052,1676.3648557663666,601.0166966033764,30
41,1,53.65853658536586,62.5,26.282623416845514,618.2347458189536,387.0266836803627,136.81967480943743,30
61,1,59.01639344262295,91.66666666666666,24.996637239055644,906.4350640982879,563.650582486708,201.00380769760517,30
81,1,59.25925925925925,81.25,23.886093306400426,1152.1483333164063,721.6723906797669,258.23246991074313,30
101,1,59.4059405940594,65.0,24.287282565931,1438.9971054418531,899.8205923497934,323.7613361907021,30
121,1,51.2396694214876,91.66666666666666,22.08561400634657,1648.5875419868426,1028.3939260194109,366.4210981185431,30
161,1,42.2360248447205,78.125,20.72993092795499,2209.5297905022526,1389.23052907435,504.378825415037,30
201,1,42.78606965174129,80.0,20.924340493736903,2659.0045196307087,1668.5249003065164,601.5977725845879,30
41,2,78.04878048780488,100.0,26.513976027160084,626.5089596643159,389.5218577843904,137.25962565866942,30
61,2,67.21311475409836,83.33333333333334,25.33091535344557,882.2807492397367,551.6321801141332,193.05822812928685,30
81,2,62.96296296296296,93.75,24.95304802911852,1164.792053322669,727.5645763673613,261.4959632664175,30
101,2,57.42574257425742,95.0,22.926527941322703,1420.7141020617837,883.2942317233571,318.5992316386474,30
121,2,58.67768595041323,91.66666666666666,23.817468386042233,1719.4939506175629,1072.742769292538,382.3757667972758,30
161,2,44.72049689440994,87.5,21.695286452956452,2226.3678710461886,1399.5927571931074,500.685103902808,30
201,2,42.28855721393035,70.0,21.02380203366957,2673.162631867483,1679.5084744889348,612.8815504099332,30
41,3,75.60975609756098,87.5,26.46929421985352,599.7208244482225,376.56041201912535,136.89714308942223,30
61,3,55.73770491803278,91.66666666666666,25.17073059185865,890.172683266341,550.46919395029,189.75129778022145,30
81,3,61.72839506172839,100.0,24.861141778937593,1179.2804570053781,737.2604196578502,261.311960228418,30
101,3,56.43564356435643,85.0,23.40345982931001,1445.6649751381021,901.7631256487747,320.2658269668753,30
121,3,45.45454545454545,83.33333333333334,22.210081146404157,1689.073441043496,1052.0627473025784,372.79983370987003,30
161,3,47.82608695652174,93.75,21.576384864167046,2162.9877793821715,1357.071872125699,486.68638200140674,30
201,3,39.30348258706468,80.0,20.140830871867944,2682.103821787637,1688.5442538170732,613.9056193431334,30
41,4,75.60975609756098,100.0,27.004886386629316,609.4393769362073,376.0552939417514,130.42943630651706,30
61,4,70.49180327868852,100.0,24.959936554974583,922.6709543402194,579.7220084615064,206.86697281503245,30
81,4,59.25925925925925,81.25,24.384108326023274,1166.6696083327138,726.2743263366746,256.3648235502683,30
101,4,56.43564356435643,95.0,23.890207080974765,1418.8578331416559,889.3594499050923,313.9701497191957,30
121,4,50.413223140495866,83.33333333333334,22.385191023248968,1647.5170204078856,1030.6484141877872,365.2609154922661,30
161,4,39.130434782608695,84.375,20.637031527251743,2152.5386546283594,1350.118534087202,481.22728563095035,30
201,4,47.76119402985074,77.5,21.23266799309113,2730.377259981934,1723.2366629785417,616.3373580175116,30
41,5,63.41463414634146,87.5,25.07522037484032,601.0997610425472,376.2565670356924,137.94007522963676,30
61,5,60.65573770491803,91.66666666666666,25.95335772166901,892.9116573363672,559.3491775692953,205.17713334503154,30
81,5,66.66666666666666,100.0,25.05032296735553,1161.8285902363978,725.8255835979847,263.35462082025145,30
101,5,60.396039603960396,70.0,23.66764333746159,1399.4226361417043,870.7263338811456,311.10461393430296,30
121,5,47.93388429752066,87.5,23.239727806112622,1690.7123555931744,1057.1921005695606,377.39224529969715,30
161,5,42.2360248447205,78.125,21.40319977529112,2147.5148295594267,1343.3612576718647,474.46594390305813,30
201,5,41.29353233830846,75.0,21.126792519046745,2660.8021721962477,1668.054470448221,599.4565479144634,30
41,6,68.29268292682927,87.5,26.217468650484705,600.412092624329,378.3536673841122,137.6593596994353,30
61,6,68.85245901639344,100.0,25.782605161267238,902.8640927071676,561.9629125745305,204.9680698113177,30
81,6,49.382716049382715,68.75,24.043658541569734,1161.202008523721,723.8303475321782,254.4821368432783,30
101,6,45.54455445544555,75.0,22.176431204704787,1386.175392637509,869.7421815215923,309.15141012350284,30
121,6,51.2396694214876,79.16666666666666,22.545022766568852,1685.7560052027634,1047.545432090428,368.2388964175683,30
161,6,55.90062111801242,81.25,22.329427234051614,2170.224164245098,1358.4125620244872,485.50870227623534,30
201,6,50.24875621890548,82.5,21.170069313212853,2658.788058058773,1658.868715416062,592.3757125379509,30
41,7,73.17073170731707,75.0,26.41038769812429,602.070459405107,374.5041734206609,131.78600934667946,30
61,7,63.934426229508205,83.33333333333334,24.835309093801968,889.5399591188826,554.1278987190798,196.53915897404713,30
81,7,58.0246913580247,87.5,23.796151394277924,1166.854802243267,727.5469876995458,259.1391964185165,30
101,7,55.44554455445545,95.0,23.65127304717485,1402.28516436149,876.1376068097179,315.57556806576565,30
121,7,46.28099173553719,83.33333333333334,22.62352254666993,1717.5888326233048,1068.5930949439953,379.39461768537774,30
161,7,44.72049689440994,87.5,22.21845980282228,2210.363471766662,1379.3806186601391,489.68261624752176,30
201,7,41.7910447761194,72.5,20.476289532612558,2664.4513768189854,1668.2509991306256,592.6059192967416,30
41,0,82.92682926829268,100.0,25.002240597748283,543.0926059839298,337.0833515709068,123.47286717481555,31
61,0,72.1311475409836,91.66666666666666,24.31412808312337,815.0494292303282,506.2389028360967,180.1459444746367,31
81,0,67.90123456790124,87.5,22.824639315948367,1046.7065824863228,653.7863037392001,234.62399732334353,31
101,0,66.33663366336634,100.0,22.221879913290174,1305.5818376302907,817.3387591953449,294.7898547431362,31
121,0,66.94214876033058,87.5,21.90689861591988,1562.354853840363,969.5995637103987,345.9619814955058,31
161,0,56.52173913043478,87.5,21.221850686402405,2024.842849664204,1262.278587436045,447.51392544751354,31
201,0,48.756218905472636,97.5,19.858072728801414,2478.66497319003,1551.6460128498381,548.2150172743357,31
41,1,78.04878048780488,100.0,24.621171054812624,552.0140319146321,345.414297563469,125.71629532083941,31
61,1,73.77049180327869,83.33333333333334,24.121594046771,811.9483389505846,509.479721207663,186.46445184602942,31
81,1,70.37037037037037,93.75,23.56742044328094,1067.0620142353528,662.1813272748519,232.51137959917384,31
101,1,62.37623762376238,95.0,21.97351539249262,1292.0008687697375,803.2406430805007,285.7310977868138,31
121,1,57.85123966942148,100.0,21.72633998726025,1541.4920038787768,958.5840731140562,345.05729661574776,31
161,1,55.27950310559007,93.75,21.163391773015455,2038.7826306933343,1268.1793722961502,454.68278907963634,31
201,1,51.741293532338304,97.5,20.28566385203266,2458.548583065411,1530.0819658006903,543.4297459147351,31
41,2,68.29268292682927,100.0,23.84423677805546,534.9904875434045,334.547314451314,121.62473330041763,31
61,2,70.49180327868852,83.33333333333334,22.321478502882677,816.7635752356305,509.1493707789527,180.96904897986644,31
81,2,64.19753086419753,93.75,23.03900857767666,1080.8951833942465,677.1069615262213,242.91779079977542,31
101,2,61.386138613861384,90.0,22.19546673169054,1304.5138497235218,815.3988567749537,294.54005949832504,31
121,2,57.85123966942148,95.83333333333334,21.814741221848575,1551.108825620498,963.7669535763516,346.40527577338895,31
161,2,55.90062111801242,93.75,21.135367071126787,2002.6717961541299,1243.4398223922458,442.9478004482577,31
201,2,51.741293532338304,95.0,20.45201724199735,2486.144614412298,1547.4546538272418,547.9742891304667,31
41,3,65.85365853658537,100.0,24.770109490136015,557.5363796563825,348.50598619792106,126.89177843530605,31
61,3,60.65573770491803,91.66666666666666,23.19320782529781,809.133429090438,505.9285193396327,186.2765975896622,31
81,3,70.37037037037037,93.75,23.43929134825717,1061.3175843094182,662.6834548498435,239.95432002859604,31
101,3,56.43564356435643,95.0,22.3217297927452,1329.3789925816134,825.755886658953,297.1890302478555,31
121,3,49.586776859504134,87.5,21.384207750040886,1533.2351316685,952.3358948740234,339.7199739488882,31
161,3,45.3416149068323,84.375,19.932960659250746,2002.8415382905807,1243.121449343512,440.58161905302944,31
201,3,48.258706467661696,87.5,19.98381241969516,2465.007782831293,1539.4823730640337,550.5062427521893,31
41,4,87.8048780487805,100.0,25.638037145716815,569.6544664364893,354.86507659688004,126.40467928770522,31
61,4,67.21311475409836,91.66666666666666,23.217121151169497,809.2073472418394,508.47120212747535,184.52931605343713,31
81,4,64.19753086419753,81.25,23.204876263958347,1076.7042916283742,669.4574794616783,239.81589789581255,31
101,4,59.4059405940594,95.0,22.43709749468063,1309.0114746112063,813.8534313254787,293.74670845484246,31
121,4,60.33057851239669,95.83333333333334,21.89187600560023,1559.9523053844603,971.0755729554319,344.70042612652963,31
161,4,52.17391304347826,100.0,20.803702767889813,2011.207283673826,1251.986382560283,445.1091972485531,31
201,4,49.25373134328358,92.5,20.1101117621829,2456.6494159438116,1529.1034837281707,549.7554420472757,31
41,5,75.60975609756098,87.5,25.249271114518145,560.6685890492756,350.9523509396555,127.32115201517874,31
61,5,70.49180327868852,100.0,23.478254164312613,804.8995084714903,497.09794492271334,178.58774993615845,31
81,5,70.37037037037037,93.75,23.433516347230228,1064.0607726204676,660.8885068290285,234.42387098777678,31
101,5,58.415841584158414,95.0,21.091386442778187,1299.2054106037683,811.035349085867,290.2511210058645,31
121,5,52.892561983471076,87.5,21.34382902938625,1513.7058008161641,939.9676458544133,334.37934363182103,31
161,5,56.52173913043478,96.875,21.07823038390812,2029.5528451550927,1254.6642460685712,443.0333494690817,31
201,5,48.258706467661696,95.0,20.022810722419525,2471.093547674722,1543.1411818213903,547.4156600454615,31
41,6,73.17073170731707,100.0,24.36650958877815,558.5532117249863,347.4841339318723,125.93432862909573,31
61,6,78.68852459016394,100.0,24.758187865209663,832.7333573241306,519.0819296185473,185.65423428015467,31
81,6,62.96296296296296,81.25,22.194700431979406,1066.6817788822905,659.9557898353683,238.1427669715789,31
101,6,62.37623762376238,95.0,23.090253319429976,1348.1177498984914,836.9736609140167,295.6294257654907,31
121,6,62.8099173553719,95.83333333333334,21.271027666486795,1531.8608516375464,953.0419279443365,342.17840102254206,31
161,6,59.62732919254658,93.75,20.912708039194765,2016.8140378143603,1256.0406531793146,450.92112597419947,31
201,6,51.741293532338304,97.5,20.286694477998786,2486.5486417637794,1545.0270382514075,548.31703317029,31
41,7,78.04878048780488,100.0,24.453070411711202,542.358798960252,336.1665007657572,120.7039291823003,31
61,7,78.68852459016394,100.0,24.58695094467735,826.9743573083248,513.0186562869792,184.13960785823056,31
81,7,64.19753086419753,87.5,22.08912759345584,1048.5579857248931,656.1501456183971,235.46031844449743,31
101,7,58.415841584158414,85.0,21.936899906930197,1291.2223411397824,802.4019516026686,284.92005173751664,31
121,7,55.371900826446286,95.83333333333334,21.663097292384627,1550.0580895726882,964.2430605580745,343.94225996567695,31
161,7,50.31055900621118,93.75,20.824942395949073,2027.8209026343425,1264.5269436152269,450.69137944725827,31
201,7,49.75124378109453,92.5,20.385047779765156,2482.6205120635514,1541.022494827294,549.6171885377707,31
41,0,65.85365853658537,75.0,25.664281718577076,590.6392926303664,367.1551371564553,130.63727632245184,32
61,0,75.40983606557377,100.0,26.297435509900183,882.6089133859703,546.5047785825698,192.9860273400668,32
81,0,51.85185185185185,62.5,23.86148552749679,1142.6788203638703,714.0396089999598,252.7780039752658,32
101,0,58.415841584158414,85.0,23.104338391738132,1401.885019895321,872.261986956213,311.25422803326535,32
121,0,45.45454545454545,70.83333333333334,21.70562401793892,1635.9514602384065,1019.3824555748835,363.911405002286,32
161,0,48.4472049689441,81.25,21.53413033174266,2122.7901703607567,1328.5687564316509,477.8565971847885,32
201,0,42.28855721393035,87.5,20.59486291169368,2611.264529128141,1627.4689889024762,578.4002925587367,32
41,1,48.78048780487805,100.0,25.199252305362478,604.938001545147,375.5084300299295,135.9480606100118,32
61,1,57.377049180327866,91.66666666666666,25.15531033213991,884.1041550996174,546.7020903685785,193.57815508557192,32
81,1,56.79012345679012,87.5,24.191077205729293,1162.6779007055338,728.0556681451278,258.07502467819,32
101,1,52.475247524752476,80.0,22.913423616361005,1407.6288773360943,871.7884774988994,310.3994782258978,32
121,1,44.62809917355372,75.0,22.197308508800763,1674.010350474598,1046.932256717097,366.96594198809015,32
161,1,43.47826086956522,90.625,21.149729078460595,2157.392043291148,1349.1000193629657,478.15591169349113,32
201,1,35.32338308457712,80.0,19.982806313609462,2619.3763207143556,1654.7305683817865,593.1277175083328,32
41,2,80.48780487804879,100.0,28.04585055377253,616.5030406277041,380.88534694382497,133.97603105806238,32
61,2,72.1311475409836,91.66666666666666,26.61984382457539,903.6468481543635,564.004770218112,197.54156130398528,32
81,2,56.79012345679012,100.0,23.900523020496536,1137.1078901769192,705.0348066568483,251.0398469728353,32
101,2,46.53465346534654,80.0,23.37857088432312,1416.1203987062668,881.7519793158002,312.6683413061075,32
121,2,47.107438016528924,91.66666666666666,21.567805466617095,1640.9021117890416,1036.877438522627,376.0145589493752,32
161,2,42.857142857142854,84.375,21.300544997210967,2135.774696923981,1337.3007146446735,483.7529673889811,32
201,2,43.78109452736319,72.5,20.83104652564443,2647.8635713626445,1656.9122253315547,589.4986771926956,32
41,3,70.73170731707317,100.0,25.840367310562378,596.4543187484242,377.83611651483085,136.25033563992596,32
61,3,50.81967213114754,83.33333333333334,22.98467582142537,846.1177111833987,532.6685769539282,195.8772219678601,32
81,3,58.0246913580247,81.25,24.00274582389332,1125.517646354028,700.5343481334739,248.66246329437337,32
101,3,47.524752475247524,85.0,23.033907923192555,1396.0287585636624,871.6743838611005,312.7056573136951,32
121,3,47.93388429752066,70.83333333333334,21.592150787766286,1628.2231548636569,1018.4889907201475,367.89943544391315,32
161,3,42.857142857142854,81.25,20.590778595965425,2137.7129018330625,1346.290708923897,488.23131018645086,32
201,3,45.27363184079602,90.0,20.435523567678466,2629.5130853835644,1648.24179967159,592.4137121985925,32
41,4,75.60975609756098,100.0,27.5433458821959,614.9931217744039,379.99959750706137,132.22412278680076,32
61,4,62.295081967213115,91.66666666666666,24.22657415790435,863.7172155052992,543.2837745653129,194.85530765234,32
81,4,40.74074074074074,68.75,22.803969310912073,1119.447626074978,697.8519843989311,251.64117759102143,32
101,4,50.495049504950494,85.0,22.059075708815186,1349.5554111021586,844.41738111219,296.9638483104267,32
121,4,38.84297520661157,83.33333333333334,21.47897693036597,1673.5954288368825,1055.0766552419473,384.40967333863273,32
161,4,42.2360248447205,68.75,21.130330275453087,2141.353754586694,1340.6744724704008,483.062398252216,32
201,4,45.27363184079602,90.0,20.60229003146073,2649.114342768643,1650.6912573611046,594.256416867004,32
41,5,65.85365853658537,100.0,26.353504754140353,607.0991220649582,381.38013384778026,138.10597205253652,32
61,5,55.73770491803278,91.66666666666666,24.715205703970863,876.9506378480348,539.220078114776,187.67982686160602,32
81,5,56.79012345679012,68.75,24.3913937069133,1159.8116371654517,726.8312021449794,259.2752276401292,32
101,5,45.54455445544555,75.0,22.315001647524454,1386.830931071976,869.6707518065882,307.77640022146693,32
121,5,42.14876033057851,66.66666666666666,21.388149972933494,1634.7869114362275,1035.057686647944,373.159428321439,32
161,5,44.099378881987576,84.375,20.815736379517183,2146.358259511264,1340.9949121341792,478.48979018969897,32
201,5,36.81592039800995,80.0,19.83572771123003,2597.6207479479376,1644.3874286975454,589.01546148422,32
41,6,63.41463414634146,87.5,25.944993459847343,599.1721163014306,370.1093738898518,128.3164110753973,32
61,6,57.377049180327866,91.66666666666666,23.44318336045701,878.1971898409689,554.7976682170655,198.78622650621676,32
81,6,50.617283950617285,93.75,22.98876124481551,1134.0225985250713,712.734909572762,260.15449979936363,32
101,6,38.613861386138616,60.0,22.375257117399336,1408.6676605727491,884.6616619820558,314.85320857747513,32
121,6,45.45454545454545,87.5,22.0906423469605,1649.1679209140761,1040.439565520689,377.25401337339486,32
161,6,37.267080745341616,78.125,20.11767159423467,2095.2354456541916,1327.8287724658799,478.64947615814896,32
201,6,38.308457711442784,82.5,19.83947213308807,2591.28745372866,1642.2731036776836,593.4286450418161,32
41,7,70.73170731707317,87.5,26.685305552130693,602.3028027082614,374.4167388841174,133.40161364052847,32
61,7,55.73770491803278,83.33333333333334,24.355114757274766,871.5136254311298,546.8525996905691,198.77221704006234,32
81,7,55.55555555555556,87.5,22.844438289494864,1134.8228580194123,707.0831811616229,249.97361082554104,32
101,7,56.43564356435643,75.0,23.160192073159422,1406.2217687624045,881.8466390986548,316.5823750209423,32
121,7,50.413223140495866,75.0,22.719601100318233,1650.848502446474,1036.4390785671924,373.7767494687609,32
161,7,36.64596273291926,71.875,20.705951766775854,2135.641075684105,1338.8700754234344,474.9397034076768,32
