текст,условие,граница (p80 всех рёбер),медиана всех рёбер,длинные p0,длинные p10,длинные p25,длинные p50,длинные p75,длинные p90,длинные p100,размах p100/p0,верх p100/p50,низ p50/p0,CV длинного конца,средняя длина длинных,"подставленных в выборке, %",подст.–подст.: доля,подст.–подст.: длина,подст.–подст.: CV,подст.–родной: доля,подст.–родной: длина,подст.–родной: CV,родной–родной: доля,родной–родной: длина,родной–родной: CV,оба одиночки: доля,оба одиночки: длина,оба одиночки: CV,один одиночка: доля,один одиночка: длина,один одиночка: CV,без одиночек: доля,без одиночек: длина,без одиночек: CV,CV без верхних 0,дисперсия без верхних 0,CV без верхних 1,дисперсия без верхних 1,CV без верхних 2,дисперсия без верхних 2,CV без верхних 3,дисперсия без верхних 3,CV без верхних 5,дисперсия без верхних 5,CV без верхних 10,дисперсия без верхних 10,хвост: длина,"хвост: подставленных концов, %","хвост: одиночек, %","хвост: стоков, %",хвост: разрыв норм,хвост: меньшая сторона,"длинные: стоков, %",длинные: разрыв норм,одиночки: межгрупповая доля дисперсии,одиночки: дисперсия всего,подст.: межгрупповая доля дисперсии,подст.: дисперсия всего
24,исходный,0.7642061630934988,0.6884308742048038,0.7654281461848113,0.7699850483203108,0.7882754938869474,0.8201007297975516,0.8710097368778035,0.9012619936486936,1.049454297652242,1.3710683398345442,1.2796651185901375,1.0714274538834894,0.07252099281468068,0.8338347431154809,0.0,0.0,,,0.0,,,100.0,0.8338347431154809,0.07252099281468068,45.0,0.829659110658331,0.0511564983795617,42.5,0.8417851920286352,0.0922246836901763,12.5,0.8218354936564941,0.052411085960534246,0.07252099281468069,0.003656684201976293,0.06069863702174387,0.0025277815010767645,0.05693812799442918,0.002207388652523991,0.05233830975455008,0.0018501989082246153,0.0478625665984991,0.001529295318222103,0.037778717741568275,0.0009273907467410776,0.9513139656209784,0.0,70.0,10.0,1.9889252185821533,1.0,1.25,1.298338770866394,0.014414152149895013,0.0036566842019762924,,
24,чужие хапаксы,0.7384524283495416,0.6618159770358107,0.7385120240178232,0.7480110485160085,0.7618551146317134,0.7795612927738065,0.8268828823345085,0.8704727783274235,1.119041776256067,1.5152654795896188,1.4354763206294316,1.0555837514095676,0.08800499538672736,0.8055607634811285,22.885572139303484,12.5,0.7870415480935431,0.033256082539026864,15.0,0.8048182746236434,0.038757430299530715,72.5,0.8089073500357091,0.09999278190270572,30.0,0.7965110500616938,0.039132323510545707,47.5,0.8098777532890467,0.07848556510324323,22.5,0.8085134028903256,0.13747804618818021,0.08800499538672736,0.0050258700905769435,0.06357045467735382,0.002570377071981583,0.054385117974421554,0.00186024002201315,0.04693347778726372,0.0013722793357791407,0.03965250954088415,0.0009669516302722118,0.03078748447593794,0.0005697539840652573,0.9550246942032695,0.0,40.0,10.0,2.045321226119995,1.0,1.25,0.9397632479667664,0.007040184408560306,0.005025870090576944,0.010161942110092508,0.005025870090576944
24,перемешивание,0.7666464959396625,0.6791326860637914,0.7670587630035329,0.7770648552230628,0.7920449254521718,0.8023519727061541,0.8337767195778156,0.8780854816660348,1.1301094746635376,1.4733023454923133,1.4084959133981196,1.0460110898993258,0.07443585860220488,0.8219387582552198,0.0,0.0,,,0.0,,,100.0,0.8219387582552198,0.07443585860220488,32.5,0.8025183630019674,0.02511865567199688,40.0,0.8098115509309145,0.04142332889125898,27.500000000000004,0.8625297087535078,0.11112756736018514,0.07443585860220488,0.003743202518214038,0.044995929841782495,0.0013416359699863695,0.038745933928087166,0.0009870983154901922,0.035058770014763325,0.000803485338936416,0.029269093915073745,0.0005545024277520355,0.022973522292175676,0.00033603250526532665,0.9437974112506978,0.0,10.0,10.0,2.316518783569336,3.0,1.25,0.9374353289604187,0.16950697334363368,0.0037432025182140348,,
25,исходный,0.7480939369320438,0.5595200647958696,0.7481385669458881,0.7506280067194427,0.7609060631485176,0.7870243629309401,0.8266008080862798,0.8640296403256406,0.95958603129321,1.2826314184155883,1.2192583565261395,1.0519767295833908,0.0659888802878724,0.8026849096556703,0.0,0.0,,,0.0,,,100.0,0.8026849096556703,0.0659888802878724,30.0,0.7890110493404103,0.07191633157728382,55.00000000000001,0.8083657114342386,0.051115478959308076,15.0,0.8092030237647729,0.09139581193453572,0.06598888028787242,0.002805638517947005,0.059129658160440246,0.0022301627936572024,0.05018804397055657,0.0015896785484924528,0.04499022015813935,0.0012675035365268042,0.03936050389856302,0.0009590987771024279,0.029142388361063778,0.0005135940436370252,0.9137947189240728,0.0,50.0,10.0,1.9820835590362549,4.0,1.25,1.331539511680603,0.028590475166424077,0.0028056385179470044,,
25,чужие хапаксы,0.7382062805795617,0.599785174883586,0.7400966345763055,0.7481606081656601,0.7624102623189353,0.7922127102118675,0.8376172557276129,0.8954294102881071,1.0045549016256428,1.3573293738874193,1.268036839950456,1.0704179335518769,0.0753144601656579,0.8085402974761051,19.900497512437813,7.5,0.7629992007466443,0.025426205876000686,20.0,0.8135839592379015,0.05316827922595528,72.5,0.8118600904448643,0.08102389890626661,35.0,0.7867408249425759,0.05542765713142249,30.0,0.796288242811209,0.05212406439431162,35.0,0.8408415311509739,0.08875374582515888,0.0753144601656579,0.003708173747328964,0.0657700264974089,0.002792821856829182,0.06200043586145283,0.0024620062899216276,0.05819382706420915,0.002151939169283944,0.05112980584212277,0.0016368550167854354,0.0363875851777596,0.0008034646135585477,0.9293525020475432,10.0,20.0,10.0,2.232320785522461,6.0,1.25,1.0337146520614624,0.15547793529072584,0.0037081737473289656,0.04547449000920871,0.0037081737473289647
25,перемешивание,0.7743167415721782,0.6419804242393663,0.7756921826751977,0.7781384948898115,0.7853001160962445,0.8061937173259297,0.8348079460076794,0.8714815925364284,1.0978457129151857,1.4153110440393364,1.3617641632790676,1.0393216991636278,0.06696455279059957,0.8189904359582405,0.0,0.0,,,0.0,,,100.0,0.8189904359582405,0.06696455279059957,37.5,0.8139370429729426,0.044622331698285576,40.0,0.8085696075631293,0.03160016941643704,22.5,0.8459386747472679,0.11243788366633699,0.06696455279059957,0.0030077906572360744,0.03972214757187441,0.0010399360985002568,0.038016789652100084,0.0009484675584051328,0.036186865554682444,0.0008556145369776145,0.03187945912453566,0.0006580632976942749,0.02084333905148675,0.0002756476262797367,0.9191675983085812,0.0,60.0,10.0,3.3278403282165527,1.0,1.25,1.3262946605682373,0.07194997501448544,0.0030077906572360744,,
26,исходный,0.7602149425065203,0.6274710773739822,0.760895577718706,0.7662167822072309,0.7788459023089026,0.8123751264992656,0.8666395198187291,0.955849331025069,0.9956604751680539,1.3085376026934115,1.225616642718509,1.0676565225085208,0.08004753740828836,0.8308466248409105,0.0,0.0,,,0.0,,,100.0,0.8308466248409105,0.08004753740828836,52.5,0.8265918514744455,0.08766051192648068,30.0,0.8276530689736199,0.06019764588014575,17.5,0.8490856121413755,0.08214270863974692,0.08004753740828838,0.004423211147792046,0.07479183041562368,0.003822265075719441,0.06950985146786487,0.0032688235744345825,0.0640685316124914,0.0027501566509860313,0.05032751457733061,0.0016631991506488827,0.03754685607708815,0.0008986846700766008,0.974401267938924,0.0,70.0,10.0,2.9186065196990967,1.0,1.25,1.2640374898910522,0.01600180910970394,0.004423211147792047,,
26,чужие хапаксы,0.7340358842825915,0.6330241592101373,0.7343869402399557,0.7391775270303356,0.7469492725272755,0.7754154333584046,0.8078969030928445,0.8578513606779781,1.044006768479688,1.421603124013298,1.3463837880527947,1.0558676780186793,0.07393876865308116,0.7897183693594007,24.875621890547265,17.5,0.7755847070831117,0.04980937714494312,22.5,0.7902087213999148,0.053942106432496015,60.0,0.7936568055081255,0.08444739758175131,37.5,0.7907430274182247,0.061608606146016126,27.500000000000004,0.7844667340174919,0.05394040791843541,35.0,0.7927468063507318,0.0957343620240094,0.07393876865308117,0.0034094859699461493,0.054116224906898505,0.0017963803524192285,0.050960189700929415,0.0015824519132199525,0.04752950929353797,0.0013673883393697777,0.04086923258911748,0.000998322598897711,0.029672001888928826,0.0005133321118145495,0.9060058968845727,10.0,60.0,10.0,2.9371941089630127,1.0,1.25,1.1770907640457153,0.0032814719430014224,0.0034094859699461493,0.012998715864081266,0.0034094859699461506
26,перемешивание,0.7514699434361038,0.6578883693701388,0.7515795724570267,0.7564984958211897,0.7629085628063349,0.7829795556151118,0.8181650398543467,0.8642864629164799,1.0991273331549671,1.46242310652717,1.4037752649767317,1.0417786543285548,0.07638946553294898,0.801096058760999,0.0,0.0,,,0.0,,,100.0,0.801096058760999,0.07638946553294898,42.5,0.7903517684312361,0.04458170622439212,35.0,0.7903197190326754,0.04763721437686038,22.5,0.8381540245168313,0.1212147829498226,0.07638946553294901,0.003744864713855053,0.04889273300978687,0.0015049857547259483,0.044846250595483014,0.0012575378226108147,0.04053558706644556,0.0010204766521399794,0.0338131668410779,0.0007019683917395323,0.02498489399358118,0.00037562485099599906,0.9238399628481682,0.0,30.0,10.0,2.5199553966522217,2.0,1.25,1.039758324623108,0.10646529176032794,0.0037448647138550533,,
27,исходный,0.7814288179697378,0.7055947987036114,0.7822627526309079,0.7882327542409377,0.7972730061344442,0.8277154487103472,0.8697493473425053,0.9305765760443129,0.9632372215434797,1.2313474191426321,1.1637299062670476,1.058104129241195,0.061293525036302254,0.8418408490109659,0.0,0.0,,,0.0,,,100.0,0.8418408490109659,0.061293525036302254,55.00000000000001,0.8369896761488747,0.05802909601930155,32.5,0.8555430441336391,0.06740227776268685,12.5,0.8275603022852163,0.04646862426535844,0.061293525036302254,0.0026624973740092123,0.05771435039716666,0.0023432036376674925,0.05458932117352428,0.0020819619984019807,0.05113853639428288,0.0018143236690950442,0.044106096014052444,0.0013314474000466908,0.03274954405302839,0.0007156095691509008,0.9436219369994931,0.0,80.0,10.0,2.736219882965088,4.0,1.25,1.1941730976104736,0.03735372095703098,0.0026624973740092136,,
