текст,зерно,исходный: крупный,исходный: мелкий,исходный: средний,маркер: крупный,маркер: мелкий,маркер: средний,маркер без маркера: крупный,маркер без маркера: мелкий,маркер без маркера: средний
15,0,19.006923902466525,3.1284684099103486,15.610380571421468,16.41051046647352,6.255563413694618,14.255200880708992,15.49194235544686,3.592280009857929,15.762904605232686
15,1,17.409503351974774,3.2369485654399406,15.714130524317937,15.852768259296372,6.111399569118842,13.758444719172171,15.47750834251561,3.786916111273586,15.706957734521747
15,2,18.151609733967376,3.2901127490843614,15.843395786126848,17.258228552075114,4.961974251377677,14.397119222816954,15.932876992705133,3.701149408855908,16.3044113847861
16,0,15.799942102241706,3.9898126502670586,15.838854319119472,18.438793682946553,5.513091906414717,13.945632527688991,18.359046899907575,4.052703275848556,16.762955929750376
16,1,16.09567286505857,4.034901466565426,16.52754458544203,18.345303623127325,6.451935190354307,14.520946568125359,17.226757755017978,4.4090442746463125,16.282333757116948
16,2,16.534707378433602,4.027307119350765,17.03637305629433,17.705266838139057,7.381059412631568,13.861061633035103,19.064469249186093,4.41394939134805,16.588720328427165
17,0,16.83611912135355,3.557778221425562,13.942499043109589,18.133013948245857,7.442660100593648,11.421123848644788,18.518298037411974,3.875227330935719,14.138958339779856
17,1,17.208548601326054,3.3980085606205077,13.812752115499046,17.517303458038693,7.782248824931493,11.62567680916158,17.394433922547755,4.415044810694203,14.150498319589753
17,2,17.962770915976517,3.422606212258354,14.311224855967131,18.55554360274398,6.854248179600403,11.662051882443944,17.37819943282578,3.8284696803143716,14.138562011575434
18,0,16.168774492720985,3.2958864131153787,13.446186695674095,15.522388208417937,6.174270313569198,10.318708852575288,16.850970499666808,3.7228200449936293,13.815732417030697
18,1,16.791252819429804,3.333476411951664,13.482283776759242,15.562156083511688,7.0291686009944,10.567032912267495,16.62295188370435,3.646465811679665,13.179490954714902
18,2,16.250583132639655,3.4420623711790475,13.080716133468195,15.57771037691519,7.008946704089835,10.517330321686305,15.875128859546171,3.8548816655336986,13.172771263673692
19,0,14.414372786356388,4.312548068892068,11.99301979294722,14.680101277424253,5.7871197053200305,9.940026323498017,14.229711591448734,3.7266535582206104,12.698864704670942
19,1,14.728391082191084,3.6773280875989633,11.842487844884612,14.335428642081935,5.7614290518146225,10.048511063952006,15.369310345149042,3.8240241649787814,13.17287557095867
19,2,14.284200532583277,4.1481562677344295,12.304512545311425,15.077864663358607,6.837248881430992,10.926474615883512,14.704117684908047,4.018692949144107,13.172679266501058
20,0,17.408984233335907,4.228746942977444,11.331184646831044,14.076869311904945,5.755582112461194,8.878613238563705,13.254236751611627,3.846264194362967,10.737152042352003
20,1,17.137610065708504,4.863817671834552,11.139621399972617,14.246704066755054,7.307554624587785,9.102385352847245,14.009373372197434,3.854891517718445,11.161173901996907
20,2,16.640277301271485,3.861310753578764,10.664653211340248,13.447126602121301,6.061214525103286,9.156006725931558,13.316494256475998,3.537447943303286,10.867041400617945
21,0,19.04125966725491,3.4520288393959015,15.646382935952024,16.696970639550088,6.802632692949603,12.66440141345681,16.94686059726125,3.666364265356734,15.028604860624228
21,1,18.066939198880057,3.410175082770617,14.283076671678106,17.545102199823578,6.471744353785526,12.914689841013118,15.76138083872935,3.967824627419433,14.516933297215733
21,2,17.79380572204761,3.5330066734257803,14.884845394832585,17.951333669262638,6.507163296625575,13.024674757560044,16.673258212402764,4.266433411425931,15.741639603613573
22,0,17.201660504767435,3.555911615729674,10.21260990954273,13.846068132474683,6.56425644765787,7.725620690216621,14.398344052665559,3.997815536220275,9.656567844300348
22,1,16.082683035428975,3.372266117978601,9.08341049269124,15.13806725863747,6.4007202756904125,8.17127827883372,15.627471264290651,3.8033072714375655,10.033715142423366
22,2,16.884487845098377,3.8279757293799284,9.53484226472371,13.778012692776066,6.405313890207125,8.043496416074621,14.864975885902645,3.9201977906798287,9.966960904827435
23,0,17.946217737458824,3.7518437048943487,14.68341566918638,17.600309605856175,6.588290423113235,11.399915013195493,17.653003622654197,3.8241667909215438,13.36038446597646
23,1,19.186888424232265,3.960610570004181,13.931242565036152,18.958795629424575,7.640460529114309,11.904521183228203,19.31526004945909,4.007596831364596,14.448416579880732
23,2,16.822928687765877,3.585496322103485,12.872595529243942,18.756046664456445,5.958485243779811,11.11338405811119,19.391367288134816,4.015551295218424,14.475990275930755
24,0,16.263543447056296,3.632826374757729,13.118744804023171,17.014802546877434,5.704058910721531,11.91612953966027,15.974991635161523,3.6102365071480356,12.514900717603993
24,1,16.020927880967943,3.4561946369256495,13.63577041124876,16.05110620820352,5.612852902938366,11.706271408898797,16.64519302598779,3.4876344400422012,13.541921495392458
24,2,15.037174561497828,3.1111802414856284,12.819458956070132,16.440493973077835,5.311207265751319,11.072325511266753,14.719168708552855,3.2872498059658097,12.426919115646646
25,0,13.671325689258623,2.467450207814784,9.37850261165068,15.888716423277007,4.5073017745271065,8.540974498760384,15.517591276587211,3.100586187637166,10.698203693828484
25,1,14.095072266272354,2.4238931992676602,8.92055177384396,15.956899948518927,4.518223437710278,8.326160998319967,15.30801940092572,3.017652772033125,10.584256575071151
25,2,14.077644824782682,2.4425144748734753,9.240100776608049,16.349384064671643,4.7561027781251175,8.604738885322828,15.330242926518745,3.237661384669855,10.629864675507198
26,0,17.81135694642857,2.906224615062743,11.704674914055348,16.266511177342352,4.513620257046573,8.350954234725368,16.233269444580472,3.3415506168486053,9.864683920399518
26,1,18.57832027338695,2.906948763177296,12.339994752405737,16.556956925839945,4.743706599705466,8.187050733666162,16.016648896169542,3.6841806943711934,9.783349967029652
