mode,q,mean_d,sd_within,sd_between,snr,cv_between,resid_rmse,d_se,n_texts
q0.5_range,0.0,4.598782049645607,0.36825274920363543,0.7722296284392166,2.09700981217167,0.16792046678940276,0.012320440791746427,0.2603834329314181,38
q0.5_range,0.1,5.443194909018484,0.3990545107194209,0.9829904358688444,2.4632986458333623,0.18059071047413533,0.009541243561019099,0.2858574452145183,38
q0.5_range,0.2,6.556405453373526,0.4405835940937356,1.1935949737836766,2.709122604165182,0.18205020758280369,0.008298585478367137,0.3589224191191003,38
q0.5_range,0.3,8.63974638409198,0.5724201199642485,1.6660319481673236,2.9105055711028793,0.1928334321520041,0.007822161912675358,0.5818824458396146,38
q0.5_range,0.4,12.063573578322332,0.8336365835386828,2.3210772150418832,2.7842794580693684,0.19240378482979112,0.005731715915862723,0.7892764523246739,38
q0.5_range,0.5,15.103052725529743,0.9890633579946536,2.443351486255872,2.4703690279354977,0.16177865036024833,0.003292440853930132,0.713613439732477,38
q_large,0.0,8.115409198471873,0.5207954281358854,1.158971773639422,2.2253877646119125,0.14281125514381404,0.005316417379969943,0.35766086073666503,38
q_large,0.1,7.483731168004281,0.5051557419646376,1.1409942346195479,2.258697941712045,0.15246328455753733,0.0060690400575019844,0.3468052909221333,38
q_large,0.2,6.788343622287594,0.4773754147612983,1.0819671016241226,2.266491042830804,0.15938602431258658,0.0070081165699786155,0.3286698885738479,38
q_large,0.3,6.061888737017219,0.44489120453855835,1.0112558027268288,2.273040672439691,0.16682190099457714,0.008218565029711841,0.3066783940510782,38
q_large,0.4,5.310797598716886,0.40678883461634685,0.9130137662952114,2.2444415593567077,0.1719165058212348,0.009880443683922508,0.282333976612869,38
q_large,0.5,4.598782049645607,0.36825274920363543,0.7722296284392166,2.09700981217167,0.16792046678940276,0.012320440791746427,0.2603834329314181,38
q_large,0.6,4.14768267925303,0.36479149683083234,0.6195110036195405,1.6982605378733135,0.14936316288571772,0.01619484734391451,0.27248052644585863,38
q_large,0.7,4.187937070717039,0.477840823886241,0.6057600112211379,1.2677025087445237,0.14464400992477722,0.0212559409154847,0.36452067330302823,38
q_large,0.8,4.548405551117242,0.6935992664964296,0.6781518487145161,0.9777286128632419,0.1490966100302861,0.023771353837620485,0.4806017482071262,38
q_large,0.9,4.444411218538334,1.0952427548930206,0.7082778102710175,0.6466856841615899,0.1593636986867192,0.03629249835966806,0.7532249930059318,38
q_small,0.0,8.115409198471873,0.5207954281358854,1.158971773639422,2.2253877646119125,0.14281125514381404,0.005316417379969943,0.35766086073666503,38
q_small,0.1,8.438078665871748,0.5248853859221246,1.257804489455652,2.3963412264678063,0.14906290155161842,0.005015570289272855,0.3646411186428531,38
q_small,0.2,8.959972837830788,0.5335743726964346,1.3805327759948312,2.5873296144608036,0.15407778583501358,0.004974038616255779,0.4070407416354667,38
q_small,0.3,10.31890672748796,0.6242620728209722,1.7475205875468474,2.799338072309907,0.16935133088195523,0.005322830796492669,0.5719596554065862,38
q_small,0.4,12.730095570491732,0.8332059476291384,2.2577864072168152,2.7097579099636486,0.17735816630083653,0.004685451109163137,0.7309982638193262,38
q_small,0.5,15.103052725529743,0.9890633579946536,2.443351486255872,2.4703690279354977,0.16177865036024833,0.003292440853930132,0.713613439732477,38
q_small,0.6,16.45805339140169,1.1236806604127472,2.2966762063220245,2.0438869220000777,0.13954725699953646,0.0028248364395343545,0.7578402483269716,38
q_small,0.7,17.177548745609307,1.284697125584142,2.2108950275915826,1.7209465044815957,0.12870841237791286,0.0027989812013302726,0.8393581183312766,38
q_small,0.8,17.526759576745093,1.533576962925128,2.4380713863295593,1.589793955745924,0.13910565587745316,0.0030842975987785096,0.9615091184865493,38
q_small,0.9,17.359872327297147,1.9003627394477127,3.0352020118018115,1.5971698185810084,0.17484011141194716,0.003739830133947424,1.143445221627254,38
