набор,текст,условие,d(x) среднее,d(x) разброс,"d(x) разброс, одиночки","d(x) разброс, повторные",d(x) одиночки,d(x) повторные,центров
механические,12,исходный,10.691127518141386,2.6846347208776753,2.4730821638127463,2.691836218675704,11.184792273212219,9.372723485432418,118.66666666666667
механические,12,перемешивание,11.079432901225518,2.616760918443504,2.4088509548349584,2.6438458329752215,11.612526454906336,9.891257016686346,109.66666666666667
механические,12,эхо x2,10.726294464819054,2.8457243253549227,2.6093951479972675,2.784955641066157,11.485441922580833,9.615036885453316,100.66666666666667
механические,12,эхо x4,10.765555734533846,2.2945567426778277,1.8481390130838047,2.3600943440800655,11.427651074743304,10.562239496008685,69.33333333333333
механические,12,эхо на четверти,11.04606060902889,2.6623255770505962,2.5526783339011416,2.681843219684288,11.48079751034532,10.232116673725525,110.33333333333333
механические,12,словарь к 25,9.227713133755927,2.8469557680350603,2.4226331627562137,2.7831151911188807,10.389032098230102,8.226447914570286,74.33333333333333
механические,12,словарь к 60,9.641895970498084,2.7966464816124366,2.3833972950792823,2.878741157377208,10.534880150546726,8.574917815315265,91.66666666666667
механические,12,все слова разные,9.681258276841733,3.9370026978645893,3.9660806226554652,3.4463700891144966,9.424630973561177,11.033557028294188,142.66666666666666
механические,12,чужие хапаксы,8.667004292480405,3.7600569764162834,3.9441126050907322,2.8688304363995756,8.20224213099677,9.899795268852907,120.0
механические,12,хапаксы одного домена,9.441426498329195,3.6031155403962596,3.7519123923225517,3.0058728143951807,9.118917389422604,10.296188384316439,121.0
механические,12,20 чужих хапаксов,10.414711341244358,2.9092799717774356,2.927952813802444,2.550101373588094,10.847615578470267,9.334331759934603,119.66666666666667
механические,12,маркер каждые 3,10.908351362564188,2.534372309433033,2.5042506041252617,2.230588786809253,11.300911794102205,9.743607852328969,99.66666666666667
механические,12,без пунктуации,10.666678111531025,2.6875667414156177,2.5514814099813496,2.5613636937664697,11.158302643004184,9.463970795934992,114.66666666666667
механические,12,без служебных,10.029921836167404,2.909984613961407,2.981280450731982,2.411116521812216,10.318546040839069,9.142303904524343,117.0
механические,13,исходный,10.149112905005692,2.8820389913998206,2.85164251277747,2.5014785301331566,10.572936793353266,8.773625248130294,131.0
механические,13,перемешивание,10.510532631510987,2.634122598727516,2.651324111006082,2.429601714158141,10.747686035938436,9.834304665679186,122.33333333333333
механические,13,эхо x2,11.172490765621106,2.525812483892949,2.258119380657815,2.327944204130518,11.89427627550011,9.543296491899065,119.66666666666667
механические,13,эхо x4,11.382016647387701,2.546490743373314,2.1287656078605504,2.6676915896336246,12.144512256057618,10.539635838224415,105.33333333333333
механические,13,эхо на четверти,10.522100262057398,2.6883757653234084,2.613982247656075,2.3918933358508547,10.977943639556534,9.220001114696128,125.0
механические,13,словарь к 25,8.140229232233471,2.9520496345562246,2.905050798881746,2.8534701900224504,8.755617845966324,7.590339936547299,71.33333333333333
механические,13,словарь к 60,8.991975042519806,2.747268577719247,2.605921316773079,2.6593615431052506,9.576520622770476,8.009843169892983,94.0
механические,13,все слова разные,7.80166913882568,4.025908237319997,4.101081402752118,3.5066764371521866,7.656618224130952,8.496249680006597,135.66666666666666
механические,13,чужие хапаксы,8.136809608562428,3.6749083077191087,3.8438828928774935,2.9320515466254378,8.056987490271757,8.391939399470553,130.33333333333334
механические,13,хапаксы одного домена,8.440197504520627,3.6527463186278113,3.8035240737360536,2.9742395995455877,8.39315618355508,8.524491509284292,129.33333333333334
механические,13,20 чужих хапаксов,9.553027504712484,2.9326343755302187,2.9979909004326744,2.4437169276248163,9.81434059290787,8.6446897927166,131.33333333333334
механические,13,маркер каждые 3,9.922548771066749,2.81208120318839,2.8743375617616045,2.454583776907532,9.91563264401241,9.964448138733392,107.0
механические,13,без пунктуации,11.54856560194385,2.543545072094462,2.4348110827632605,2.575774589541093,11.878673612218774,10.444008291861236,136.33333333333334
механические,13,без служебных,9.364250314367093,3.24110753478951,3.177406550340908,3.3741993526358827,9.554736269490979,8.596665463602175,141.33333333333334
механические,14,исходный,10.705403395901337,3.0672809663267073,2.8315660635205284,2.994610693421888,11.258703458530022,8.539429439960957,132.66666666666666
механические,14,перемешивание,10.54055751503816,3.040171783237513,3.09485101744637,2.6847180425899335,10.47647014065221,10.86017600105007,132.66666666666666
механические,14,эхо x2,10.496292871729288,2.8360141294928263,2.513141505295062,3.0620388870086845,11.063923359018586,9.796497572038836,110.66666666666667
механические,14,эхо x4,10.138901564184202,2.798691787273579,2.411178733899446,2.868302237123153,10.987366276752033,9.639385275990236,81.66666666666667
механические,14,эхо на четверти,10.164858899036636,3.1378253683569297,2.940553030362972,3.1638326086684763,10.694403332908719,8.927899103683187,120.33333333333333
механические,14,словарь к 25,8.322396227519802,2.7519987065284224,2.7663561351401724,2.486595009009742,9.13351504899999,7.531732556527714,68.0
механические,14,словарь к 60,9.287607850456322,2.85210673563599,2.579094043837381,2.7868399736731604,10.174924448230648,8.18014053034714,86.0
