текст,seed,токенов,стоков,"доля стоков, %",со стоками: крупный,со стоками: мелкий,со стоками: средний,без стоков: крупный,без стоков: мелкий,без стоков: средний
28,1,497,14,2.8169014084507045,15.90376060806716,2.323773455925573,11.55505964592037,16.358042150682856,2.7808683104168175,11.837655158684099
28,2,497,14,2.8169014084507045,14.343186322446961,2.6277181292254843,11.30743612438408,15.880611056800177,2.8863246983733717,11.981153749975288
28,3,497,14,2.8169014084507045,15.649387827289306,2.5774239133731185,11.897450782796305,16.28129570320526,3.1534851555754897,11.450227501640834
28,4,497,14,2.8169014084507045,15.315428613720249,2.364287798665186,11.117161863661133,16.862818409703607,2.7877642862910967,12.325203934697026
28,5,497,14,2.8169014084507045,15.856911697977353,2.6097553671789053,11.169736877743606,15.900764988656217,2.8976137202001375,11.824697386997059
29,0,493,11,2.231237322515213,15.956880995625207,3.246532759978852,14.155533294881996,19.065769529493465,3.868798223193976,16.53800858155503
29,1,493,11,2.231237322515213,18.572142780191914,3.2388341296466443,16.307402483823005,19.120118126891764,4.235644130659482,16.299573449772815
29,2,493,11,2.231237322515213,17.388455148693353,3.7758224226914288,15.958237165729836,18.837232685282068,3.795543727641389,15.426319190444525
29,3,493,11,2.231237322515213,17.5301920524108,4.56776422221914,14.315167760586386,19.802409851330868,4.279465007213888,16.530348100501097
29,4,493,11,2.231237322515213,16.872346550782503,3.5882244708173294,15.15988276985497,18.407264814443458,3.927753511138782,15.977591998016951
29,5,493,11,2.231237322515213,16.37558125765144,3.3204779246903553,14.25877003568959,19.81020278918237,4.175096117541456,15.97385661897835
30,0,1121,28,2.4977698483496877,15.869645935550043,2.521869576053684,12.60174010963535,16.123840937821495,3.119108090033756,13.3779956136138
30,1,1121,28,2.4977698483496877,15.008208514109558,2.6061812443372796,12.859600084955375,17.20937598663519,2.845920181646034,13.617609969066876
30,2,1121,28,2.4977698483496877,15.313621697050934,2.5718644743300385,12.666428738443988,17.122471558628064,2.9893677469959767,13.226650174811274
30,3,1121,28,2.4977698483496877,15.291838818019905,2.3292424253592507,12.334009325298378,16.59043935933625,2.7686300842568063,13.191694064056955
30,4,1121,28,2.4977698483496877,15.271689081714632,2.477668855981392,10.890052051110862,17.116299417826188,2.597336948088803,12.761822006358404
30,5,1121,28,2.4977698483496877,16.62951088540618,2.5130922890727376,13.269515732352506,18.12110501561243,2.8002330161885025,13.106847099103613
31,0,491,14,2.8513238289205702,17.36388777354128,4.0864526488439,15.843000567129806,21.759883608162554,4.230487350337155,17.959108235121516
31,1,491,14,2.8513238289205702,17.254953291697703,3.615025389816153,15.966109998779647,22.10288723000404,4.40725230089079,17.384252364954524
31,2,491,14,2.8513238289205702,17.95333747987936,3.6417022994194403,15.989956277283094,21.222825107017442,3.89080641302137,16.738983552206015
31,3,491,14,2.8513238289205702,17.369943513733613,3.4887722965152794,15.844979064429083,20.50051753956986,4.235126390299624,17.169695831629724
31,4,491,14,2.8513238289205702,17.614449197558216,3.5908457907573377,15.750927306391493,21.141400635904386,4.3827208671576265,17.299794508481646
31,5,491,14,2.8513238289205702,15.919849535845906,3.3190873803806498,15.226042440699041,20.935331277465973,4.2730903314636945,17.37822328166744
32,0,866,22,2.5404157043879905,14.02640366380202,3.3784125967941216,10.722147422725381,14.97567332829681,3.6450134946981225,11.369027439065416
32,1,866,22,2.5404157043879905,14.14664626869841,3.416568626393452,10.600891138205682,16.422446527264338,4.08389628419698,12.384038444107773
32,2,866,22,2.5404157043879905,13.155794059316797,3.5088467363146885,10.727413743498648,13.80873620552436,3.9821123081134835,10.306853532682492
32,3,866,22,2.5404157043879905,14.737550111203072,3.3458963402107154,11.673383584336197,16.569926295542807,3.8934087649060336,12.204169218312254
32,4,866,22,2.5404157043879905,13.805554191300061,3.1973417862123945,10.550360185502067,14.58733557121847,4.016991706574514,11.38034064181943
32,5,866,22,2.5404157043879905,13.8388677883336,3.3601096886405912,10.463475024419418,16.03987064165886,3.4714198987278206,11.404848409381945
33,0,353,9,2.5495750708215295,16.13803429038405,2.983568321028454,11.844945593944166,17.02388167791703,2.7942048532073254,11.825073623210312
33,1,353,9,2.5495750708215295,15.330861293077342,2.44534208102016,11.39707345901815,15.015931184115857,2.950070734443977,11.594128948015092
33,2,353,9,2.5495750708215295,15.661422977731986,2.7745656872330104,11.96112409036659,15.536841818078662,2.98257786445163,11.690910571247443
33,3,353,9,2.5495750708215295,15.942423894627998,2.726578559819985,11.800375879896704,17.634665041147112,2.8934776641454723,12.069685778571927
33,4,353,9,2.5495750708215295,17.342788297147397,2.829226497195518,12.155861122949855,18.428839796306033,2.9926546451435985,12.101175309475469
33,5,353,9,2.5495750708215295,15.181930920949716,2.642496655403846,11.360038444525822,17.685097651157747,3.096286024413476,12.717058717156656
34,0,1032,23,2.2286821705426356,17.592257597515264,3.5028842296909444,14.709871540544317,16.848870695197775,4.185259163956583,14.63291013865134
34,1,1032,23,2.2286821705426356,16.131516869978896,3.6665753526493665,14.27645656063331,20.775117812445345,4.311974511561465,15.726753343947271
34,2,1032,23,2.2286821705426356,19.196614973361804,3.6365011513028227,14.580729760944669,18.136609647970445,4.229546977550173,14.706915327324918
34,3,1032,23,2.2286821705426356,16.313891524401456,3.5476024745850085,13.879141061250698,20.29317576483463,4.293456192993903,14.532322748428456
34,4,1032,23,2.2286821705426356,17.44492077339501,3.7816715573586484,14.014181031327107,20.381288186223873,4.479161858652487,15.239509063545512
