набор,текст,условие,крупный,мелкий,средний,типов
механические,11,перемешивание,40.50259181050695,26.106848385600582,39.22293211770557,121.66666666666667
механические,11,эхо x2,51.219665060880814,22.131500722797668,34.382212713825524,102.5
механические,11,эхо на четверти,36.30095144778975,21.840729930846937,32.90917102200708,107.0
механические,11,все слова разные,24.647221798924203,27.93018946646042,32.53214124902083,138.33333333333334
механические,11,чужие хапаксы,38.09766512675836,33.28861646969626,43.18694523859879,120.0
механические,11,хапаксы одного домена,29.13647113168724,23.54268830297882,35.46719498352202,117.0
механические,11,20 чужих хапаксов,33.429240843849826,22.906010154503278,34.880853268881076,118.66666666666667
механические,11,маркер каждые 3,52.663387071752354,28.584076331032236,35.8961345470731,105.0
механические,11,без пунктуации,50.16676879427299,22.920777389403877,33.59257683760432,117.66666666666667
механические,11,без служебных,31.15741568154975,20.545226368478595,34.46565631233807,132.0
механические,12,исходный,37.368916049124515,16.825935845786557,30.83399146525984,118.66666666666667
механические,12,перемешивание,77.56515094040942,27.890866217130718,42.60146232044229,109.66666666666667
механические,12,эхо x2,44.19733380607417,17.158170675299935,41.08319010746079,105.0
механические,12,эхо на четверти,40.538619424223235,16.638482144211437,36.33051072342853,110.33333333333333
механические,12,все слова разные,31.738395161101167,33.80191003866839,36.8786615868564,142.66666666666666
механические,12,чужие хапаксы,33.26297521380666,25.227745697010377,30.015402592801777,120.0
механические,12,хапаксы одного домена,39.38055628745469,29.21661530223774,33.449688068380816,121.0
механические,12,20 чужих хапаксов,34.13255045706523,16.745563690312224,28.852271375890012,119.66666666666667
механические,12,маркер каждые 3,60.446588035077056,20.10721871434661,36.10243731371031,107.0
механические,12,без пунктуации,36.073362748918896,23.48913164089065,29.390622402692216,114.66666666666667
механические,12,без служебных,29.572033914440592,22.12573242056988,26.468081649915447,117.0
механические,13,исходный,26.407964067227596,21.621279740753025,28.402196093071193,131.0
механические,13,перемешивание,31.130157150401715,25.932502498903805,31.716814956464475,122.33333333333333
механические,13,эхо x2,34.20539409112134,18.748805673978882,33.90008386180836,119.66666666666667
механические,13,эхо x4,47.93246824198411,23.163095260680578,37.76143767467067,105.33333333333333
механические,13,эхо на четверти,30.26279006531679,16.97198607770127,26.815546329689557,125.0
механические,13,все слова разные,26.417304670120615,35.936127119707784,34.34565039235804,135.66666666666666
механические,13,чужие хапаксы,24.67358388715357,29.961579331197914,30.300524254336636,130.33333333333334
механические,13,хапаксы одного домена,27.74361528217392,37.109181795968304,28.024507365442773,129.33333333333334
механические,13,20 чужих хапаксов,24.709672621890686,20.75996001297371,29.69948803072535,131.33333333333334
механические,13,маркер каждые 3,27.148752865131296,22.9255737316734,30.50131578649571,107.0
механические,13,без пунктуации,35.65172373798927,22.396114901957514,31.862743108133298,136.33333333333334
механические,13,без служебных,24.076681133344263,24.823012230192003,26.500434483522366,141.33333333333334
механические,14,исходный,36.6060023429117,18.22200991555236,31.028650583379985,132.66666666666666
механические,14,перемешивание,32.84158632426743,26.010383346272324,35.53197642016004,132.66666666666666
механические,14,эхо x2,41.975089159962586,24.273708191625698,38.09037815486229,110.66666666666667
механические,14,эхо на четверти,38.21686956068009,20.15268497542094,35.238108419915285,120.33333333333333
механические,14,все слова разные,25.89507569054278,26.00594852776283,28.816922204138667,148.66666666666666
механические,14,чужие хапаксы,33.49745782196687,24.020940020972528,32.670382300594326,132.0
механические,14,хапаксы одного домена,35.084025545883456,26.368814724178577,36.220087134842856,130.33333333333334
механические,14,20 чужих хапаксов,31.773260805442177,20.397152028998573,33.52102902967835,127.0
