perturbation,mode,q,n,d0,delta,rel,effect
add_linebreaks,q_large,0.3,200,6.409073668093284,-0.27933991864585966,-0.041304842678798914,-0.6318151714505883
add_linebreaks,q_large,0.35,200,6.044100242885731,-0.27234417335395994,-0.042711423957056335,-0.6367696157801563
add_linebreaks,q_large,0.4,200,5.665426877979743,-0.266485349303536,-0.04457593636843914,-0.6451392416721227
add_linebreaks,q_large,0.45,200,5.273233700298906,-0.26177549798365535,-0.04702780880266562,-0.6591187221304161
add_linebreaks,q_large,0.5,200,4.868834044029737,-0.25717964419702866,-0.050011510464314346,-0.677296387724492
add_linebreaks,q_large,0.55,200,4.458030125824559,-0.2523039816391818,-0.05358125007675784,-0.7025133587687123
add_linebreaks,q_large,0.6,200,4.057356728522483,-0.24702777303842954,-0.05768910118329794,-0.7403294427254898
add_linebreaks,q_large,0.65,200,3.700173555760281,-0.2400312625606977,-0.0615952376224497,-0.7934337908196243
add_linebreaks,q_large,0.7,200,3.4266589225301947,-0.22843839843753144,-0.06334110396117945,-0.8316805122751901
add_linebreaks,q_large,0.75,200,3.2668464965398236,-0.21629352574571611,-0.06261218297189337,-0.8075778730309643
add_linebreaks,q_large,0.8,200,3.22337894016683,-0.20975984765153194,-0.0605594262964726,-0.7129551400274787
add_linebreaks,q_large,0.85,200,3.253674919248454,-0.219530626207964,-0.060565937506152176,-0.6175577921992113
add_linebreaks,q_large,0.9,200,3.214656403209359,-0.21517448963540012,-0.054684810610135054,-0.464311666503473
add_linebreaks,q_small,0.0,200,8.332040262983808,-0.31718464888741205,-0.035447182430142866,-0.5950170980497792
add_linebreaks,q_small,0.05,200,8.659961810012796,-0.3573505054750403,-0.038820011637781954,-0.6360046181865489
add_linebreaks,q_small,0.1,200,9.018813562918895,-0.36207141268096266,-0.03782447828194983,-0.6026244027616752
add_linebreaks,q_small,0.15,200,9.623569977027621,-0.3906426755530065,-0.03795537051256033,-0.5796213346408461
add_linebreaks,q_small,0.2,200,10.533997825179572,-0.4310404058658041,-0.037826390211727,-0.5437180923628065
add_linebreaks,q_small,0.25,200,11.714500778846968,-0.4544619268296251,-0.035275797426555594,-0.4902994656868228
add_linebreaks,q_small,0.3,200,13.006993177097893,-0.4538763497697664,-0.031004463933457824,-0.43781800117653413
add_linebreaks,q_small,0.35,200,14.185538840755562,-0.4377270439957344,-0.026807282523314414,-0.3977810930513686
add_linebreaks,q_small,0.4,200,15.093259030138121,-0.4328207260183513,-0.02460855815822299,-0.3790640656064987
add_linebreaks,q_small,0.45,200,15.720746319944292,-0.4396692829904981,-0.02379138118032993,-0.366310329065648
add_linebreaks,q_small,0.5,200,16.158172757975546,-0.4526131949723808,-0.02358998968941399,-0.35381152685299105
add_linebreaks,q_small,0.55,200,16.481279635819938,-0.46793872407796155,-0.023608160917782162,-0.3394556751187634
add_linebreaks,q_small,0.6,200,16.7304569300441,-0.4842259727454621,-0.023651350427750958,-0.3238999946087574
add_linebreaks,q_small,0.65,200,16.922051348087663,-0.4909116418869821,-0.023065719746575786,-0.30060094294237977
