условие,текст,длина,тип,масштаб
исходный,44,0.7551087449485467,два смысловых,32.84071720483657
исходный,44,0.19992889878408548,повтор токена,32.84071720483657
исходный,44,0.386882083486416,повтор токена,32.84071720483657
исходный,44,0.42865940467931196,повтор токена,32.84071720483657
исходный,44,0.4179768568933071,повтор токена,32.84071720483657
исходный,44,0.33836725338691215,повтор токена,32.84071720483657
исходный,44,0.7004232024038103,два смысловых,32.84071720483657
исходный,44,0.4158879230953332,повтор токена,32.84071720483657
исходный,44,0.48111039077076284,повтор токена,32.84071720483657
исходный,44,0.5574980377480351,повтор токена,32.84071720483657
исходный,44,0.5887730235664095,повтор токена,32.84071720483657
исходный,44,0.7097185791870505,два смысловых,32.84071720483657
исходный,44,0.542288958121881,повтор токена,32.84071720483657
исходный,44,0.7018973104089222,прочее,32.84071720483657
исходный,44,0.8631107066043828,два смысловых,32.84071720483657
исходный,44,0.7117418289608568,два смысловых,32.84071720483657
исходный,44,0.5164628382423377,повтор токена,32.84071720483657
исходный,44,0.5187177273118413,повтор токена,32.84071720483657
исходный,44,0.8289806184933601,прочее,32.84071720483657
исходный,44,0.750399198167541,служ./пункт.,32.84071720483657
исходный,44,0.737453722852473,два смысловых,32.84071720483657
исходный,44,0.7678881599736271,прочее,32.84071720483657
исходный,44,0.29936428669960535,повтор токена,32.84071720483657
исходный,44,0.3832265519672507,повтор токена,32.84071720483657
исходный,44,0.759999717613734,два смысловых,32.84071720483657
исходный,44,0.7800702875035811,два смысловых,32.84071720483657
исходный,44,0.7375437450500167,прочее,32.84071720483657
исходный,44,0.682917582825057,прочее,32.84071720483657
исходный,44,0.7145046406751783,два смысловых,32.84071720483657
исходный,44,0.4601074610699469,повтор токена,32.84071720483657
исходный,44,0.3625524231402693,повтор токена,32.84071720483657
исходный,44,0.4599889786232722,повтор токена,32.84071720483657
исходный,44,0.6670876011122739,два смысловых,32.84071720483657
исходный,44,0.5995732932184237,два смысловых,32.84071720483657
исходный,44,0.6779855556748778,два смысловых,32.84071720483657
