mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,L,config,text
q_large,0.9,2.958662946785997,0.5200605491522843,0.6620094894261942,1.5375713171852896,0.9764087826652195,0.05923815672743509,0.08694908284679759,0.05941046131267496,5,25,128,128,legacy,xsum_14
q_small,0.0,12.094146623686402,1.2333945672176967,0.9173153732036373,3.5573599254242265,0.9997465589417448,0.00840795123118091,0.013404414778332097,0.008432407234366012,5,25,128,128,legacy,xsum_14
q_small,0.3,21.884967312357784,2.1298159747870593,0.9543065344477197,3.1567041459654885,0.999934864504418,0.004433930560735055,0.006829636719841048,0.004446827426681866,5,25,128,128,legacy,xsum_14
q_small,0.6,25.445417900883793,3.130227239643088,0.9607001934927833,2.6243059750549325,0.9999240328407786,0.004820535688434142,0.007813929277276088,0.0048345570633099915,5,25,128,128,legacy,xsum_14
q_small,0.9,38.428836282126,9.619732094555413,0.9739778745143756,1.2757140382003282,0.9998658280227294,0.006495119154769493,0.010699856940821206,0.0065140113498321365,5,25,128,128,legacy,xsum_14
q0.5_range,0.0,6.362431194767374,0.6365746368418693,0.8428273769274824,2.981744394353328,0.9989567294925965,0.015679844276548355,0.021980363875730546,0.015725451858113183,5,25,128,128,legacy,xsum_22
q0.5_range,0.3,18.713793910028578,2.7004910472624255,0.9465634812049465,2.7674376225002986,0.9998009448486244,0.0076887841477083635,0.011344878064157626,0.0077111483270947264,5,25,128,128,legacy,xsum_22
q_large,0.0,11.028055300859375,0.8800088247540147,0.9093221812260885,3.565080454103461,0.9998100752745751,0.00721485767973073,0.010427424067082747,0.007235843360730068,5,25,128,128,legacy,xsum_22
q_large,0.3,8.416195602667932,0.8218016070426255,0.8811814687763435,3.231610282871595,0.9994802010115706,0.011568417588203206,0.01642253629510737,0.011602066362988493,5,25,128,128,legacy,xsum_22
q_large,0.6,5.353296167267845,0.5377561434715967,0.8131992012483089,2.827398635280689,0.9984051499464579,0.018710330123860433,0.025564495132725185,0.01876475240587921,5,25,128,128,legacy,xsum_22
q_large,0.9,3.284209635743265,0.3404366275365437,0.6955127379456442,1.5737118154083514,0.9938597612077803,0.03147118888203574,0.05405409566485364,0.031562728363459434,5,25,128,128,legacy,xsum_22
q_small,0.0,11.028055300859375,0.8800088247540147,0.9093221812260885,3.565080454103461,0.9998100752745751,0.00721485767973073,0.010427424067082747,0.007235843360730068,5,25,128,128,legacy,xsum_22
q_small,0.3,19.74668554519513,1.82990477181683,0.949358589941018,3.1456225971420517,0.9999266991537159,0.004679276200846416,0.007056987417660032,0.004692886697687489,5,25,128,128,legacy,xsum_22
q_small,0.6,25.179091829510334,0.8554447297490719,0.9602845087991624,2.5998471839992208,0.9999940769895392,0.0013453969641501649,0.0017213434147835827,0.0013493102875669876,5,25,128,128,legacy,xsum_22
q_small,0.9,26.034772433880256,2.5807268212830747,0.9615898313480684,1.326495709832965,0.9999529683698853,0.003796409708867825,0.005324057818183903,0.003807452233423356,5,25,128,128,legacy,xsum_22
q0.5_range,0.0,7.889656349236802,1.169862021943707,0.8732517671575475,2.824261866867733,0.9986123620038976,0.018739460352876946,0.027268993993383894,0.018793967365284138,5,25,128,128,legacy,xsum_22
