текст,условие,"стоков, %",концентрация,доля на центре текста,направление без стоков,косинус со стоком,до стока,низкий PMI: косинус со стоком,низкий PMI: до стока,высокий PMI: косинус со стоком,высокий PMI: до стока,доля на общей оси
19,перемешивание,1.9900497512437811,0.594232439994812,0.032531846314668655,0.3280634880065918,0.02396618202328682,1.2314220581368216,0.032468751072883606,1.2227932860318103,0.006808559410274029,1.2347650742941283,0.2457946091890335
20,исходный,1.9900497512437811,0.448236882686615,0.04675517603754997,0.1850988119840622,-0.021330934017896652,1.2719118433497718,-0.03974197059869766,1.3012974668228534,0.014406369999051094,1.2029723413720108,0.009634439833462238
20,чужие хапаксы,1.4925373134328357,0.529674232006073,0.06707686185836792,0.2700449526309967,-0.03783728554844856,1.3625873252791125,-0.03494153916835785,1.3410322534380137,-0.030897917225956917,1.3309756601617493,0.06213167682290077
20,перемешивание,2.9850746268656714,0.5897539854049683,0.06204016134142876,0.3314378261566162,2.3123649953049608e-05,1.343111486237658,0.012559031136333942,1.3344011902792825,-0.01130481343716383,1.3242658468506476,0.17001935839653015
21,исходный,2.9850746268656714,0.4226013422012329,0.03979393467307091,0.17058277130126953,-0.036056529730558395,1.2794261466154155,-0.07162296772003174,1.2955672229231465,-0.0062591396272182465,1.239523633836822,0.015738388523459435
21,чужие хапаксы,1.9900497512437811,0.5111604332923889,0.06795044243335724,0.25156038999557495,-0.045368537306785583,1.3679137805450428,-0.0551573745906353,1.3665230746922148,-0.030797388404607773,1.3596379704526884,0.07395915687084198
21,перемешивание,2.4875621890547266,0.5558138489723206,0.05170879885554314,0.29944249987602234,-0.011641810648143291,1.334983063648139,-0.009563233703374863,1.3300275804324229,-0.008887933567166328,1.3179955765424618,0.2320820540189743
22,исходный,2.9850746268656714,0.4400227665901184,0.028999140486121178,0.1859910786151886,-0.010672160424292088,1.2565948574793115,-0.03263438865542412,1.2828905179402752,0.031713709235191345,1.1981812544678274,0.012435192242264748
22,чужие хапаксы,1.9900497512437811,0.4488013982772827,0.0328575000166893,0.1947357952594757,-0.028166361153125763,1.278760664210754,-0.03308555856347084,1.293859386005088,0.006793199107050896,1.2319295285820817,0.041422486305236816
22,перемешивание,1.4925373134328357,0.632885754108429,0.07158448547124863,0.39886289834976196,-0.015058030374348164,1.3695417034548285,-0.01512367557734251,1.3620806465076691,-0.022142503410577774,1.3678568452848885,0.2686595022678375
23,исходный,0.4975124378109453,0.39065155386924744,0.0280233696103096,0.1457022726535797,-0.020736223086714745,1.2822821475333885,-0.02378237061202526,1.2790893236599417,-0.007197683211416006,1.2440719938057427,0.013864335604012012
23,чужие хапаксы,1.4925373134328357,0.4973140060901642,0.046067506074905396,0.24083572626113892,-0.03985524922609329,1.3318737003829093,-0.03216321021318436,1.3222204181867823,-0.03206973895430565,1.3064317086605104,0.06614664942026138
23,перемешивание,3.482587064676617,0.5912935137748718,0.047437768429517746,0.3410342037677765,0.005760368891060352,1.3064153686973903,-0.004306715913116932,1.2938088897398106,0.005327234044671059,1.3042455241229451,0.29665201902389526
24,исходный,0.4975124378109453,0.3377602696418762,0.020406614989042282,0.1072128489613533,-0.003704288275912404,1.2338533162233682,-0.03254161775112152,1.270618252632277,0.02081124298274517,1.179412108884662,0.015328424982726574
24,чужие хапаксы,2.9850746268656714,0.4044524133205414,0.03969627991318703,0.1564413160085678,-0.011370590887963772,1.2891230483920093,-0.011469364166259766,1.2899090509806805,0.01942175254225731,1.2572954877078142,0.051534246653318405
24,перемешивание,1.4925373134328357,0.5352038145065308,0.03764289990067482,0.27614477276802063,0.010740641504526138,1.2712537201684238,0.00854464340955019,1.2556996324889302,0.005382447969168425,1.2584840207322252,0.21960030496120453
25,исходный,2.9850746268656714,0.3790971338748932,0.020053833723068237,0.1217409297823906,-0.0021712533198297024,1.1529927532755244,-0.03581996262073517,1.1739757621337306,0.02845318615436554,1.0999279966926652,0.01257719099521637
25,чужие хапаксы,2.9850746268656714,0.3903428316116333,0.041469842195510864,0.13957110047340393,-0.014831642620265484,1.2052704104650103,-0.013496384024620056,1.2044613425248494,0.030455853790044785,1.1582139701767635,0.0310561154037714
25,перемешивание,0.9950248756218906,0.537051260471344,0.05294289439916611,0.2745111584663391,0.005565708037465811,1.231610915409215,0.025288650766015053,1.2101892887223253,-0.003020322183147073,1.2328616493473217,0.16631333529949188
26,исходный,1.9900497512437811,0.37950560450553894,0.029217658564448357,0.12612202763557434,-0.006883459165692329,1.1733838652820312,-0.05269383266568184,1.1881806536559358,0.02253567986190319,1.1023429162582037,0.009450862184166908
26,чужие хапаксы,2.9850746268656714,0.42837807536125183,0.05153480917215347,0.17060473561286926,-0.024619989097118378,1.2612645431238452,-0.04754997044801712,1.2692270438945095,0.017727913334965706,1.2003110556693233,0.05600625276565552
26,перемешивание,0.9950248756218906,0.526470959186554,0.04224684461951256,0.2601397633552551,0.0016688317991793156,1.2267240602266498,0.022479034960269928,1.220160924273559,-0.021334869787096977,1.210452547723924,0.1957266926765442
27,исходный,2.4875621890547266,0.3734437823295593,0.03186744078993797,0.1334337741136551,-0.04345612972974777,1.1869368219676526,-0.0730447769165039,1.2018217020870412,-0.009622050449252129,1.1395570128099475,0.023598870262503624
27,чужие хапаксы,2.4875621890547266,0.47882455587387085,0.038590509444475174,0.22605960071086884,-0.04452706500887871,1.241943130016076,-0.028612665832042694,1.2146907809975402,-0.05128290504217148,1.243498037972478,0.08552780747413635
27,перемешивание,2.9850746268656714,0.5287566184997559,0.037708181887865067,0.26628342270851135,-0.008608020842075348,1.2018208079095587,0.016878359019756317,1.1650478122717685,-0.04157426208257675,1.2326783526598075,0.2093288004398346
28,исходный,3.482587064676617,0.3759031295776367,0.025874048471450806,0.11577026546001434,-0.009087340906262398,1.1327800008797895,-0.02189621329307556,1.137333052587071,0.014255826361477375,1.0817035439457565,0.010752438567578793
28,чужие хапаксы,3.482587064676617,0.3418023884296417,0.024237483739852905,0.10586082190275192,0.0010375286219641566,1.1426556526414637,0.022669192403554916,1.1248799220422978,0.009704076685011387,1.1188225820083464,0.03487555310130119
28,перемешивание,1.4925373134328357,0.5052207708358765,0.04090612381696701,0.23605228960514069,-0.00803171657025814,1.203337289422801,0.0030978736467659473,1.1727542026667792,-0.021239781752228737,1.219656084453715,0.10946592688560486
