набор,текст,условие,каркас: черешок ср,каркас: ребро CV,до ближайшего повторного,одиночки: до ближайшей,каркас: ребро у одиночек ср,"каркас: доля рёбер одиночка-одиночка, %",одиночки: размер цепи,одиночки: разброс до ближайшей,каркас: ребро у одиночек CV,R = обменность,каркас: черешок CV,каркас: ребро ср
механические,24,хапаксы одного домена,0.7814598402625901,0.11263105047416581,0.8103452051102934,0.7605083347384561,0.7491327596337252,51.702584881337465,6.904273504273505,0.099257266173515,0.11221418457392789,1.0589902835297458,0.10191631641791786,0.752292120397332
механические,24,20 чужих хапаксов,0.7874572888049456,0.10926153421871722,0.8067908651379389,0.7749610543047138,0.7573001036333519,46.40359386548411,6.399358974358975,0.10264212870393608,0.11466807799816896,1.0707335402665852,0.10530077116837315,0.7550129074879948
механические,24,маркер каждые 3,0.8004680777115664,0.10304161246726073,0.8261890843803009,0.7781048961663236,0.7707837799291584,54.86095112720093,6.154411764705881,0.08734271612016176,0.10159829295684425,1.085551257812482,0.09381731464552279,0.7678082252680105
механические,24,без пунктуации,0.8086530281925773,0.09456118887587432,0.8224949727440568,0.8018924459240145,0.7873263237083439,42.573273720814704,5.979380341880343,0.0808020831076876,0.09150781377398391,1.1016401659702604,0.08705635648080363,0.779173780313772
механические,24,без служебных,0.7782888895695387,0.0999644821003997,0.792248859984135,0.770389075755397,0.7555505870106742,45.70061779017002,5.77037037037037,0.08381581884628464,0.09573331839358928,1.0677026655200101,0.09311457905163682,0.7515592340330057
механические,25,исходный,0.7853301376391636,0.10031694790220863,0.7915885032892933,0.784814104835891,0.7609092087557078,35.201940217432885,4.891941391941391,0.08143739776940583,0.0877136973467491,1.0770004015709278,0.08449221116803911,0.756198270317256
механические,25,перемешивание,0.8048266227533533,0.09117158781271184,0.8113717892822693,0.7940862084469728,0.7781033813243236,35.27298070308823,5.48951048951049,0.09504148973721604,0.09619820643375926,1.0570531681499276,0.08312813483123144,0.7771366525642517
механические,25,эхо x2,0.8275109925996033,0.08990451686589196,0.8228791829205956,0.8437507325962837,0.8064256600870726,15.682285883485084,4.092592592592593,0.07726548086625892,0.08590307451955326,1.0695224628193285,0.07816745579879032,0.790189324272125
механические,25,эхо x4,0.8444965337817707,0.10276389613384095,0.8051701601700866,,0.8010221561639116,0.6802721088435374,,,0.12629395992071346,1.016145082134014,0.06671049794923006,0.7996142587258163
механические,25,эхо на четверти,0.8029462597042399,0.10425793621923889,0.8074907864135809,0.8112114193483221,0.7815903592264876,19.603954942300806,5.32962962962963,0.09420753231368197,0.10239705421130714,1.0838664690615474,0.09730761654832905,0.7688652761716238
