текст,условие,зерно,как есть: крупный,как есть: мелкий,как есть: средний,без оси: крупный,без оси: мелкий,без оси: средний,без случайного: крупный,без случайного: мелкий,без случайного: средний
13,перемешивание,0,16.541571928135212,6.134085153726237,15.576222134114122,16.931862689859837,6.1391926432465596,15.696947956127891,16.54924011228745,6.134931257452614,15.57879061172125
13,перемешивание,1,16.564189088157196,6.478468931276809,16.053160602545397,16.972230138639926,6.4667807727773265,16.215340546019412,16.568587039019732,6.478296619457076,16.05278879922114
13,перемешивание,2,15.549398334715214,6.873164529849431,14.107997604100055,15.829211649085288,6.908068401249595,14.20485592377506,15.54242977311284,6.873062849488974,14.09798746390473
14,исходный,0,21.425046496789093,4.35378344971425,16.441471800473003,21.75755969506484,4.357295238295529,16.56954877152768,21.418822992118425,4.353767839058267,16.445857218526317
14,исходный,1,21.082387278916453,4.339496078557299,16.72713569688689,21.295080980628054,4.34768090365957,16.788077716871275,21.04569767732626,4.33991447887952,16.708156837448918
14,исходный,2,22.74616256929388,4.053409237024325,16.615033713892082,23.05416656845526,4.059531814792105,16.803808376959232,22.75989719279871,4.054700096559404,16.611731893073983
14,чужие хапаксы,0,14.520797342407004,4.988938744303774,13.263731717174158,14.55982541991567,4.992539746225331,13.39373187507598,14.516425304035051,4.988333391175258,13.262452703250977
14,чужие хапаксы,1,15.54353327866601,5.155036935559593,13.662645582009807,15.648832631683831,5.148141322483236,13.865967623355436,15.54199478107161,5.152494006126674,13.663457901282538
14,чужие хапаксы,2,13.74009536810495,5.863472966415947,12.727038210741766,13.845619789516777,5.874255828907572,12.84484105202696,13.732144014663897,5.862187238027238,12.731363838396117
14,перемешивание,0,16.4722721914875,5.70082118420683,14.453195195322067,16.754142389396478,5.711062926821694,14.60128126329407,16.466872529184062,5.701333814544867,14.437329057146254
14,перемешивание,1,15.397492207739159,6.184396581602239,14.402249552461324,15.703378644409753,6.189873338888928,14.594328760522677,15.387352180160187,6.185067631990347,14.39719073501792
