x,y,tok,cls,hap,text,norm
23.679611,18.33866,Ġwhich,служ,hapax,22,38.136776
-21.02416,52.013134,Ġan,служ,hapax,22,38.155346
32.83002,17.957222,Ġso,служ,повторяется,22,38.45616
-10.469074,25.897924,Ġdoing,служ,повторяется,23,37.15773
26.55495,-38.25301,),пункт,повторяется,23,39.976017
33.08245,29.335825,Ġthat,служ,повторяется,23,39.216434
28.703516,-47.050316,;,пункт,повторяется,23,37.79245
9.79564,-38.966293,-,пункт,повторяется,23,36.921364
-41.646675,-18.30397,Ġstudent,смысл-редк,повторяется,23,34.690407
50.11022,-48.929707,",",пункт,повторяется,23,40.892574
2.6849878,-15.263379,Ġ6,пункт,повторяется,23,36.549072
48.818268,9.508775,Ġit,служ,повторяется,23,37.594498
35.630928,32.2901,Ġthat,служ,повторяется,23,40.41846
65.19232,20.98245,Ġand,служ,повторяется,23,40.952637
-41.30959,-18.643244,Ġstudents,смысл-част,повторяется,23,33.780975
-40.748627,-19.077719,Ġschool,смысл-част,повторяется,23,36.26173
-25.860703,-70.84781,.,сток,сток,23,26.637434
-5.4085073,-42.77168,Ġ3,пункт,hapax,23,38.093567
-19.746517,12.267491,Ġgather,смысл-редк,hapax,23,37.008854
-10.461628,25.800688,Ġdoing,служ,повторяется,23,37.261494
-26.94999,16.631878,Ġcomplete,смысл-част,повторяется,23,36.838078
-1.042715,14.470416,Ġwithout,служ,hapax,23,37.67902
-40.953575,-18.77419,Ġhomework,смысл-редк,повторяется,23,34.466667
-1.8743082,80.368484,Ġto,служ,повторяется,23,39.872124
-17.737349,9.863772,Ġlearned,смысл-редк,повторяется,23,36.25662
18.717432,34.54122,Ġdon,смысл-част,повторяется,23,40.176735
34.606586,-29.816292,.,пункт,повторяется,23,41.115974
42.472477,46.72572,Ġof,служ,повторяется,23,38.71857
1.4461956,-2.324778,Ġquestions,смысл-част,hapax,23,35.70414
27.803087,2.8704584,Ġthey,служ,повторяется,23,37.747005
-26.325521,54.503887,Ġa,служ,повторяется,23,39.72416
-8.325839,58.124096,Ġin,служ,повторяется,23,40.900997
-40.981243,-19.337566,Ġschool,смысл-част,повторяется,23,36.457542
-41.77807,-18.327229,Ġstudent,смысл-редк,повторяется,23,33.988422
-1.6406147,14.154365,Ġstill,служ,hapax,23,37.782864
16.387302,45.31853,Ġis,служ,повторяется,23,40.216625
2.6806142,18.695425,Ġmaybe,смысл-част,hapax,23,37.440598
-6.8490624,16.988829,Ġeven,служ,повторяется,23,38.11839
-39.797874,-18.238628,Ġmemor,смысл-редк,hapax,23,36.59387
-41.631855,-18.381474,Ġstudent,смысл-редк,повторяется,23,34.70201
13.249205,42.864525,Ġam,служ,hapax,23,37.904274
-20.267723,11.445631,aze,подслово,hapax,23,37.673843
40.971558,8.793132,ĠIt,служ,hapax,23,38.38733
-28.794039,38.91774,Ġwith,служ,повторяется,24,38.30925
-20.72473,-35.25484,Sport,подслово,повторяется,24,35.83112
31.588055,19.255869,Ġso,служ,hapax,24,38.471382
-24.225704,-29.573145,ĠTim,смысл-редк,повторяется,24,36.280468
-10.267584,-17.462996,re,подслово,повторяется,24,36.509117
-20.715935,35.69946,Ġinto,служ,hapax,24,38.3823
2.7323077,75.56166,Ġto,служ,повторяется,24,40.650826
66.56985,18.447762,Ġand,служ,повторяется,24,40.19654
11.877061,-6.8160048,Ġfirst,смысл-част,повторяется,24,36.98085
-21.19233,-33.87233,ston,подслово,повторяется,24,35.619175
9.301173,-39.11741,-,пункт,повторяется,24,37.298378
-0.5004355,36.444134,Ġhas,служ,повторяется,24,37.204437
-17.670044,-36.422276,ish,подслово,повторяется,24,36.967842
-26.8458,-37.056095,ĠSher,смысл-редк,повторяется,24,35.935036
27.48949,5.4311533,Ġhe,служ,повторяется,24,37.43149
-16.138275,32.449497,Ġgoing,смысл-част,повторяется,24,37.97801
31.55653,-27.083075,.,пункт,повторяется,24,39.997597
47.607193,-45.528366,",",пункт,повторяется,24,40.175022
43.17546,49.94906,Ġof,служ,повторяется,24,39.538895
7.4632564,9.295044,Ġpeople,смысл-част,hapax,24,36.63349
18.0017,-1.6684496,Ġmy,служ,hapax,24,36.97305
-17.703197,-36.096214,ish,подслово,повторяется,24,36.177326
-0.30568096,83.31969,Ġto,служ,повторяется,24,39.26328
-19.771381,-30.59386,ia,подслово,hapax,24,36.062973
5.464681,30.807123,Ġdid,служ,hapax,24,37.70857
63.594154,21.629345,Ġand,служ,повторяется,24,40.572174
35.07744,-26.44781,.,пункт,повторяется,24,41.20089
35.023617,31.528793,Ġthat,служ,повторяется,24,40.015045
-31.32945,-29.947157,ĠRepublic,смысл-редк,повторяется,24,36.518692
-32.97887,-31.713991,ottenham,подслово,hapax,24,36.88933
10.659074,-40.081345,-,пункт,повторяется,24,37.313545
35.101475,-26.450834,.,пункт,повторяется,24,41.564365
12.076064,-6.976386,Ġfirst,смысл-част,повторяется,24,36.77452
10.224329,-24.423424,'s,подслово,повторяется,24,37.20669
11.785918,62.55071,Ġfor,служ,повторяется,24,38.92806
8.274489,-17.548431,Ġtwo,смысл-част,hapax,24,36.99691
8.880274,0.6290167,Ġwants,смысл-част,повторяется,24,37.925957
66.529495,18.282381,Ġand,служ,повторяется,24,40.025032
-26.446148,51.418068,Ġa,служ,повторяется,24,39.94292
14.867,-23.695257,'ve,подслово,повторяется,24,37.138397
-45.208797,0.47543672,Ġcommon,смысл-част,hapax,25,36.78127
21.53971,-38.598194,Ġ,пункт,повторяется,25,38.771687
-14.083396,-42.598545,n,подслово,повторяется,25,36.624016
23.39584,23.666513,Ġwhen,служ,hapax,25,39.822506
-50.774593,-15.819528,Ġsize,смысл-част,повторяется,25,34.70445
15.696854,-50.33825,{\,пункт,повторяется,25,39.116055
11.591745,-53.43636,Ċ,пункт,повторяется,25,39.341644
11.289531,-53.1798,Ċ,пункт,повторяется,25,38.835693
9.944587,-51.570885,Ċ,пункт,повторяется,25,40.668396
26.371788,-38.876072,),пункт,повторяется,25,40.223587
7.0696907,-18.680256,2,пункт,повторяется,25,36.002853
-53.706825,-20.183252,Ġperformed,смысл-редк,повторяется,25,35.428246
10.2956,-53.0406,Ċ,пункт,повторяется,25,40.10037
-51.18627,-15.633253,Ġinputs,смысл-редк,повторяется,25,35.289486
11.025007,-53.06682,Ċ,пункт,повторяется,25,38.071163
24.08535,55.648525,Ġas,служ,hapax,25,39.19351
-46.39192,-0.9232043,Ġunits,смысл-редк,hapax,25,35.37545
69.75561,-0.52397263,Ġthe,служ,повторяется,25,37.68323
-31.679234,-65.864876,Ċ,сток,сток,25,26.18506
-46.543198,3.0741608,Ġbehavior,смысл-редк,повторяется,25,36.54524
-43.94434,-2.7081537,Ġnotation,смысл-редк,повторяется,25,36.629105
-14.012461,-42.633125,n,подслово,повторяется,25,36.46296
11.433698,-53.268925,Ċ,пункт,повторяется,25,39.223618
-3.131066,57.7467,In,подслово,hapax,25,38.034462
38.36239,49.51015,Ġof,служ,повторяется,25,39.878876
-3.4589148,47.87467,Ġby,служ,повторяется,25,37.63639
39.224255,52.455856,Ġof,служ,повторяется,25,40.0634
31.86577,-34.623135,.,пункт,повторяется,25,40.437275
-48.265648,3.5902255,Ġaverage,смысл-част,повторяется,25,34.99392
-48.413254,3.8337567,Ġworst,смысл-редк,hapax,25,36.406147
-45.71012,0.27998957,Ġexplicitly,смысл-редк,hapax,25,37.212658
15.080042,-11.54272,Ġone,служ,повторяется,25,36.989483
13.354195,63.598667,Ġfor,служ,повторяется,25,40.413174
16.37587,-52.39492,^{\,пункт,повторяется,25,36.90063
31.010443,-47.095146,âĢĬ,пункт,повторяется,25,37.487434
-48.25998,3.5424957,Ġaverage,смысл-част,повторяется,25,35.862503
-43.585316,9.233609,Ġgiven,смысл-част,повторяется,25,37.313683
70.61177,0.098347865,Ġthe,служ,повторяется,25,39.20643
28.690039,-32.63293,.,пункт,повторяется,25,41.080944
-13.382941,-42.98481,displaystyle,подслово,повторяется,25,37.058582
-2.6959877,18.158348,Ġlater,смысл-част,hapax,26,37.819336
-22.377903,-39.03063,T,подслово,повторяется,26,35.942127
52.82774,-46.174038,",",пункт,повторяется,26,40.05154
13.983037,48.435165,Ġis,служ,повторяется,26,38.994247
-40.069954,-38.202137,ability,подслово,повторяется,26,35.930813
-32.892273,-65.16122,T,сток,сток,26,26.160858
5.1563005,-31.522577,see,подслово,повторяется,26,37.129375
-53.333485,-18.207075,Ġmathematic,смысл-редк,повторяется,26,35.818645
46.649445,7.554318,Ġit,служ,повторяется,26,37.69509
35.022545,-9.906232,Ġthese,служ,повторяется,26,36.718018
-53.27147,-18.205301,Ġmathematic,смысл-редк,повторяется,26,35.053104
-6.9337454,-43.46195,Ġthree,смысл-част,повторяется,26,35.788696
28.01503,16.318836,ĠAlthough,служ,hapax,26,37.769302
-3.6301045,47.881367,Ġby,служ,повторяется,26,37.937634
-34.794685,12.334649,Ġproven,смысл-редк,hapax,26,36.501865
-55.525528,-14.288491,Ġthesis,смысл-редк,повторяется,26,34.56002
70.017166,0.59325963,Ġthe,служ,повторяется,26,38.384438
43.07549,20.38443,Ġbut,служ,hapax,26,38.11361
-50.472897,-17.341318,Ġformally,смысл-редк,повторяется,26,35.602024
-25.981876,-69.15321,Ġthe,сток,сток,26,26.92312
-39.3043,10.195881,Ġbelief,смысл-редк,hapax,26,36.140797
-45.694195,-1.432326,Ġnumbers,смысл-част,hapax,26,35.873413
53.78874,-45.787895,",",пункт,повторяется,26,41.792133
-41.508255,6.7942266,Ġinformal,смысл-редк,повторяется,26,36.886227
-37.948166,-41.05311,uring,подслово,повторяется,26,37.888683
-55.637672,-15.209594,Ġcoincide,смысл-редк,повторяется,26,37.87497
24.336851,-46.788845,[,пункт,hapax,26,38.640694
2.6307664,23.089115,Ġonly,служ,повторяется,26,37.62846
-39.918983,-38.26001,ity,подслово,hapax,26,36.83896
-31.228762,11.539242,Ġdescribe,смысл-редк,hapax,26,37.62589
-51.515404,-17.476347,Ġfunctions,смысл-редк,повторяется,26,35.24519
-24.274809,17.455828,Ġwork,смысл-част,hapax,26,37.495983
-45.074677,5.643612,Ġnotion,смысл-редк,повторяется,26,36.963875
-40.12157,-38.179203,ability,подслово,повторяется,26,36.742485
-47.486237,-6.558214,Ġphysics,смысл-редк,hapax,26,35.78162
-55.53017,-14.224055,Ġconjecture,смысл-редк,повторяется,26,35.532074
-55.985188,-16.77905,Ġstates,смысл-част,повторяется,26,36.235065
13.959411,48.532684,Ġis,служ,повторяется,26,39.60659
52.798817,-45.52958,",",пункт,повторяется,26,41.744476
-37.951687,-41.04722,uring,подслово,повторяется,26,35.937393
70.70189,-1.6923349,Ġthe,служ,повторяется,27,38.826965
-5.0503726,6.930598,Ġcurrently,смысл-редк,hapax,27,38.14344
-49.944168,-3.6690407,Ġdimension,смысл-редк,hapax,27,36.666634
-19.299368,14.570365,Ġserve,смысл-редк,hapax,27,37.219925
62.05078,20.37609,Ġand,служ,повторяется,27,42.479046
-51.782402,-6.662762,Ġlatent,смысл-редк,hapax,27,37.20277
40.573284,51.76086,Ġof,служ,повторяется,27,38.82871
-21.1443,52.76492,Ġan,служ,hapax,27,38.9141
54.426754,-46.773598,",",пункт,повторяется,27,42.623466
-49.687572,-15.962933,Ġseries,смысл-редк,повторяется,27,34.07235
-50.524467,-4.344215,Ġstructure,смысл-редк,hapax,27,36.1138
6.9830084,-19.00756,2,пункт,повторяется,27,39.174023
24.963896,-44.803734,âĢĻ,пункт,повторяется,27,38.171036
70.66987,-1.9522274,Ġthe,служ,повторяется,27,39.663517
-52.799942,-7.1924486,Ġbaseline,смысл-редк,hapax,27,36.278385
30.168133,-33.64394,.,пункт,повторяется,27,40.148647
14.284506,-48.761974,_,пункт,hapax,27,37.8597
30.145845,-33.55056,.,пункт,повторяется,27,40.624126
-45.14126,-18.572975,Ġpaper,смысл-част,повторяется,27,34.246662
-53.004448,-6.1421957,Ġrecurrent,смысл-редк,hapax,27,37.095013
-5.5460467,8.926454,Ġextremely,смысл-редк,hapax,27,37.23129
9.733867,-25.926586,s,подслово,повторяется,27,38.51898
6.0167847,80.36931,Ġto,служ,повторяется,27,39.511757
-51.233986,-9.222572,Ġdeterministic,смысл-редк,повторяется,27,35.24351
70.423515,-2.2178483,Ġthe,служ,повторяется,27,39.16889
6.36947,50.559174,Ġbe,служ,повторяется,27,38.995125
30.14982,-33.66124,.,пункт,повторяется,27,40.596256
30.292961,-33.8024,.,пункт,повторяется,27,40.212936
9.123031,29.226942,Ġshould,служ,повторяется,27,38.319466
-5.6696515,7.0128064,Ġconsidered,смысл-редк,hapax,27,37.86714
-23.994017,-37.779057,ĠG,смысл-част,повторяется,27,35.426426
-15.223168,-7.884659,Ġreviewer,смысл-редк,hapax,27,36.5877
-47.197716,2.9145122,Ġapplicability,смысл-редк,hapax,27,36.55784
-36.274693,3.2502563,Ġimplementations,смысл-редк,hapax,27,37.409336
-28.606106,-0.029893287,Ġnumber,смысл-част,повторяется,27,36.87081
40.5464,9.565534,ĠIt,служ,повторяется,27,39.939445
-3.5577545,47.827057,Ġby,служ,повторяется,27,39.184467
-53.056114,-6.040343,Ġneural,смысл-редк,повторяется,27,36.024605
-11.889024,-8.526607,Ġchecking,смысл-редк,hapax,27,38.77914
-28.822441,50.055016,Ġa,служ,повторяется,27,41.05377
-44.716885,-33.725163,Ġfain,смысл-редк,повторяется,28,36.714943
-22.975567,-20.466307,Ġscales,смысл-редк,hapax,28,36.91686
-33.723457,23.69756,Ġhigher,смысл-част,повторяется,28,36.293472
57.604805,-3.06283,ĠThe,служ,повторяется,28,36.68396
22.415703,-51.93261,*,пункт,повторяется,28,37.660637
30.24916,-32.209435,.,пункт,повторяется,28,41.102146
-47.79866,-33.05908,pc,подслово,повторяется,28,35.904545
-8.495489,-31.449366,H,подслово,hapax,28,36.36889
-7.0815635,-42.919266,3,пункт,повторяется,28,37.64714
-8.597308,-41.600147,01,пункт,повторяется,28,36.424706
16.1989,-52.445255,^{-,пункт,повторяется,28,37.454144
-19.36896,-15.486176,population,подслово,hapax,28,37.05355
-7.412207,-21.113594,ic,подслово,hapax,28,37.14435
10.485292,-36.80503,-,пункт,повторяется,28,37.92381
37.793407,-38.238605,.,пункт,повторяется,28,38.958893
-61.757168,-7.4439206,Ġsimilar,смысл-част,повторяется,28,37.63176
40.664707,53.96277,Ġof,служ,повторяется,28,38.106937
-3.0046833,-34.55156,04,пункт,hapax,28,37.836643
-54.734985,0.15751053,Ġvalue,смысл-част,повторяется,28,36.560757
9.667744,-47.893852,Ċ,пункт,повторяется,28,39.73158
9.813503,-48.27863,Ċ,пункт,повторяется,28,40.356155
-54.15095,0.8378562,Ġfunction,смысл-част,повторяется,28,39.45655
14.616499,-44.163258,/,пункт,hapax,28,37.09968
37.672596,-38.263264,.,пункт,повторяется,28,37.914867
10.48375,-36.81887,-,пункт,повторяется,28,37.928642
4.1620517,82.49351,Ġto,служ,повторяется,28,41.169952
-47.879726,-33.660282,osity,подслово,hapax,28,37.23132
9.545451,-48.586826,Ċ,пункт,повторяется,28,39.709904
-3.0571692,-34.903828,19,пункт,повторяется,28,38.146088
14.773151,-49.555645,_,пункт,повторяется,28,38.009304
-3.3149934,-34.404335,74,пункт,hapax,28,37.16489
-29.258924,-26.76506,ĠLF,смысл-редк,повторяется,28,36.624676
9.76431,45.53201,Ġare,служ,hapax,28,39.860638
-22.721313,-20.878384,Ġr,смысл-част,повторяется,28,35.700577
-47.968067,-33.079964,ies,подслово,повторяется,28,37.05648
-7.410128,-21.25712,uest,подслово,hapax,28,37.646626
30.543701,-32.38352,.,пункт,повторяется,28,41.517544
39.96537,53.229416,Ġof,служ,повторяется,28,39.072426
14.718172,-49.4714,_,пункт,повторяется,28,37.379646
72.1768,-3.6361256,Ġthe,служ,повторяется,28,39.104805
65.26021,-4.2440634,Ġthe,служ,повторяется,29,38.882317
-26.770563,8.83415,Ġdone,служ,повторяется,29,36.51824
-14.946436,-9.007994,Ġsuppression,смысл-редк,hapax,29,37.818996
35.341408,-29.360086,.,пункт,повторяется,29,41.059414
23.608444,11.568594,you,подслово,hapax,29,37.757915
22.787548,-7.2456384,guy,подслово,hapax,29,36.6249
-6.929735,59.188675,Ġin,служ,повторяется,29,40.208134
41.918354,48.43709,Ġof,служ,повторяется,29,38.671642
41.200886,9.5051775,ĠIt,служ,повторяется,29,40.04598
40.413914,1.9050786,I,подслово,hapax,29,38.602844
43.002827,49.095226,Ġof,служ,повторяется,29,39.306454
35.6708,31.834435,Ġthat,служ,повторяется,29,41.29884
16.610065,-10.675575,Ġone,служ,повторяется,29,38.642525
21.692448,-0.9332134,Ġhis,служ,повторяется,29,36.057407
-13.3852215,-3.4871936,Ġbad,смысл-част,hapax,29,36.66781
35.220993,-29.024857,.,пункт,повторяется,29,41.863808
-18.849741,-10.803933,ĠIndian,смысл-редк,hapax,29,35.977398
-31.430134,-6.1281595,Ġscenes,смысл-редк,hapax,29,34.973488
-8.2224655,59.706593,Ġin,служ,повторяется,29,40.634457
-23.077896,7.547278,Ġchange,смысл-част,hapax,29,37.19218
-19.162998,-20.217867,Ġen,смысл-редк,повторяется,29,36.645786
47.947407,10.62323,Ġit,служ,повторяется,29,37.04724
-31.154484,-6.1882224,Ġmovies,смысл-редк,hapax,29,35.399956
3.6731706,9.025598,Ġmany,служ,повторяется,29,36.89218
-17.04563,11.606456,raged,подслово,повторяется,29,37.54792
-9.578921,-30.017431,Christian,подслово,hapax,29,36.08352
34.001324,16.048304,ĠSo,служ,повторяется,29,37.42705
15.3282175,29.973528,can,подслово,hapax,29,38.203762
-17.638237,-23.850374,Ġp,смысл-част,hapax,29,36.13409
43.24602,52.085106,Ġof,служ,повторяется,29,38.41487
4.970407,-15.688599,Ġ4,пункт,hapax,29,36.952293
-4.7035317,13.543656,Ġquite,смысл-част,повторяется,29,37.31344
-4.071775,24.279942,Ġmore,служ,hapax,29,38.63534
63.952255,21.40248,Ġand,служ,повторяется,29,41.103355
-7.4516444,-15.868266,y,подслово,повторяется,29,38.428947
-12.223523,-20.707052,ep,подслово,hapax,29,37.10331
33.933544,16.091993,ĠSo,служ,повторяется,29,37.942104
-12.743485,-15.737203,Ġtypical,смысл-редк,повторяется,29,36.27879
45.537025,9.761891,Ġit,служ,повторяется,29,38.77654
23.004827,-6.8016615,me,подслово,hapax,29,36.317116
-31.133116,-3.7112834,Ġcareer,смысл-част,повторяется,30,35.57332
-25.604155,-26.593048,ĠNam,смысл-редк,повторяется,30,36.033398
-32.061466,-4.038453,Ġjobs,смысл-редк,hapax,30,35.508442
55.980625,-43.499973,",",пункт,повторяется,30,41.25648
-32.070217,-2.412383,Ġperformances,смысл-редк,повторяется,30,35.98232
19.86047,1.1233938,Ġtheir,служ,повторяется,30,36.285027
36.82682,-26.68933,.,пункт,повторяется,30,41.570602
-2.398267,80.232864,Ġto,служ,повторяется,30,39.724182
-28.639347,-17.966967,Ġteenager,смысл-редк,hapax,30,35.96515
-25.081919,-26.582588,ĠSang,смысл-редк,hapax,30,36.687393
-22.702538,-10.981674,Ġguardians,смысл-редк,hapax,30,36.60201
-13.812393,-38.96329,arth,подслово,повторяется,30,39.239098
-24.037445,-12.438835,Ġparents,смысл-част,повторяется,30,34.614414
-27.555794,54.964897,Ġa,служ,повторяется,30,38.480366
20.421732,-0.22813202,Ġher,служ,повторяется,30,36.490784
12.367259,-0.29269308,Ġperson,смысл-част,повторяется,30,37.56435
-16.363579,9.081886,Ġentered,смысл-редк,hapax,30,36.98801
9.785061,-26.15444,s,подслово,повторяется,30,38.86978
-32.06502,-2.3896089,Ġperformance,смысл-част,hapax,30,35.615723
-25.400692,-25.928162,ĠMountains,смысл-редк,hapax,30,35.722767
-33.321537,-19.55933,Ġyoung,смысл-част,повторяется,30,36.398537
12.364894,-0.2946251,Ġperson,смысл-част,повторяется,30,36.80501
-11.552433,1.5849334,Ġresides,смысл-редк,повторяется,30,37.48776
9.979862,-2.435701,Ġexample,смысл-част,повторяется,30,38.464645
-9.270854,40.926456,Ġat,служ,повторяется,30,37.813286
-37.304405,-11.335785,Ġbi,смысл-редк,повторяется,30,34.916603
-32.53035,16.996983,Ġdivorced,смысл-редк,повторяется,30,36.09333
13.920946,7.911726,Ġany,служ,повторяется,30,38.045235
-48.867268,-16.604565,Ġsection,смысл-редк,повторяется,30,36.127087
-32.138638,-4.0523515,Ġorganizations,смысл-редк,hapax,30,35.55214
-5.964797,59.90509,Ġin,служ,повторяется,30,39.59267
20.810843,-0.44111598,Ġher,служ,повторяется,30,35.822815
18.689669,-43.787178,ĠâĢľ,пункт,повторяется,30,40.560806
56.882557,-48.08036,",",пункт,повторяется,30,40.838444
24.018217,7.7522063,Ġyou,служ,повторяется,30,39.735447
-27.085182,-35.920624,ĠRu,смысл-редк,повторяется,30,36.042988
14.085114,-32.492256,âĢĻ,пункт,повторяется,30,39.024174
-12.986669,-38.2748,M,подслово,повторяется,30,38.268833
-27.37244,3.5799198,Ġworking,смысл-част,hapax,30,36.30675
-25.494797,-26.690601,ĠDash,смысл-редк,повторяется,30,35.394295
53.051186,-50.41453,",",пункт,повторяется,31,41.930267
-12.059552,-17.868593,runner,подслово,hapax,31,37.9094
7.4006615,-4.796996,Ġrest,смысл-част,повторяется,31,37.029625
-16.941658,-10.540249,ĠOpinion,смысл-редк,hapax,31,36.37083
8.546753,19.13113,Ġwhat,служ,повторяется,31,38.389793
-2.6980495,28.996994,Ġhow,служ,hapax,31,39.29726
36.997593,1.239423,ĠI,служ,hapax,31,36.996037
-9.818545,3.479763,Ġsounds,смысл-редк,hapax,31,38.207577
36.110355,-8.602173,Ġthis,служ,повторяется,31,35.316193
-8.170956,11.309094,Ġwell,смысл-част,повторяется,31,38.161972
19.19806,-43.576912,"Ġ""",пункт,повторяется,31,40.355198
-21.94923,28.177057,Ġout,служ,повторяется,31,36.98505
64.63658,-4.089239,Ġthe,служ,повторяется,31,38.323795
-16.18359,32.387592,Ġgoing,смысл-част,hapax,31,37.528576
28.123198,1.8332889,Ġthey,служ,повторяется,31,37.99547
65.02326,19.901821,Ġand,служ,повторяется,31,40.584873
-60.891743,-1.8516525,Ġformer,смысл-част,hapax,31,36.983265
21.174215,-0.3419358,Ġher,служ,повторяется,31,36.1133
-7.8004384,58.15994,Ġin,служ,повторяется,31,40.54816
-23.547195,5.7545276,Ġwatched,смысл-редк,hapax,31,37.201607
38.03684,-44.437134,",""",пункт,повторяется,31,40.880375
44.048573,20.608208,Ġbut,служ,повторяется,31,39.668972
12.062562,62.32849,Ġfor,служ,повторяется,31,39.759422
1.4209403,-15.211227,Ġ2016,пункт,повторяется,31,36.57557
-9.968318,4.1540103,Ġworks,смысл-част,hapax,31,37.01908
25.060974,-43.283466,"""",пункт,hapax,31,40.44098
25.016695,3.1195664,Ġshe,служ,повторяется,31,36.770443
-27.183292,-31.564396,ĠWarren,смысл-редк,повторяется,31,35.21406
27.733425,-4.4233184,Ġus,служ,hapax,31,36.154507
35.74903,-43.70952,".""",пункт,повторяется,31,39.907627
21.113714,-0.24435051,Ġher,служ,повторяется,31,36.301933
-35.10646,-21.28316,Ġrace,смысл-редк,повторяется,31,35.772297
-28.695683,-21.554604,ĠDemocrats,смысл-редк,hapax,31,35.280712
-6.5904336,57.248154,Ġin,служ,повторяется,31,38.152153
-31.972189,-21.878038,Ġlobby,смысл-редк,hapax,31,34.868023
34.060223,31.525114,Ġthat,служ,повторяется,31,40.770676
2.4117713,76.62604,Ġto,служ,повторяется,31,40.119305
42.38657,-32.000507,?,пункт,hapax,31,40.49093
-23.969568,5.665654,Ġwatching,смысл-редк,hapax,31,37.01301
34.44558,-32.43811,.,пункт,повторяется,31,40.887993
-15.3797245,-15.453247,Ġhonor,смысл-редк,hapax,32,36.12826
14.511206,-10.240496,Ġone,служ,повторяется,32,36.9879
9.319235,-49.57324,Ċ,пункт,повторяется,32,39.555805
-14.593009,-16.649328,view,подслово,повторяется,32,36.08635
-27.452787,-11.659889,Ġwestern,смысл-редк,повторяется,32,35.506596
68.25454,-11.483328,Ġthe,служ,повторяется,32,40.093697
28.517393,-30.112755,.,пункт,повторяется,32,40.15503
-26.305794,-42.947704,ĠCross,смысл-редк,повторяется,32,37.753746
6.151057,-50.884827,Ċ,пункт,повторяется,32,40.762234
-38.434586,-29.986042,Ġinter,смысл-редк,hapax,32,36.52486
-18.73493,-38.25238,ner,подслово,повторяется,32,37.73018
14.587116,-46.184807,Âł,пункт,повторяется,32,37.04135
49.925884,-50.72574,",",пункт,повторяется,32,40.47866
-38.00221,13.65368,Ġenters,смысл-редк,hapax,32,36.137287
9.672597,-51.05439,Ċ,пункт,повторяется,32,40.313885
-19.137444,-39.577045,ck,подслово,повторяется,32,38.16526
33.0613,-56.210655,"Ġ,",пункт,повторяется,32,39.84521
-29.536795,28.240269,Ġalong,служ,hapax,32,36.761314
-19.092478,-39.517563,ck,подслово,повторяется,32,35.40591
-22.368198,0.8593941,Ġpoint,смысл-част,hapax,32,36.19062
-24.951525,-19.140604,ĠCity,смысл-редк,повторяется,32,35.446686
-27.848509,-68.976364,Ġthe,сток,сток,32,26.507164
-0.9470529,81.07864,Ġto,служ,повторяется,32,38.778698
-26.29664,-42.989136,ĠCross,смысл-редк,повторяется,32,38.061794
-47.643612,-20.569012,ĠDepartment,смысл-редк,hapax,32,36.415108
-38.554424,14.020247,Ġadjacent,смысл-редк,hapax,32,36.27227
-27.52589,-23.371399,Ġ1963,пункт,hapax,32,36.37626
-24.795504,-18.948458,ĠHill,смысл-редк,hapax,32,36.390774
-29.966228,28.689005,Ġcross,смысл-редк,hapax,32,36.94076
-13.445573,-15.844995,portation,подслово,hapax,32,36.34934
6.143875,-50.899372,Ċ,пункт,повторяется,32,40.626846
-6.1501102,-35.10811,878,пункт,hapax,32,37.421223
-6.165646,-35.11263,678,пункт,повторяется,32,37.771957
-47.905636,9.651809,Ġcourse,смысл-част,hapax,32,37.309254
-17.422049,-32.85517,idan,подслово,повторяется,32,36.45636
49.835487,-50.77154,",",пункт,повторяется,32,40.223522
-38.29873,-30.274435,ĠInter,смысл-редк,повторяется,32,37.701878
-26.775568,-40.909306,ĠBru,смысл-редк,повторяется,32,38.639416
68.252335,-11.480391,Ġthe,служ,повторяется,32,39.868206
-26.285595,-42.9954,ĠCross,смысл-редк,повторяется,32,37.286674
38.063713,51.846134,Ġof,служ,повторяется,33,39.363422
-57.810017,-12.013874,Ġconclusion,смысл-редк,повторяется,33,37.128323
14.981201,48.91806,Ġis,служ,повторяется,33,40.02807
-55.90242,-12.468073,Ġpremises,смысл-редк,повторяется,33,35.80467
5.240682,81.55494,Ġto,служ,повторяется,33,39.403957
31.216015,-36.977833,.,пункт,повторяется,33,40.87441
2.6219969,23.054304,Ġonly,служ,повторяется,33,38.336002
65.12649,22.220205,Ġand,служ,повторяется,33,40.927933
-9.776028,48.043022,Ġfrom,служ,повторяется,33,39.05421
5.772109,21.799944,Ġevery,служ,hapax,33,36.98438
-43.52759,9.13503,Ġgiven,смысл-част,повторяется,33,36.747467
-53.57309,-7.8447943,Ġpriori,смысл-редк,hapax,33,37.934605
57.259712,-2.1731834,ĠThe,служ,повторяется,33,37.61156
14.694123,32.216732,Ġcan,служ,hapax,33,38.084415
-58.200253,-12.494726,Ġconsequence,смысл-редк,повторяется,33,36.437847
13.508975,63.119156,Ġfor,служ,повторяется,33,39.233997
-57.67345,-11.989603,Ġargument,смысл-редк,hapax,33,36.25673
9.997263,-51.60866,Ċ,пункт,повторяется,33,40.801334
-26.496105,59.071907,Ġa,служ,повторяется,33,38.58016
20.049992,26.37061,Ġbecause,служ,hapax,33,39.311558
-56.10565,-10.591003,Ġinterpretation,смысл-редк,hapax,33,36.79931
-34.679886,12.376412,Ġdetermined,смысл-редк,hapax,33,37.294464
