набор,текст,условие,полн: каркас ребро,полн: каркас CV,полн: ячейки ребро,q*
механические,18,чужие хапаксы,0.7228946243299963,0.11063408523317368,0.4195414744284027,0.355
механические,18,хапаксы одного домена,0.7361483654144797,0.09637839601304726,0.4352400157502314,0.33666666666666667
механические,18,20 чужих хапаксов,0.7479331095635283,0.09660692370919366,0.4201761967383543,0.37666666666666665
механические,18,маркер каждые 3,0.765641000176997,0.08605914267645294,0.4226944235722015,0.5083333333333333
механические,18,без пунктуации,0.7703413927101824,0.0867373410958731,0.4697517778210732,0.36333333333333334
механические,18,без служебных,0.7328195405448624,0.09495401927955256,0.4333324323775997,0.29000000000000004
механические,19,исходный,0.7282494652621465,0.09392356349926399,0.3874604622181212,0.4166666666666667
механические,19,перемешивание,0.739806207699468,0.07838387293796963,0.45488844546908475,0.4083333333333334
механические,19,эхо x2,0.752278258150843,0.08737783871438864,0.3413166539869905,0.5716666666666667
механические,19,эхо x4,0.7927600811212666,0.0908892711707786,0.25193253891627393,0.7316666666666668
механические,19,эхо на четверти,0.7285804949200735,0.09675515565528164,0.37807771379522276,0.4683333333333333
механические,19,словарь к 25,0.7426925934276604,0.09378433051542127,0.4303476709649108,0.6416666666666667
механические,19,словарь к 60,0.733927449986766,0.09378008305754965,0.4210621276756041,0.505
механические,19,все слова разные,0.7214604212714019,0.09907550322510082,0.41265781654797,0.305
механические,19,чужие хапаксы,0.7043283495606175,0.10983576368636404,0.4042873378552307,0.43
механические,19,хапаксы одного домена,0.7077933779691312,0.10305623423363112,0.4015472661738857,0.4266666666666667
механические,19,20 чужих хапаксов,0.7185452871161201,0.09057857185954062,0.3877645119408226,0.4183333333333333
механические,19,маркер каждые 3,0.7616300681133739,0.08391547385109392,0.4053458451741388,0.5333333333333333
механические,19,без пунктуации,0.7674902927370283,0.09887194454084587,0.4449849194054522,0.37333333333333335
механические,19,без служебных,0.7061419113743028,0.09918661078517325,0.370914457719912,0.38000000000000006
механические,20,исходный,0.7320602455104828,0.09618212406148456,0.40162832535954407,0.45
механические,20,перемешивание,0.7143067366747804,0.0915901810466444,0.475768815276805,0.4583333333333333
механические,20,эхо x2,0.7543718060471583,0.08741709240770713,0.33000173972986263,0.5883333333333334
механические,20,эхо x4,0.7587706042944217,0.09814208126792547,0.24052490222624237,0.7183333333333333
механические,20,эхо на четверти,0.7297050874441461,0.0943107734049986,0.3650045730073803,0.5216666666666666
механические,20,словарь к 25,0.7391995964823678,0.0950358153920553,0.43371907686315664,0.7066666666666667
механические,20,словарь к 60,0.7303976750100917,0.08814956659298634,0.44002399692203725,0.5683333333333334
механические,20,все слова разные,0.7228465347659879,0.09321868824424191,0.40288420841974526,0.2933333333333333
механические,20,чужие хапаксы,0.7158589225580433,0.10137105871666956,0.41173629535028083,0.45
