набор,текст,условие,полн: каркас ребро,полн: каркас CV,полн: ячейки ребро,q*
механические,27,эхо x2,0.7755932000698612,0.07157679080366997,0.39150582248859456,0.41
механические,27,эхо x4,0.7880447020220299,0.07672075901211785,0.2811700525568542,0.5949999999999999
механические,27,эхо на четверти,0.7678228476854657,0.08243447035875923,0.4028845556960565,0.375
механические,27,словарь к 25,0.7618580668888247,0.09516136061717734,0.4217099307420473,0.65
механические,27,словарь к 60,0.7704098670731451,0.0939739864950045,0.4344259304028831,0.5750000000000001
механические,27,все слова разные,0.7202329316234102,0.11082706836904048,0.4146849359113056,0.28
механические,27,чужие хапаксы,0.7344525046914067,0.12258569772524229,0.433521985584997,0.3283333333333333
механические,27,хапаксы одного домена,0.7279238781007863,0.11267368272196863,0.42023558752459217,0.32666666666666666
механические,27,20 чужих хапаксов,0.757019878179344,0.09706789083805108,0.41626548522193746,0.3316666666666667
механические,27,маркер каждые 3,0.7703020206117867,0.09301724472563276,0.3956583847941641,0.4466666666666667
механические,27,без пунктуации,0.7748691968053452,0.08357023969530915,0.4552381163067249,0.3133333333333333
механические,27,без служебных,0.7387233343430327,0.09939290131919477,0.404086598348599,0.2933333333333334
механические,28,исходный,0.7368810255134711,0.09114716722249376,0.3464232874482347,0.4116666666666666
механические,28,перемешивание,0.7413990898968686,0.09721615412778611,0.42463050183800455,0.4083333333333334
механические,28,эхо x2,0.7465164118368675,0.08166466116151568,0.2944609875072833,0.5083333333333333
механические,28,эхо x4,0.7868984819521874,0.08094394917894018,0.22318923723224493,0.6016666666666666
механические,28,эхо на четверти,0.7400631117901892,0.08621311263969882,0.3307988409536162,0.47333333333333333
механические,28,словарь к 25,0.753364742630021,0.0957588473738592,0.39374836522113493,0.5683333333333332
механические,28,словарь к 60,0.7361815121230779,0.08828765122179011,0.3773067858255284,0.4566666666666667
механические,28,все слова разные,0.7063447846460571,0.11742559703404122,0.3568960129234928,0.33166666666666667
механические,28,чужие хапаксы,0.7225992069619172,0.11357546165249566,0.36449310976588234,0.43
механические,28,хапаксы одного домена,0.7164828271554392,0.11211997929823729,0.36636715568389994,0.43333333333333335
механические,28,20 чужих хапаксов,0.732495145490951,0.09012698859083379,0.36736074867941676,0.42333333333333334
механические,28,маркер каждые 3,0.7475574645335588,0.10348147115135375,0.3494183606637065,0.5133333333333333
механические,28,без пунктуации,0.7386764133281701,0.10032018487439807,0.404553676326236,0.4383333333333333
механические,28,без служебных,0.7041105591237263,0.10418821978566739,0.3389597156862593,0.405
механические,29,исходный,0.7525089641919432,0.09283684590971496,0.4091122284246185,0.3416666666666666
механические,29,перемешивание,0.7230830545008226,0.09707681404364993,0.4333276184959078,0.3516666666666666
механические,29,эхо x2,0.7730529842507409,0.08606766185135478,0.347599837544013,0.4266666666666667
механические,29,эхо x4,0.7846066010857525,0.07227279675618865,0.2681671133446318,0.5683333333333332
механические,29,эхо на четверти,0.760084412903051,0.08381036531486404,0.41612016154776027,0.34833333333333333
механические,29,словарь к 25,0.7613026107543003,0.07961625192051482,0.43610910684858095,0.6
механические,29,словарь к 60,0.7447976577893276,0.09190995681842913,0.41646761714947034,0.49333333333333335
механические,29,все слова разные,0.7134316906517689,0.11219752609016877,0.39640357008370164,0.30666666666666664
механические,29,чужие хапаксы,0.71746530447066,0.09930065497864753,0.3936641883600817,0.35000000000000003
механические,29,хапаксы одного домена,0.7146869992115557,0.10925970248482726,0.3986835862705263,0.3433333333333333
механические,29,20 чужих хапаксов,0.737970284561747,0.09219785315218125,0.4076794937999164,0.34333333333333327
механические,29,маркер каждые 3,0.7658228471682461,0.08795010409494138,0.37954050362242425,0.45999999999999996
механические,29,без пунктуации,0.765202070510869,0.09111857839757777,0.49186387574190965,0.3283333333333333
механические,29,без служебных,0.7369286021289368,0.08679571837097166,0.42475971703876336,0.2683333333333333
механические,30,исходный,0.7394810700144516,0.09910710219913077,0.3861992217133272,0.41333333333333333
механические,30,перемешивание,0.7279923559954948,0.10095467317614533,0.44011807280658705,0.41500000000000004
механические,30,эхо x2,0.7624604423800264,0.08206823119068811,0.37983718856213144,0.4683333333333333
механические,30,эхо x4,0.7789720856059669,0.07759925007591235,0.3199798647961323,0.5516666666666666
механические,30,эхо на четверти,0.7429881741568322,0.09873805824933923,0.38982458957336363,0.3666666666666667
механические,30,словарь к 25,0.7748472680635108,0.1199800296075952,0.3933928753629441,0.6866666666666666
механические,30,словарь к 60,0.7538757214187859,0.07874345862760353,0.4063681884877884,0.5983333333333333
механические,30,все слова разные,0.6951901319019113,0.1348216898160073,0.37392151557796627,0.30666666666666664
механические,30,чужие хапаксы,0.7069968880385433,0.12681768138050833,0.3741595328240636,0.37833333333333335
механические,30,хапаксы одного домена,0.7052694848698512,0.12477715234538805,0.3830162408920701,0.41333333333333333
механические,30,20 чужих хапаксов,0.727417848149961,0.11281407036288311,0.37555643316030923,0.4183333333333333
механические,30,маркер каждые 3,0.7642343026811771,0.10724902040177366,0.366996533724358,0.48166666666666663
механические,30,без пунктуации,0.7486754858812933,0.09041823979703047,0.4360393478067963,0.34
механические,30,без служебных,0.7105414913535979,0.10907463894505837,0.35329787738147056,0.36833333333333335
механические,31,исходный,0.7625645318910911,0.07504396012098,0.4500223931700602,0.3416666666666666
механические,31,перемешивание,0.746559417467573,0.07526303886395151,0.49675772209007524,0.31833333333333336
механические,31,эхо x2,0.770245929108567,0.08115453252531905,0.3796745085830868,0.435
механические,31,эхо x4,0.7935603158726203,0.07427388462709988,0.271852454373675,0.6083333333333333
механические,31,эхо на четверти,0.7627223839552841,0.080823455550906,0.407142583971142,0.36833333333333335
механические,31,словарь к 25,0.7288203564781842,0.09999621027706491,0.42271366006429867,0.6316666666666667
механические,31,словарь к 60,0.7557946581287851,0.07049808305926024,0.4695222336285858,0.5366666666666667
механические,31,все слова разные,0.7386476109300245,0.09352047708693184,0.42801859524914354,0.26499999999999996
механические,31,чужие хапаксы,0.7369633486491516,0.07962435349032919,0.45020939933903154,0.29666666666666663
механические,31,хапаксы одного домена,0.7430778280407111,0.08870697404217558,0.4270046648835497,0.34
механические,31,20 чужих хапаксов,0.7582122733350657,0.07923079751335425,0.44569572589510603,0.37166666666666665
механические,31,маркер каждые 3,0.7599128253338624,0.0799713509150194,0.40688143984058095,0.4366666666666667
механические,31,без пунктуации,0.7697317233769886,0.09019887376990339,0.4719006142948465,0.33
механические,31,без служебных,0.7356597464687221,0.0939221743124441,0.44461209794904,0.2916666666666667
механические,32,исходный,0.731118708827958,0.0827373320789737,0.3936837265375929,0.455
механические,32,перемешивание,0.7322930483774156,0.09657548058259606,0.4404488138313991,0.465
механические,32,эхо x2,0.7322140604570655,0.09332524686729686,0.35686990129731616,0.5633333333333334
механические,32,эхо x4,0.7610624471782003,0.07967539264480474,0.3174333345508507,0.5766666666666667
механические,32,эхо на четверти,0.7227553544807076,0.09000979633475274,0.37361616035141165,0.505
механические,32,словарь к 25,0.7362342336658362,0.09118997647239746,0.41121848476920436,0.6783333333333333
механические,32,словарь к 60,0.7241130363301619,0.08944743712722601,0.4108866369941811,0.6133333333333333
механические,32,все слова разные,0.708873299695587,0.11219079369717423,0.38016612975192615,0.24666666666666667
механические,32,чужие хапаксы,0.7026736778822951,0.10618789741072705,0.3919258854262548,0.41
механические,32,хапаксы одного домена,0.6986359409169585,0.10022704104934753,0.38959480554478226,0.44
механические,32,20 чужих хапаксов,0.7131553944359356,0.09698463001729953,0.3769475181236291,0.47666666666666674
механические,32,маркер каждые 3,0.7481061414937797,0.10599589963309324,0.3913580022532592,0.5666666666666667
механические,32,без пунктуации,0.7241921030456663,0.08275891650666982,0.4136604449173596,0.44166666666666665
механические,32,без служебных,0.7095700749768435,0.09832843770335288,0.37860333362115073,0.42333333333333334
механические,33,исходный,0.7438077891572948,0.1252454777075996,0.386423945098854,0.4383333333333333
механические,33,перемешивание,0.733994713381215,0.11144197344304609,0.4494333814345299,0.43500000000000005
механические,33,эхо x2,0.7708766946613931,0.10171418920590314,0.3419605700160297,0.62
механические,33,эхо x4,0.7898108015820341,0.07495441151764361,0.21467502131585092,0.7266666666666666
механические,33,эхо на четверти,0.7606676578416768,0.12731525671043983,0.36966127932601567,0.48
механические,33,словарь к 25,0.7403570097299729,0.16354537871387606,0.40767844959210103,0.6466666666666666
механические,33,словарь к 60,0.7522250151421229,0.13589456338591957,0.41155919824126275,0.5316666666666667
механические,33,все слова разные,0.7177605169918975,0.13687734286865405,0.3734936738062347,0.2916666666666667
механические,33,чужие хапаксы,0.7205970629195341,0.14780929118373626,0.3801826088193154,0.4066666666666667
механические,33,хапаксы одного домена,0.7175389867382963,0.13971273125703262,0.39286071098360553,0.3983333333333334
механические,33,20 чужих хапаксов,0.744609158458279,0.13305084978807585,0.39809442433954895,0.43333333333333335
механические,33,маркер каждые 3,0.7688696299176621,0.12272694239808306,0.3732389788395522,0.5599999999999999
механические,33,без пунктуации,0.7618657465531683,0.09819753597813098,0.42202288906809926,0.44166666666666665
механические,33,без служебных,0.7027077101218883,0.13002973298010967,0.35362059354612785,0.3666666666666667
механические,34,исходный,0.7249251727759555,0.0903135249432173,0.40959996311432983,0.3666666666666667
механические,34,перемешивание,0.7645912983615656,0.08774088313869692,0.47440933467015783,0.315
механические,34,эхо x2,0.768208607887436,0.08374405840919406,0.4003216664528704,0.455
механические,34,эхо x4,0.7933609080038598,0.0762108417374855,0.34248541487079565,0.6116666666666667
механические,34,эхо на четверти,0.7428082467901013,0.08828729307173476,0.4084423208065473,0.35333333333333333
механические,34,словарь к 25,0.7516075922624581,0.09885119289850702,0.40846528801572496,0.6566666666666666
механические,34,словарь к 60,0.7558367405060603,0.08837413279482814,0.40559164108230933,0.5933333333333334
механические,34,все слова разные,0.7360966766828093,0.1040256235349148,0.42192745415699046,0.18666666666666668
механические,34,чужие хапаксы,0.7258675973969849,0.10130922305724295,0.42087515869127284,0.3633333333333333
механические,34,хапаксы одного домена,0.7151754978041649,0.10755575045850739,0.41627348710763507,0.33666666666666667
механические,34,20 чужих хапаксов,0.7323916152723188,0.0971413502299258,0.4126635631985849,0.345
механические,34,маркер каждые 3,0.7344815849183647,0.09074638939089191,0.387781759887885,0.42166666666666663
механические,34,без пунктуации,0.7521814985456371,0.09205033312222155,0.44791731536434126,0.34833333333333333
механические,34,без служебных,0.726134640482402,0.09554698415761291,0.3994281323498385,0.31666666666666665
механические,35,исходный,0.7552023659718223,0.08416858762131231,0.4589258912134681,0.3333333333333333
механические,35,перемешивание,0.7528680274338712,0.08927414216615653,0.4832789012889316,0.31
механические,35,эхо x2,0.7669973095149153,0.07724204662606825,0.3503226937074319,0.45
механические,35,эхо x4,0.7839088594405709,0.06945164069506021,0.22081541332954413,0.6083333333333333
механические,35,эхо на четверти,0.761540264330041,0.09253451505103781,0.4333060912588979,0.35333333333333333
механические,35,словарь к 25,0.7860563837445618,0.06760226251144534,0.4444659154253597,0.65
механические,35,словарь к 60,0.7605945168487169,0.08103699122115253,0.45836004660690516,0.5183333333333334
механические,35,все слова разные,0.7410779436606836,0.08799946612815761,0.44342238579477306,0.25166666666666665
механические,35,чужие хапаксы,0.7460999766511273,0.08606945680556438,0.4428253217636016,0.28833333333333333
механические,35,хапаксы одного домена,0.7516091803875747,0.08378593835827734,0.4516042988666751,0.31666666666666665
механические,35,20 чужих хапаксов,0.7557830733835394,0.08325862821853156,0.45052922023520886,0.3
механические,35,маркер каждые 3,0.7763002172177823,0.08630544065946837,0.4118054527917559,0.4383333333333333
механические,35,без пунктуации,0.7792546733211498,0.07358477251389073,0.49691322013451183,0.3016666666666667
механические,35,без служебных,0.7489728542065017,0.08350599209130936,0.48941246185615034,0.24166666666666667
механические,36,исходный,0.7569373417179502,0.0985674510115316,0.4150009369250256,0.36166666666666664
механические,36,перемешивание,0.730539166902461,0.0901388743589356,0.4565967568586638,0.3583333333333334
механические,36,эхо x2,0.7803474076249849,0.07399479292014369,0.3408111800630156,0.5233333333333333
механические,36,эхо x4,0.7869219127426318,0.08461908512244089,0.23872562165891983,0.65
механические,36,эхо на четверти,0.7594790131523688,0.09116306863797109,0.3902153396393028,0.42
механические,36,словарь к 25,0.7331687716349622,0.08118661977029488,0.4273436666055528,0.6483333333333334
механические,36,словарь к 60,0.7533696920867025,0.07287057413675968,0.4262618614484355,0.5500000000000002
механические,36,все слова разные,0.7126049568763014,0.1014354861996778,0.4066030789476714,0.3416666666666666
механические,36,чужие хапаксы,0.7189495035424844,0.08530048555122093,0.4207969660793845,0.37333333333333335
механические,36,хапаксы одного домена,0.7139154706209966,0.09438089566494214,0.4071813917934583,0.36833333333333335
механические,36,20 чужих хапаксов,0.7424877587449045,0.08592693136270539,0.41645414411109294,0.36333333333333334
механические,36,маркер каждые 3,0.7799095658826833,0.0720716535864619,0.3872535812771143,0.48166666666666663
механические,36,без пунктуации,0.7640055822389513,0.07481879170268274,0.48346362238694923,0.3333333333333333
механические,36,без служебных,0.7403032297960013,0.0936736420486224,0.42416350227947613,0.29333333333333333
механические,37,исходный,0.7470580504561882,0.1044588702164533,0.3912008929577186,0.45166666666666666
механические,37,перемешивание,0.7410122192078487,0.07973148299622318,0.49374397095856687,0.4716666666666667
механические,37,эхо x2,0.7527564380636692,0.09643303794395247,0.34019685011751893,0.56
механические,37,эхо x4,0.7849757659381026,0.08941163980963412,0.2672900853696325,0.7050000000000001
механические,37,эхо на четверти,0.7387105278902718,0.09440353383846971,0.378412189429482,0.49333333333333335
механические,37,словарь к 25,0.7433027605902657,0.09778319702293202,0.4498794755104604,0.6933333333333334
механические,37,словарь к 60,0.744570606161609,0.10427701520301767,0.4207384401333532,0.5850000000000001
механические,37,все слова разные,0.6886239519888182,0.09461096032532863,0.404700462488586,0.3933333333333333
механические,37,чужие хапаксы,0.7009885078290893,0.1054557588437926,0.40542406323979857,0.4633333333333334
механические,37,хапаксы одного домена,0.7064188223498817,0.11674493194610973,0.4040742112601757,0.44166666666666665
механические,37,20 чужих хапаксов,0.7302030516313577,0.10066196672071219,0.3874829984965042,0.46166666666666667
механические,37,маркер каждые 3,0.7625947774031946,0.08175170162161867,0.3780382004178615,0.555
механические,37,без пунктуации,0.751441463177155,0.07906547739947471,0.47412104141861694,0.43333333333333335
механические,37,без служебных,0.7081897910117324,0.10991090004248937,0.38861600538607255,0.44
механические,38,исходный,0.7343708346394392,0.09824759470910611,0.4125342408485107,0.395
механические,38,перемешивание,0.7167369222079364,0.09069036559792586,0.4723258094081146,0.39833333333333326
механические,38,эхо x2,0.7701454862236979,0.08807320336008817,0.3865953094862655,0.49
механические,38,эхо x4,0.7765862692057445,0.08862117557014215,0.25282561601420056,0.6216666666666667
механические,38,эхо на четверти,0.7438674226176603,0.09523357650136531,0.4088704997907766,0.435
механические,38,словарь к 25,0.7410224218491567,0.07854443407977436,0.45913903995023714,0.6616666666666667
механические,38,словарь к 60,0.7266741386159783,0.10201457800901044,0.44532042141207534,0.5866666666666666
механические,38,все слова разные,0.7135944404331629,0.0943742418372342,0.42665630148261346,0.3499999999999999
механические,38,чужие хапаксы,0.7105176276239087,0.10490031777717514,0.4304771480069982,0.37833333333333335
механические,38,хапаксы одного домена,0.7128118568420346,0.1026393572886246,0.4318866320722998,0.39166666666666666
механические,38,20 чужих хапаксов,0.7266216725166794,0.09967765316578224,0.42474834810278445,0.38833333333333336
механические,38,маркер каждые 3,0.7436074328673516,0.10125566280196048,0.39079436408908347,0.47833333333333333
механические,38,без пунктуации,0.7471128045015627,0.078793239710982,0.4896599540079268,0.3666666666666667
механические,38,без служебных,0.7196856325121077,0.11172220941975758,0.4176686253100523,0.36999999999999994
механические,39,исходный,0.7391944279491823,0.09402558264849188,0.41412000871186844,0.3416666666666666
механические,39,перемешивание,0.7400059328511421,0.09486659785457846,0.4936374741713803,0.33
механические,39,эхо x2,0.7483070879348359,0.08041875387197656,0.3421445164493775,0.48500000000000004
механические,39,эхо x4,0.7903346551130377,0.07216656924323472,0.22760496943402606,0.6616666666666666
механические,39,эхо на четверти,0.7356903573420565,0.10226747694632643,0.38722364367845746,0.40166666666666667
механические,39,словарь к 25,0.7597945816887041,0.10273968594769761,0.4330788953753468,0.645
механические,39,словарь к 60,0.7287605647598113,0.11562147047664621,0.42059224590405603,0.5166666666666666
механические,39,все слова разные,0.7278431508020297,0.10414641610473867,0.4311519751014887,0.21333333333333335
механические,39,чужие хапаксы,0.7240993595178096,0.11895651119665451,0.43547629105021074,0.33
механические,39,хапаксы одного домена,0.729486163592318,0.10687669678677146,0.4332405321157755,0.35333333333333333
механические,39,20 чужих хапаксов,0.7340211322264009,0.10865733814653294,0.4077047739603153,0.3416666666666666
механические,39,маркер каждые 3,0.7700068176696387,0.09444392766653319,0.44516633271041656,0.45
механические,39,без пунктуации,0.7575748485482928,0.08735036960980828,0.4621620748271727,0.295
механические,39,без служебных,0.7233738868524279,0.10526351293272955,0.41719065829743024,0.3016666666666667
механические,40,исходный,0.7628457558852083,0.09309227531930318,0.4289476756454129,0.3
механические,40,перемешивание,0.747520189825123,0.09059420249065213,0.4613679597403782,0.3133333333333333
механические,40,эхо x2,0.770924788602032,0.07765645565839639,0.3679631618979771,0.4066666666666667
механические,40,эхо x4,0.801691168012967,0.07337625235500213,0.2651091653851454,0.58
механические,40,эхо на четверти,0.7675051225777353,0.08883143827606793,0.383627110508071,0.35833333333333334
механические,40,словарь к 25,0.7633045653747231,0.09651852473909817,0.4400507704571301,0.6966666666666667
механические,40,словарь к 60,0.7628434899479526,0.08747560423343577,0.4624843132865781,0.585
механические,40,все слова разные,0.7388828968930611,0.09722015536208299,0.42740932986443725,0.25833333333333336
механические,40,чужие хапаксы,0.7426058061721127,0.09548873039399013,0.42790195835300443,0.3116666666666667
механические,40,хапаксы одного домена,0.7481783069639283,0.09073907161458222,0.438172904589276,0.29666666666666663
механические,40,20 чужих хапаксов,0.7561058120624035,0.09631243381233077,0.4378812680377843,0.3116666666666667
механические,40,маркер каждые 3,0.7792429907549109,0.07489881839143413,0.4103517084863982,0.46166666666666667
механические,40,без пунктуации,0.7775478764648636,0.0836801526533169,0.45220447863454366,0.3166666666666667
механические,40,без служебных,0.747238542155637,0.09499390879876744,0.42482932867434675,0.22666666666666668
механические,41,исходный,0.7545177017565013,0.09692467231936046,0.4255167444678718,0.31833333333333336
механические,41,перемешивание,0.7406888371917884,0.11105268746157881,0.45783177123810753,0.325
механические,41,эхо x2,0.7800388213131807,0.08389277462765825,0.3737334132963976,0.45166666666666666
механические,41,эхо x4,0.7967504750680634,0.08726373141565437,0.25889110289200246,0.6366666666666666
механические,41,эхо на четверти,0.7574777984715659,0.09700622658078743,0.4064632463470959,0.375
механические,41,словарь к 25,0.7738392708569185,0.11580555399324215,0.4672092696631808,0.6283333333333333
механические,41,словарь к 60,0.771607164752737,0.10153577394358826,0.4655368085904406,0.5333333333333333
механические,41,все слова разные,0.738253737084427,0.09995166117181303,0.46395845610240966,0.275
механические,41,чужие хапаксы,0.7369637977302705,0.10581287063300214,0.45121427917543794,0.3
механические,41,хапаксы одного домена,0.7435583129790739,0.11061095896862738,0.4441062550360971,0.33
механические,41,20 чужих хапаксов,0.7387520733868315,0.10986810044397766,0.440647750656656,0.3133333333333333
механические,41,маркер каждые 3,0.7743015331659265,0.08066740804394634,0.4278596615697483,0.4633333333333334
механические,41,без пунктуации,0.7650291642081676,0.08059144064819306,0.4783525569933275,0.3116666666666667
механические,41,без служебных,0.737550790225234,0.10539573225693828,0.4369421150119274,0.25333333333333335
механические,42,исходный,0.7455166327938919,0.09784045788185285,0.4176069120163996,0.3566666666666667
механические,42,перемешивание,0.7514004816558639,0.08854513724557178,0.45501768103060464,0.3866666666666667
механические,42,эхо x2,0.7612308376915887,0.08847526768742377,0.38437860766805004,0.49333333333333335
механические,42,эхо x4,0.7830260299755271,0.08124272587757059,0.2688951225666068,0.6266666666666666
механические,42,эхо на четверти,0.7608119514559645,0.0927682124612718,0.39459070745096164,0.4266666666666667
механические,42,словарь к 25,0.7430690096760605,0.1134357595997461,0.43313120194509125,0.6416666666666666
механические,42,словарь к 60,0.7410400035266659,0.10426386777956353,0.4078579472283473,0.5383333333333334
механические,42,все слова разные,0.7329758644827159,0.09781515012152703,0.4339087056286646,0.23666666666666666
механические,42,чужие хапаксы,0.7370012839873105,0.1036248657791144,0.4270602827727896,0.3633333333333333
механические,42,хапаксы одного домена,0.7305978644929659,0.1153369873349435,0.42197060879549325,0.37666666666666665
механические,42,20 чужих хапаксов,0.7391878228909432,0.09630206848706184,0.42616255567102085,0.37000000000000005
механические,42,маркер каждые 3,0.7894091134394903,0.08747819449115336,0.4494220992549949,0.5066666666666667
механические,42,без пунктуации,0.7641696831537641,0.08198280571147452,0.46951588672890193,0.36999999999999994
механические,42,без служебных,0.7357529300125553,0.09461730899771187,0.4256643094035275,0.34
механические,43,исходный,0.73713263796909,0.12532330960715368,0.3703174465358385,0.315
механические,43,перемешивание,0.7493304659863943,0.08988686806573304,0.47811411715901125,0.31
механические,43,эхо x2,0.7539710208983937,0.08960810951514432,0.31588292184346384,0.4683333333333333
механические,43,эхо x4,0.7821241325775333,0.08965554772967772,0.2402190796345608,0.6716666666666667
механические,43,эхо на четверти,0.7369999686020304,0.1143694461929053,0.35973620877736795,0.36000000000000004
механические,43,словарь к 25,0.7656560169210804,0.116447962142179,0.43672901936695857,0.5816666666666667
механические,43,словарь к 60,0.7521512896867265,0.11411905020363912,0.44859865515276914,0.465
механические,43,все слова разные,0.7276365340748194,0.11252161875481696,0.4416538277637769,0.2383333333333333
механические,43,чужие хапаксы,0.7267968440420925,0.14182026975839462,0.40536885848355503,0.295
механические,43,хапаксы одного домена,0.7293863200741749,0.13672255732304114,0.3971564204002953,0.325
механические,43,20 чужих хапаксов,0.7328349564806582,0.12632978032634665,0.385636184390036,0.315
механические,43,маркер каждые 3,0.7767274746195265,0.08990417401480659,0.4246383624910584,0.44999999999999996
механические,43,без пунктуации,0.7601921855383078,0.10108016179810671,0.4316048851156491,0.2733333333333334
механические,43,без служебных,0.7150684437468223,0.13734330223168617,0.3847127940231005,0.305
механические,44,исходный,0.719222295942075,0.10231976698508416,0.4022240661082215,0.395
механические,44,перемешивание,0.730809317892909,0.08490458703923624,0.47239780220686534,0.42333333333333334
механические,44,эхо x2,0.754762185596619,0.0915739780205612,0.3817597582810395,0.5499999999999999
механические,44,эхо x4,0.7729693703558521,0.10998631038188116,0.2899984622312602,0.6766666666666667
механические,44,эхо на четверти,0.7416310120037907,0.09690261017492648,0.3935337964868772,0.48
механические,44,словарь к 25,0.7385451836326147,0.09027671499949276,0.4235069470728927,0.5933333333333333
механические,44,словарь к 60,0.7274248182889402,0.08838784394204303,0.4406133072446053,0.5566666666666668
механические,44,все слова разные,0.6869878164162353,0.1258280045407142,0.4108775865857204,0.36166666666666664
механические,44,чужие хапаксы,0.6890925544022067,0.11554767058361537,0.40089033488754017,0.41500000000000004
механические,44,хапаксы одного домена,0.7017743053260785,0.11071411906680534,0.4062458717445228,0.395
механические,44,20 чужих хапаксов,0.6958782521400367,0.1147980967160503,0.38815731205299514,0.4033333333333333
механические,44,маркер каждые 3,0.7665807533762887,0.08812042826551303,0.4023687009789965,0.52
механические,44,без пунктуации,0.7438037694197371,0.09702604712813394,0.46764031046869103,0.355
механические,44,без служебных,0.7026155201039209,0.0991371888929442,0.38048135798100075,0.41500000000000004
механические,45,исходный,0.7428821195100969,0.08375866940181842,0.3752823017453663,0.5216666666666666
механические,45,перемешивание,0.7340530845970897,0.08293851495029093,0.4901307334115573,0.5183333333333333
механические,45,эхо x2,0.7430732323428444,0.07092847411843778,0.31329530631400293,0.68
механические,45,эхо x4,0.7854206410170145,0.08689685989405195,0.27369813310866614,0.7566666666666667
механические,45,эхо на четверти,0.7357562342989649,0.08758362373610591,0.31871982096156953,0.6016666666666667
механические,45,словарь к 25,0.744264974277984,0.09011928432876225,0.3951671263242878,0.6616666666666667
механические,45,словарь к 60,0.7334096786611245,0.08383156941444987,0.36604733660981176,0.5583333333333333
механические,45,все слова разные,0.7017655337262042,0.10821011060685232,0.344592852586491,0.40499999999999997
механические,45,чужие хапаксы,0.7129469661129072,0.11218546474958258,0.37033228629222914,0.5083333333333333
механические,45,хапаксы одного домена,0.720706879925554,0.10016865628471693,0.37677860817554976,0.5333333333333333
механические,45,20 чужих хапаксов,0.7344600827853188,0.08890329489828785,0.3605310476174952,0.5299999999999999
механические,45,маркер каждые 3,0.7713258982705696,0.0876585940405112,0.3971716795117997,0.62
механические,45,без пунктуации,0.7606367358200165,0.08241739514173738,0.45364391091397066,0.4766666666666666
механические,45,без служебных,0.717608825901291,0.09891025732628171,0.3548182899439544,0.5116666666666666
механические,46,исходный,0.7600134677648525,0.08629620167477482,0.3977572265127362,0.385
механические,46,перемешивание,0.7285013846041499,0.0847190790131211,0.421658110137252,0.4000000000000001
механические,46,эхо x2,0.7552946032081204,0.08681299915392765,0.3450756282152852,0.505
механические,46,эхо x4,0.7860508015274688,0.08837613511458871,0.24649653374320088,0.6883333333333334
механические,46,эхо на четверти,0.7560967417447717,0.08628940415736215,0.36734637904834533,0.465
механические,46,словарь к 25,0.7516649828476237,0.08647929701801471,0.4318855019985774,0.715
механические,46,словарь к 60,0.7531311088456262,0.0771102058411003,0.42818359984756754,0.6083333333333334
механические,46,все слова разные,0.7261259372803419,0.09724821829936613,0.3706305501038483,0.27499999999999997
механические,46,чужие хапаксы,0.7172349093707332,0.09741664836990026,0.3823049216813394,0.3666666666666667
механические,46,хапаксы одного домена,0.7218306116486882,0.09412084186862879,0.37897969745998106,0.3466666666666667
механические,46,20 чужих хапаксов,0.7447230417031206,0.089240014774836,0.3848508325757331,0.38999999999999996
механические,46,маркер каждые 3,0.7634562106165625,0.08368901804665962,0.37468327156670084,0.4916666666666667
механические,46,без пунктуации,0.768613470107745,0.08096997172771155,0.4397792016834214,0.34
механические,46,без служебных,0.7397428343034967,0.08992483338833827,0.3629119025439243,0.3133333333333333
механические,47,исходный,0.7575026456760737,0.09306054752932151,0.3895125935435233,0.34
механические,47,перемешивание,0.7544483472702418,0.09133687707999873,0.4499443838040243,0.3666666666666667
механические,47,эхо x2,0.7730725587705288,0.09145405629984758,0.3235076132912063,0.5283333333333333
механические,47,эхо x4,0.8024841348343444,0.08798848673916589,0.2174927043205576,0.7283333333333334
механические,47,эхо на четверти,0.7538668511003545,0.0964618381881519,0.38675687117560287,0.39666666666666667
механические,47,словарь к 25,0.7687099581968204,0.08800535370585394,0.45538689668266247,0.6683333333333334
механические,47,словарь к 60,0.7693343377467042,0.09670438566250476,0.42838315460857407,0.5483333333333333
механические,47,все слова разные,0.731599589997379,0.1127771777198326,0.39798787333543006,0.25
механические,47,чужие хапаксы,0.746214228691947,0.11108834734446543,0.4164736242897515,0.34833333333333333
механические,47,хапаксы одного домена,0.7491877743074528,0.08708578765299894,0.4147286232452925,0.33666666666666667
механические,47,20 чужих хапаксов,0.752409338918585,0.09494740927670636,0.39582949534987977,0.375
механические,47,маркер каждые 3,0.7675681843907407,0.10216105214910493,0.37912662997579294,0.46166666666666667
механические,47,без пунктуации,0.7647288286944063,0.08054839110148085,0.4311155266487334,0.3416666666666666
механические,47,без служебных,0.7371826448980547,0.09423222205161919,0.4060285150441452,0.2966666666666667
механические,48,исходный,0.7566463164946127,0.09499809079919012,0.46191444012957095,0.3016666666666667
механические,48,перемешивание,0.7539590554369635,0.08441597849641147,0.49732058343619195,0.3133333333333333
механические,48,эхо x2,0.7750240609990561,0.08414266715511078,0.3732611532241616,0.4283333333333334
механические,48,эхо x4,0.7837241857197128,0.0750495200120083,0.2636943539605381,0.5483333333333333
механические,48,эхо на четверти,0.7525143583294289,0.09199238343933407,0.41716393080933617,0.3466666666666667
