текст,условие,среднее: смысловые,разброс: смысловые,среднее: смысл. одиночки,разброс: смысл. одиночки,разброс: все,среднее: все,"смысловых > 0.1, %","одиночек > 0.1, %","смысловых > 0.2, %","одиночек > 0.2, %","смысловых > 0.3, %","одиночек > 0.3, %","смысловых > 0.5, %","одиночек > 0.5, %",расслоение одиночек
3,без пунктуации,0.08435499479552307,0.05837594796506494,0.09234646615137493,0.05589023240177651,0.06691828736848693,0.10283375484570459,37.68115942028986,44.0,2.898550724637681,2.0,0.0,0.0,0.0,0.0,0.04634193193238244
3,без служебных,0.07342774254949573,0.06237622642691577,0.07602895595562079,0.05425916567475679,0.06702862219905815,0.07560598919565811,33.82352941176471,35.714285714285715,2.941176470588235,2.380952380952381,0.0,0.0,0.0,0.0,0.05548864914510364
4,исходный,0.0010591510514567182,0.04692371241929671,0.00331207753929433,0.04898092506938836,0.05794653564019995,0.002099081370617602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05836299145000506
4,перемешивание,0.3450343434938832,0.09333458420998308,0.3665894202109759,0.07233641638751273,0.1278798012791614,0.34576734709684137,100.0,100.0,91.8918918918919,96.42857142857143,75.67567567567568,85.71428571428571,2.7027027027027026,0.0,0.08071140148729661
4,эхо x2,0.012502609200091674,0.05860949301052376,0.030228114641198213,0.06070874174205545,0.06577407309644397,0.022030522670153044,4.25531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06532865778476919
4,эхо x4,-0.04547114056322679,0.08618386448303497,,,0.0658968693524172,-0.03286256609824046,8.571428571428571,,0.0,,0.0,,0.0,,
4,эхо на четверти,0.007798427146293572,0.05135592233492341,0.02573320033069387,0.04381593734379502,0.061251726672874866,0.01548197743214561,7.142857142857142,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.022913887320910844
4,словарь к 25,0.06805091654216744,0.04633767018393615,,,0.07471877193888644,0.09158513178707571,20.930232558139537,,2.3255813953488373,,0.0,,0.0,,
4,словарь к 60,0.04373987846071811,0.06326538915461886,0.023422912154321594,0.058702660535956644,0.07751896737044187,0.06442026425114102,18.181818181818183,18.75,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.05147294709868114
4,все слова разные,0.22690755372677932,0.07144835335461347,0.22690755372677932,0.07144835335461347,0.08558940636641074,0.22240821802163202,95.65217391304348,95.65217391304348,63.04347826086957,63.04347826086957,15.217391304347828,15.217391304347828,0.0,0.0,0.07280033077027181
4,чужие хапаксы,0.1148699805799065,0.05589294149828675,0.12736960582848456,0.061606445476390125,0.07056313872195762,0.11776790625595264,55.55555555555556,63.63636363636363,2.7777777777777777,4.545454545454546,2.7777777777777777,4.545454545454546,0.0,0.0,0.06307630231084135
4,хапаксы одного домена,0.15314418005084068,0.06297113818695145,0.149103666755186,0.06613701009115458,0.07863029752758911,0.1357507879302099,83.33333333333334,80.76923076923077,20.0,19.230769230769234,3.3333333333333335,3.8461538461538463,0.0,0.0,0.06036017683424287
4,20 чужих хапаксов,0.03419822393495933,0.04090360641284295,0.038439726220382886,0.046739840714134166,0.06375771567264302,0.04498877422597463,3.0303030303030303,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.032003801650544894
4,маркер каждые 3,-0.002679846482886559,0.12165324806468546,0.12619657414563829,0.05681022938221083,0.11399024181612154,0.0574056504663086,26.923076923076923,67.85714285714286,3.8461538461538463,10.714285714285714,0.0,0.0,0.0,0.0,0.04654087033159397
4,без пунктуации,0.12947652061629222,0.06673341827696254,0.14292174102499253,0.06947181012535311,0.07646496078489612,0.14891695528240612,66.66666666666666,74.35897435897436,19.607843137254903,25.64102564102564,0.0,0.0,0.0,0.0,0.0733067179281694
4,без служебных,0.08633836524936839,0.048551238248302916,0.09031476505737018,0.04692019776600717,0.0720912139377887,0.088122798026329,40.0,44.11764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.02630433857186512
5,исходный,-0.01879274004191974,0.04333134706466475,-0.013854008258098268,0.04547694999801301,0.05074744937578109,-0.030291891352601377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339534545572311
5,перемешивание,0.35272846958840515,0.05800390349377898,0.353471733071879,0.05684795445208004,0.08976371451426268,0.34304659192134956,100.0,100.0,100.0,100.0,76.74418604651163,80.55555555555556,0.0,0.0,0.05346993991948157
5,эхо x2,0.07884308242286994,0.06938434112676597,0.09084213885258864,0.0612002802264948,0.0753234103636504,0.07027176614997918,41.86046511627907,55.55555555555556,2.3255813953488373,0.0,0.0,0.0,0.0,0.0,0.05071333505264175
5,эхо x4,0.022209070074360866,0.0814042241930191,,,0.07889460288495502,0.02886274661369442,19.35483870967742,,0.0,,0.0,,0.0,,
5,эхо на четверти,0.03772026971193479,0.06346915604777048,0.040067713494319895,0.0738744007494842,0.06353042199201844,0.01667155987056708,11.627906976744185,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.05178288214343667
5,словарь к 25,0.09514649845906584,0.058657364191953616,,,0.07563027646821135,0.10735705807241519,55.55555555555556,,2.2222222222222223,,0.0,,0.0,,
5,словарь к 60,0.08830264675952493,0.07660527320602384,0.07633005188294714,0.06309816275677134,0.0885035471851344,0.07637968812212517,46.34146341463415,31.25,4.878048780487805,0.0,0.0,0.0,0.0,0.0,0.05678603515493181
5,все слова разные,0.22791942369995707,0.064321100693507,0.22791942369995707,0.064321100693507,0.08924646477426003,0.22286505440899348,97.36842105263158,97.36842105263158,63.1578947368421,63.1578947368421,7.894736842105263,7.894736842105263,0.0,0.0,0.07693600902635397
5,чужие хапаксы,0.15656269650694987,0.06912283541127015,0.1509176402789313,0.0721902912913146,0.07815175424845759,0.1485111553126161,79.06976744186046,74.19354838709677,25.581395348837212,22.58064516129032,0.0,0.0,0.0,0.0,0.05753383299546419
5,хапаксы одного домена,0.1653302733617764,0.059903449852256645,0.1718460672271614,0.05196749253755635,0.0749688558234535,0.15301343862952022,90.0,96.66666666666667,27.500000000000004,26.666666666666668,0.0,0.0,0.0,0.0,0.0332248932599612
5,20 чужих хапаксов,0.016266962180578607,0.04766169957894681,0.02477132147373448,0.047714579095177935,0.058371862078771285,0.0014338555079232908,6.382978723404255,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.05521757432312581
5,маркер каждые 3,-0.02326521589301242,0.1300789138764796,0.13048825963600738,0.07032130916697964,0.12236468511812461,0.0499227391319545,26.582278481012654,70.83333333333334,5.063291139240507,16.666666666666664,0.0,0.0,0.0,0.0,0.04318808576348139
5,без пунктуации,0.1578701535875711,0.057950933036397194,0.16569162523691044,0.06366145736355652,0.07095299514418976,0.15532656386741078,85.71428571428571,85.0,21.428571428571427,30.0,0.0,0.0,0.0,0.0,0.05854138093807268
5,без служебных,0.081459716954743,0.05966067830542553,0.08320306189070331,0.06677986156480273,0.06796628907129938,0.05863704670800941,26.0,28.947368421052634,6.0,7.894736842105263,0.0,0.0,0.0,0.0,0.036710213307774305
6,исходный,0.005484829571008478,0.04336897399736615,0.006174561199258674,0.042199932863771904,0.051693346231556796,-0.013144364579092883,3.9215686274509802,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.04145455938534656
6,перемешивание,0.38466273670174883,0.07744785408972071,0.39153459192278806,0.07742055040745652,0.10662029057185311,0.4061308312198949,100.0,100.0,98.18181818181819,97.61904761904762,90.9090909090909,92.85714285714286,7.2727272727272725,7.142857142857142,0.0490012502110197
6,эхо x2,0.05257342273768907,0.05159774961846609,0.04442180753101814,0.050665515190892824,0.06417051679436253,0.039500282849376754,14.814814814814813,7.4074074074074066,1.8518518518518516,3.7037037037037033,0.0,0.0,0.0,0.0,0.03490118316759001
6,эхо x4,-0.019571716427238543,0.06845371130020984,,,0.06690318334817426,-0.0025712874484783684,5.263157894736842,,0.0,,0.0,,0.0,,
