набор,текст,условие,зерно,"бессмысленных, %","бессм. среди одиночек, %","бессм. среди повторных, %","бессм. среди смысловых, %","осмысленных одиночек, шт","осмысленных типов, шт","бессмысленных типов, шт"
LLM,coling::07106895-c293-4117-be28-f75985334b33,тема вписана,1.0,7.478593522912888,10.507018646553531,4.552318346105523,9.292469056473964,69.66666666666667,96.0,11.0
LLM,coling::07106895-c293-4117-be28-f75985334b33,термин в той же обёртке,1.0,3.92500233492108,3.461081402257873,4.2405931893802515,6.497204751921733,65.0,95.0,6.0
LLM,coling::07106895-c293-4117-be28-f75985334b33,художественный стиль,1.0,11.099812624101574,15.618279569892474,7.842114574928182,17.949823437628314,47.666666666666664,72.0,14.666666666666666
LLM,coling::07106895-c293-4117-be28-f75985334b33,чужие хапаксы,1.0,62.34155324162412,78.35748792270532,51.36447281683275,77.92005691165356,14.333333333333334,29.666666666666668,74.66666666666667
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,анафора,1.0,14.68015432999384,17.171717171717173,13.274081794144324,17.564616938235215,41.666666666666664,63.333333333333336,18.0
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,богаче словарь,1.0,20.229013661849482,25.470219435736677,16.332262581335968,28.924162257495592,43.0,62.333333333333336,23.0
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,исходный,1.0,8.446069949137433,8.906371406371406,8.08901338313103,6.055247066297702,65.66666666666667,90.66666666666667,12.666666666666666
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,каждое предложение о своём,1.0,14.295354302304006,19.581360809430986,7.749572978683491,15.658212769894412,46.666666666666664,58.666666666666664,15.0
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,меньше мыслей,1.0,2.8426377476138107,6.072874493927125,2.287894024652652,4.689829148033482,13.666666666666666,43.333333333333336,3.3333333333333335
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,одна тема,1.0,2.595525873919641,2.255197853789403,2.8086731827884512,1.6066589237320945,59.333333333333336,85.0,3.3333333333333335
