mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,policy,genre,text,ntok,L_used
q_small,0.3,17.21342890550518,0.8974013038953774,0.9419058221642185,3.0969528291480812,0.9999379683720997,0.003916324779278492,0.0062344796549291814,0.003028669722038176,8,51,256,abs_L,xsum,xsum_12,407,256
q_small,0.6,20.505520138461563,0.9753952554751084,0.951232644027189,2.54031188097568,0.9999643187237459,0.0029996172566818737,0.005207402214660206,0.0023197386516777387,8,51,256,abs_L,xsum,xsum_12,407,256
q_small,0.9,19.659405779153367,1.2749131282675004,0.9491337626765713,1.2443297358587875,0.9999275322843945,0.004265467175598822,0.005946881560852546,0.0032986772071196485,8,51,256,abs_L,xsum,xsum_12,407,256
q0.5_range,0.0,4.74417633025715,0.27055842797544255,0.7892152545801777,3.202938523026519,0.998609935235209,0.015544122375223325,0.03134442614562616,0.012020967475064273,8,51,256,abs_L,xsum,xsum_13,547,256
q0.5_range,0.3,11.546287294254515,0.8745410835707819,0.9133920736150741,2.901360356614114,0.9996906191807222,0.008482469018487522,0.015580871334774926,0.006559873997261547,8,51,256,abs_L,xsum,xsum_13,547,256
q_large,0.0,8.117575520980818,0.4321890829042909,0.8768105085791461,3.6868983238592072,0.999664388979462,0.008481016371601181,0.01560755052123497,0.006558750600227483,8,51,256,abs_L,xsum,xsum_13,547,256
q_large,0.3,6.2240628950040815,0.3462598927743346,0.8393332431131636,3.399896011523979,0.99932002103195,0.0115579558079486,0.02295112190607629,0.008938285963769905,8,51,256,abs_L,xsum,xsum_13,547,256
q_large,0.6,3.9466617189119444,0.22300952659567158,0.7466213039723886,3.104282977410819,0.9977984905399545,0.018513579441231973,0.036667853324565236,0.014317381897662186,8,51,256,abs_L,xsum,xsum_13,547,256
q_large,0.9,3.1941417432912917,0.4234144357110212,0.686926855359404,1.4343575014767762,0.9785692964873387,0.053664127927216906,0.09104584861364629,0.041500878648447634,8,51,256,abs_L,xsum,xsum_13,547,256
q_small,0.0,8.117575520980818,0.4321890829042909,0.8768105085791461,3.6868983238592072,0.999664388979462,0.008481016371601181,0.01560755052123497,0.006558750600227483,8,51,256,abs_L,xsum,xsum_13,547,256
q_small,0.3,12.922007316586695,0.9092726175660467,0.9226126424865586,3.2432333657979546,0.999791027096373,0.007041431066907694,0.011474885247163336,0.005445454673473542,8,51,256,abs_L,xsum,xsum_13,547,256
q_small,0.6,16.313767913530587,0.9974193561769955,0.9387020824802464,2.6668386807507796,0.9999043703381627,0.004846140682721112,0.009433733544126355,0.00374773809162959,8,51,256,abs_L,xsum,xsum_13,547,256
q_small,0.9,18.154958037719133,1.891617975450197,0.9449186278523818,1.352692025756151,0.9997787148947502,0.007421124508232089,0.01610785754738675,0.005739088652830978,8,51,256,abs_L,xsum,xsum_13,547,256
