contrast,mode,q,n,diff,rel,effect
syntax_complex − syntax_simple,q_large,0.7,188,0.5317985448110419,0.15456839602426936,1.167056109059402
syntax_complex − syntax_simple,q_large,0.75,188,0.2974779269925136,0.0914796617984935,0.6339157718093585
syntax_complex − syntax_simple,q_large,0.8,188,0.08577800428761732,0.028068437902485012,0.1531488929526192
syntax_complex − syntax_simple,q_large,0.85,188,-0.08243549985781276,-0.02420754276169476,-0.1190531324645551
syntax_complex − syntax_simple,q_large,0.9,188,-0.15690306712976998,-0.04928807852546836,-0.19178518523758828
syntax_complex − syntax_simple,q_small,0.0,188,1.5862137250683057,0.19251041161274302,1.727114756913199
syntax_complex − syntax_simple,q_small,0.05,188,1.7943444257853762,0.20952821599802918,1.8307235993807394
syntax_complex − syntax_simple,q_small,0.1,188,2.0451907587298086,0.2292594135727941,1.9000389114197702
syntax_complex − syntax_simple,q_small,0.15,188,2.44797701580754,0.2572768159493417,1.9037344616886485
syntax_complex − syntax_simple,q_small,0.2,188,3.0106616392134833,0.28960690441508063,1.8854241409082908
syntax_complex − syntax_simple,q_small,0.25,188,3.6073673628132847,0.313519400702949,1.8952641250588023
syntax_complex − syntax_simple,q_small,0.3,188,3.9879512611938672,0.31364390296714606,1.8920186724681318
syntax_complex − syntax_simple,q_small,0.35,188,4.004325158841653,0.28866057594832795,1.827200388152231
syntax_complex − syntax_simple,q_small,0.4,188,3.803524144048013,0.2561094214376597,1.7391061193488442
syntax_complex − syntax_simple,q_small,0.45,188,3.6082851431336715,0.23132388451401545,1.6807792675995379
syntax_complex − syntax_simple,q_small,0.5,188,3.510276524022548,0.21750211043695927,1.6389752886186009
syntax_complex − syntax_simple,q_small,0.55,188,3.5043422463500544,0.2120114389736105,1.5934955974039469
syntax_complex − syntax_simple,q_small,0.6,188,3.5505123408664057,0.21104187114228987,1.5428408123527835
syntax_complex − syntax_simple,q_small,0.65,188,3.6212733682537497,0.21241838433467064,1.4820505685924352
syntax_complex − syntax_simple,q_small,0.7,188,3.695532657977586,0.21457216822247605,1.4098953339834697
syntax_complex − syntax_simple,q_small,0.75,188,3.7438917783865286,0.21594198725799665,1.3234569486313041
syntax_complex − syntax_simple,q_small,0.8,188,3.7446850705941803,0.21538280485406308,1.2276807386530466
syntax_complex − syntax_simple,q_small,0.85,188,3.63854316664846,0.2092378898051423,1.1131631102651554
syntax_complex − syntax_simple,q_small,0.9,188,3.2825376571231937,0.18867524784473644,0.938209209375787
lengthen_sentences − shorten_sentences,q0.5_range,0.0,200,-0.015985478397614175,-0.004506204181999495,-0.04276205153251881
lengthen_sentences − shorten_sentences,q0.5_range,0.05,200,-0.006140051822840851,-0.0023298295295535875,-0.015490952358482465
lengthen_sentences − shorten_sentences,q0.5_range,0.1,200,-0.039365785240094466,-0.006862299396133793,-0.08937687551444407
lengthen_sentences − shorten_sentences,q0.5_range,0.15,200,-0.1172275889470491,-0.016398067326111963,-0.22077463477538276
lengthen_sentences − shorten_sentences,q0.5_range,0.2,200,-0.22505747740056975,-0.026595143152514752,-0.3377342547781494
lengthen_sentences − shorten_sentences,q0.5_range,0.25,200,-0.31640341289263957,-0.03166098641093499,-0.39518745236373515
lengthen_sentences − shorten_sentences,q0.5_range,0.3,200,-0.29728533692246595,-0.02582211092887178,-0.3308965661768596
lengthen_sentences − shorten_sentences,q0.5_range,0.35,200,-0.110075746442295,-0.009104083299291571,-0.1151460475392168
lengthen_sentences − shorten_sentences,q0.5_range,0.4,200,0.19592752825716564,0.011947097408016118,0.19118374421562603
lengthen_sentences − shorten_sentences,q0.5_range,0.45,200,0.5088062991728157,0.030628441553283824,0.46004481117543794
lengthen_sentences − shorten_sentences,q0.5_range,0.5,200,0.6127980553503742,0.0357988402147339,0.5051819539283857
lengthen_sentences − shorten_sentences,q_large,0.0,200,0.05858597984639701,0.00584611090135144,0.11347650949884684
lengthen_sentences − shorten_sentences,q_large,0.05,200,0.052656898973658474,0.005404858803483474,0.1061818517734788
lengthen_sentences − shorten_sentences,q_large,0.1,200,0.027249083359064202,0.0026030488524392747,0.056373711069806216
lengthen_sentences − shorten_sentences,q_large,0.15,200,0.007117685515658461,0.00019009141138815911,0.015133599249248515
lengthen_sentences − shorten_sentences,q_large,0.2,200,-0.0071568795814340455,-0.0017164386415141541,-0.01564126116424405
lengthen_sentences − shorten_sentences,q_large,0.25,200,-0.01687588086196579,-0.003200298326581511,-0.03804790910307964
lengthen_sentences − shorten_sentences,q_large,0.3,200,-0.02248378033404343,-0.004245437750121762,-0.05225074640976841
lengthen_sentences − shorten_sentences,q_large,0.35,200,-0.024480861541021012,-0.00486829520293673,-0.05872903300119108
lengthen_sentences − shorten_sentences,q_large,0.4,200,-0.02408313332124512,-0.005179022628376296,-0.05972333202573591
lengthen_sentences − shorten_sentences,q_large,0.45,200,-0.021481660601050417,-0.005141099352029543,-0.055217878538269136
lengthen_sentences − shorten_sentences,q_large,0.5,200,-0.015985478397614175,-0.004506204181999495,-0.04276205153251881
lengthen_sentences − shorten_sentences,q_large,0.55,200,-0.004289369198335795,-0.0023045673062123124,-0.012040258521455228
lengthen_sentences − shorten_sentences,q_large,0.6,200,0.019136306503316238,0.003314301749741695,0.05691974764639948
lengthen_sentences − shorten_sentences,q_large,0.65,200,0.05788750593843872,0.014140978984270327,0.18312753441318738
lengthen_sentences − shorten_sentences,q_large,0.7,200,0.10635530333262576,0.029277567448475796,0.34617728101346174
lengthen_sentences − shorten_sentences,q_large,0.75,200,0.15265640649256665,0.044418803395550564,0.46650480168569586
lengthen_sentences − shorten_sentences,q_large,0.8,200,0.18024177731054827,0.05311280999198765,0.4566441201552219
lengthen_sentences − shorten_sentences,q_large,0.85,200,0.16420281462624572,0.04739173922619143,0.3235385542014334
lengthen_sentences − shorten_sentences,q_large,0.9,200,0.06934216819548696,0.018154712308711855,0.10697592562467355
lengthen_sentences − shorten_sentences,q_small,0.0,200,0.05858597984639701,0.00584611090135144,0.11347650949884684
lengthen_sentences − shorten_sentences,q_small,0.05,200,0.08984207725611384,0.009047820747029135,0.1709292660580358
lengthen_sentences − shorten_sentences,q_small,0.1,200,0.07385534476259545,0.0071942484276192875,0.13252986639159767
lengthen_sentences − shorten_sentences,q_small,0.15,200,0.022115409406995804,0.001566861130055709,0.035275764519041804
lengthen_sentences − shorten_sentences,q_small,0.2,200,-0.03986955101303006,-0.004644493883847827,-0.05438572871231157
lengthen_sentences − shorten_sentences,q_small,0.25,200,-0.0725292640609501,-0.007540630959214152,-0.08624370975244822
lengthen_sentences − shorten_sentences,q_small,0.3,200,-0.022391837959448768,-0.003670824773945467,-0.024069249654314846
lengthen_sentences − shorten_sentences,q_small,0.35,200,0.12454570070229642,0.006676763288800308,0.12496168023882566
lengthen_sentences − shorten_sentences,q_small,0.4,200,0.31618061977487494,0.018940708266865378,0.29633007893877533
lengthen_sentences − shorten_sentences,q_small,0.45,200,0.4843311326221577,0.028814094255933353,0.42528882154834735
lengthen_sentences − shorten_sentences,q_small,0.5,200,0.6127980553503742,0.0357988402147339,0.5051819539283857
lengthen_sentences − shorten_sentences,q_small,0.55,200,0.7162110202259836,0.04110745997382606,0.553617357132211
lengthen_sentences − shorten_sentences,q_small,0.6,200,0.8119451637033364,0.04592882206584546,0.5855496517475596
lengthen_sentences − shorten_sentences,q_small,0.65,200,0.904978415492123,0.05062336136496601,0.6032456953902948
lengthen_sentences − shorten_sentences,q_small,0.7,200,0.9958807626530793,0.055153757907129355,0.6058232093722911
lengthen_sentences − shorten_sentences,q_small,0.75,200,1.0713500813495858,0.058794031246901864,0.5853608584532864
lengthen_sentences − shorten_sentences,q_small,0.8,200,1.1109490136923208,0.06044285587788147,0.5430581194952725
lengthen_sentences − shorten_sentences,q_small,0.85,200,1.0853459133559111,0.05859865674516808,0.46846680501515087
lengthen_sentences − shorten_sentences,q_small,0.9,200,0.8871539758812668,0.04783798179814152,0.33040984312173066
